Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
France,FRA,1834,6.17083
France,FRA,1835,4.73406
France,FRA,1836,5.05106
France,FRA,1837,6.33492
France,FRA,1838,7.39803
France,FRA,1839,7.99697
France,FRA,1840,7.50706
France,FRA,1841,5.40769
France,FRA,1842,4.68534
France,FRA,1843,5.04922
France,FRA,1844,5.70027
France,FRA,1845,6.05224
France,FRA,1846,5.71055
France,FRA,1847,5.13543
France,FRA,1848,6.41703
France,FRA,1849,7.32732
France,FRA,1850,7.8689
France,FRA,1851,8.75018
France,FRA,1852,7.71488
France,FRA,1853,8.37038
France,FRA,1854,6.85529
France,FRA,1855,7.79803
France,FRA,1856,8.13003
France,FRA,1857,8.22279
France,FRA,1858,9.62163
France,FRA,1859,11.59921
France,FRA,1860,11.00899
France,FRA,1861,9.06068
France,FRA,1862,10.22477
France,FRA,1863,12.15212
France,FRA,1864,13.45078
France,FRA,1865,14.76997
France,FRA,1866,13.99481
France,FRA,1867,12.53949
France,FRA,1868,11.14177
France,FRA,1869,12.13696
France,FRA,1870,11.6954
France,FRA,1871,12.12947
France,FRA,1872,15.07353
France,FRA,1873,15.63708
France,FRA,1874,14.23883
France,FRA,1875,14.76007
France,FRA,1876,14.5326
France,FRA,1877,13.411
France,FRA,1878,12.73754
France,FRA,1879,14.08027
France,FRA,1880,13.64871
France,FRA,1881,13.44078
France,FRA,1882,12.83257
France,FRA,1883,12.67115
France,FRA,1884,12.41597
France,FRA,1885,12.30279
France,FRA,1886,12.87957
France,FRA,1887,12.90964
France,FRA,1888,12.64211
France,FRA,1889,13.50543
France,FRA,1890,12.97359
France,FRA,1891,12.17142
France,FRA,1892,12.06008
France,FRA,1893,11.49515
France,FRA,1894,10.83498
France,FRA,1895,12.41994
France,FRA,1896,11.82627
France,FRA,1897,11.82775
France,FRA,1898,11.00627
France,FRA,1899,12.75061
France,FRA,1900,12.52515
France,FRA,1901,12.9711
France,FRA,1902,13.33752
France,FRA,1903,12.5461
France,FRA,1904,13.45892
France,FRA,1905,14.65272
France,FRA,1906,14.7845
France,FRA,1907,14.4449
France,FRA,1908,13.53132
France,FRA,1909,14.25925
France,FRA,1910,15.23635
France,FRA,1911,13.47757
France,FRA,1912,13.59927
France,FRA,1913,13.85931
France,FRA,1914,10.80084
France,FRA,1915,8.73076
France,FRA,1916,10.42823
France,FRA,1917,8.50188
France,FRA,1918,6.03609
France,FRA,1919,11.31541
France,FRA,1920,15.336
France,FRA,1921,14.7855
France,FRA,1922,13.73647
France,FRA,1923,16.33501
France,FRA,1924,19.49896
France,FRA,1925,18.79131
France,FRA,1926,18.298
France,FRA,1927,18.12647
France,FRA,1928,15.55079
France,FRA,1929,14.47322
France,FRA,1930,12.82163
France,FRA,1931,10.18659
France,FRA,1932,7.40166
France,FRA,1933,7.42703
France,FRA,1934,7.76121
France,FRA,1935,7.58077
France,FRA,1936,6.28943
France,FRA,1937,6.90349
France,FRA,1938,7.38973
France,FRA,1939,6.96959
France,FRA,1940,4.71848
France,FRA,1941,3.81972
France,FRA,1942,6.16905
France,FRA,1943,6.66272
France,FRA,1944,4.44151
France,FRA,1945,1.03409
France,FRA,1946,4.15953
France,FRA,1947,6.14297
France,FRA,1948,9.06895
France,FRA,1949,9.73431
France,FRA,1950,10.1679
France,FRA,1951,10.85908
France,FRA,1952,8.41418
France,FRA,1953,8.24874
France,FRA,1954,8.68526
France,FRA,1955,9.95631
France,FRA,1956,8.56759
France,FRA,1957,8.81004
France,FRA,1958,8.96731
France,FRA,1959,10.78206
France,FRA,1960,10.94021
France,FRA,1961,10.54783
France,FRA,1962,9.62526
France,FRA,1963,9.42688
France,FRA,1964,9.4514
France,FRA,1965,9.81729
France,FRA,1966,9.85556
France,FRA,1967,9.52337
France,FRA,1968,9.78435
France,FRA,1969,10.87017
France,FRA,1970,12.15014
France,FRA,1971,12.49276
France,FRA,1972,12.94711
France,FRA,1973,13.81234
France,FRA,1974,16.14037
France,FRA,1975,14.67209
France,FRA,1976,15.30333
France,FRA,1977,15.79459
France,FRA,1978,15.61909
France,FRA,1979,16.3484
France,FRA,1980,16.49038
France,FRA,1981,17.1635
France,FRA,1982,16.48663
France,FRA,1983,16.8958
France,FRA,1984,18.23466
France,FRA,1985,18.23082
France,FRA,1986,16.04841
France,FRA,1987,15.71877
France,FRA,1988,16.3759
France,FRA,1989,17.3127
France,FRA,1990,16.86912
France,FRA,1991,17.14173
France,FRA,1992,16.75998
France,FRA,1993,16.21809
France,FRA,1994,17.0617
France,FRA,1995,17.87008
France,FRA,1996,17.70394
France,FRA,1997,20.05492
France,FRA,1998,20.11685
France,FRA,1999,21.58649
France,FRA,2000,23.64038
France,FRA,2001,23.36136
France,FRA,2002,22.06983
France,FRA,2003,21.21513
France,FRA,2004,21.2678
France,FRA,2005,21.00474
France,FRA,2006,21.31305
France,FRA,2007,21.01087
France,FRA,2008,21.10714
France,FRA,2009,18.09579
France,FRA,2010,19.87461
France,FRA,2011,20.78793
France,FRA,2012,21.17856
France,FRA,2013,20.95671
France,FRA,2014,21.14246
Germany,DEU,1871,13.90272
Germany,DEU,1872,12.68171
Germany,DEU,1873,12.26744
Germany,DEU,1874,12.27807
Germany,DEU,1875,13.13527
Germany,DEU,1876,12.7552
Germany,DEU,1877,13.88701
Germany,DEU,1878,13.48831
Germany,DEU,1879,15.12909
Germany,DEU,1880,16.48439
Germany,DEU,1881,16.53624
Germany,DEU,1882,18.18447
Germany,DEU,1883,17.07954
Germany,DEU,1884,16.24239
Germany,DEU,1885,14.35037
Germany,DEU,1886,14.83947
Germany,DEU,1887,15.26976
Germany,DEU,1888,14.90029
Germany,DEU,1889,13.00991
Germany,DEU,1890,13.098
Germany,DEU,1891,13.37849
Germany,DEU,1892,11.47096
Germany,DEU,1893,11.87732
Germany,DEU,1894,11.51594
Germany,DEU,1895,12.36798
Germany,DEU,1896,12.17467
Germany,DEU,1897,11.75991
Germany,DEU,1898,12.09932
Germany,DEU,1899,12.20019
Germany,DEU,1900,12.97197
Germany,DEU,1901,13.04231
Germany,DEU,1902,13.76091
Germany,DEU,1903,13.42304
Germany,DEU,1904,13.20934
Germany,DEU,1905,13.52936
Germany,DEU,1906,14.26899
Germany,DEU,1907,14.765
Germany,DEU,1908,14.09833
Germany,DEU,1909,13.86417
Germany,DEU,1910,15.15768
Germany,DEU,1911,15.52805
Germany,DEU,1912,15.88987
Germany,DEU,1913,17.88334
Germany,DEU,1914,17.26246
Germany,DEU,1915,3.17171
Germany,DEU,1916,5.45901
Germany,DEU,1917,4.61199
Germany,DEU,1919,2.09227
Germany,DEU,1920,6.70614
Germany,DEU,1921,6.97644
Germany,DEU,1922,0.05218
Germany,DEU,1923,0.00081
Germany,DEU,1924,0
Germany,DEU,1925,12.92333
Germany,DEU,1926,15.39231
Germany,DEU,1927,12.45448
Germany,DEU,1928,13.47431
Germany,DEU,1929,16.36316
Germany,DEU,1930,16.44366
Germany,DEU,1931,16.75334
Germany,DEU,1932,11.48809
Germany,DEU,1933,8.71577
Germany,DEU,1934,6.2436
Germany,DEU,1935,5.62558
Germany,DEU,1936,5.71877
Germany,DEU,1937,6.23251
Germany,DEU,1938,4.99623
Germany,DEU,1939,4.88713
Germany,DEU,1940,4.06479
Germany,DEU,1941,6.84304
Germany,DEU,1942,5.90597
Germany,DEU,1943,6.57779
Germany,DEU,1948,3.81934
Germany,DEU,1949,5.5357
Germany,DEU,1950,8.43998
Germany,DEU,1951,12.06159
Germany,DEU,1952,12.29067
Germany,DEU,1953,12.54
Germany,DEU,1954,13.87434
Germany,DEU,1955,14.16106
Germany,DEU,1956,15.42392
Germany,DEU,1957,16.52634
Germany,DEU,1958,15.89714
Germany,DEU,1959,16.3639
Germany,DEU,1960,15.80311
Germany,DEU,1961,15.37501
Germany,DEU,1962,14.67406
Germany,DEU,1963,15.24034
Germany,DEU,1964,15.41305
Germany,DEU,1965,15.5897
Germany,DEU,1966,16.52491
Germany,DEU,1967,17.60664
Germany,DEU,1968,18.65442
Germany,DEU,1969,19.19695
Germany,DEU,1970,15.92071
Germany,DEU,1971,15.64693
Germany,DEU,1972,15.64752
Germany,DEU,1973,17.03469
Germany,DEU,1974,20.11052
Germany,DEU,1975,18.43549
Germany,DEU,1976,19.68625
Germany,DEU,1977,19.72649
Germany,DEU,1978,19.3324
Germany,DEU,1979,19.59646
Germany,DEU,1980,20.37202
Germany,DEU,1981,22.07969
Germany,DEU,1982,22.80368
Germany,DEU,1983,22.06707
Germany,DEU,1984,23.77072
Germany,DEU,1985,25.20036
Germany,DEU,1986,23.34278
Germany,DEU,1987,22.74384
Germany,DEU,1988,23.16274
Germany,DEU,1989,24.49353
Germany,DEU,1990,23.18626
Germany,DEU,1991,21.65399
Germany,DEU,1992,20.03198
Germany,DEU,1993,17.60934
Germany,DEU,1994,19.10301
Germany,DEU,1995,19.65203
Germany,DEU,1996,20.48038
Germany,DEU,1997,23.05375
Germany,DEU,1998,24.10663
Germany,DEU,1999,24.34411
Germany,DEU,2000,28.14908
Germany,DEU,2001,29.24438
Germany,DEU,2002,29.48624
Germany,DEU,2003,29.61915
Germany,DEU,2004,32.34234
Germany,DEU,2005,34.14708
Germany,DEU,2006,36.93322
Germany,DEU,2007,38.43627
Germany,DEU,2008,38.62257
Germany,DEU,2009,32.7855
Germany,DEU,2010,35.97514
Germany,DEU,2011,37.90278
Germany,DEU,2012,38.7139
Germany,DEU,2013,37.66123
Germany,DEU,2014,37.60722
Greece,GRC,1839,8.94871
Greece,GRC,1849,16.03509
Greece,GRC,1850,13.95043
Greece,GRC,1851,12.83538
Greece,GRC,1852,8.10285
Greece,GRC,1853,7.77334
Greece,GRC,1854,5.04752
Greece,GRC,1855,9.09842
Greece,GRC,1856,15.17163
Greece,GRC,1857,15.08916
Greece,GRC,1858,16.12963
Greece,GRC,1859,13.23895
Greece,GRC,1860,15.76813
Greece,GRC,1861,16.63548
Greece,GRC,1862,16.18225
Greece,GRC,1863,12.48956
Greece,GRC,1864,11.7478
Greece,GRC,1865,20.29789
Greece,GRC,1866,19.04684
Greece,GRC,1867,18.93457
Greece,GRC,1868,16.54288
Greece,GRC,1869,21.7595
Greece,GRC,1870,14.75141
Greece,GRC,1871,21.25606
Greece,GRC,1872,22.57748
Greece,GRC,1873,23.79364
Greece,GRC,1874,22.61305
Greece,GRC,1875,26.17114
Greece,GRC,1876,21.47026
Greece,GRC,1877,18.55843
Greece,GRC,1878,19.79897
Greece,GRC,1879,19.68556
Greece,GRC,1880,20.4071
Greece,GRC,1881,20.55576
Greece,GRC,1882,20.07962
Greece,GRC,1883,20.64484
Greece,GRC,1884,18.06651
Greece,GRC,1885,18.79465
Greece,GRC,1886,18.46291
Greece,GRC,1887,23.11736
Greece,GRC,1888,20.96784
Greece,GRC,1889,24.48914
Greece,GRC,1890,20.70253
Greece,GRC,1891,21.14312
Greece,GRC,1892,15.46636
Greece,GRC,1893,15.98996
Greece,GRC,1894,14.86553
Greece,GRC,1895,14.06085
Greece,GRC,1896,13.05554
Greece,GRC,1897,16.00789
Greece,GRC,1898,15.47636
Greece,GRC,1899,17.31707
Greece,GRC,1900,17.59724
Greece,GRC,1901,14.15919
Greece,GRC,1902,12.53825
Greece,GRC,1903,13.78239
Greece,GRC,1904,15.89652
Greece,GRC,1905,14.49296
Greece,GRC,1906,20.51225
Greece,GRC,1907,18.24582
Greece,GRC,1908,17.3873
Greece,GRC,1909,14.79409
Greece,GRC,1910,21.9408
Greece,GRC,1911,16.63645
Greece,GRC,1912,17.7214
Greece,GRC,1913,13.89015
Greece,GRC,1914,14.4847
Greece,GRC,1915,15.34264
Greece,GRC,1916,8.23186
Greece,GRC,1917,4.20227
Greece,GRC,1918,7.07791
Greece,GRC,1919,20.15964
Greece,GRC,1920,12.72023
Greece,GRC,1921,13.8381
Greece,GRC,1922,23.08877
Greece,GRC,1923,15.36362
Greece,GRC,1924,15.76381
Greece,GRC,1925,19.06446
Greece,GRC,1926,19.27915
Greece,GRC,1927,19.56289
Greece,GRC,1928,18.83161
Greece,GRC,1929,21.48955
Greece,GRC,1930,18.65234
Greece,GRC,1931,13.99908
Greece,GRC,1932,13.83652
Greece,GRC,1933,13.44199
Greece,GRC,1934,13.00682
Greece,GRC,1935,15.9459
Greece,GRC,1936,15.80297
Greece,GRC,1937,16.87443
Greece,GRC,1938,18.2245
Greece,GRC,1939,16.7772
Greece,GRC,1950,4.05909
Greece,GRC,1951,3.87949
Greece,GRC,1952,4.64281
Greece,GRC,1953,6.26628
Greece,GRC,1954,7.18009
Greece,GRC,1955,7.4887
Greece,GRC,1956,7.43901
Greece,GRC,1957,7.26433
Greece,GRC,1958,7.29304
Greece,GRC,1959,6.18182
Greece,GRC,1960,4.60899
Greece,GRC,1961,4.61499
Greece,GRC,1962,4.66066
Greece,GRC,1963,4.87774
Greece,GRC,1964,4.62105
Greece,GRC,1965,4.3102
Greece,GRC,1966,4.80155
Greece,GRC,1967,5.41551
Greece,GRC,1968,5.14318
Greece,GRC,1969,5.02597
Greece,GRC,1970,5.15673
Greece,GRC,1971,5.07641
Greece,GRC,1972,5.57995
Greece,GRC,1973,6.60667
Greece,GRC,1974,8.04658
Greece,GRC,1975,8.97361
Greece,GRC,1976,8.78447
Greece,GRC,1977,8.92466
Greece,GRC,1978,9.06641
Greece,GRC,1979,9.55003
Greece,GRC,1980,10.26676
Greece,GRC,1981,11.85211
Greece,GRC,1982,10.1804
Greece,GRC,1983,11.72985
Greece,GRC,1984,12.38358
Greece,GRC,1985,11.90768
Greece,GRC,1986,11.20549
Greece,GRC,1987,11.65466
Greece,GRC,1988,10.66516
Greece,GRC,1989,11.30891
Greece,GRC,1990,9.69925
Greece,GRC,1991,8.65702
Greece,GRC,1992,8.12004
Greece,GRC,1993,8.35672
Greece,GRC,1994,7.55416
Greece,GRC,1995,8.00821
Greece,GRC,1996,8.19201
Greece,GRC,1997,7.77451
Greece,GRC,1998,7.43435
Greece,GRC,1999,7.3532
Greece,GRC,2000,8.43616
Greece,GRC,2001,7.63475
Greece,GRC,2002,7.0903
Greece,GRC,2003,6.75118
Greece,GRC,2004,6.39879
Greece,GRC,2005,7.48038
Greece,GRC,2006,7.94365
Greece,GRC,2007,8.37064
Greece,GRC,2008,8.86205
Greece,GRC,2009,7.4743
Greece,GRC,2010,9.16927
Greece,GRC,2011,11.53791
Greece,GRC,2012,14.10319
Greece,GRC,2013,14.93897
Greece,GRC,2014,14.93454
Hungary,HUN,1925,17.07612
Hungary,HUN,1926,15.15728
Hungary,HUN,1927,14.5141
Hungary,HUN,1928,14.11242
Hungary,HUN,1929,16.14608
Hungary,HUN,1930,14.46701
Hungary,HUN,1931,10.09028
Hungary,HUN,1932,6.83673
Hungary,HUN,1933,8.66578
Hungary,HUN,1934,9.11141
Hungary,HUN,1935,9.87546
Hungary,HUN,1936,10.21277
Hungary,HUN,1937,10.94768
Hungary,HUN,1938,9.36155
Hungary,HUN,1939,10.21478
Hungary,HUN,1940,7.60838
Hungary,HUN,1941,10.63207
Hungary,HUN,1949,19.98649
Hungary,HUN,1950,14.41031
Hungary,HUN,1951,13.18656
Hungary,HUN,1952,13.26743
Hungary,HUN,1953,13.61483
Hungary,HUN,1954,13.88156
Hungary,HUN,1955,14.66578
Hungary,HUN,1956,13.61561
Hungary,HUN,1957,10.46837
Hungary,HUN,1958,15.15825
Hungary,HUN,1959,14.90178
Hungary,HUN,1960,15.39775
Hungary,HUN,1961,17.55571
Hungary,HUN,1962,17.92414
Hungary,HUN,1963,18.90226
Hungary,HUN,1964,20.14138
Hungary,HUN,1965,22.42743
Hungary,HUN,1966,21.29713
Hungary,HUN,1967,21.64322
Hungary,HUN,1968,7.47121
Hungary,HUN,1969,7.84377
Hungary,HUN,1970,8.17918
Hungary,HUN,1971,8.14758
Hungary,HUN,1972,9.10593
Hungary,HUN,1973,9.79029
Hungary,HUN,1974,10.4464
Hungary,HUN,1975,10.81416
Hungary,HUN,1976,38.7591
Hungary,HUN,1977,41.06558
Hungary,HUN,1978,38.2719
Hungary,HUN,1979,41.3308
Hungary,HUN,1980,39.02188
Hungary,HUN,1981,41.59039
Hungary,HUN,1982,38.4614
Hungary,HUN,1983,41.42426
Hungary,HUN,1984,42.2078
Hungary,HUN,1985,44.48183
Hungary,HUN,1986,40.85583
Hungary,HUN,1987,42.29874
Hungary,HUN,1988,39.27036
Hungary,HUN,1989,38.75805
Hungary,HUN,1990,31.57424
Hungary,HUN,1991,28.83308
Hungary,HUN,1992,27.83494
Hungary,HUN,1993,21.73479
Hungary,HUN,1994,24.85203
Hungary,HUN,1995,31.93115
Hungary,HUN,1996,35.17578
Hungary,HUN,1997,42.33335
Hungary,HUN,1998,49.76543
Hungary,HUN,1999,53.47086
Hungary,HUN,2000,63.02623
Hungary,HUN,2001,61.25397
Hungary,HUN,2002,52.45123
Hungary,HUN,2003,51.03732
Hungary,HUN,2004,52.85894
Hungary,HUN,2005,55.81489
Hungary,HUN,2006,65.6914
Hungary,HUN,2007,68.71623
Hungary,HUN,2008,68.96152
Hungary,HUN,2009,64.1072
Hungary,HUN,2010,72.19209
Hungary,HUN,2011,78.26572
Hungary,HUN,2012,78.8308
Hungary,HUN,2013,77.84198
Hungary,HUN,2014,77.99611
Ireland,IRL,1926,25.99005
Ireland,IRL,1927,27.46965
Ireland,IRL,1928,27.96485
Ireland,IRL,1929,28.23813
Ireland,IRL,1930,28.13806
Ireland,IRL,1931,22.38334
Ireland,IRL,1933,17.42348
Ireland,IRL,1936,14.84599
Ireland,IRL,1937,14.57597
Ireland,IRL,1938,12.75646
Ireland,IRL,1947,11.65015
Ireland,IRL,1948,13.00603
Ireland,IRL,1949,16.7555
Ireland,IRL,1950,17.60553
Ireland,IRL,1951,19.14521
Ireland,IRL,1952,21.55988
Ireland,IRL,1953,21.55126
Ireland,IRL,1954,21.6518
Ireland,IRL,1955,19.94427
Ireland,IRL,1956,19.09022
Ireland,IRL,1957,22.44284
Ireland,IRL,1958,21.75542
Ireland,IRL,1959,20.30573
Ireland,IRL,1960,21.93026
Ireland,IRL,1961,24.41413
Ireland,IRL,1962,21.96298
Ireland,IRL,1963,22.76247
Ireland,IRL,1964,23.16374
Ireland,IRL,1965,22.4864
Ireland,IRL,1966,24.19181
Ireland,IRL,1967,26.44537
Ireland,IRL,1968,27.51947
Ireland,IRL,1969,27.24751
Ireland,IRL,1970,27.11144
Ireland,IRL,1971,31.47098
Ireland,IRL,1972,26.62364
Ireland,IRL,1973,28.9824
Ireland,IRL,1974,36.58932
Ireland,IRL,1975,34.5807
Ireland,IRL,1976,36.12418
Ireland,IRL,1977,39.05638
Ireland,IRL,1978,39.85906
Ireland,IRL,1979,39.10312
Ireland,IRL,1980,39.03035
Ireland,IRL,1981,39.22844
Ireland,IRL,1982,38.09081
Ireland,IRL,1983,41.32552
Ireland,IRL,1984,47.8877
Ireland,IRL,1985,48.47536
Ireland,IRL,1986,44.05843
Ireland,IRL,1987,47.11115
Ireland,IRL,1988,49.63198
Ireland,IRL,1989,53.12675
Ireland,IRL,1990,48.15236
Ireland,IRL,1991,48.58413
Ireland,IRL,1992,50.25316
Ireland,IRL,1993,55.60389
Ireland,IRL,1994,59.57072
Ireland,IRL,1995,62.97887
Ireland,IRL,1996,62.44308
Ireland,IRL,1997,63.47385
Ireland,IRL,1998,71.6157
Ireland,IRL,1999,72.5565
Ireland,IRL,2000,77.95441
Ireland,IRL,2001,78.50008
Ireland,IRL,2002,75.09025
Ireland,IRL,2003,67.69256
Ireland,IRL,2004,66.34501
Ireland,IRL,2005,66.02377
Ireland,IRL,2006,57.5835
Ireland,IRL,2007,54.55566
Ireland,IRL,2008,54.12777
Ireland,IRL,2009,58.79276
Ireland,IRL,2010,66.11929
Ireland,IRL,2011,65.48369
Ireland,IRL,2012,65.07912
Ireland,IRL,2013,59.0308
Ireland,IRL,2014,57.73145
Italy,ITA,1861,6.20779
Italy,ITA,1862,7.12924
Italy,ITA,1863,8.45145
Italy,ITA,1864,7.44761
Italy,ITA,1865,6.97857
Italy,ITA,1866,7.09987
Italy,ITA,1867,8.91537
Italy,ITA,1868,8.46346
Italy,ITA,1869,8.79543
Italy,ITA,1870,8.40308
Italy,ITA,1871,11.67161
Italy,ITA,1872,11.22309
Italy,ITA,1873,9.60306
Italy,ITA,1874,8.72087
Italy,ITA,1875,10.33682
Italy,ITA,1876,12.16845
Italy,ITA,1877,8.5106
Italy,ITA,1878,9.86133
Italy,ITA,1879,10.64346
Italy,ITA,1880,10.10973
Italy,ITA,1881,11.80518
Italy,ITA,1882,10.60397
Italy,ITA,1883,11.76399
Italy,ITA,1884,10.85562
Italy,ITA,1885,10.50297
Italy,ITA,1886,9.60805
Italy,ITA,1887,10.6698
Italy,ITA,1888,8.66019
Italy,ITA,1889,9.05714
Italy,ITA,1890,7.7913
Italy,ITA,1891,7.30833
Italy,ITA,1892,8.87037
Italy,ITA,1893,8.76364
Italy,ITA,1894,9.68868
Italy,ITA,1895,9.43636
Italy,ITA,1896,9.56364
Italy,ITA,1897,10.11111
Italy,ITA,1898,9.95041
Italy,ITA,1899,11.72951
Italy,ITA,1900,10.29231
Italy,ITA,1901,10.25373
Italy,ITA,1902,11.4375
Italy,ITA,1903,10.66449
Italy,ITA,1904,11.3956
Italy,ITA,1905,11.76082
Italy,ITA,1906,12.3763
Italy,ITA,1907,11.26513
Italy,ITA,1908,10.41725
Italy,ITA,1909,10.37161
Italy,ITA,1910,11.68527
Italy,ITA,1911,9.97895
Italy,ITA,1912,11.63557
Italy,ITA,1913,11.73663
Italy,ITA,1914,10.73012
Italy,ITA,1915,10.82668
Italy,ITA,1916,7.16466
Italy,ITA,1917,7.76647
Italy,ITA,1918,6.31077
Italy,ITA,1919,9.49255
Italy,ITA,1920,12.41997
Italy,ITA,1921,8.60556
Italy,ITA,1922,8.64151
Italy,ITA,1923,9.6461
Italy,ITA,1924,11.97746
Italy,ITA,1925,12.18284
Italy,ITA,1926,11.66533
Italy,ITA,1927,11.23365
Italy,ITA,1928,10.39931
Italy,ITA,1929,10.70822
Italy,ITA,1930,9.69534
Italy,ITA,1931,9.19775
Italy,ITA,1932,6.36626
Italy,ITA,1933,6.045
Italy,ITA,1934,5.23457
Italy,ITA,1935,4.67696
Italy,ITA,1936,4.65723
Italy,ITA,1937,7.40688
Italy,ITA,1938,6.8468
Italy,ITA,1939,6.40438
Italy,ITA,1940,5.90051
Italy,ITA,1941,6.35526
Italy,ITA,1942,5.67042
Italy,ITA,1947,3.43293
Italy,ITA,1948,8.65914
Italy,ITA,1949,7.34996
Italy,ITA,1950,7.91168
Italy,ITA,1951,9.35279
Italy,ITA,1952,7.55047
Italy,ITA,1953,7.21762
Italy,ITA,1954,7.39085
Italy,ITA,1955,7.61337
Italy,ITA,1956,8.0732
Italy,ITA,1957,8.90512
Italy,ITA,1958,8.43871
Italy,ITA,1959,8.87842
Italy,ITA,1960,9.00253
Italy,ITA,1961,9.31789
Italy,ITA,1962,9.24958
Italy,ITA,1963,8.73165
Italy,ITA,1964,9.35237
Italy,ITA,1965,10.52632
Italy,ITA,1966,10.89935
Italy,ITA,1967,10.71535
Italy,ITA,1968,11.54985
Italy,ITA,1969,12.09424
Italy,ITA,1970,11.66506
Italy,ITA,1971,12.12109
Italy,ITA,1972,12.80846
Italy,ITA,1973,12.70082
Italy,ITA,1974,15.32617
Italy,ITA,1975,15.35025
Italy,ITA,1976,16.63071
Italy,ITA,1977,17.6488
Italy,ITA,1978,17.85344
Italy,ITA,1979,18.40651
Italy,ITA,1980,16.32938
Italy,ITA,1981,17.53236
Italy,ITA,1982,17.25035
Italy,ITA,1983,16.46414
Italy,ITA,1984,16.79062
Italy,ITA,1985,17.52735
Italy,ITA,1986,15.32342
Italy,ITA,1987,14.48244
Italy,ITA,1988,14.45602
Italy,ITA,1989,15.2026
Italy,ITA,1990,14.47441
Italy,ITA,1991,13.67982
Italy,ITA,1992,13.71961
Italy,ITA,1993,15.85357
Italy,ITA,1994,17.32472
Italy,ITA,1995,19.89414
Italy,ITA,1996,19.16635
Italy,ITA,1997,19.22835
Italy,ITA,1998,19.1642
Italy,ITA,1999,18.8282
Italy,ITA,2000,20.72528
Italy,ITA,2001,20.71843
Italy,ITA,2002,19.83529
Italy,ITA,2003,19.10235
Italy,ITA,2004,19.65857
Italy,ITA,2005,20.13087
Italy,ITA,2006,21.47543
Italy,ITA,2007,22.70535
Italy,ITA,2008,22.57349
Italy,ITA,2009,18.61685
Italy,ITA,2010,21.02387
Italy,ITA,2011,22.98626
Italy,ITA,2012,24.18518
Italy,ITA,2013,24.31323
Italy,ITA,2014,24.38555
Latvia,LVA,1995,46.72733
Latvia,LVA,1996,47.83136
Latvia,LVA,1997,48.26472
Latvia,LVA,1998,39.14464
Latvia,LVA,1999,33.2088
Latvia,LVA,2000,40.28175
Latvia,LVA,2001,37.82884
Latvia,LVA,2002,34.05536
Latvia,LVA,2003,34.25372
Latvia,LVA,2004,39.56832
Latvia,LVA,2005,38.32201
Latvia,LVA,2006,34.98559
Latvia,LVA,2007,31.57426
Latvia,LVA,2008,31.62923
Latvia,LVA,2009,31.65604
Latvia,LVA,2010,39.77615
Latvia,LVA,2011,45.16636
Latvia,LVA,2012,49.2173
Latvia,LVA,2013,47.03957
Latvia,LVA,2014,45.97081
Lithuania,LTU,1995,34.37625
Lithuania,LTU,1996,39.1302
Lithuania,LTU,1997,38.16606
Lithuania,LTU,1998,33.01299
Lithuania,LTU,1999,27.52929
Lithuania,LTU,2000,33.01785
Lithuania,LTU,2001,37.41139
Lithuania,LTU,2002,38.35806
Lithuania,LTU,2003,38.09275
Lithuania,LTU,2004,41.04503
Lithuania,LTU,2005,45.02944
Lithuania,LTU,2006,46.84098
Lithuania,LTU,2007,43.20681
Lithuania,LTU,2008,49.62555
Lithuania,LTU,2009,44.05396
Lithuania,LTU,2010,55.80439
Lithuania,LTU,2011,64.47405
Lithuania,LTU,2012,69.11874
Lithuania,LTU,2013,70.2521
Lithuania,LTU,2014,66.93767
Luxembourg,LUX,1999,36.71333
Luxembourg,LUX,2000,39.19414
Luxembourg,LUX,2001,46.35567
Luxembourg,LUX,2002,43.82192
Luxembourg,LUX,2003,45.52711
Luxembourg,LUX,2004,47.31467
Luxembourg,LUX,2005,51.70709
Luxembourg,LUX,2006,54.82639
Luxembourg,LUX,2007,45.57205
Luxembourg,LUX,2008,46.59395
Luxembourg,LUX,2009,42.35012
Luxembourg,LUX,2010,37.72266
Luxembourg,LUX,2011,35.54904
Luxembourg,LUX,2012,33.639
Luxembourg,LUX,2013,29.83096
Luxembourg,LUX,2014,29.51969
Malta,MLT,1964,14.00987
Malta,MLT,1965,15.99349
Malta,MLT,1966,17.31155
Malta,MLT,1967,15.43403
Malta,MLT,1968,19.16896
Malta,MLT,1969,19.45221
Malta,MLT,1970,15.37119
Malta,MLT,1971,17.04977
Malta,MLT,1972,22.75786
Malta,MLT,1973,28.49116
Malta,MLT,1974,40.35708
Malta,MLT,1975,34.97758
Malta,MLT,1976,43.35935
Malta,MLT,1977,46.14721
Malta,MLT,1978,43.14998
Malta,MLT,1979,43.09145
Malta,MLT,1980,38.85062
Malta,MLT,1981,36.15251
Malta,MLT,1982,33.28865
Malta,MLT,1983,31.80809
Malta,MLT,1984,36.72548
Malta,MLT,1985,38.58534
Malta,MLT,1986,35.52402
Malta,MLT,1987,34.52535
Malta,MLT,1988,39.61933
Malta,MLT,1989,42.81817
Malta,MLT,1990,45.8219
Malta,MLT,1991,46.93997
Malta,MLT,1992,50.93575
Malta,MLT,1993,52.94518
Malta,MLT,1994,56.30705
Malta,MLT,1995,53.61359
Malta,MLT,1996,47.7273
Malta,MLT,1997,45.24167
