Entity,Code,Year,2_1_FDI_outflows_share_GDP
Croatia,HRV,2007,0.6271532773971558
Croatia,HRV,2008,1.9711711406707764
Croatia,HRV,2009,2.179081678390503
Croatia,HRV,2010,0.7384147047996521
Croatia,HRV,2011,-0.09560830146074295
Croatia,HRV,2012,-0.15241913497447968
Croatia,HRV,2013,-0.048412252217531204
Croatia,HRV,2014,3.8453760147094727
Croatia,HRV,2015,-0.36930596828460693
Croatia,HRV,2016,-3.402952194213867
Croatia,HRV,2017,-1.4813088178634644
Croatia,HRV,2018,0.4626319706439972
Croatia,HRV,2019,0.14415311813354492
Croatia,HRV,2020,0.7472077012062073
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0.0067170243710279465
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0.061715465039014816
Cyprus,CYP,1988,0.015025483444333076
Cyprus,CYP,1989,0.01772097498178482
Cyprus,CYP,1990,0.08199331164360046
Cyprus,CYP,1991,0.2537460923194885
Cyprus,CYP,1992,0.21239981055259705
Cyprus,CYP,1993,0.1860865354537964
Cyprus,CYP,1994,0.08208238333463669
Cyprus,CYP,1995,0.15799018740653992
Cyprus,CYP,1996,0.35127776861190796
Cyprus,CYP,1997,0.2923739552497864
Cyprus,CYP,1998,0.6901918053627014
Cyprus,CYP,1999,1.7391910552978516
Cyprus,CYP,2000,1.723359227180481
Cyprus,CYP,2001,2.3960585594177246
Cyprus,CYP,2002,4.798974514007568
Cyprus,CYP,2003,4.053534984588623
Cyprus,CYP,2004,4.109101295471191
Cyprus,CYP,2005,2.970803737640381
Cyprus,CYP,2006,4.472655773162842
Cyprus,CYP,2007,5.267824649810791
Cyprus,CYP,2008,51.60527420043945
Cyprus,CYP,2009,237.5631866455078
Cyprus,CYP,2010,123.24457550048828
Cyprus,CYP,2011,171.85694885253906
Cyprus,CYP,2012,301.24969482421875
Cyprus,CYP,2013,124.896728515625
Cyprus,CYP,2014,285.242919921875
Cyprus,CYP,2015,222.9828643798828
Cyprus,CYP,2016,30.648889541625977
Cyprus,CYP,2017,60.46327590942383
Cyprus,CYP,2018,-29.554868698120117
Cyprus,CYP,2019,163.52464294433594
Cyprus,CYP,2020,-19.49183464050293
Czechia,CZE,1993,0.2200334221124649
Czechia,CZE,1994,0.24309711158275604
Czechia,CZE,1995,0.0608745776116848
Czechia,CZE,1996,0.22956129908561707
Czechia,CZE,1997,0.04448026418685913
Czechia,CZE,1998,0.18763092160224915
Czechia,CZE,1999,0.1380651295185089
Czechia,CZE,2000,0.06902741640806198
Czechia,CZE,2001,0.24285589158535004
Czechia,CZE,2002,0.2571859657764435
Czechia,CZE,2003,0.2077917605638504
Czechia,CZE,2004,2.072521209716797
Czechia,CZE,2005,1.5322041511535645
Czechia,CZE,2006,1.9769972562789917
Czechia,CZE,2007,2.551173448562622
Czechia,CZE,2008,2.7691307067871094
Czechia,CZE,2009,1.6005504131317139
Czechia,CZE,2010,2.51081919670105
Czechia,CZE,2011,0.6953155398368835
Czechia,CZE,2012,1.5573153495788574
Czechia,CZE,2013,3.655211925506592
Czechia,CZE,2014,1.9460501670837402
Czechia,CZE,2015,1.9816457033157349
Czechia,CZE,2016,1.5994136333465576
Czechia,CZE,2017,4.299646854400635
Czechia,CZE,2018,2.442225933074951
Czechia,CZE,2019,1.891618251800537
Czechia,CZE,2020,1.33603835105896
Denmark,DNK,1970,0.16983439028263092
Denmark,DNK,1971,0.2724548578262329
Denmark,DNK,1972,0.6370419263839722
Denmark,DNK,1973,0.31890010833740234
Denmark,DNK,1974,0.02341889962553978
Denmark,DNK,1975,0.1947198361158371
Denmark,DNK,1976,0.14254559576511383
Denmark,DNK,1977,0.323934406042099
Denmark,DNK,1978,0.055034339427948
Denmark,DNK,1979,0.23784558475017548
Denmark,DNK,1980,0.27507081627845764
Denmark,DNK,1981,0.22430025041103363
Denmark,DNK,1982,0.1352708637714386
Denmark,DNK,1983,0.2475404441356659
Denmark,DNK,1984,0.48872828483581543
Denmark,DNK,1985,0.4890572726726532
Denmark,DNK,1986,0.743032693862915
Denmark,DNK,1987,0.5653912425041199
Denmark,DNK,1988,0.6235127449035645
Denmark,DNK,1989,1.8377493619918823
Denmark,DNK,1990,1.072161316871643
Denmark,DNK,1991,1.3302150964736938
Denmark,DNK,1992,1.462277889251709
Denmark,DNK,1993,0.9588252902030945
Denmark,DNK,1994,2.665034055709839
Denmark,DNK,1995,1.6046267747879028
Denmark,DNK,1996,1.3379690647125244
Denmark,DNK,1997,2.509427070617676
Denmark,DNK,1998,2.381237506866455
Denmark,DNK,1999,10.01268196105957
Denmark,DNK,2000,17.28888702392578
Denmark,DNK,2001,7.981929779052734
Denmark,DNK,2002,1.4832841157913208
Denmark,DNK,2003,0.39262211322784424
Denmark,DNK,2004,-3.950277328491211
Denmark,DNK,2005,6.416067600250244
Denmark,DNK,2006,2.8278207778930664
Denmark,DNK,2007,5.426097393035889
Denmark,DNK,2008,5.305024147033691
Denmark,DNK,2009,1.9179704189300537
Denmark,DNK,2010,-0.17820964753627777
Denmark,DNK,2011,3.8147873878479004
Denmark,DNK,2012,-3.3435964584350586
Denmark,DNK,2013,2.039771795272827
Denmark,DNK,2014,2.8101398944854736
Denmark,DNK,2015,2.397752046585083
Denmark,DNK,2016,5.746000289916992
Denmark,DNK,2017,2.843505620956421
Denmark,DNK,2018,1.8839186429977417
Denmark,DNK,2019,1.8223005533218384
Denmark,DNK,2020,2.5517354011535645
Estonia,EST,1995,0.17357365787029266
Estonia,EST,1996,1.1627367734909058
Estonia,EST,1997,2.8017055988311768
Estonia,EST,1998,0.37636223435401917
Estonia,EST,1999,1.7999484539031982
Estonia,EST,2000,1.6236374378204346
Estonia,EST,2001,4.004318714141846
Estonia,EST,2002,2.519775390625
Estonia,EST,2003,2.7837588787078857
Estonia,EST,2004,3.1972708702087402
Estonia,EST,2005,5.9922990798950195
Estonia,EST,2006,8.495211601257324
Estonia,EST,2007,10.634885787963867
Estonia,EST,2008,5.298892021179199
Estonia,EST,2009,6.942298889160156
Estonia,EST,2010,6.358611106872559
Estonia,EST,2011,-5.906994342803955
Estonia,EST,2012,5.566950798034668
Estonia,EST,2013,3.3892688751220703
Estonia,EST,2014,4.264833450317383
Estonia,EST,2015,-2.5124480724334717
Estonia,EST,2016,1.5163692235946655
Estonia,EST,2017,2.4163095951080322
Estonia,EST,2018,-0.7443093061447144
Estonia,EST,2019,5.956686973571777
Estonia,EST,2020,1.057767391204834
Finland,FIN,1970,0.4578465521335602
Finland,FIN,1971,0.3671949505805969
Finland,FIN,1972,0.41375046968460083
Finland,FIN,1973,0.07703225314617157
Finland,FIN,1974,0.11670573800802231
Finland,FIN,1975,0.08813989907503128
Finland,FIN,1976,0.0958271324634552
Finland,FIN,1977,0.21549782156944275
Finland,FIN,1978,0.1724555492401123
Finland,FIN,1979,0.28117090463638306
Finland,FIN,1980,0.2549492120742798
Finland,FIN,1981,0.24577024579048157
Finland,FIN,1982,0.1480286866426468
Finland,FIN,1983,0.2718419134616852
Finland,FIN,1984,0.9305742979049683
Finland,FIN,1985,0.6226470470428467
Finland,FIN,1986,1.1124169826507568
Finland,FIN,1987,1.2552603483200073
Finland,FIN,1988,2.406085252761841
Finland,FIN,1989,2.493896245956421
Finland,FIN,1990,1.9670624732971191
Finland,FIN,1991,-0.09390447288751602
Finland,FIN,1992,-0.672731876373291
Finland,FIN,1993,1.5709092617034912
Finland,FIN,1994,3.0356996059417725
Finland,FIN,1995,1.4164763689041138
Finland,FIN,1996,2.4352121353149414
Finland,FIN,1997,4.4012861251831055
Finland,FIN,1998,14.312193870544434
Finland,FIN,1999,7.308975696563721
Finland,FIN,2000,22.442747116088867
Finland,FIN,2001,6.134605884552002
Finland,FIN,2002,5.226068019866943
Finland,FIN,2003,0.12160937488079071
Finland,FIN,2004,1.3971936702728271
Finland,FIN,2005,5.112189769744873
Finland,FIN,2006,0.8294880390167236
Finland,FIN,2007,6.44341516494751
Finland,FIN,2008,10.555255889892578
Finland,FIN,2009,-1.5405573844909668
Finland,FIN,2010,6.0086588859558105
Finland,FIN,2011,-1.288380742073059
Finland,FIN,2012,3.2425196170806885
Finland,FIN,2013,-2.6379005908966064
Finland,FIN,2014,0.15226051211357117
Finland,FIN,2015,-0.3223695755004883
Finland,FIN,2016,8.561670303344727
Finland,FIN,2017,5.352550506591797
Finland,FIN,2018,1.1432973146438599
Finland,FIN,2019,2.6230907440185547
Finland,FIN,2020,1.8290213346481323
France,FRA,1970,0.2458183616399765
France,FRA,1971,0.20900923013687134
France,FRA,1972,0.27285364270210266
France,FRA,1973,0.35375887155532837
France,FRA,1974,0.27319633960723877
France,FRA,1975,0.3707950711250305
France,FRA,1976,0.4399966597557068
France,FRA,1977,0.24436205625534058
France,FRA,1978,0.37520819902420044
France,FRA,1979,0.32364794611930847
France,FRA,1980,0.4413527548313141
France,FRA,1981,0.7389513254165649
France,FRA,1982,0.48705530166625977
France,FRA,1983,0.30600765347480774
France,FRA,1984,0.39932411909103394
France,FRA,1985,0.40546277165412903
France,FRA,1986,0.7003772258758545
France,FRA,1987,0.985938310623169
France,FRA,1988,1.4227961301803589
France,FRA,1989,1.901813268661499
France,FRA,1990,2.74377703666687
France,FRA,1991,1.8854626417160034
France,FRA,1992,2.2311644554138184
France,FRA,1993,1.5576255321502686
France,FRA,1994,1.7531169652938843
France,FRA,1995,0.9881339073181152
France,FRA,1996,1.890862226486206
France,FRA,1997,2.4425549507141113
France,FRA,1998,3.0404443740844727
France,FRA,1999,8.400110244750977
France,FRA,2000,12.711711883544922
France,FRA,2001,6.34213924407959
France,FRA,2002,3.5301783084869385
France,FRA,2003,2.851310968399048
France,FRA,2004,2.8836190700531006
France,FRA,2005,5.407391548156738
France,FRA,2006,5.621098518371582
France,FRA,2007,4.96983528137207
France,FRA,2008,4.6411309242248535
France,FRA,2009,3.2847888469696045
France,FRA,2010,2.743114471435547
France,FRA,2011,2.2506048679351807
France,FRA,2012,1.9381943941116333
France,FRA,2013,0.6264654397964478
France,FRA,2014,1.8590431213378906
France,FRA,2015,2.1003198623657227
France,FRA,2016,3.018437147140503
France,FRA,2017,1.8715871572494507
France,FRA,2018,4.9866790771484375
France,FRA,2019,2.3095226287841797
France,FRA,2020,2.0361318588256836
Germany,DEU,1971,0.48013734817504883
Germany,DEU,1972,0.6019158959388733
Germany,DEU,1973,0.4928898215293884
Germany,DEU,1974,0.4765790104866028
Germany,DEU,1975,0.4445720911026001
Germany,DEU,1976,0.5019658207893372
Germany,DEU,1977,0.4008442759513855
Germany,DEU,1978,0.5320887565612793
Germany,DEU,1979,0.5690759420394897
Germany,DEU,1980,0.4378758668899536
Germany,DEU,1981,0.47054895758628845
Germany,DEU,1982,0.35121574997901917
Germany,DEU,1983,0.38192322850227356
Germany,DEU,1984,0.6518530249595642
Germany,DEU,1985,0.7502464056015015
Germany,DEU,1986,0.898212194442749
Germany,DEU,1987,0.6363604664802551
Germany,DEU,1988,0.853534996509552
Germany,DEU,1989,0.9532812833786011
Germany,DEU,1990,1.3567357063293457
Germany,DEU,1991,1.2465238571166992
Germany,DEU,1992,0.8957405090332031
Germany,DEU,1993,0.8516672849655151
Germany,DEU,1994,0.9004844427108765
Germany,DEU,1995,1.5399190187454224
Germany,DEU,1996,2.425379753112793
Germany,DEU,1997,2.239116907119751
Germany,DEU,1998,4.33250617980957
Germany,DEU,1999,6.351048946380615
Germany,DEU,2000,5.039681911468506
Germany,DEU,2001,3.609950304031372
Germany,DEU,2002,0.8276569247245789
Germany,DEU,2003,1.571002721786499
Germany,DEU,2004,0.32226502895355225
Germany,DEU,2005,3.123624324798584
Germany,DEU,2006,4.941234588623047
Germany,DEU,2007,4.105978488922119
Germany,DEU,2008,2.6172964572906494
Germany,DEU,2009,2.9237818717956543
Germany,DEU,2010,4.313451766967773
Germany,DEU,2011,2.878087043762207
Germany,DEU,2012,2.809136390686035
Germany,DEU,2013,2.498612642288208
Germany,DEU,2014,2.764252185821533
Germany,DEU,2015,3.8973355293273926
Germany,DEU,2016,3.222092866897583
Germany,DEU,2017,3.9504165649414062
Germany,DEU,2018,4.692988395690918
Germany,DEU,2019,3.9386630058288574
Germany,DEU,2020,2.8983750343322754
Greece,GRC,1987,0.015744078904390335
Greece,GRC,1988,0.022550780326128006
Greece,GRC,1989,-0.01657014712691307
Greece,GRC,1990,0.010936643928289413
Greece,GRC,1991,-0.024481842294335365
Greece,GRC,1992,0.04000699520111084
Greece,GRC,1993,-0.02061592973768711
Greece,GRC,1994,0.01353838387876749
Greece,GRC,1995,0.03038829378783703
Greece,GRC,1996,-0.017391826957464218
Greece,GRC,1997,0.10873540490865707
Greece,GRC,1998,-0.19082149863243103
Greece,GRC,1999,0.040520720183849335
Greece,GRC,2000,0.7730236649513245
Greece,GRC,2001,-0.7133825421333313
Greece,GRC,2002,0.42029744386672974
Greece,GRC,2003,0.22311082482337952
Greece,GRC,2004,0.44460222125053406
Greece,GRC,2005,0.6081372499465942
Greece,GRC,2006,1.5481574535369873
Greece,GRC,2007,1.6495803594589233
Greece,GRC,2008,0.9013682007789612
Greece,GRC,2009,0.7369481921195984
Greece,GRC,2010,0.5710256099700928
Greece,GRC,2011,0.642610490322113
Greece,GRC,2012,0.2802555561065674
Greece,GRC,2013,-0.2919566035270691
Greece,GRC,2014,1.2810215950012207
Greece,GRC,2015,0.8087562918663025
Greece,GRC,2016,-0.912948727607727
Greece,GRC,2017,0.07789453119039536
Greece,GRC,2018,0.2450198531150818
Greece,GRC,2019,0.30552971363067627
Greece,GRC,2020,0.34331637620925903
Hungary,HUN,1991,0
Hungary,HUN,1992,0.00040147354593500495
Hungary,HUN,1993,0.02667810022830963
Hungary,HUN,1994,0.11350960284471512
Hungary,HUN,1995,0.3346562087535858
Hungary,HUN,1996,0.03680359572172165
Hungary,HUN,1997,1.0051299333572388
Hungary,HUN,1998,0.4795883595943451
Hungary,HUN,1999,1.008103370666504
Hungary,HUN,2000,1.2834919691085815
Hungary,HUN,2001,0.9679787755012512
Hungary,HUN,2002,1.7348482608795166
Hungary,HUN,2003,4.864123344421387
Hungary,HUN,2004,1.583908200263977
Hungary,HUN,2005,17.718482971191406
Hungary,HUN,2006,15.826196670532227
Hungary,HUN,2007,48.691429138183594
Hungary,HUN,2008,46.50411605834961
Hungary,HUN,2009,-2.871058464050293
Hungary,HUN,2010,-18.684690475463867
Hungary,HUN,2011,6.182635307312012
Hungary,HUN,2012,6.16060733795166
Hungary,HUN,2013,-2.8473870754241943
Hungary,HUN,2014,6.549914836883545
Hungary,HUN,2015,-6.514683723449707
Hungary,HUN,2016,51.849735260009766
Hungary,HUN,2017,-10.136653900146484
Hungary,HUN,2018,-42.2802619934082
Hungary,HUN,2019,59.998985290527344
Hungary,HUN,2020,106.62130737304688
Ireland,IRL,1987,0.3189990818500519
Ireland,IRL,1988,1.9859057664871216
Ireland,IRL,1989,3.856661319732666
Ireland,IRL,1990,0.7380170822143555
Ireland,IRL,1991,0.38793671131134033
Ireland,IRL,1992,0.3833916485309601
Ireland,IRL,1993,0.4197225868701935
Ireland,IRL,1994,0.7648562788963318
Ireland,IRL,1995,1.1872520446777344
Ireland,IRL,1996,0.9604953527450562
Ireland,IRL,1997,0.9170137643814087
Ireland,IRL,1998,4.329026699066162
Ireland,IRL,1999,6.177245616912842
Ireland,IRL,2000,4.619118690490723
Ireland,IRL,2001,3.7177977561950684
Ireland,IRL,2002,8.573641777038574
Ireland,IRL,2003,3.3700263500213623
Ireland,IRL,2004,9.29599666595459
Ireland,IRL,2005,43.34646987915039
Ireland,IRL,2006,18.47804069519043
Ireland,IRL,2007,20.706462860107422
Ireland,IRL,2008,21.12934684753418
Ireland,IRL,2009,23.056352615356445
Ireland,IRL,2010,7.582180023193359
Ireland,IRL,2011,-0.6373277306556702
Ireland,IRL,2012,14.163141250610352
Ireland,IRL,2013,20.79913330078125
Ireland,IRL,2014,34.99814987182617
Ireland,IRL,2015,65.03417205810547
Ireland,IRL,2016,31.3441219329834
Ireland,IRL,2017,0.8808434009552002
Ireland,IRL,2018,24.62158203125
Ireland,IRL,2019,-36.09864807128906
Ireland,IRL,2020,-21.615266799926758
Italy,ITA,1970,0.10074490308761597
Italy,ITA,1971,0.3257494270801544
Italy,ITA,1972,0.15210174024105072
Italy,ITA,1973,0.15778547525405884
Italy,ITA,1974,0.10179172456264496
Italy,ITA,1975,0.15077269077301025
Italy,ITA,1976,0.07116739451885223
Italy,ITA,1977,0.21762563288211823
Italy,ITA,1978,0.050475578755140305
Italy,ITA,1979,0.1368028074502945
Italy,ITA,1980,0.15490086376667023
Italy,ITA,1981,0.3245094418525696
Italy,ITA,1982,0.2248992770910263
Italy,ITA,1983,0.45673346519470215
Italy,ITA,1984,0.4295666813850403
Italy,ITA,1985,0.38491880893707275
Italy,ITA,1986,0.38304686546325684
Italy,ITA,1987,0.25902608036994934
Italy,ITA,1988,0.526224672794342
Italy,ITA,1989,0.23052072525024414
Italy,ITA,1990,0.6303477883338928
Italy,ITA,1991,0.6108543276786804
Italy,ITA,1992,0.32486116886138916
Italy,ITA,1993,0.678609311580658
Italy,ITA,1994,0.4773235321044922
Italy,ITA,1995,0.5960383415222168
Italy,ITA,1996,0.6634274125099182
Italy,ITA,1997,0.8375968337059021
Italy,ITA,1998,0.9806649088859558
Italy,ITA,1999,0.020955922082066536
Italy,ITA,2000,0.5661611557006836
Italy,ITA,2001,1.4014687538146973
Italy,ITA,2002,0.9010740518569946
Italy,ITA,2003,0.1359270066022873
Italy,ITA,2004,0.7922895550727844
Italy,ITA,2005,2.8143553733825684
Italy,ITA,2006,3.0243356227874756
Italy,ITA,2007,5.4219512939453125
Italy,ITA,2008,2.810849905014038
Italy,ITA,2009,0.8349896669387817
Italy,ITA,2010,1.4385039806365967
Italy,ITA,2011,2.260253667831421
Italy,ITA,2012,0.3256772756576538
Italy,ITA,2013,0.9466100335121155
Italy,ITA,2014,0.9470939040184021
Italy,ITA,2015,0.8398128747940063
Italy,ITA,2016,0.7277100086212158
Italy,ITA,2017,0.6022113561630249
Italy,ITA,2018,1.847859263420105
Italy,ITA,2019,1.6357780694961548
Italy,ITA,2020,-0.00407032947987318
Latvia,LVA,1995,-0.009586934931576252
Latvia,LVA,1996,-0.7924858331680298
Latvia,LVA,1997,-0.6221883893013
Latvia,LVA,1998,0.9558661580085754
Latvia,LVA,1999,0.23228685557842255
Latvia,LVA,2000,0.0870199054479599
Latvia,LVA,2001,1.0078449249267578
Latvia,LVA,2002,-0.48891308903694153
Latvia,LVA,2003,0.7294600009918213
Latvia,LVA,2004,0.5891822576522827
Latvia,LVA,2005,1.3275939226150513
Latvia,LVA,2006,0.9852534532546997
Latvia,LVA,2007,2.477599620819092
Latvia,LVA,2008,0.9561753869056702
Latvia,LVA,2009,-0.7333076596260071
Latvia,LVA,2010,0.4292221963405609
Latvia,LVA,2011,0.39246439933776855
Latvia,LVA,2012,0.5726093053817749
Latvia,LVA,2013,1.6349503993988037
Latvia,LVA,2014,2.2115583419799805
Latvia,LVA,2015,0.5283670425415039
Latvia,LVA,2016,0.8736830353736877
Latvia,LVA,2017,1.8822392225265503
Latvia,LVA,2018,-0.9158804416656494
Latvia,LVA,2019,0.2534174919128418
Latvia,LVA,2020,0.5694219470024109
Lithuania,LTU,1995,0.012742877006530762
Lithuania,LTU,1996,0.0014911984326317906
Lithuania,LTU,1997,0.34280821681022644
Lithuania,LTU,1998,-0.022687746211886406
Lithuania,LTU,1999,0.7902231812477112
Lithuania,LTU,2000,0.04423079267144203
Lithuania,LTU,2001,0.03003091923892498
Lithuania,LTU,2002,-0.23835229873657227
Lithuania,LTU,2003,0.4015308618545532
Lithuania,LTU,2004,1.3162075281143188
Lithuania,LTU,2005,2.0980114936828613
Lithuania,LTU,2006,1.7228448390960693
Lithuania,LTU,2007,2.204584836959839
Lithuania,LTU,2008,1.1606848239898682
Lithuania,LTU,2009,1.616798758506775
Lithuania,LTU,2010,0.2877415120601654
Lithuania,LTU,2011,1.8729100227355957
Lithuania,LTU,2012,0.9828090071678162
Lithuania,LTU,2013,0.7133129835128784
Lithuania,LTU,2014,1.1244313716888428
Lithuania,LTU,2015,0.8607034087181091
Lithuania,LTU,2016,2.1207244396209717
Lithuania,LTU,2017,0.9441288113594055
Lithuania,LTU,2018,1.9343149662017822
Lithuania,LTU,2019,3.9515185356140137
Lithuania,LTU,2020,6.807791709899902
Luxembourg,LUX,2002,43.20315933227539
Luxembourg,LUX,2003,2.8674557209014893
Luxembourg,LUX,2004,19.316198348999023
Luxembourg,LUX,2005,21.795917510986328
Luxembourg,LUX,2006,23.38614845275879
Luxembourg,LUX,2007,138.1997528076172
Luxembourg,LUX,2008,19.553569793701172
Luxembourg,LUX,2009,15.180314064025879
Luxembourg,LUX,2010,41.364646911621094
Luxembourg,LUX,2011,17.368629455566406
Luxembourg,LUX,2012,6.712710857391357
Luxembourg,LUX,2013,37.31148147583008
Luxembourg,LUX,2014,49.99860382080078
Luxembourg,LUX,2015,28.822080612182617
Luxembourg,LUX,2016,48.49311447143555
