Entity,Code,Year,2_1_Population
Croatia,HRV,1992,4798318
Croatia,HRV,1993,4792409
Croatia,HRV,1994,4819431
Croatia,HRV,1995,4807100
Croatia,HRV,1996,4758624
Croatia,HRV,1997,4711373
Croatia,HRV,1998,4659937
Croatia,HRV,1999,4605329
Croatia,HRV,2000,4548438
Croatia,HRV,2001,4506760
Croatia,HRV,2002,4482874
Croatia,HRV,2003,4461141
Croatia,HRV,2004,4443351
Croatia,HRV,2005,4429687
Croatia,HRV,2006,4417562
Croatia,HRV,2007,4405542
Croatia,HRV,2008,4393666
Croatia,HRV,2009,4382142
Croatia,HRV,2010,4368680
Croatia,HRV,2011,4351838
Croatia,HRV,2012,4331592
Croatia,HRV,2013,4308854
Croatia,HRV,2014,4283968
Croatia,HRV,2015,4254821
Croatia,HRV,2016,4223748
Croatia,HRV,2017,4192468
Croatia,HRV,2018,4160488
Croatia,HRV,2019,4129749
Croatia,HRV,2020,4096872
Croatia,HRV,2021,4060139
Cyprus,CYP,1800,184392
Cyprus,CYP,1801,184412
Cyprus,CYP,1802,184432
Cyprus,CYP,1803,184452
Cyprus,CYP,1804,184472
Cyprus,CYP,1805,184492
Cyprus,CYP,1806,184512
Cyprus,CYP,1807,184532
Cyprus,CYP,1808,184552
Cyprus,CYP,1809,184572
Cyprus,CYP,1810,184592
Cyprus,CYP,1811,184612
Cyprus,CYP,1812,184632
Cyprus,CYP,1813,184652
Cyprus,CYP,1814,184672
Cyprus,CYP,1815,184692
Cyprus,CYP,1816,184712
Cyprus,CYP,1817,184733
Cyprus,CYP,1818,184753
Cyprus,CYP,1819,184773
Cyprus,CYP,1820,184793
Cyprus,CYP,1821,184813
Cyprus,CYP,1822,184833
Cyprus,CYP,1823,184853
Cyprus,CYP,1824,184873
Cyprus,CYP,1825,184893
Cyprus,CYP,1826,184913
Cyprus,CYP,1827,184933
Cyprus,CYP,1828,184953
Cyprus,CYP,1829,184973
Cyprus,CYP,1830,184993
Cyprus,CYP,1831,185013
Cyprus,CYP,1832,185034
Cyprus,CYP,1833,185054
Cyprus,CYP,1834,185074
Cyprus,CYP,1835,185094
Cyprus,CYP,1836,185114
Cyprus,CYP,1837,185134
Cyprus,CYP,1838,185154
Cyprus,CYP,1839,185174
Cyprus,CYP,1840,185194
Cyprus,CYP,1841,185214
Cyprus,CYP,1842,185234
Cyprus,CYP,1843,185255
Cyprus,CYP,1844,185275
Cyprus,CYP,1845,185295
Cyprus,CYP,1846,185315
Cyprus,CYP,1847,185335
Cyprus,CYP,1848,185355
Cyprus,CYP,1849,185375
Cyprus,CYP,1850,185395
Cyprus,CYP,1851,185406
Cyprus,CYP,1852,185417
Cyprus,CYP,1853,185427
Cyprus,CYP,1854,185438
Cyprus,CYP,1855,185449
Cyprus,CYP,1856,185459
Cyprus,CYP,1857,185470
Cyprus,CYP,1858,185481
Cyprus,CYP,1859,185492
Cyprus,CYP,1860,185502
Cyprus,CYP,1861,185513
Cyprus,CYP,1862,185524
Cyprus,CYP,1863,185534
Cyprus,CYP,1864,185545
Cyprus,CYP,1865,185556
Cyprus,CYP,1866,185566
Cyprus,CYP,1867,185577
Cyprus,CYP,1868,185588
Cyprus,CYP,1869,185598
Cyprus,CYP,1870,185609
Cyprus,CYP,1871,185620
Cyprus,CYP,1872,185631
Cyprus,CYP,1873,185641
Cyprus,CYP,1874,185652
Cyprus,CYP,1875,185663
Cyprus,CYP,1876,185673
Cyprus,CYP,1877,185684
Cyprus,CYP,1878,185695
Cyprus,CYP,1879,186137
Cyprus,CYP,1880,187016
Cyprus,CYP,1881,188336
Cyprus,CYP,1882,190104
Cyprus,CYP,1883,192323
Cyprus,CYP,1884,194569
Cyprus,CYP,1885,196840
Cyprus,CYP,1886,199139
Cyprus,CYP,1887,201464
Cyprus,CYP,1888,203816
Cyprus,CYP,1889,206234
Cyprus,CYP,1890,208720
Cyprus,CYP,1891,211274
Cyprus,CYP,1892,213898
Cyprus,CYP,1893,216593
Cyprus,CYP,1894,219322
Cyprus,CYP,1895,222086
Cyprus,CYP,1896,224884
Cyprus,CYP,1897,227717
Cyprus,CYP,1898,230587
Cyprus,CYP,1899,233585
Cyprus,CYP,1900,236715
Cyprus,CYP,1901,239980
Cyprus,CYP,1902,243382
Cyprus,CYP,1903,246926
Cyprus,CYP,1904,250522
Cyprus,CYP,1905,254170
Cyprus,CYP,1906,257870
Cyprus,CYP,1907,261625
Cyprus,CYP,1908,265435
Cyprus,CYP,1909,269198
Cyprus,CYP,1910,272912
Cyprus,CYP,1911,276576
Cyprus,CYP,1912,280188
Cyprus,CYP,1913,283745
Cyprus,CYP,1914,287347
Cyprus,CYP,1915,290995
Cyprus,CYP,1916,294690
Cyprus,CYP,1917,298431
Cyprus,CYP,1918,302235
Cyprus,CYP,1919,305998
Cyprus,CYP,1920,309719
Cyprus,CYP,1921,313396
Cyprus,CYP,1922,317027
Cyprus,CYP,1923,320610
Cyprus,CYP,1924,324235
Cyprus,CYP,1925,327900
Cyprus,CYP,1926,331607
Cyprus,CYP,1927,335355
Cyprus,CYP,1928,339146
Cyprus,CYP,1929,344002
Cyprus,CYP,1930,349961
Cyprus,CYP,1931,357064
Cyprus,CYP,1932,365350
Cyprus,CYP,1933,374863
Cyprus,CYP,1934,384624
Cyprus,CYP,1935,394638
Cyprus,CYP,1936,404914
Cyprus,CYP,1937,415457
Cyprus,CYP,1938,426275
Cyprus,CYP,1939,435879
Cyprus,CYP,1940,444225
Cyprus,CYP,1941,451265
Cyprus,CYP,1942,456951
Cyprus,CYP,1943,461234
Cyprus,CYP,1944,465557
Cyprus,CYP,1945,469920
Cyprus,CYP,1946,474325
Cyprus,CYP,1947,478770
Cyprus,CYP,1948,483257
Cyprus,CYP,1949,488335
Cyprus,CYP,1950,493969
Cyprus,CYP,1951,501289
Cyprus,CYP,1952,508981
Cyprus,CYP,1953,517026
Cyprus,CYP,1954,525406
Cyprus,CYP,1955,534130
Cyprus,CYP,1956,543259
Cyprus,CYP,1957,552890
Cyprus,CYP,1958,563159
Cyprus,CYP,1959,574163
Cyprus,CYP,1960,585727
Cyprus,CYP,1961,594777
Cyprus,CYP,1962,601109
Cyprus,CYP,1963,607079
Cyprus,CYP,1964,612349
Cyprus,CYP,1965,617353
Cyprus,CYP,1966,622575
Cyprus,CYP,1967,627698
Cyprus,CYP,1968,632456
Cyprus,CYP,1969,636830
Cyprus,CYP,1970,640804
Cyprus,CYP,1971,644416
Cyprus,CYP,1972,647632
Cyprus,CYP,1973,650706
Cyprus,CYP,1974,648594
Cyprus,CYP,1975,644990
Cyprus,CYP,1976,648876
Cyprus,CYP,1977,656421
Cyprus,CYP,1978,663977
Cyprus,CYP,1979,671622
Cyprus,CYP,1980,679336
Cyprus,CYP,1981,687179
Cyprus,CYP,1982,696237
Cyprus,CYP,1983,707484
Cyprus,CYP,1984,719687
Cyprus,CYP,1985,731670
Cyprus,CYP,1986,743451
Cyprus,CYP,1987,755031
Cyprus,CYP,1988,766417
Cyprus,CYP,1989,777599
Cyprus,CYP,1990,788501
Cyprus,CYP,1991,799067
Cyprus,CYP,1992,810435
Cyprus,CYP,1993,825993
Cyprus,CYP,1994,844452
Cyprus,CYP,1995,862419
Cyprus,CYP,1996,880064
Cyprus,CYP,1997,897476
Cyprus,CYP,1998,914667
Cyprus,CYP,1999,931612
Cyprus,CYP,2000,948238
Cyprus,CYP,2001,964838
Cyprus,CYP,2002,982202
Cyprus,CYP,2003,1000355
Cyprus,CYP,2004,1018688
Cyprus,CYP,2005,1037070
Cyprus,CYP,2006,1055445
Cyprus,CYP,2007,1073875
Cyprus,CYP,2008,1092402
Cyprus,CYP,2009,1110979
Cyprus,CYP,2010,1129693
Cyprus,CYP,2011,1145090
Cyprus,CYP,2012,1156556
Cyprus,CYP,2013,1166972
Cyprus,CYP,2014,1176997
Cyprus,CYP,2015,1187286
Cyprus,CYP,2016,1197889
Cyprus,CYP,2017,1208527
Cyprus,CYP,2018,1218834
Cyprus,CYP,2019,1228840
Cyprus,CYP,2020,1237540
Cyprus,CYP,2021,1244193
Czechia,CZE,1800,5516349
Czechia,CZE,1801,5516349
Czechia,CZE,1802,5516349
Czechia,CZE,1803,5516349
Czechia,CZE,1804,5516349
Czechia,CZE,1805,5516349
Czechia,CZE,1806,5516349
Czechia,CZE,1807,5516349
Czechia,CZE,1808,5516349
Czechia,CZE,1809,5516349
Czechia,CZE,1810,5516349
Czechia,CZE,1811,5516349
Czechia,CZE,1812,5516349
Czechia,CZE,1813,5516349
Czechia,CZE,1814,5516349
Czechia,CZE,1815,5516349
Czechia,CZE,1816,5516349
Czechia,CZE,1817,5516349
Czechia,CZE,1818,5516349
Czechia,CZE,1819,5520440
Czechia,CZE,1820,5528637
Czechia,CZE,1821,5540956
Czechia,CZE,1822,5557411
Czechia,CZE,1823,5578018
Czechia,CZE,1824,5598701
Czechia,CZE,1825,5623145
Czechia,CZE,1826,5695961
Czechia,CZE,1827,5769720
Czechia,CZE,1828,5844434
Czechia,CZE,1829,5920116
Czechia,CZE,1830,5996778
Czechia,CZE,1831,6033858
Czechia,CZE,1832,6071168
Czechia,CZE,1833,6108708
Czechia,CZE,1834,6146481
Czechia,CZE,1835,6184487
Czechia,CZE,1836,6222728
Czechia,CZE,1837,6261205
Czechia,CZE,1838,6299921
Czechia,CZE,1839,6338875
Czechia,CZE,1840,6378071
Czechia,CZE,1841,6421552
Czechia,CZE,1842,6465329
Czechia,CZE,1843,6509405
Czechia,CZE,1844,6553781
Czechia,CZE,1845,6598460
Czechia,CZE,1846,6643444
Czechia,CZE,1847,6688734
Czechia,CZE,1848,6734333
Czechia,CZE,1849,6780242
Czechia,CZE,1850,6826465
Czechia,CZE,1851,6870309
Czechia,CZE,1852,6914435
Czechia,CZE,1853,6958845
Czechia,CZE,1854,7003540
Czechia,CZE,1855,7048521
Czechia,CZE,1856,7093792
Czechia,CZE,1857,7139353
Czechia,CZE,1858,7185208
Czechia,CZE,1859,7231356
Czechia,CZE,1860,7277801
Czechia,CZE,1861,7318846
Czechia,CZE,1862,7360123
Czechia,CZE,1863,7401633
Czechia,CZE,1864,7443377
Czechia,CZE,1865,7485356
Czechia,CZE,1866,7527572
Czechia,CZE,1867,7570026
Czechia,CZE,1868,7612719
Czechia,CZE,1869,7655654
Czechia,CZE,1870,7698830
Czechia,CZE,1871,7747227
Czechia,CZE,1872,7795928
Czechia,CZE,1873,7844935
Czechia,CZE,1874,7894250
Czechia,CZE,1875,7943875
Czechia,CZE,1876,7993812
Czechia,CZE,1877,8044063
Czechia,CZE,1878,8094630
Czechia,CZE,1879,8145514
Czechia,CZE,1880,8196719
Czechia,CZE,1881,8246023
Czechia,CZE,1882,8295623
Czechia,CZE,1883,8345522
Czechia,CZE,1884,8395720
Czechia,CZE,1885,8446221
Czechia,CZE,1886,8497026
Czechia,CZE,1887,8548136
Czechia,CZE,1888,8599553
Czechia,CZE,1889,8651280
Czechia,CZE,1890,8703318
Czechia,CZE,1891,8764419
Czechia,CZE,1892,8825950
Czechia,CZE,1893,8887912
Czechia,CZE,1894,8950309
Czechia,CZE,1895,9013144
Czechia,CZE,1896,9076421
Czechia,CZE,1897,9140141
Czechia,CZE,1898,9204309
Czechia,CZE,1899,9268928
Czechia,CZE,1900,9334000
Czechia,CZE,1901,9405000
Czechia,CZE,1902,9475000
Czechia,CZE,1903,9545000
Czechia,CZE,1904,9615000
Czechia,CZE,1905,9685000
Czechia,CZE,1906,9754000
Czechia,CZE,1907,9825000
Czechia,CZE,1908,9895000
Czechia,CZE,1909,9965000
Czechia,CZE,1910,10036000
Czechia,CZE,1911,10099000
Czechia,CZE,1912,10157000
Czechia,CZE,1913,10221000
Czechia,CZE,1914,10283000
Czechia,CZE,1915,10286000
Czechia,CZE,1916,10222000
Czechia,CZE,1917,10128000
Czechia,CZE,1918,10004000
Czechia,CZE,1919,9922000
Czechia,CZE,1920,9978000
Czechia,CZE,1921,10002000
Czechia,CZE,1922,10113000
Czechia,CZE,1923,10198000
Czechia,CZE,1924,10278000
Czechia,CZE,1925,10370000
Czechia,CZE,1926,10443000
Czechia,CZE,1927,10496000
Czechia,CZE,1928,10549000
Czechia,CZE,1929,10598000
Czechia,CZE,1930,10648000
Czechia,CZE,1931,10702000
Czechia,CZE,1932,10750000
Czechia,CZE,1933,10791000
Czechia,CZE,1934,10826000
Czechia,CZE,1935,10853000
Czechia,CZE,1936,10873000
Czechia,CZE,1937,10889000
Czechia,CZE,1938,10877000
Czechia,CZE,1939,11106000
Czechia,CZE,1940,11160000
Czechia,CZE,1941,11129000
Czechia,CZE,1942,11054000
Czechia,CZE,1943,11035000
Czechia,CZE,1944,11109000
Czechia,CZE,1945,10693000
Czechia,CZE,1946,9523000
Czechia,CZE,1947,8765000
Czechia,CZE,1948,8814485
Czechia,CZE,1949,8854688
Czechia,CZE,1950,8916638
Czechia,CZE,1951,8996949
Czechia,CZE,1952,9076535
Czechia,CZE,1953,9151640
Czechia,CZE,1954,9220465
Czechia,CZE,1955,9288978
Czechia,CZE,1956,9357541
Czechia,CZE,1957,9418157
Czechia,CZE,1958,9468437
Czechia,CZE,1959,9506695
Czechia,CZE,1960,9539362
Czechia,CZE,1961,9570406
Czechia,CZE,1962,9594141
Czechia,CZE,1963,9623937
Czechia,CZE,1964,9664982
Czechia,CZE,1965,9702728
Czechia,CZE,1966,9731810
Czechia,CZE,1967,9754254
Czechia,CZE,1968,9770101
Czechia,CZE,1969,9782559
Czechia,CZE,1970,9795750
Czechia,CZE,1971,9816554
Czechia,CZE,1972,9851274
Czechia,CZE,1973,9900301
Czechia,CZE,1974,9960863
Czechia,CZE,1975,10025718
Czechia,CZE,1976,10088047
Czechia,CZE,1977,10144498
Czechia,CZE,1978,10195871
Czechia,CZE,1979,10241207
Czechia,CZE,1980,10270060
Czechia,CZE,1981,10283841
Czechia,CZE,1982,10293692
Czechia,CZE,1983,10298165
Czechia,CZE,1984,10299713
Czechia,CZE,1985,10302326
Czechia,CZE,1986,10302678
Czechia,CZE,1987,10302081
Czechia,CZE,1988,10304147
Czechia,CZE,1989,10304498
Czechia,CZE,1990,10301190
Czechia,CZE,1991,10303359
Czechia,CZE,1992,10310956
Czechia,CZE,1993,10318915
Czechia,CZE,1994,10321309
Czechia,CZE,1995,10311702
Czechia,CZE,1996,10295653
Czechia,CZE,1997,10279042
Czechia,CZE,1998,10263837
Czechia,CZE,1999,10249145
Czechia,CZE,2000,10234712
Czechia,CZE,2001,10230273
Czechia,CZE,2002,10238170
Czechia,CZE,2003,10248039
Czechia,CZE,2004,10261003
Czechia,CZE,2005,10280122
Czechia,CZE,2006,10304822
Czechia,CZE,2007,10337831
Czechia,CZE,2008,10378586
Czechia,CZE,2009,10421515
Czechia,CZE,2010,10464750
Czechia,CZE,2011,10496379
Czechia,CZE,2012,10511065
Czechia,CZE,2013,10514547
Czechia,CZE,2014,10517178
Czechia,CZE,2015,10523801
Czechia,CZE,2016,10527584
Czechia,CZE,2017,10531315
Czechia,CZE,2018,10534598
Czechia,CZE,2019,10536876
Czechia,CZE,2020,10530951
Czechia,CZE,2021,10510748
Denmark,DNK,1800,1000000
Denmark,DNK,1801,1007231
Denmark,DNK,1802,1014514
Denmark,DNK,1803,1021850
Denmark,DNK,1804,1029239
Denmark,DNK,1805,1036682
Denmark,DNK,1806,1044178
Denmark,DNK,1807,1051729
Denmark,DNK,1808,1059334
Denmark,DNK,1809,1066994
Denmark,DNK,1810,1074765
Denmark,DNK,1811,1082537
Denmark,DNK,1812,1090365
Denmark,DNK,1813,1098249
Denmark,DNK,1814,1106191
Denmark,DNK,1815,1114189
Denmark,DNK,1816,1122246
Denmark,DNK,1817,1130361
Denmark,DNK,1818,1138535
Denmark,DNK,1819,1147355
Denmark,DNK,1820,1156833
Denmark,DNK,1821,1166978
Denmark,DNK,1822,1177802
Denmark,DNK,1823,1189315
Denmark,DNK,1824,1200941
Denmark,DNK,1825,1212680
Denmark,DNK,1826,1224534
Denmark,DNK,1827,1236504
Denmark,DNK,1828,1248591
Denmark,DNK,1829,1259939
Denmark,DNK,1830,1270537
Denmark,DNK,1831,1280370
Denmark,DNK,1832,1289426
Denmark,DNK,1833,1297692
Denmark,DNK,1834,1306011
Denmark,DNK,1835,1314383
Denmark,DNK,1836,1322809
Denmark,DNK,1837,1331288
Denmark,DNK,1838,1339823
Denmark,DNK,1839,1349386
Denmark,DNK,1840,1359996
Denmark,DNK,1841,1371667
Denmark,DNK,1842,1384418
Denmark,DNK,1843,1398265
Denmark,DNK,1844,1412250
Denmark,DNK,1845,1426375
Denmark,DNK,1846,1440642
Denmark,DNK,1847,1455051
Denmark,DNK,1848,1469604
Denmark,DNK,1849,1485029
Denmark,DNK,1850,1501343
Denmark,DNK,1851,1518601
Denmark,DNK,1852,1536786
Denmark,DNK,1853,1555915
Denmark,DNK,1854,1575283
Denmark,DNK,1855,1594892
Denmark,DNK,1856,1614746
Denmark,DNK,1857,1634846
Denmark,DNK,1858,1655196
Denmark,DNK,1859,1675243
Denmark,DNK,1860,1694977
Denmark,DNK,1861,1714386
Denmark,DNK,1862,1733463
Denmark,DNK,1863,1752195
Denmark,DNK,1864,1771129
Denmark,DNK,1865,1790269
Denmark,DNK,1866,1809615
Denmark,DNK,1867,1829170
Denmark,DNK,1868,1848936
Denmark,DNK,1869,1868538
Denmark,DNK,1870,1887969
Denmark,DNK,1871,1907224
Denmark,DNK,1872,1926298
Denmark,DNK,1873,1945184
Denmark,DNK,1874,1964256
Denmark,DNK,1875,1983514
Denmark,DNK,1876,2002962
Denmark,DNK,1877,2022600
Denmark,DNK,1878,2042430
Denmark,DNK,1879,2062460
Denmark,DNK,1880,2082691
Denmark,DNK,1881,2103126
Denmark,DNK,1882,2123766
Denmark,DNK,1883,2144614
Denmark,DNK,1884,2165666
Denmark,DNK,1885,2186925
Denmark,DNK,1886,2208393
Denmark,DNK,1887,2230071
Denmark,DNK,1888,2251963
Denmark,DNK,1889,2274656
Denmark,DNK,1890,2298166
Denmark,DNK,1891,2322506
Denmark,DNK,1892,2347693
Denmark,DNK,1893,2373740
Denmark,DNK,1894,2400076
Denmark,DNK,1895,2426705
Denmark,DNK,1896,2453628
Denmark,DNK,1897,2480851
Denmark,DNK,1898,2508376
Denmark,DNK,1899,2536620
Denmark,DNK,1900,2565597
Denmark,DNK,1901,2595319
Denmark,DNK,1902,2625800
Denmark,DNK,1903,2657054
Denmark,DNK,1904,2688680
Denmark,DNK,1905,2720683
Denmark,DNK,1906,2753066
Denmark,DNK,1907,2785834
Denmark,DNK,1908,2818993
Denmark,DNK,1909,2852524
Denmark,DNK,1910,2886432
Denmark,DNK,1911,2920720
Denmark,DNK,1912,2955394
Denmark,DNK,1913,2990457
Denmark,DNK,1914,3025936
Denmark,DNK,1915,3061836
Denmark,DNK,1916,3098162
Denmark,DNK,1917,3134919
Denmark,DNK,1918,3172037
Denmark,DNK,1919,3207678
Denmark,DNK,1920,3241807
Denmark,DNK,1921,3274391
Denmark,DNK,1922,3305392
Denmark,DNK,1923,3334775
Denmark,DNK,1924,3364419
Denmark,DNK,1925,3394327
Denmark,DNK,1926,3424500
Denmark,DNK,1927,3454942
Denmark,DNK,1928,3485654
Denmark,DNK,1929,3515938
Denmark,DNK,1930,3545784
Denmark,DNK,1931,3575182
Denmark,DNK,1932,3604123
Denmark,DNK,1933,3632598
Denmark,DNK,1934,3661298
Denmark,DNK,1935,3690224
Denmark,DNK,1936,3719379
Denmark,DNK,1937,3748764
Denmark,DNK,1938,3778382
Denmark,DNK,1939,3810539
Denmark,DNK,1940,3845283
Denmark,DNK,1941,3882658
Denmark,DNK,1942,3922710
Denmark,DNK,1943,3965488
Denmark,DNK,1944,4008732
Denmark,DNK,1945,4052448
Denmark,DNK,1946,4096640
Denmark,DNK,1947,4141315
Denmark,DNK,1948,4186477
Denmark,DNK,1949,4228817
Denmark,DNK,1950,4267702
Denmark,DNK,1951,4299583
Denmark,DNK,1952,4330760
Denmark,DNK,1953,4362493
Denmark,DNK,1954,4394327
Denmark,DNK,1955,4426513
Denmark,DNK,1956,4459563
Denmark,DNK,1957,4491048
Denmark,DNK,1958,4521333
Denmark,DNK,1959,4551440
Denmark,DNK,1960,4581730
Denmark,DNK,1961,4613437
Denmark,DNK,1962,4645997
Denmark,DNK,1963,4680814
Denmark,DNK,1964,4718021
Denmark,DNK,1965,4756336
Denmark,DNK,1966,4796410
Denmark,DNK,1967,4834734
Denmark,DNK,1968,4867744
Denmark,DNK,1969,4896156
Denmark,DNK,1970,4922968
Denmark,DNK,1971,4951490
Denmark,DNK,1972,4981082
Denmark,DNK,1973,5008581
Denmark,DNK,1974,5033574
Denmark,DNK,1975,5058203
Denmark,DNK,1976,5078773
Denmark,DNK,1977,5094605
Denmark,DNK,1978,5108931
Denmark,DNK,1979,5119417
Denmark,DNK,1980,5125397
Denmark,DNK,1981,5126983
Denmark,DNK,1982,5126402
Denmark,DNK,1983,5124341
Denmark,DNK,1984,5121317
Denmark,DNK,1985,5119453
Denmark,DNK,1986,5119368
Denmark,DNK,1987,5121515
Denmark,DNK,1988,5126107
Denmark,DNK,1989,5133937
Denmark,DNK,1990,5144626
Denmark,DNK,1991,5158325
Denmark,DNK,1992,5175466
Denmark,DNK,1993,5193776
Denmark,DNK,1994,5213801
Denmark,DNK,1995,5235205
Denmark,DNK,1996,5256002
Denmark,DNK,1997,5277385
Denmark,DNK,1998,5298991
Denmark,DNK,1999,5319856
Denmark,DNK,2000,5340662
Denmark,DNK,2001,5360753
Denmark,DNK,2002,5378700
Denmark,DNK,2003,5396355
Denmark,DNK,2004,5415583
Denmark,DNK,2005,5436314
Denmark,DNK,2006,5457863
Denmark,DNK,2007,5479722
Denmark,DNK,2008,5502752
Denmark,DNK,2009,5526455
Denmark,DNK,2010,5550850
Denmark,DNK,2011,5576016
Denmark,DNK,2012,5600955
Denmark,DNK,2013,5625393
Denmark,DNK,2014,5650654
Denmark,DNK,2015,5677795
Denmark,DNK,2016,5706856
Denmark,DNK,2017,5737286
Denmark,DNK,2018,5766689
Denmark,DNK,2019,5795879
Denmark,DNK,2020,5825638
Denmark,DNK,2021,5854246
Estonia,EST,1800,334136
Estonia,EST,1801,334136
Estonia,EST,1802,334136
Estonia,EST,1803,334136
Estonia,EST,1804,334136
Estonia,EST,1805,334136
Estonia,EST,1806,334136
Estonia,EST,1807,334136
Estonia,EST,1808,334136
Estonia,EST,1809,334136
Estonia,EST,1810,334136
Estonia,EST,1811,334136
Estonia,EST,1812,334136
Estonia,EST,1813,334136
Estonia,EST,1814,334136
Estonia,EST,1815,334136
Estonia,EST,1816,334136
Estonia,EST,1817,334136
Estonia,EST,1818,334136
Estonia,EST,1819,334944
Estonia,EST,1820,336571
Estonia,EST,1821,339025
Estonia,EST,1822,342318
Estonia,EST,1823,346458
Estonia,EST,1824,350649
Estonia,EST,1825,354891
Estonia,EST,1826,359183
Estonia,EST,1827,363528
Estonia,EST,1828,367925
Estonia,EST,1829,372376
Estonia,EST,1830,376880
Estonia,EST,1831,381439
Estonia,EST,1832,386053
Estonia,EST,1833,390722
Estonia,EST,1834,395449
Estonia,EST,1835,400232
Estonia,EST,1836,405073
Estonia,EST,1837,409973
Estonia,EST,1838,414932
Estonia,EST,1839,419951
Estonia,EST,1840,425031
Estonia,EST,1841,430172
Estonia,EST,1842,435375
Estonia,EST,1843,440641
Estonia,EST,1844,445971
Estonia,EST,1845,451366
Estonia,EST,1846,456826
Estonia,EST,1847,462351
Estonia,EST,1848,467944
Estonia,EST,1849,473604
Estonia,EST,1850,479333
Estonia,EST,1851,485113
Estonia,EST,1852,490962
Estonia,EST,1853,496882
Estonia,EST,1854,502873
Estonia,EST,1855,508937
Estonia,EST,1856,515073
Estonia,EST,1857,521284
Estonia,EST,1858,527569
Estonia,EST,1859,533930
Estonia,EST,1860,540368
Estonia,EST,1861,546884
Estonia,EST,1862,553478
Estonia,EST,1863,560152
Estonia,EST,1864,566906
Estonia,EST,1865,573741
Estonia,EST,1866,580659
Estonia,EST,1867,587661
Estonia,EST,1868,594747
Estonia,EST,1869,601918
Estonia,EST,1870,609176
Estonia,EST,1871,616521
Estonia,EST,1872,623955
Estonia,EST,1873,631478
Estonia,EST,1874,639092
Estonia,EST,1875,646798
Estonia,EST,1876,654597
Estonia,EST,1877,662490
Estonia,EST,1878,670478
Estonia,EST,1879,678562
Estonia,EST,1880,686744
Estonia,EST,1881,695025
Estonia,EST,1882,703405
Estonia,EST,1883,711887
Estonia,EST,1884,720470
Estonia,EST,1885,729157
Estonia,EST,1886,737949
Estonia,EST,1887,746847
Estonia,EST,1888,755853
Estonia,EST,1889,764966
Estonia,EST,1890,774190
Estonia,EST,1891,783525
Estonia,EST,1892,792972
Estonia,EST,1893,802534
Estonia,EST,1894,812210
Estonia,EST,1895,822004
Estonia,EST,1896,831915
Estonia,EST,1897,841946
Estonia,EST,1898,852098
Estonia,EST,1899,862372
Estonia,EST,1900,872770
Estonia,EST,1901,883294
Estonia,EST,1902,893944
Estonia,EST,1903,904723
Estonia,EST,1904,915632
Estonia,EST,1905,926672
Estonia,EST,1906,937846
Estonia,EST,1907,949154
Estonia,EST,1908,960598
Estonia,EST,1909,972235
Estonia,EST,1910,984067
Estonia,EST,1911,996097
Estonia,EST,1912,1008328
Estonia,EST,1913,1020764
Estonia,EST,1914,1033352
Estonia,EST,1915,1046097
Estonia,EST,1916,1058998
Estonia,EST,1917,1072058
Estonia,EST,1918,1085321
Estonia,EST,1919,1096175
Estonia,EST,1920,1104588
Estonia,EST,1921,1110528
Estonia,EST,1922,1113963
Estonia,EST,1923,1114859
Estonia,EST,1924,1115755
Estonia,EST,1925,1116653
Estonia,EST,1926,1117551
Estonia,EST,1927,1118450
Estonia,EST,1928,1119349
Estonia,EST,1929,1120029
Estonia,EST,1930,1120489
Estonia,EST,1931,1120730
Estonia,EST,1932,1120750
Estonia,EST,1933,1120551
Estonia,EST,1934,1120351
Estonia,EST,1935,1120152
Estonia,EST,1936,1119952
Estonia,EST,1937,1119753
Estonia,EST,1938,1119554
Estonia,EST,1939,1118862
Estonia,EST,1940,1117679
Estonia,EST,1941,1116007
Estonia,EST,1942,1113846
Estonia,EST,1943,1111198
Estonia,EST,1944,1108557
Estonia,EST,1945,1105921
Estonia,EST,1946,1103292
Estonia,EST,1947,1100669
Estonia,EST,1948,1098053
Estonia,EST,1949,1098155
Estonia,EST,1950,1102086
Estonia,EST,1951,1116343
Estonia,EST,1952,1130243
Estonia,EST,1953,1143309
Estonia,EST,1954,1155806
Estonia,EST,1955,1168284
Estonia,EST,1956,1179959
Estonia,EST,1957,1190798
Estonia,EST,1958,1199877
Estonia,EST,1959,1207081
Estonia,EST,1960,1218073
Estonia,EST,1961,1233247
Estonia,EST,1962,1248165
Estonia,EST,1963,1262540
Estonia,EST,1964,1277336
Estonia,EST,1965,1292004
Estonia,EST,1966,1305809
Estonia,EST,1967,1319747
Estonia,EST,1968,1334232
Estonia,EST,1969,1348708
Estonia,EST,1970,1362004
Estonia,EST,1971,1374799
Estonia,EST,1972,1387624
Estonia,EST,1973,1399859
Estonia,EST,1974,1412123
Estonia,EST,1975,1424043
Estonia,EST,1976,1435356
Estonia,EST,1977,1447123
Estonia,EST,1978,1458858
Estonia,EST,1979,1468657
Estonia,EST,1980,1476989
Estonia,EST,1981,1485771
Estonia,EST,1982,1495377
Estonia,EST,1983,1505721
Estonia,EST,1984,1516125
Estonia,EST,1985,1525790
Estonia,EST,1986,1536031
Estonia,EST,1987,1547709
Estonia,EST,1988,1559598
Estonia,EST,1989,1568053
Estonia,EST,1990,1570676
Estonia,EST,1991,1565621
Estonia,EST,1992,1540386
Estonia,EST,1993,1504446
Estonia,EST,1994,1475730
Estonia,EST,1995,1452777
