Entity,Code,Year,0_0_temp_anomaly
Austria,AUT,1925,-0.56
Austria,AUT,1926,0.21
Austria,AUT,1927,0.01
Austria,AUT,1928,0.17
Austria,AUT,1929,-0.79
Austria,AUT,1930,0.22
Austria,AUT,1931,-0.83
Austria,AUT,1932,-0.23
Austria,AUT,1933,-1.06
Austria,AUT,1934,0.63
Austria,AUT,1935,-0.37
Austria,AUT,1936,-0.06
Austria,AUT,1937,-0.02
Austria,AUT,1938,-0.29
Austria,AUT,1939,-0.4
Austria,AUT,1940,-1.49
Austria,AUT,1941,-1.12
Austria,AUT,1942,-0.46
Austria,AUT,1943,0.52
Austria,AUT,1944,-0.56
Austria,AUT,1945,0.24
Austria,AUT,1946,0.36
Austria,AUT,1947,0.54
Austria,AUT,1948,0.47
Austria,AUT,1949,0.56
Austria,AUT,1950,0.6
Austria,AUT,1951,0.52
Austria,AUT,1952,-0.25
Austria,AUT,1953,0.35
Austria,AUT,1954,-0.68
Austria,AUT,1955,-0.53
Austria,AUT,1956,-1.31
Austria,AUT,1957,0.27
Austria,AUT,1958,0.13
Austria,AUT,1959,0.48
Austria,AUT,1960,0.04
Austria,AUT,1961,0.75
Austria,AUT,1962,-0.93
Austria,AUT,1963,-0.67
Austria,AUT,1964,-0.03
Austria,AUT,1965,-0.77
Austria,AUT,1966,0.3
Austria,AUT,1967,0.34
Austria,AUT,1968,-0.1
Austria,AUT,1969,-0.35
Austria,AUT,1970,-0.44
Austria,AUT,1971,-0.02
Austria,AUT,1972,-0.23
Austria,AUT,1973,-0.25
Austria,AUT,1974,0.37
Austria,AUT,1975,0.39
Austria,AUT,1976,0.02
Austria,AUT,1977,0.37
Austria,AUT,1978,-0.61
Austria,AUT,1979,-0.04
Austria,AUT,1980,-0.7
Austria,AUT,1981,-0.06
Austria,AUT,1982,0.61
Austria,AUT,1983,0.62
Austria,AUT,1984,-0.39
Austria,AUT,1985,-0.39
Austria,AUT,1986,-0.02
Austria,AUT,1987,-0.19
Austria,AUT,1988,0.7
Austria,AUT,1989,0.74
Austria,AUT,1990,0.74
Austria,AUT,1991,0
Austria,AUT,1992,1.09
Austria,AUT,1993,0.51
Austria,AUT,1994,1.69
Austria,AUT,1995,0.46
Austria,AUT,1996,-0.34
Austria,AUT,1997,0.79
Austria,AUT,1998,0.85
Austria,AUT,1999,0.86
Austria,AUT,2000,1.55
Austria,AUT,2001,0.88
Austria,AUT,2002,1.54
Austria,AUT,2003,1.25
Austria,AUT,2004,0.64
Austria,AUT,2005,0.27
Austria,AUT,2006,1.02
Austria,AUT,2007,1.68
Austria,AUT,2008,1.37
Austria,AUT,2009,1.1
Austria,AUT,2010,0.14
Austria,AUT,2011,1.54
Austria,AUT,2012,1.27
Austria,AUT,2013,0.93
Austria,AUT,2014,2.12
Austria,AUT,2015,2.04
Austria,AUT,2016,1.48
Austria,AUT,2017,1.83
Belgium,BEL,1850,-0.9
Belgium,BEL,1851,-0.86
Belgium,BEL,1852,0.25
Belgium,BEL,1853,-1.32
Belgium,BEL,1854,-0.42
Belgium,BEL,1855,-1.7
Belgium,BEL,1856,-0.36
Belgium,BEL,1857,0.25
Belgium,BEL,1858,-0.77
Belgium,BEL,1859,0.64
Belgium,BEL,1860,-1.18
Belgium,BEL,1861,-0.2
Belgium,BEL,1862,0.59
Belgium,BEL,1863,0.46
Belgium,BEL,1864,-1.12
Belgium,BEL,1865,0.24
Belgium,BEL,1866,0.46
Belgium,BEL,1867,-0.3
Belgium,BEL,1868,0.82
Belgium,BEL,1869,-0.28
Belgium,BEL,1870,-0.96
Belgium,BEL,1871,-1.18
Belgium,BEL,1872,0.67
Belgium,BEL,1873,-0.06
Belgium,BEL,1874,-0.23
Belgium,BEL,1875,-0.44
Belgium,BEL,1876,-0.13
Belgium,BEL,1877,0.1
Belgium,BEL,1878,-0.16
Belgium,BEL,1879,-1.52
Belgium,BEL,1880,-0.06
Belgium,BEL,1881,-0.7
Belgium,BEL,1882,-0.16
Belgium,BEL,1883,-0.56
Belgium,BEL,1884,0.2
Belgium,BEL,1885,-0.62
Belgium,BEL,1886,-0.36
Belgium,BEL,1887,-1.36
Belgium,BEL,1888,-1.41
Belgium,BEL,1889,-0.94
Belgium,BEL,1890,-1.03
Belgium,BEL,1891,-1.13
Belgium,BEL,1892,-0.66
Belgium,BEL,1893,-0.06
Belgium,BEL,1894,-0.15
Belgium,BEL,1895,-0.68
Belgium,BEL,1896,-0.58
Belgium,BEL,1897,-0.09
Belgium,BEL,1898,0.07
Belgium,BEL,1899,0.12
Belgium,BEL,1900,0.12
Belgium,BEL,1901,-0.73
Belgium,BEL,1902,-0.96
Belgium,BEL,1903,-0.35
Belgium,BEL,1904,-0.15
Belgium,BEL,1905,-0.55
Belgium,BEL,1906,-0.19
Belgium,BEL,1907,-0.59
Belgium,BEL,1908,-0.74
Belgium,BEL,1909,-1.1
Belgium,BEL,1910,-0.26
Belgium,BEL,1911,0.39
Belgium,BEL,1912,-0.34
Belgium,BEL,1913,0.07
Belgium,BEL,1914,-0.04
Belgium,BEL,1915,-0.46
Belgium,BEL,1916,-0.24
Belgium,BEL,1917,-1.28
Belgium,BEL,1918,-0.23
Belgium,BEL,1919,-0.91
Belgium,BEL,1920,0.15
Belgium,BEL,1921,0.7
Belgium,BEL,1922,-0.85
Belgium,BEL,1923,-0.22
Belgium,BEL,1924,-0.65
Belgium,BEL,1925,-0.29
Belgium,BEL,1926,0.28
Belgium,BEL,1927,-0.19
Belgium,BEL,1928,0.24
Belgium,BEL,1929,-0.69
Belgium,BEL,1930,0.32
Belgium,BEL,1931,-0.58
Belgium,BEL,1932,-0.1
Belgium,BEL,1933,-0.21
Belgium,BEL,1934,0.6
Belgium,BEL,1935,0.1
Belgium,BEL,1936,0.01
Belgium,BEL,1937,0.32
Belgium,BEL,1938,0.15
Belgium,BEL,1939,-0.03
Belgium,BEL,1940,-1.05
Belgium,BEL,1941,-0.86
Belgium,BEL,1942,-0.6
Belgium,BEL,1943,0.66
Belgium,BEL,1944,-0.12
Belgium,BEL,1945,0.78
Belgium,BEL,1946,-0.09
Belgium,BEL,1947,0.35
Belgium,BEL,1948,0.5
Belgium,BEL,1949,0.85
Belgium,BEL,1950,0.3
Belgium,BEL,1951,0.16
Belgium,BEL,1952,-0.09
Belgium,BEL,1953,0.37
Belgium,BEL,1954,-0.34
Belgium,BEL,1955,-0.29
Belgium,BEL,1956,-1.1
Belgium,BEL,1957,0.37
Belgium,BEL,1958,0
Belgium,BEL,1959,0.93
Belgium,BEL,1960,0.22
Belgium,BEL,1961,0.78
Belgium,BEL,1962,-0.89
Belgium,BEL,1963,-1.24
Belgium,BEL,1964,-0.08
Belgium,BEL,1965,-0.62
Belgium,BEL,1966,0.15
Belgium,BEL,1967,0.32
Belgium,BEL,1968,-0.19
Belgium,BEL,1969,-0.19
Belgium,BEL,1970,-0.27
Belgium,BEL,1971,0.08
Belgium,BEL,1972,-0.29
Belgium,BEL,1973,0.04
Belgium,BEL,1974,0.3
Belgium,BEL,1975,0.34
Belgium,BEL,1976,0.42
Belgium,BEL,1977,0.23
Belgium,BEL,1978,-0.37
Belgium,BEL,1979,-0.45
Belgium,BEL,1980,-0.43
Belgium,BEL,1981,-0.09
Belgium,BEL,1982,0.57
Belgium,BEL,1983,0.51
Belgium,BEL,1984,-0.15
Belgium,BEL,1985,-0.64
Belgium,BEL,1986,-0.41
Belgium,BEL,1987,-0.45
Belgium,BEL,1988,0.66
Belgium,BEL,1989,1.18
Belgium,BEL,1990,1.24
Belgium,BEL,1991,0.18
Belgium,BEL,1992,0.82
Belgium,BEL,1993,0.25
Belgium,BEL,1994,1.31
Belgium,BEL,1995,0.98
Belgium,BEL,1996,-0.45
Belgium,BEL,1997,0.95
Belgium,BEL,1998,0.81
Belgium,BEL,1999,1.25
Belgium,BEL,2000,1.31
Belgium,BEL,2001,0.89
Belgium,BEL,2002,1.42
Belgium,BEL,2003,1.38
Belgium,BEL,2004,0.91
Belgium,BEL,2005,0.9
Belgium,BEL,2006,1.43
Belgium,BEL,2007,1.5
Belgium,BEL,2008,1
Belgium,BEL,2009,1.09
Belgium,BEL,2010,-0.12
Belgium,BEL,2011,1.53
Belgium,BEL,2012,0.86
Belgium,BEL,2013,0.35
Belgium,BEL,2014,2.06
Belgium,BEL,2015,1.54
Belgium,BEL,2016,1.31
Belgium,BEL,2017,1.85
Bulgaria,BGR,1850,-0.58
Bulgaria,BGR,1851,0.31
Bulgaria,BGR,1852,-0.09
Bulgaria,BGR,1853,1.29
Bulgaria,BGR,1854,0.88
Bulgaria,BGR,1855,0.44
Bulgaria,BGR,1856,1.89
Bulgaria,BGR,1857,-0.96
Bulgaria,BGR,1858,-0.86
Bulgaria,BGR,1859,0.76
Bulgaria,BGR,1860,0.89
Bulgaria,BGR,1861,0.07
Bulgaria,BGR,1862,-0.12
Bulgaria,BGR,1863,1.28
Bulgaria,BGR,1864,-0.51
Bulgaria,BGR,1865,-0.47
Bulgaria,BGR,1866,0.04
Bulgaria,BGR,1867,-0.13
Bulgaria,BGR,1868,-0.28
Bulgaria,BGR,1869,0.68
Bulgaria,BGR,1870,-0.87
Bulgaria,BGR,1871,-0.06
Bulgaria,BGR,1872,1.61
Bulgaria,BGR,1873,1.22
Bulgaria,BGR,1874,0.39
Bulgaria,BGR,1875,-1.49
Bulgaria,BGR,1876,-0.06
Bulgaria,BGR,1877,0.14
Bulgaria,BGR,1878,0.57
Bulgaria,BGR,1879,0.53
Bulgaria,BGR,1880,-0.69
Bulgaria,BGR,1881,-1.03
Bulgaria,BGR,1882,0.08
Bulgaria,BGR,1883,-0.27
Bulgaria,BGR,1884,-0.9
Bulgaria,BGR,1885,0.31
Bulgaria,BGR,1886,-0.03
Bulgaria,BGR,1887,-0.56
Bulgaria,BGR,1888,-2.01
Bulgaria,BGR,1889,-1.19
Bulgaria,BGR,1890,-0.95
Bulgaria,BGR,1891,-0.74
Bulgaria,BGR,1892,-0.02
Bulgaria,BGR,1893,-1.66
Bulgaria,BGR,1894,-0.38
Bulgaria,BGR,1895,-0.46
Bulgaria,BGR,1896,-0.29
Bulgaria,BGR,1897,-0.37
Bulgaria,BGR,1898,0.22
Bulgaria,BGR,1899,-0.15
Bulgaria,BGR,1900,0.11
Bulgaria,BGR,1901,-0.46
Bulgaria,BGR,1902,-0.64
Bulgaria,BGR,1903,0.23
Bulgaria,BGR,1904,-0.51
Bulgaria,BGR,1905,-0.38
Bulgaria,BGR,1906,-0.32
Bulgaria,BGR,1907,-0.96
Bulgaria,BGR,1908,-0.64
Bulgaria,BGR,1909,-0.43
Bulgaria,BGR,1910,0.25
Bulgaria,BGR,1911,-0.18
Bulgaria,BGR,1912,-0.75
Bulgaria,BGR,1913,-0.62
Bulgaria,BGR,1914,-1.13
Bulgaria,BGR,1915,0.23
Bulgaria,BGR,1916,0.75
Bulgaria,BGR,1917,-0.37
Bulgaria,BGR,1918,0.11
Bulgaria,BGR,1919,-0.47
Bulgaria,BGR,1920,-0.46
Bulgaria,BGR,1921,-0.41
Bulgaria,BGR,1922,-0.5
Bulgaria,BGR,1923,0.71
Bulgaria,BGR,1924,-1.03
Bulgaria,BGR,1925,-0.08
Bulgaria,BGR,1926,0.15
Bulgaria,BGR,1927,0.38
Bulgaria,BGR,1928,-0.45
Bulgaria,BGR,1929,-1.14
Bulgaria,BGR,1930,0.56
Bulgaria,BGR,1931,-0.4
Bulgaria,BGR,1932,-0.56
Bulgaria,BGR,1933,-1.66
Bulgaria,BGR,1934,0.45
Bulgaria,BGR,1935,-0.23
Bulgaria,BGR,1936,0.65
Bulgaria,BGR,1937,0.55
Bulgaria,BGR,1938,0.13
Bulgaria,BGR,1939,0.43
Bulgaria,BGR,1940,-1.33
Bulgaria,BGR,1941,-0.7
Bulgaria,BGR,1942,-1.11
Bulgaria,BGR,1943,-0.14
Bulgaria,BGR,1944,-0.43
Bulgaria,BGR,1945,0.27
Bulgaria,BGR,1946,0.67
Bulgaria,BGR,1947,0.2
Bulgaria,BGR,1948,-0.01
Bulgaria,BGR,1949,-0.36
Bulgaria,BGR,1950,0.82
Bulgaria,BGR,1951,0.83
Bulgaria,BGR,1952,0.77
Bulgaria,BGR,1953,-0.27
Bulgaria,BGR,1954,-0.55
Bulgaria,BGR,1955,0.21
Bulgaria,BGR,1956,-0.99
Bulgaria,BGR,1957,0.1
Bulgaria,BGR,1958,0.56
Bulgaria,BGR,1959,-0.53
Bulgaria,BGR,1960,0.45
Bulgaria,BGR,1961,0.48
Bulgaria,BGR,1962,0.39
Bulgaria,BGR,1963,0.01
Bulgaria,BGR,1964,-0.31
Bulgaria,BGR,1965,-0.34
Bulgaria,BGR,1966,1.05
Bulgaria,BGR,1967,0.16
Bulgaria,BGR,1968,0.37
Bulgaria,BGR,1969,-0.38
Bulgaria,BGR,1970,0.25
Bulgaria,BGR,1971,-0.11
Bulgaria,BGR,1972,-0.09
Bulgaria,BGR,1973,-0.45
Bulgaria,BGR,1974,-0.15
Bulgaria,BGR,1975,0.29
Bulgaria,BGR,1976,-0.8
Bulgaria,BGR,1977,0.19
Bulgaria,BGR,1978,-0.45
Bulgaria,BGR,1979,0.2
Bulgaria,BGR,1980,-0.59
Bulgaria,BGR,1981,0.02
Bulgaria,BGR,1982,-0.16
Bulgaria,BGR,1983,0.09
Bulgaria,BGR,1984,-0.1
Bulgaria,BGR,1985,-0.44
Bulgaria,BGR,1986,-0.11
Bulgaria,BGR,1987,-0.42
Bulgaria,BGR,1988,0
Bulgaria,BGR,1989,0.15
Bulgaria,BGR,1990,0.61
Bulgaria,BGR,1991,-0.54
Bulgaria,BGR,1992,0.16
Bulgaria,BGR,1993,-0.11
Bulgaria,BGR,1994,1.26
Bulgaria,BGR,1995,0.23
Bulgaria,BGR,1996,-0.34
Bulgaria,BGR,1997,-0.57
Bulgaria,BGR,1998,0.45
Bulgaria,BGR,1999,0.91
Bulgaria,BGR,2000,1.09
Bulgaria,BGR,2001,0.83
Bulgaria,BGR,2002,0.89
Bulgaria,BGR,2003,0.18
Bulgaria,BGR,2004,0.41
Bulgaria,BGR,2005,0.02
Bulgaria,BGR,2006,0.27
Bulgaria,BGR,2007,1.34
Bulgaria,BGR,2008,1.22
Bulgaria,BGR,2009,1.11
Bulgaria,BGR,2010,0.98
Bulgaria,BGR,2011,0.18
Bulgaria,BGR,2012,1.31
Bulgaria,BGR,2013,1.27
Bulgaria,BGR,2014,1.14
Bulgaria,BGR,2015,1.23
Bulgaria,BGR,2016,1.23
Bulgaria,BGR,2017,0.63
Croatia,HRV,1850,-0.65
Croatia,HRV,1851,-1.09
Croatia,HRV,1852,-0.18
Croatia,HRV,1853,-0.96
Croatia,HRV,1854,-0.67
Croatia,HRV,1855,-0.07
Croatia,HRV,1856,-0.05
Croatia,HRV,1857,-0.47
Croatia,HRV,1858,-1.21
Croatia,HRV,1859,0.05
Croatia,HRV,1860,-0.94
Croatia,HRV,1861,-0.29
Croatia,HRV,1862,0.26
Croatia,HRV,1863,0.9
Croatia,HRV,1864,-1.46
Croatia,HRV,1865,-0.2
Croatia,HRV,1866,0.04
Croatia,HRV,1867,-0.14
Croatia,HRV,1868,0.46
Croatia,HRV,1869,-0.13
Croatia,HRV,1870,-1.13
Croatia,HRV,1871,-1.37
Croatia,HRV,1872,0.68
Croatia,HRV,1873,0.18
Croatia,HRV,1874,-0.69
Croatia,HRV,1875,-1.21
Croatia,HRV,1876,-0.5
Croatia,HRV,1877,-0.28
Croatia,HRV,1878,-0.27
Croatia,HRV,1879,-1.05
Croatia,HRV,1880,-0.31
Croatia,HRV,1881,-0.84
Croatia,HRV,1882,0.02
Croatia,HRV,1883,-0.9
Croatia,HRV,1884,-0.7
Croatia,HRV,1885,-0.34
Croatia,HRV,1886,-0.29
Croatia,HRV,1887,-0.98
Croatia,HRV,1888,-1.14
Croatia,HRV,1889,-0.89
Croatia,HRV,1890,-0.74
Croatia,HRV,1891,-0.95
Croatia,HRV,1892,-0.51
Croatia,HRV,1893,-0.81
Croatia,HRV,1894,-0.39
Croatia,HRV,1895,-0.69
Croatia,HRV,1896,-0.87
Croatia,HRV,1897,-0.26
Croatia,HRV,1898,0.31
Croatia,HRV,1899,-0.42
Croatia,HRV,1900,0.15
Croatia,HRV,1901,-0.74
Croatia,HRV,1902,-0.68
Croatia,HRV,1903,-0.36
Croatia,HRV,1904,-0.06
Croatia,HRV,1905,-0.52
Croatia,HRV,1906,-0.59
Croatia,HRV,1907,-0.52
Croatia,HRV,1908,-0.89
Croatia,HRV,1909,-0.87
Croatia,HRV,1910,-0.43
Croatia,HRV,1911,-0.04
Croatia,HRV,1912,-0.95
Croatia,HRV,1913,-0.52
Croatia,HRV,1914,-0.83
Croatia,HRV,1915,-0.5
Croatia,HRV,1916,0.22
Croatia,HRV,1917,-0.71
Croatia,HRV,1918,-0.38
Croatia,HRV,1919,-0.79
Croatia,HRV,1920,0.3
Croatia,HRV,1921,0.02
Croatia,HRV,1922,-0.79
Croatia,HRV,1923,0.07
Croatia,HRV,1924,-0.58
Croatia,HRV,1925,-0.37
Croatia,HRV,1926,0.14
Croatia,HRV,1927,0.23
Croatia,HRV,1928,0.21
Croatia,HRV,1929,-0.81
Croatia,HRV,1930,0.19
Croatia,HRV,1931,-0.57
Croatia,HRV,1932,-0.28
Croatia,HRV,1933,-0.99
Croatia,HRV,1934,0.56
Croatia,HRV,1935,-0.3
Croatia,HRV,1936,0.07
Croatia,HRV,1937,0.18
Croatia,HRV,1938,-0.3
Croatia,HRV,1939,-0.22
Croatia,HRV,1940,-1.69
Croatia,HRV,1941,-1.2
Croatia,HRV,1942,-0.61
Croatia,HRV,1943,0.49
Croatia,HRV,1944,-0.39
Croatia,HRV,1945,0.25
Croatia,HRV,1946,0.48
Croatia,HRV,1947,0.4
Croatia,HRV,1948,0.14
Croatia,HRV,1949,0.36
Croatia,HRV,1950,0.69
Croatia,HRV,1951,0.56
Croatia,HRV,1952,0.13
Croatia,HRV,1953,0.19
Croatia,HRV,1954,-0.6
Croatia,HRV,1955,-0.29
Croatia,HRV,1956,-0.96
Croatia,HRV,1957,0.18
Croatia,HRV,1958,0.23
Croatia,HRV,1959,0.2
Croatia,HRV,1960,0.19
Croatia,HRV,1961,0.61
Croatia,HRV,1962,-0.44
Croatia,HRV,1963,-0.25
Croatia,HRV,1964,-0.06
Croatia,HRV,1965,-0.55
Croatia,HRV,1966,0.37
Croatia,HRV,1967,0.32
Croatia,HRV,1968,0.05
Croatia,HRV,1969,-0.21
Croatia,HRV,1970,-0.25
Croatia,HRV,1971,-0.06
Croatia,HRV,1972,-0.19
Croatia,HRV,1973,-0.17
Croatia,HRV,1974,0.11
Croatia,HRV,1975,0.21
Croatia,HRV,1976,-0.26
Croatia,HRV,1977,0.2
Croatia,HRV,1978,-0.63
Croatia,HRV,1979,0.04
Croatia,HRV,1980,-0.79
Croatia,HRV,1981,-0.05
Croatia,HRV,1982,0.44
Croatia,HRV,1983,0.42
Croatia,HRV,1984,-0.37
Croatia,HRV,1985,-0.29
Croatia,HRV,1986,0.02
Croatia,HRV,1987,-0.06
Croatia,HRV,1988,0.5
Croatia,HRV,1989,0.42
Croatia,HRV,1990,0.66
Croatia,HRV,1991,-0.17
Croatia,HRV,1992,0.82
Croatia,HRV,1993,0.39
Croatia,HRV,1994,1.34
Croatia,HRV,1995,0.24
Croatia,HRV,1996,-0.32
Croatia,HRV,1997,0.45
Croatia,HRV,1998,0.66
Croatia,HRV,1999,0.73
Croatia,HRV,2000,1.41
Croatia,HRV,2001,0.79
Croatia,HRV,2002,1.21
Croatia,HRV,2003,1.12
Croatia,HRV,2004,0.66
Croatia,HRV,2005,0.25
Croatia,HRV,2006,0.85
Croatia,HRV,2007,1.4
Croatia,HRV,2008,1.18
Croatia,HRV,2009,0.97
Croatia,HRV,2010,0.28
Croatia,HRV,2011,1.32
Croatia,HRV,2012,1.41
Croatia,HRV,2013,1.04
Croatia,HRV,2014,1.8
Croatia,HRV,2015,1.8
Croatia,HRV,2016,1.3
Croatia,HRV,2017,1.53
Cyprus,CYP,1853,-0.03
Cyprus,CYP,1854,-0.47
Cyprus,CYP,1860,-0.19
Cyprus,CYP,1871,0.19
Cyprus,CYP,1872,0.84
Cyprus,CYP,1873,0.6
Cyprus,CYP,1874,-0.03
Cyprus,CYP,1875,-0.27
Cyprus,CYP,1876,0.04
Cyprus,CYP,1877,0.63
Cyprus,CYP,1878,0.2
Cyprus,CYP,1879,0.51
Cyprus,CYP,1880,-0.21
Cyprus,CYP,1881,0.3
Cyprus,CYP,1882,-0.58
Cyprus,CYP,1883,0.04
Cyprus,CYP,1884,-0.4
Cyprus,CYP,1885,0.17
Cyprus,CYP,1886,-0.11
Cyprus,CYP,1887,0.39
Cyprus,CYP,1888,0.41
Cyprus,CYP,1889,0.17
Cyprus,CYP,1890,-0.1
Cyprus,CYP,1891,0.22
Cyprus,CYP,1892,0.71
Cyprus,CYP,1893,0.23
Cyprus,CYP,1894,-0.22
Cyprus,CYP,1895,0.28
Cyprus,CYP,1896,-0.04
Cyprus,CYP,1897,-0.78
Cyprus,CYP,1898,-0.53
Cyprus,CYP,1899,-0.53
Cyprus,CYP,1900,0.14
Cyprus,CYP,1901,0.37
Cyprus,CYP,1902,0.26
Cyprus,CYP,1903,-0.55
Cyprus,CYP,1904,-0.43
Cyprus,CYP,1905,-0.2
Cyprus,CYP,1906,-0.28
Cyprus,CYP,1907,-0.72
Cyprus,CYP,1908,-0.63
Cyprus,CYP,1909,0.29
Cyprus,CYP,1910,-0.51
Cyprus,CYP,1911,-0.52
Cyprus,CYP,1912,-0.16
Cyprus,CYP,1913,-0.56
Cyprus,CYP,1914,-0.49
Cyprus,CYP,1915,0.13
Cyprus,CYP,1916,0.4
Cyprus,CYP,1917,0.1
Cyprus,CYP,1918,-0.11
Cyprus,CYP,1919,-0.18
Cyprus,CYP,1920,-0.67
Cyprus,CYP,1921,-0.64
Cyprus,CYP,1922,0.23
Cyprus,CYP,1923,0.27
Cyprus,CYP,1924,0.34
Cyprus,CYP,1925,-0.11
Cyprus,CYP,1926,0.1
Cyprus,CYP,1927,0.59
Cyprus,CYP,1928,0.41
Cyprus,CYP,1929,-0.24
Cyprus,CYP,1930,0.39
Cyprus,CYP,1931,0.24
Cyprus,CYP,1932,-0.05
Cyprus,CYP,1933,-0.53
Cyprus,CYP,1934,0.29
Cyprus,CYP,1935,0.52
Cyprus,CYP,1936,0.62
Cyprus,CYP,1937,0.94
Cyprus,CYP,1938,0.21
Cyprus,CYP,1939,0.54
Cyprus,CYP,1940,0.17
Cyprus,CYP,1941,0.28
Cyprus,CYP,1942,0.31
Cyprus,CYP,1943,-0.12
Cyprus,CYP,1944,0.1
Cyprus,CYP,1945,-0.1
Cyprus,CYP,1946,0.5
Cyprus,CYP,1947,0.78
Cyprus,CYP,1948,-0.17
Cyprus,CYP,1949,-0.79
Cyprus,CYP,1950,0.06
Cyprus,CYP,1951,0.44
Cyprus,CYP,1952,0.56
Cyprus,CYP,1953,-0.33
Cyprus,CYP,1954,0.21
Cyprus,CYP,1955,0.86
Cyprus,CYP,1956,-0.05
Cyprus,CYP,1957,0.39
Cyprus,CYP,1958,0.44
Cyprus,CYP,1959,-0.37
Cyprus,CYP,1960,0.74
Cyprus,CYP,1961,0.21
Cyprus,CYP,1962,0.99
Cyprus,CYP,1963,0.59
Cyprus,CYP,1964,-0.22
Cyprus,CYP,1965,-0.01
Cyprus,CYP,1966,0.85
Cyprus,CYP,1967,-0.34
Cyprus,CYP,1968,0.28
Cyprus,CYP,1969,0.22
Cyprus,CYP,1970,0.27
Cyprus,CYP,1971,-0.07
Cyprus,CYP,1972,-0.3
Cyprus,CYP,1973,-0.16
Cyprus,CYP,1974,-0.11
Cyprus,CYP,1975,-0.38
Cyprus,CYP,1976,-0.45
Cyprus,CYP,1977,0.05
Cyprus,CYP,1978,-0.07
Cyprus,CYP,1979,0.35
Cyprus,CYP,1980,-0.21
Cyprus,CYP,1981,0.13
Cyprus,CYP,1982,-0.26
Cyprus,CYP,1983,-0.39
Cyprus,CYP,1984,-0.18
Cyprus,CYP,1985,0.04
Cyprus,CYP,1986,0.24
Cyprus,CYP,1987,-0.38
Cyprus,CYP,1988,-0.01
Cyprus,CYP,1989,-0.12
Cyprus,CYP,1990,-0.03
Cyprus,CYP,1991,-0.14
Cyprus,CYP,1992,-0.8
Cyprus,CYP,1993,-0.24
Cyprus,CYP,1994,0.49
Cyprus,CYP,1995,-0.01
Cyprus,CYP,1996,0.36
Cyprus,CYP,1997,-0.08
Cyprus,CYP,1998,0.77
Cyprus,CYP,1999,1.05
Cyprus,CYP,2000,0.48
Cyprus,CYP,2001,1.19
Cyprus,CYP,2002,0.71
Cyprus,CYP,2003,0.75
Cyprus,CYP,2004,0.56
Cyprus,CYP,2005,0.56
Cyprus,CYP,2006,0.53
Cyprus,CYP,2007,0.91
Cyprus,CYP,2008,0.96
Cyprus,CYP,2009,0.98
Cyprus,CYP,2010,2
Cyprus,CYP,2011,0.63
Cyprus,CYP,2012,1.12
Cyprus,CYP,2013,1.08
Cyprus,CYP,2014,1.49
Cyprus,CYP,2015,0.84
Cyprus,CYP,2016,1.37
Cyprus,CYP,2017,0.79
Czechia,CZE,1850,-0.78
Czechia,CZE,1851,-0.68
Czechia,CZE,1852,0.34
