Entity,Code,Year,3_1_Researchers_per_million
Luxembourg,LUX,2008,4712.765625
Luxembourg,LUX,2009,4826.32373046875
Luxembourg,LUX,2010,5144.982421875
Luxembourg,LUX,2011,5451.361328125
Luxembourg,LUX,2012,4352.17041015625
Luxembourg,LUX,2013,4614.2177734375
Luxembourg,LUX,2014,4741.0712890625
Luxembourg,LUX,2015,4480.00048828125
Luxembourg,LUX,2016,4667.99267578125
Luxembourg,LUX,2017,4960.21337890625
Luxembourg,LUX,2018,4941.7041015625
Malta,MLT,2002,682.1864013671875
Malta,MLT,2003,688.5214233398438
Malta,MLT,2004,1082.3773193359375
Malta,MLT,2005,1183.730224609375
Malta,MLT,2006,1282.21533203125
Malta,MLT,2007,1206.3199462890625
Malta,MLT,2008,1321.15234375
Malta,MLT,2009,1200.3343505859375
Malta,MLT,2010,1417.0084228515625
Malta,MLT,2011,1785.910888671875
Malta,MLT,2012,1986.68115234375
Malta,MLT,2013,1886.6551513671875
Malta,MLT,2014,1831.718994140625
Malta,MLT,2015,1891.32275390625
Malta,MLT,2016,2054.5888671875
Malta,MLT,2017,2130.462890625
Malta,MLT,2018,1946.508544921875
Netherlands,NLD,1996,2283.2626953125
Netherlands,NLD,1997,2430.6513671875
Netherlands,NLD,1998,2482.019287109375
Netherlands,NLD,1999,2639.824462890625
Netherlands,NLD,2000,2649.34716796875
Netherlands,NLD,2001,2846.714599609375
Netherlands,NLD,2002,2723.403564453125
Netherlands,NLD,2003,2703.853515625
Netherlands,NLD,2004,2971.784912109375
Netherlands,NLD,2005,2923.781982421875
Netherlands,NLD,2006,3232.94921875
Netherlands,NLD,2007,3093.115966796875
Netherlands,NLD,2008,3061.726318359375
Netherlands,NLD,2009,2824.30810546875
Netherlands,NLD,2010,3219.041259765625
Netherlands,NLD,2011,3664.365966796875
Netherlands,NLD,2012,4361.3505859375
Netherlands,NLD,2013,4551.9306640625
Netherlands,NLD,2014,4512.5986328125
Netherlands,NLD,2015,4673.08251953125
Netherlands,NLD,2016,4776.84423828125
Netherlands,NLD,2017,4887.2158203125
Netherlands,NLD,2018,5604.541015625
Poland,POL,1996,1362.618896484375
Poland,POL,1997,1442.5277099609375
Poland,POL,1998,1456.7657470703125
Poland,POL,1999,1463.21337890625
Poland,POL,2000,1430.9837646484375
Poland,POL,2001,1457.2698974609375
Poland,POL,2002,1473.811279296875
Poland,POL,2003,1524.2513427734375
Poland,POL,2004,1587.1015625
Poland,POL,2005,1620.1173095703125
Poland,POL,2006,1553.21484375
Poland,POL,2007,1600.7811279296875
Poland,POL,2008,1611.32373046875
Poland,POL,2009,1593.2711181640625
Poland,POL,2010,1683.05419921875
Poland,POL,2011,1675.0616455078125
Poland,POL,2012,1752.706787109375
Poland,POL,2013,1873.0599365234375
Poland,POL,2014,2064.049560546875
Poland,POL,2015,2171.578857421875
Poland,POL,2016,2320.7900390625
Poland,POL,2017,3019.114501953125
Poland,POL,2018,3106.11962890625
Portugal,PRT,1996,1245.3848876953125
Portugal,PRT,1997,1340.8251953125
Portugal,PRT,1998,1438.8907470703125
Portugal,PRT,1999,1536.058837890625
Portugal,PRT,2000,1625.5341796875
Portugal,PRT,2001,1713.9866943359375
Portugal,PRT,2002,1827.804931640625
Portugal,PRT,2003,1940.820068359375
Portugal,PRT,2004,1975.3873291015625
Portugal,PRT,2005,2010.3974609375
Portugal,PRT,2006,2338.183349609375
Portugal,PRT,2007,2664.854736328125
Portugal,PRT,2008,3813.757080078125
Portugal,PRT,2009,3756.5009765625
Portugal,PRT,2010,3918.759033203125
Portugal,PRT,2011,4168.26708984375
Portugal,PRT,2012,4037.33203125
Portugal,PRT,2013,3610.553466796875
Portugal,PRT,2014,3662.37548828125
Portugal,PRT,2015,3729.77294921875
Portugal,PRT,2016,4004.576416015625
Portugal,PRT,2017,4367.73291015625
Portugal,PRT,2018,4537.53173828125
Romania,ROU,1996,1328.74658203125
Romania,ROU,1997,1255.919189453125
Romania,ROU,1998,1223.789306640625
Romania,ROU,1999,1052.689453125
Romania,ROU,2000,924.9497680664062
Romania,ROU,2001,897.0706176757812
Romania,ROU,2002,928.281982421875
Romania,ROU,2003,965.2213134765625
Romania,ROU,2004,985.1289672851562
Romania,ROU,2005,1071.9376220703125
Romania,ROU,2006,895.7675170898438
Romania,ROU,2007,894.163330078125
Romania,ROU,2008,931.0825805664062
Romania,ROU,2009,933.7633666992188
Romania,ROU,2010,966.2041625976562
Romania,ROU,2011,790.6880493164062
Romania,ROU,2012,890.6699829101562
Romania,ROU,2013,922.674560546875
Romania,ROU,2014,903.8262939453125
Romania,ROU,2015,876.2282104492188
Romania,ROU,2016,911.585205078125
Romania,ROU,2017,891.3212280273438
Romania,ROU,2018,882.4412841796875
Slovakia,SVK,1996,1858.9404296875
Slovakia,SVK,1997,1853.5748291015625
Slovakia,SVK,1998,1880.3563232421875
Slovakia,SVK,1999,1705.168212890625
Slovakia,SVK,2000,1843.7879638671875
Slovakia,SVK,2001,1775.002685546875
Slovakia,SVK,2002,1700.146728515625
Slovakia,SVK,2003,1782.83251953125
Slovakia,SVK,2004,1985.0057373046875
Slovakia,SVK,2005,2022.7218017578125
Slovakia,SVK,2006,2181.25830078125
Slovakia,SVK,2007,2288.369140625
Slovakia,SVK,2008,2331.2529296875
Slovakia,SVK,2009,2460.585693359375
Slovakia,SVK,2010,2809.395751953125
Slovakia,SVK,2011,2833.440185546875
Slovakia,SVK,2012,2820.168701171875
Slovakia,SVK,2013,2716.367919921875
Slovakia,SVK,2014,2715.552490234375
Slovakia,SVK,2015,2650.2080078125
Slovakia,SVK,2016,2253.26171875
Slovakia,SVK,2017,2416.2236328125
Slovakia,SVK,2018,2995.957763671875
Slovenia,SVN,1996,2257.40673828125
Slovenia,SVN,1997,2023.693603515625
Slovenia,SVN,1998,2156.099609375
Slovenia,SVN,1999,2227.2734375
Slovenia,SVN,2000,2181.39697265625
Slovenia,SVN,2001,2263.18896484375
Slovenia,SVN,2002,2335.871337890625
Slovenia,SVN,2003,1899.025146484375
Slovenia,SVN,2004,2024.8997802734375
Slovenia,SVN,2005,2633.114501953125
Slovenia,SVN,2006,2924.9462890625
Slovenia,SVN,2007,3106.1796875
Slovenia,SVN,2008,3475.936279296875
Slovenia,SVN,2009,3661.11962890625
Slovenia,SVN,2010,3769.813720703125
Slovenia,SVN,2011,4277.314453125
Slovenia,SVN,2012,4317.18359375
Slovenia,SVN,2013,4220.32763671875
Slovenia,SVN,2014,4147.0615234375
Slovenia,SVN,2015,3814.2158203125
Slovenia,SVN,2016,3914.26123046875
Slovenia,SVN,2017,4479.400390625
Slovenia,SVN,2018,4854.5673828125
Spain,ESP,1996,1293.7696533203125
Spain,ESP,1997,1345.887451171875
Spain,ESP,1998,1499.170654296875
Spain,ESP,1999,1521.908447265625
Spain,ESP,2000,1878.0198974609375
Spain,ESP,2001,1938.0859375
Spain,ESP,2002,1987.5626220703125
Spain,ESP,2003,2172.0751953125
Spain,ESP,2004,2331.98486328125
Spain,ESP,2005,2492.559814453125
Spain,ESP,2006,2588.913818359375
Spain,ESP,2007,2699.24267578125
Spain,ESP,2008,2843.275146484375
Spain,ESP,2009,2872.33056640625
Spain,ESP,2010,2869.168701171875
Spain,ESP,2011,2765.997802734375
Spain,ESP,2012,2693.779541015625
Spain,ESP,2013,2625.681396484375
Spain,ESP,2014,2613.099853515625
Spain,ESP,2015,2623.354248046875
Spain,ESP,2016,2715.46533203125
Spain,ESP,2017,2855.74560546875
Spain,ESP,2018,3000.88720703125
Sweden,SWE,1997,4158.1474609375
Sweden,SWE,1999,4499.0791015625
Sweden,SWE,2001,5169.30126953125
Sweden,SWE,2003,5383.046875
Sweden,SWE,2004,5426.0791015625
Sweden,SWE,2005,6085.1083984375
Sweden,SWE,2006,6126.64794921875
Sweden,SWE,2007,4999.7060546875
Sweden,SWE,2008,5437.1669921875
Sweden,SWE,2009,5079.7333984375
Sweden,SWE,2010,5251.4501953125
Sweden,SWE,2011,5144.5537109375
Sweden,SWE,2012,5164.09619140625
Sweden,SWE,2013,6674.349609375
Sweden,SWE,2014,6875.990234375
Sweden,SWE,2015,6834.0341796875
Sweden,SWE,2016,7154.529296875
Sweden,SWE,2017,7383.41943359375
Sweden,SWE,2018,7536.47509765625
United Kingdom,GBR,1996,2490.554931640625
United Kingdom,GBR,1997,2497.820556640625
United Kingdom,GBR,1998,2694.617431640625
United Kingdom,GBR,1999,2853.965576171875
United Kingdom,GBR,2000,2894.514892578125
United Kingdom,GBR,2001,3080.694091796875
United Kingdom,GBR,2002,3340.2216796875
United Kingdom,GBR,2003,3638.09033203125
United Kingdom,GBR,2004,3824.261962890625
United Kingdom,GBR,2005,4123.53173828125
United Kingdom,GBR,2006,4176.3125
United Kingdom,GBR,2007,4111.140625
United Kingdom,GBR,2008,4053.92724609375
United Kingdom,GBR,2009,4076.552001953125
United Kingdom,GBR,2010,4043.26708984375
United Kingdom,GBR,2011,3926.117919921875
United Kingdom,GBR,2012,3969.859130859375
United Kingdom,GBR,2013,4119.451171875
United Kingdom,GBR,2014,4227.6201171875
United Kingdom,GBR,2015,4319.50146484375
United Kingdom,GBR,2016,4357.93310546875
United Kingdom,GBR,2017,4341.1513671875
United Kingdom,GBR,2018,4603.31005859375
