Entity,Code,Year,3_1_Renewables_electricity
Czechia,CZE,2018,10.859052
Czechia,CZE,2019,11.735885
Czechia,CZE,2020,12.908864
Czechia,CZE,2021,12.718144
Czechia,CZE,2022,12.873179
Czechia,CZE,2023,14.87267
Denmark,DNK,1990,3.1996915
Denmark,DNK,1991,2.908093
Denmark,DNK,1992,4.444444
Denmark,DNK,1993,4.766134
Denmark,DNK,1994,4.309064
Denmark,DNK,1995,5.0847454
Denmark,DNK,1996,3.8965905
Denmark,DNK,1997,6.63797
Denmark,DNK,1998,9.604106
Denmark,DNK,1999,11.311983
Denmark,DNK,2000,15.536961
Denmark,DNK,2001,15.583377
Denmark,DNK,2002,17.36573
Denmark,DNK,2003,17.554926
Denmark,DNK,2004,23.682901
Denmark,DNK,2005,27.161861
Denmark,DNK,2006,20.224472
Denmark,DNK,2007,26.31579
Denmark,DNK,2008,27.686405
Denmark,DNK,2009,27.77931
Denmark,DNK,2010,32.07742
Denmark,DNK,2011,40.35887
Denmark,DNK,2012,48.544327
Denmark,DNK,2013,46.11384
Denmark,DNK,2014,56.148563
Denmark,DNK,2015,65.77484
Denmark,DNK,2016,60.493423
Denmark,DNK,2017,70.55016
Denmark,DNK,2018,68.68587
Denmark,DNK,2019,78.54954
Denmark,DNK,2020,82.050385
Denmark,DNK,2021,79.28311
Denmark,DNK,2022,81.427345
Denmark,DNK,2023,87.60036
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.115074806
Estonia,EST,1996,0
Estonia,EST,1997,0.10845987
Estonia,EST,1998,0.116959065
Estonia,EST,1999,0.120918974
Estonia,EST,2000,0.11750881
Estonia,EST,2001,0.23557127
Estonia,EST,2002,0.3516999
Estonia,EST,2003,0.492126
Estonia,EST,2004,0.58195925
Estonia,EST,2005,1.0784314
Estonia,EST,2006,1.3360741
Estonia,EST,2007,1.1494253
Estonia,EST,2008,1.8903592
Estonia,EST,2009,6.1503425
Estonia,EST,2010,8.095605
Estonia,EST,2011,9.154383
Estonia,EST,2012,12.29097
Estonia,EST,2013,9.262049
Estonia,EST,2014,11.164659
Estonia,EST,2015,15.369459
Estonia,EST,2016,13.064914
Estonia,EST,2017,14.1337385
Estonia,EST,2018,16.087309
Estonia,EST,2019,28.120895
Estonia,EST,2020,48.848686
Estonia,EST,2021,39.91655
Estonia,EST,2022,31.685394
Estonia,EST,2023,44.290123
Finland,FIN,1990,29.470198
Finland,FIN,1991,31.400969
Finland,FIN,1992,34.76603
Finland,FIN,1993,31.837536
Finland,FIN,1994,27.84212
Finland,FIN,1995,30.546873
Finland,FIN,1996,25.624008
Finland,FIN,1997,29.156418
Finland,FIN,1998,34.802452
Finland,FIN,1999,30.524345
Finland,FIN,2000,33.414318
Finland,FIN,2001,28.93217
Finland,FIN,2002,26.468233
Finland,FIN,2003,22.615093
Finland,FIN,2004,29.857876
Finland,FIN,2005,33.2483
Finland,FIN,2006,27.293716
Finland,FIN,2007,29.96181
Finland,FIN,2008,35.901745
Finland,FIN,2009,30.113794
Finland,FIN,2010,29.985119
Finland,FIN,2011,32.89796
Finland,FIN,2012,40.56242
Finland,FIN,2013,35.96688
Finland,FIN,2014,38.59031
Finland,FIN,2015,44.497887
Finland,FIN,2016,44.232727
Finland,FIN,2017,46.608414
Finland,FIN,2018,45.763916
Finland,FIN,2019,46.46553
Finland,FIN,2020,51.89197
Finland,FIN,2021,52.946888
Finland,FIN,2022,53.374146
Finland,FIN,2023,51.92886
France,FRA,1990,13.128545
France,FRA,1991,12.974642
France,FRA,1992,15.182973
France,FRA,1993,13.944494
France,FRA,1994,16.747738
France,FRA,1995,15.0507765
France,FRA,1996,13.214124
France,FRA,1997,12.975906
France,FRA,1998,12.539285
France,FRA,1999,14.1875515
France,FRA,2000,12.736593
France,FRA,2001,14.023221
France,FRA,2002,11.372542
France,FRA,2003,10.993865
France,FRA,2004,11.022427
France,FRA,2005,9.660189
France,FRA,2006,10.736824
France,FRA,2007,11.44454
France,FRA,2008,12.757064
France,FRA,2009,12.885964
France,FRA,2010,13.635394
France,FRA,2011,11.635119
France,FRA,2012,15.019909
France,FRA,2013,17.23827
France,FRA,2014,16.605152
France,FRA,2015,15.996935
France,FRA,2016,17.716536
France,FRA,2017,16.647497
France,FRA,2018,19.708992
France,FRA,2019,19.984798
France,FRA,2020,23.713062
France,FRA,2021,22.171526
France,FRA,2022,24.310215
France,FRA,2023,26.290094
Germany,DEU,1990,3.5222955
Germany,DEU,1991,3.167792
Germany,DEU,1992,3.6963484
Germany,DEU,1993,3.9406977
Germany,DEU,1994,4.4966893
Germany,DEU,1995,4.8839316
Germany,DEU,1996,4.8428583
Germany,DEU,1997,4.218753
Germany,DEU,1998,4.529731
Germany,DEU,1999,5.2269373
Germany,DEU,2000,6.2237453
Germany,DEU,2001,6.542992
Germany,DEU,2002,7.6212826
Germany,DEU,2003,7.752105
Germany,DEU,2004,9.509515
Germany,DEU,2005,10.341735
Germany,DEU,2006,11.513805
Germany,DEU,2007,14.172081
Germany,DEU,2008,14.925114
Germany,DEU,2009,16.341248
Germany,DEU,2010,16.886944
Germany,DEU,2011,20.566942
Germany,DEU,2012,23.136122
Germany,DEU,2013,24.130922
Germany,DEU,2014,26.170504
Germany,DEU,2015,29.43505
Germany,DEU,2016,29.481543
Germany,DEU,2017,33.466778
Germany,DEU,2018,35.25811
Germany,DEU,2019,40.18897
Germany,DEU,2020,44.37406
Germany,DEU,2021,40.218536
Germany,DEU,2022,44.30719
Germany,DEU,2023,52.409912
Greece,GRC,1990,5.1754384
Greece,GRC,1991,8.809321
Greece,GRC,1992,6.01197
Greece,GRC,1993,6.1754575
Greece,GRC,1994,6.5967016
Greece,GRC,1995,8.695652
Greece,GRC,1996,10.410245
Greece,GRC,1997,9.156739
Greece,GRC,1998,8.293217
Greece,GRC,1999,9.715689
Greece,GRC,2000,7.820174
Greece,GRC,2001,5.5957365
Greece,GRC,2002,6.7091455
Greece,GRC,2003,10.282822
Greece,GRC,2004,10.151151
Greece,GRC,2005,10.914354
Greece,GRC,2006,12.910284
Greece,GRC,2007,7.355769
Greece,GRC,2008,9.247346
Greece,GRC,2009,13.523368
Greece,GRC,2010,18.600954
Greece,GRC,2011,13.943541
Greece,GRC,2012,16.908697
Greece,GRC,2013,25.474545
Greece,GRC,2014,24.546555
Greece,GRC,2015,29.089128
Greece,GRC,2016,27.656017
Greece,GRC,2017,25.182482
Greece,GRC,2018,30.678577
Greece,GRC,2019,33.57664
Greece,GRC,2020,36.93959
Greece,GRC,2021,40.800148
Greece,GRC,2022,43.479946
Greece,GRC,2023,50.101254
Hungary,HUN,1990,0.70323485
Hungary,HUN,1991,0.7009346
Hungary,HUN,1992,0.66287875
Hungary,HUN,1993,0.6381039
Hungary,HUN,1994,0.62649167
Hungary,HUN,1995,0.6466784
Hungary,HUN,1996,0.74095184
Hungary,HUN,1997,0.7627119
Hungary,HUN,1998,0.5913978
Hungary,HUN,1999,0.6344171
Hungary,HUN,2000,0.68201196
Hungary,HUN,2001,0.7138935
Hungary,HUN,2002,0.63623786
Hungary,HUN,2003,0.9668913
Hungary,HUN,2004,2.78849
Hungary,HUN,2005,5.230769
Hungary,HUN,2006,4.1562066
Hungary,HUN,2007,4.7047048
Hungary,HUN,2008,5.8720636
Hungary,HUN,2009,8.047897
Hungary,HUN,2010,8.083511
Hungary,HUN,2011,7.5235977
Hungary,HUN,2012,7.62565
Hungary,HUN,2013,9.1840105
Hungary,HUN,2014,10.751957
Hungary,HUN,2015,10.616551
Hungary,HUN,2016,10.19448
Hungary,HUN,2017,10.571082
Hungary,HUN,2018,11.762871
Hungary,HUN,2019,13.710618
Hungary,HUN,2020,15.807561
Hungary,HUN,2021,19.141275
Hungary,HUN,2022,21.420582
Hungary,HUN,2023,25.698324
Ireland,IRL,1990,4.9261084
Ireland,IRL,1991,5.030181
Ireland,IRL,1992,5.2063494
Ireland,IRL,1993,4.7796397
Ireland,IRL,1994,5.5985703
Ireland,IRL,1995,4.1548095
Ireland,IRL,1996,4.027557
Ireland,IRL,1997,4.1221375
Ireland,IRL,1998,5.659472
Ireland,IRL,1999,5.2025785
Ireland,IRL,2000,4.9957657
Ireland,IRL,2001,4.1903987
Ireland,IRL,2002,5.564516
Ireland,IRL,2003,4.59307
Ireland,IRL,2004,5.520254
Ireland,IRL,2005,7.3103986
Ireland,IRL,2006,9.124492
Ireland,IRL,2007,9.918814
Ireland,IRL,2008,12.044162
Ireland,IRL,2009,14.745884
Ireland,IRL,2010,13.233725
Ireland,IRL,2011,20.014744
Ireland,IRL,2012,19.379845
Ireland,IRL,2013,22.043852
Ireland,IRL,2014,24.786655
Ireland,IRL,2015,28.031384
Ireland,IRL,2016,24.86755
Ireland,IRL,2017,28.962818
Ireland,IRL,2018,33.00971
Ireland,IRL,2019,38.391403
Ireland,IRL,2020,42.083855
Ireland,IRL,2021,36.71207
Ireland,IRL,2022,38.832638
Ireland,IRL,2023,43.684376
Italy,ITA,1985,23.650263
Italy,ITA,1986,22.94026
Italy,ITA,1987,21.228376
Italy,ITA,1988,21.62251
Italy,ITA,1989,17.742832
Italy,ITA,1990,16.373447
Italy,ITA,1991,20.844208
Italy,ITA,1992,20.55416
Italy,ITA,1993,20.578865
Italy,ITA,1994,21.092896
Italy,ITA,1995,17.466404
Italy,ITA,1996,19.307405
Italy,ITA,1997,18.738337
Italy,ITA,1998,18.32374
Italy,ITA,1999,19.795565
Italy,ITA,2000,18.844929
Italy,ITA,2001,19.988968
Italy,ITA,2002,17.407127
Italy,ITA,2003,16.369164
Italy,ITA,2004,18.34122
Italy,ITA,2005,16.437565
Italy,ITA,2006,16.570139
Italy,ITA,2007,15.586112
Italy,ITA,2008,18.666752
Italy,ITA,2009,24.18634
Italy,ITA,2010,25.94815
Italy,ITA,2011,27.801052
Italy,ITA,2012,31.234547
Italy,ITA,2013,39.158104
Italy,ITA,2014,43.640835
Italy,ITA,2015,38.930996
Italy,ITA,2016,37.772335
Italy,ITA,2017,35.567806
Italy,ITA,2018,39.995106
Italy,ITA,2019,39.942757
Italy,ITA,2020,42.231133
Italy,ITA,2021,40.74749
Italy,ITA,2022,35.80869
Italy,ITA,2023,43.720013
Latvia,LVA,1990,67.669174
Latvia,LVA,1991,58.053097
Latvia,LVA,1992,65.625
Latvia,LVA,1993,73.28244
Latvia,LVA,1994,74.549545
Latvia,LVA,1995,73.68421
Latvia,LVA,1996,59.615387
Latvia,LVA,1997,65.410194
Latvia,LVA,1998,74.482765
Latvia,LVA,1999,67.15328
Latvia,LVA,2000,68.115944
Latvia,LVA,2001,66.276344
Latvia,LVA,2002,62.468513
Latvia,LVA,2003,58.942062
Latvia,LVA,2004,68.23028
Latvia,LVA,2005,69.51219
Latvia,LVA,2006,57.055218
Latvia,LVA,2007,59.243694
Latvia,LVA,2008,60.910816
Latvia,LVA,2009,63.913822
Latvia,LVA,2010,54.90196
Latvia,LVA,2011,50.57471
Latvia,LVA,2012,66.61264
Latvia,LVA,2013,56.935486
Latvia,LVA,2014,54.47471
Latvia,LVA,2015,50.180508
Latvia,LVA,2016,54.20561
Latvia,LVA,2017,72.50996
Latvia,LVA,2018,51.934525
Latvia,LVA,2019,49.53416
Latvia,LVA,2020,63.636368
Latvia,LVA,2021,63.589745
Latvia,LVA,2022,75.7515
Latvia,LVA,2023,76.64
Lithuania,LTU,1990,1.443662
Lithuania,LTU,1991,1.1576438
Lithuania,LTU,1992,1.6711591
Lithuania,LTU,1993,2.799713
Lithuania,LTU,1994,4.610656
Lithuania,LTU,1995,2.7366862
Lithuania,LTU,1996,2.0320196
Lithuania,LTU,1997,2.0847812
Lithuania,LTU,1998,2.4489796
Lithuania,LTU,1999,3.1345565
Lithuania,LTU,2000,3.0548067
Lithuania,LTU,2001,2.2980502
Lithuania,LTU,2002,2.0242913
Lithuania,LTU,2003,1.7534539
Lithuania,LTU,2004,2.2933333
Lithuania,LTU,2005,3.190014
Lithuania,LTU,2006,3.562552
Lithuania,LTU,2007,4.309064
Lithuania,LTU,2008,4.501126
Lithuania,LTU,2009,4.644809
Lithuania,LTU,2010,18.2
Lithuania,LTU,2011,26.117647
Lithuania,LTU,2012,26.222221
Lithuania,LTU,2013,36.515514
Lithuania,LTU,2014,40.92141
Lithuania,LTU,2015,39.716312
Lithuania,LTU,2016,57.851234
Lithuania,LTU,2017,71.06741
Lithuania,LTU,2018,75.34246
Lithuania,LTU,2019,73.952095
Lithuania,LTU,2020,54.680855
Lithuania,LTU,2021,60.93023
Lithuania,LTU,2022,75.24272
Lithuania,LTU,2023,76.43885
Luxembourg,LUX,1990,12.903226
Luxembourg,LUX,1991,12.857143
Luxembourg,LUX,1992,12.121212
Luxembourg,LUX,1993,11.940298
Luxembourg,LUX,1994,18.644068
Luxembourg,LUX,1995,22.448978
Luxembourg,LUX,1996,17.777779
Luxembourg,LUX,1997,24.390244
Luxembourg,LUX,1998,40.540543
Luxembourg,LUX,1999,36.11111
Luxembourg,LUX,2000,40
Luxembourg,LUX,2001,19.54023
Luxembourg,LUX,2002,5.3571434
Luxembourg,LUX,2003,5.0179214
Luxembourg,LUX,2004,5.6379824
Luxembourg,LUX,2005,6.2686567
Luxembourg,LUX,2006,7.062147
Luxembourg,LUX,2007,8.15047
Luxembourg,LUX,2008,10.294118
Luxembourg,LUX,2009,8.571429
Luxembourg,LUX,2010,8.333334
Luxembourg,LUX,2011,9.090909
Luxembourg,LUX,2012,11.231884
Luxembourg,LUX,2013,19.565218
Luxembourg,LUX,2014,20.94241
Luxembourg,LUX,2015,32.08955
Luxembourg,LUX,2016,58.227848
Luxembourg,LUX,2017,66.66667
Luxembourg,LUX,2018,70.833336
Luxembourg,LUX,2019,74.76635
Luxembourg,LUX,2020,79.508194
Luxembourg,LUX,2021,80.4878
Luxembourg,LUX,2022,85.59322
Luxembourg,LUX,2023,92.105255
Malta,MLT,1990,0
Malta,MLT,1991,0
Malta,MLT,1992,0
Malta,MLT,1993,0
Malta,MLT,1994,0
Malta,MLT,1995,0
Malta,MLT,1996,0
Malta,MLT,1997,0
Malta,MLT,1998,0
Malta,MLT,1999,0
Malta,MLT,2000,0
Malta,MLT,2001,0
Malta,MLT,2002,0
Malta,MLT,2003,0
Malta,MLT,2004,0
Malta,MLT,2005,0
Malta,MLT,2006,0
Malta,MLT,2007,0
Malta,MLT,2008,0
Malta,MLT,2009,0
Malta,MLT,2010,0
Malta,MLT,2011,0
Malta,MLT,2012,1.3043479
Malta,MLT,2013,1.7699115
Malta,MLT,2014,3.5555556
Malta,MLT,2015,7.692308
Malta,MLT,2016,16.27907
Malta,MLT,2017,10.30303
Malta,MLT,2018,10.152284
Malta,MLT,2019,10.144928
Malta,MLT,2020,11.627907
Malta,MLT,2021,12.162163
Malta,MLT,2022,13.043479
Malta,MLT,2023,21.011675
Netherlands,NLD,1985,0.7050417
Netherlands,NLD,1986,0.82923925
Netherlands,NLD,1987,1.0299791
Netherlands,NLD,1988,1.2246245
Netherlands,NLD,1989,1.3136109
Netherlands,NLD,1990,1.1598303
Netherlands,NLD,1991,1.2701447
Netherlands,NLD,1992,1.3185655
Netherlands,NLD,1993,1.4496574
Netherlands,NLD,1994,1.6100179
Netherlands,NLD,1995,1.7673602
Netherlands,NLD,1996,2.1648626
Netherlands,NLD,1997,2.3619273
Netherlands,NLD,1998,2.5953686
Netherlands,NLD,1999,2.947393
Netherlands,NLD,2000,3.3727005
Netherlands,NLD,2001,3.5923595
Netherlands,NLD,2002,4.20541
Netherlands,NLD,2003,4.1478996
Netherlands,NLD,2004,5.3095574
Netherlands,NLD,2005,7.571298
Netherlands,NLD,2006,8.264972
Netherlands,NLD,2007,7.320602
Netherlands,NLD,2008,8.97279
Netherlands,NLD,2009,9.63952
Netherlands,NLD,2010,9.475021
Netherlands,NLD,2011,10.9375
Netherlands,NLD,2012,12.193214
Netherlands,NLD,2013,12.032618
Netherlands,NLD,2014,11.410382
Netherlands,NLD,2015,12.560785
Netherlands,NLD,2016,12.969463
Netherlands,NLD,2017,15.020682
Netherlands,NLD,2018,16.693192
Netherlands,NLD,2019,18.992086
Netherlands,NLD,2020,26.836668
Netherlands,NLD,2021,33.38026
Netherlands,NLD,2022,40.247757
Netherlands,NLD,2023,47.83463
Poland,POL,1985,1.6330947
Poland,POL,1986,1.3664162
Poland,POL,1987,1.2713172
Poland,POL,1988,1.3073299
Poland,POL,1989,1.1769234
Poland,POL,1990,1.1083837
Poland,POL,1991,1.130199
Poland,POL,1992,1.2396694
Poland,POL,1993,1.1762028
Poland,POL,1994,1.3354341
Poland,POL,1995,1.430135
Poland,POL,1996,1.4590268
Poland,POL,1997,1.5112815
Poland,POL,1998,1.7972579
Poland,POL,1999,1.6715478
Poland,POL,2000,1.6273223
Poland,POL,2001,1.9343168
Poland,POL,2002,1.943996
Poland,POL,2003,1.4999001
Poland,POL,2004,2.0978105
Poland,POL,2005,2.4792325
Poland,POL,2006,2.6695707
Poland,POL,2007,3.425435
Poland,POL,2008,4.278317
Poland,POL,2009,5.7603073
Poland,POL,2010,6.940103
Poland,POL,2011,8.061645
Poland,POL,2012,10.453306
Poland,POL,2013,10.416412
Poland,POL,2014,12.535522
Poland,POL,2015,13.810103
Poland,POL,2016,13.740964
Poland,POL,2017,14.201636
Poland,POL,2018,12.760432
Poland,POL,2019,15.598578
Poland,POL,2020,17.96373
Poland,POL,2021,17.09268
Poland,POL,2022,21.080929
Poland,POL,2023,27.146667
Portugal,PRT,1985,59.47619
Portugal,PRT,1986,44.804718
Portugal,PRT,1987,48.507572
Portugal,PRT,1988,57.29912
Portugal,PRT,1989,25.116282
Portugal,PRT,1990,34.6982
Portugal,PRT,1991,33.109016
Portugal,PRT,1992,18.622795
Portugal,PRT,1993,30.577173
Portugal,PRT,1994,37.371464
Portugal,PRT,1995,28.501976
Portugal,PRT,1996,46.14035
Portugal,PRT,1997,41.98879
Portugal,PRT,1998,36.51613
Portugal,PRT,1999,20.168459
Portugal,PRT,2000,29.784773
Portugal,PRT,2001,34.172817
Portugal,PRT,2002,21.361141
Portugal,PRT,2003,38.154778
Portugal,PRT,2004,27.551477
Portugal,PRT,2005,17.930885
Portugal,PRT,2006,32.47934
Portugal,PRT,2007,34.703487
Portugal,PRT,2008,32.289368
Portugal,PRT,2009,37.039288
Portugal,PRT,2010,53.01047
Portugal,PRT,2011,46.56238
Portugal,PRT,2012,42.627644
Portugal,PRT,2013,58.53029
Portugal,PRT,2014,60.945946
Portugal,PRT,2015,47.633945
Portugal,PRT,2016,54.69941
Portugal,PRT,2017,39.208195
Portugal,PRT,2018,50.402744
Portugal,PRT,2019,53.120155
Portugal,PRT,2020,58.591167
Portugal,PRT,2021,64.07964
Portugal,PRT,2022,59.62036
Portugal,PRT,2023,72.8164
Romania,ROU,1985,17.70169
Romania,ROU,1986,14.322055
Romania,ROU,1987,15.131142
Romania,ROU,1988,19.617111
Romania,ROU,1989,18.032722
Romania,ROU,1990,17.744946
Romania,ROU,1991,25.68662
Romania,ROU,1992,21.662655
Romania,ROU,1993,23.067196
Romania,ROU,1994,23.71003
Romania,ROU,1995,28.264183
Romania,ROU,1996,25.823366
Romania,ROU,1997,30.888575
Romania,ROU,1998,35.648235
Romania,ROU,1999,36.239353
Romania,ROU,2000,28.665632
Romania,ROU,2001,27.861813
Romania,ROU,2002,29.492832
Romania,ROU,2003,24.179432
Romania,ROU,2004,29.236763
Romania,ROU,2005,34.080563
Romania,ROU,2006,29.347826
Romania,ROU,2007,26.007147
Romania,ROU,2008,26.54949
Romania,ROU,2009,27.001215
Romania,ROU,2010,33.598145
Romania,ROU,2011,26.407768
Romania,ROU,2012,25.50393
Romania,ROU,2013,34.627945
Romania,ROU,2014,41.774494
Romania,ROU,2015,39.887295
Romania,ROU,2016,41.99626
Romania,ROU,2017,38.227886
Romania,ROU,2018,40.877167
Romania,ROU,2019,41.91627
Romania,ROU,2020,44.57526
Romania,ROU,2021,44.979507
Romania,ROU,2022,43.11826
Romania,ROU,2023,50.390903
Slovakia,SVK,1985,9.406381
Slovakia,SVK,1986,6.930652
Slovakia,SVK,1987,8.1763935
Slovakia,SVK,1988,7.6175184
Slovakia,SVK,1989,8.151226
Slovakia,SVK,1990,7.3754416
Slovakia,SVK,1991,5.812036
Slovakia,SVK,1992,8.347676
Slovakia,SVK,1993,14.428275
Slovakia,SVK,1994,17.11818
Slovakia,SVK,1995,18.463867
Slovakia,SVK,1996,16.614298
Slovakia,SVK,1997,16.214056
Slovakia,SVK,1998,16.595415
Slovakia,SVK,1999,15.901813
Slovakia,SVK,2000,14.977258
Slovakia,SVK,2001,15.964802
Slovakia,SVK,2002,16.84276
Slovakia,SVK,2003,11.555842
Slovakia,SVK,2004,13.558766
Slovakia,SVK,2005,14.932992
Slovakia,SVK,2006,15.392
Slovakia,SVK,2007,17.701973
Slovakia,SVK,2008,15.923346
