Entity,Code,Year,0_0_PotashPerHa
Netherlands,NLD,1962,107.42
Netherlands,NLD,1963,126.53
Netherlands,NLD,1964,120.05
Netherlands,NLD,1965,117.87
Netherlands,NLD,1966,112.83
Netherlands,NLD,1967,110.66
Netherlands,NLD,1968,107.97
Netherlands,NLD,1969,105.01
Netherlands,NLD,1970,116.54
Netherlands,NLD,1971,108.98
Netherlands,NLD,1972,110.4
Netherlands,NLD,1973,98.45
Netherlands,NLD,1974,96.97
Netherlands,NLD,1975,87.44
Netherlands,NLD,1976,98.33
Netherlands,NLD,1977,95.53
Netherlands,NLD,1978,92.04
Netherlands,NLD,1979,106.74
Netherlands,NLD,1980,97.95
Netherlands,NLD,1981,91.44
Netherlands,NLD,1982,88.07
Netherlands,NLD,1983,101.35
Netherlands,NLD,1984,108.25
Netherlands,NLD,1985,103.36
Netherlands,NLD,1986,89.61
Netherlands,NLD,1987,84.45
Netherlands,NLD,1988,88.63
Netherlands,NLD,1989,84.91
Netherlands,NLD,1990,81.65
Netherlands,NLD,1991,81.13
Netherlands,NLD,1992,74.23
Netherlands,NLD,1993,69.91
Netherlands,NLD,1994,66.46
Netherlands,NLD,1995,64.73
Netherlands,NLD,1996,62.14
Netherlands,NLD,1997,63.01
Netherlands,NLD,1998,63.01
Netherlands,NLD,1999,58.69
Netherlands,NLD,2000,55.24
Netherlands,NLD,2001,56.97
Netherlands,NLD,2002,45.39
Netherlands,NLD,2003,46.69
Netherlands,NLD,2004,44.47
Netherlands,NLD,2005,41.51
Netherlands,NLD,2006,37.84
Netherlands,NLD,2007,39.25
Netherlands,NLD,2008,25.24
Netherlands,NLD,2009,15.69
Netherlands,NLD,2010,48.41
Netherlands,NLD,2011,20.18
Netherlands,NLD,2012,37.26
Netherlands,NLD,2013,26.9
Netherlands,NLD,2014,26.09
Netherlands,NLD,2015,25.48
Netherlands,NLD,2016,57.31
Netherlands,NLD,2017,59.63
Netherlands,NLD,2018,55.08
Netherlands,NLD,2019,53.38
Netherlands,NLD,2020,49.13
Poland,POL,1961,22.2
Poland,POL,1962,22
Poland,POL,1963,22.59
Poland,POL,1964,24.85
Poland,POL,1965,32.89
Poland,POL,1966,42.12
Poland,POL,1967,49.84
Poland,POL,1968,59.03
Poland,POL,1969,67.56
Poland,POL,1970,72.7
Poland,POL,1971,82.65
Poland,POL,1972,84.89
Poland,POL,1973,93.94
Poland,POL,1974,94.88
Poland,POL,1975,99.1
Poland,POL,1976,95.47
Poland,POL,1977,93.43
Poland,POL,1978,88.54
Poland,POL,1979,90.36
Poland,POL,1980,84.92
Poland,POL,1981,88.53
Poland,POL,1982,74.96
Poland,POL,1983,81.23
Poland,POL,1984,77.81
Poland,POL,1985,78.67
Poland,POL,1986,79.63
Poland,POL,1987,74.56
Poland,POL,1988,69.07
Poland,POL,1989,61.45
Poland,POL,1990,36.5
Poland,POL,1991,19.57
Poland,POL,1992,18.84
Poland,POL,1993,19.19
Poland,POL,1994,21.57
Poland,POL,1995,24.54
Poland,POL,1996,26.21
Poland,POL,1997,27.99
Poland,POL,1998,26.9
Poland,POL,1999,25.58
Poland,POL,2000,28.03
Poland,POL,2001,28.19
Poland,POL,2002,28.3
Poland,POL,2003,31.41
Poland,POL,2004,31.54
Poland,POL,2005,42.16
Poland,POL,2006,39.45
Poland,POL,2007,44.06
Poland,POL,2008,34.53
Poland,POL,2009,31.83
Poland,POL,2010,40.55
Poland,POL,2011,36.41
Poland,POL,2012,34.46
Poland,POL,2013,44.25
Poland,POL,2014,42.91
Poland,POL,2015,46.68
Poland,POL,2016,49.63
Poland,POL,2017,49.52
Poland,POL,2018,49.97
Poland,POL,2019,49.06
Poland,POL,2020,43.92
Portugal,PRT,1961,3.41
Portugal,PRT,1962,3.66
Portugal,PRT,1963,5.87
Portugal,PRT,1964,5.83
Portugal,PRT,1965,5.33
Portugal,PRT,1966,5.27
Portugal,PRT,1967,6.88
Portugal,PRT,1968,6.18
Portugal,PRT,1969,2.66
Portugal,PRT,1970,5.74
Portugal,PRT,1971,2.82
Portugal,PRT,1972,8.26
Portugal,PRT,1973,9.72
Portugal,PRT,1974,8.89
Portugal,PRT,1975,9.62
Portugal,PRT,1976,10.77
Portugal,PRT,1977,12.15
Portugal,PRT,1978,11.33
Portugal,PRT,1979,13.25
Portugal,PRT,1980,13.1
Portugal,PRT,1981,14.35
Portugal,PRT,1982,12.38
Portugal,PRT,1983,10.07
Portugal,PRT,1984,10.15
Portugal,PRT,1985,11.06
Portugal,PRT,1986,12.88
Portugal,PRT,1987,14.45
Portugal,PRT,1988,15.44
Portugal,PRT,1989,15
Portugal,PRT,1990,15.33
Portugal,PRT,1991,13.3
Portugal,PRT,1992,14.8
Portugal,PRT,1993,16.02
Portugal,PRT,1994,15.92
Portugal,PRT,1995,16.55
Portugal,PRT,1996,18.32
Portugal,PRT,1997,18.53
Portugal,PRT,1998,19.94
Portugal,PRT,1999,19.79
Portugal,PRT,2000,16.93
Portugal,PRT,2001,17.84
Portugal,PRT,2002,15.78
Portugal,PRT,2003,15.96
Portugal,PRT,2004,15.64
Portugal,PRT,2005,16.55
Portugal,PRT,2006,15.96
Portugal,PRT,2007,27.94
Portugal,PRT,2008,22.37
Portugal,PRT,2009,9.77
Portugal,PRT,2010,15.72
Portugal,PRT,2011,13.33
Portugal,PRT,2012,15.91
Portugal,PRT,2013,21.52
Portugal,PRT,2014,20.31
Portugal,PRT,2015,19.01
Portugal,PRT,2016,18.35
Portugal,PRT,2017,19.15
Portugal,PRT,2018,20.29
Portugal,PRT,2019,20.4
Portugal,PRT,2020,19.41
Romania,ROU,1961,0.89
Romania,ROU,1962,0.92
Romania,ROU,1963,1.17
Romania,ROU,1964,0.91
Romania,ROU,1965,1.13
Romania,ROU,1966,1.79
Romania,ROU,1967,1.61
Romania,ROU,1968,1.34
Romania,ROU,1969,1.82
Romania,ROU,1970,2.3
Romania,ROU,1971,2.14
Romania,ROU,1972,4.3
Romania,ROU,1973,5.95
Romania,ROU,1974,5.36
Romania,ROU,1975,6.72
Romania,ROU,1976,7.45
Romania,ROU,1977,8.65
Romania,ROU,1978,13
Romania,ROU,1979,12.02
Romania,ROU,1980,9.62
Romania,ROU,1981,17.6
Romania,ROU,1982,22.52
Romania,ROU,1983,21.79
Romania,ROU,1984,26.29
Romania,ROU,1985,21.37
Romania,ROU,1986,21.62
Romania,ROU,1987,21.52
Romania,ROU,1988,21.95
Romania,ROU,1989,23.87
Romania,ROU,1990,13.35
Romania,ROU,1991,4.29
Romania,ROU,1992,2.61
Romania,ROU,1993,2.51
Romania,ROU,1994,3.5
Romania,ROU,1995,0.34
Romania,ROU,1996,1.52
Romania,ROU,1997,1.01
Romania,ROU,1998,1.22
Romania,ROU,1999,0.91
Romania,ROU,2000,0.91
Romania,ROU,2001,1.47
Romania,ROU,2002,1.43
Romania,ROU,2003,1.53
Romania,ROU,2004,1.69
Romania,ROU,2005,2.53
Romania,ROU,2006,1.79
Romania,ROU,2007,2.01
Romania,ROU,2008,1.71
Romania,ROU,2009,3.2
Romania,ROU,2010,5.36
Romania,ROU,2011,5.02
Romania,ROU,2012,3.78
Romania,ROU,2013,3.65
Romania,ROU,2014,3.27
Romania,ROU,2015,4.64
Romania,ROU,2016,4.85
Romania,ROU,2017,6.17
Romania,ROU,2018,7.19
Romania,ROU,2019,9.84
Romania,ROU,2020,8.79
Slovakia,SVK,1993,9.31
Slovakia,SVK,1994,8.57
Slovakia,SVK,1995,11.64
Slovakia,SVK,1996,12.61
Slovakia,SVK,1997,10.69
Slovakia,SVK,1998,10.72
Slovakia,SVK,1999,6.66
Slovakia,SVK,2000,10.67
Slovakia,SVK,2001,11.4
Slovakia,SVK,2002,12.61
Slovakia,SVK,2003,10.7
Slovakia,SVK,2004,12.1
Slovakia,SVK,2005,11.61
Slovakia,SVK,2006,12.46
Slovakia,SVK,2007,12.65
Slovakia,SVK,2008,8.52
Slovakia,SVK,2009,5.83
Slovakia,SVK,2010,7.27
Slovakia,SVK,2011,9.42
Slovakia,SVK,2012,10.45
Slovakia,SVK,2013,10.68
Slovakia,SVK,2014,12.02
Slovakia,SVK,2015,11.83
Slovakia,SVK,2016,13.82
Slovakia,SVK,2017,12.99
Slovakia,SVK,2018,14.4
Slovakia,SVK,2019,14.37
Slovakia,SVK,2020,14.4
Slovenia,SVN,1994,96.52
Slovenia,SVN,1995,94.76
Slovenia,SVN,1996,96.43
Slovenia,SVN,1997,108.99
Slovenia,SVN,1998,113.26
Slovenia,SVN,1999,121.04
Slovenia,SVN,2000,109.46
Slovenia,SVN,2001,103.51
Slovenia,SVN,2002,100.17
Slovenia,SVN,2003,99.93
Slovenia,SVN,2004,92.02
Slovenia,SVN,2005,78.36
Slovenia,SVN,2006,69.82
Slovenia,SVN,2007,74.17
Slovenia,SVN,2008,62.34
Slovenia,SVN,2009,36.84
Slovenia,SVN,2010,51.11
Slovenia,SVN,2011,47.18
Slovenia,SVN,2012,45.84
Slovenia,SVN,2013,45.69
Slovenia,SVN,2014,44.97
Slovenia,SVN,2015,48.55
Slovenia,SVN,2016,47.77
Slovenia,SVN,2017,46.48
Slovenia,SVN,2018,47.33
Slovenia,SVN,2019,43.26
Slovenia,SVN,2020,42.39
Spain,ESP,1961,4.57
Spain,ESP,1962,4.59
Spain,ESP,1963,4.78
Spain,ESP,1964,4.43
Spain,ESP,1965,4.47
Spain,ESP,1966,4.66
Spain,ESP,1967,5.04
Spain,ESP,1968,5.41
Spain,ESP,1969,5.05
Spain,ESP,1970,10.04
Spain,ESP,1971,12.37
Spain,ESP,1972,12.15
Spain,ESP,1973,13.07
Spain,ESP,1974,12.76
Spain,ESP,1975,12.36
Spain,ESP,1976,14.93
Spain,ESP,1977,12
Spain,ESP,1978,14
Spain,ESP,1979,14.34
Spain,ESP,1980,13.86
Spain,ESP,1981,10.68
Spain,ESP,1982,12.87
Spain,ESP,1983,12.17
Spain,ESP,1984,13.94
Spain,ESP,1985,15.22
Spain,ESP,1986,14.63
Spain,ESP,1987,16.46
Spain,ESP,1988,18.81
Spain,ESP,1989,18.86
Spain,ESP,1990,18.77
Spain,ESP,1991,18.98
Spain,ESP,1992,16.74
Spain,ESP,1993,19.94
Spain,ESP,1994,21.75
Spain,ESP,1995,23.78
Spain,ESP,1996,23.92
Spain,ESP,1997,25.03
Spain,ESP,1998,27.71
Spain,ESP,1999,27.06
Spain,ESP,2000,25.55
Spain,ESP,2001,26.67
Spain,ESP,2002,27.46
Spain,ESP,2003,26.06
Spain,ESP,2004,27.43
Spain,ESP,2005,22.32
Spain,ESP,2006,22.08
Spain,ESP,2007,25.57
Spain,ESP,2008,18.48
Spain,ESP,2009,9.64
Spain,ESP,2010,20.86
Spain,ESP,2011,18.51
Spain,ESP,2012,18.29
Spain,ESP,2013,20.7
Spain,ESP,2014,20.82
Spain,ESP,2015,22.13
Spain,ESP,2016,22.25
Spain,ESP,2017,22.94
Spain,ESP,2018,24.73
Spain,ESP,2019,22.02
Spain,ESP,2020,24
Sweden,SWE,1961,24.09
Sweden,SWE,1962,24.28
Sweden,SWE,1963,28.16
Sweden,SWE,1964,31.7
Sweden,SWE,1965,33.41
Sweden,SWE,1966,34.29
Sweden,SWE,1967,38.29
Sweden,SWE,1968,41.53
Sweden,SWE,1969,42.16
Sweden,SWE,1970,42.87
Sweden,SWE,1971,45.2
Sweden,SWE,1972,44.79
Sweden,SWE,1973,47.6
Sweden,SWE,1974,38.65
Sweden,SWE,1975,41.9
Sweden,SWE,1976,42.94
Sweden,SWE,1977,42.96
Sweden,SWE,1978,43.19
Sweden,SWE,1979,40.77
Sweden,SWE,1980,39.24
Sweden,SWE,1981,39.03
Sweden,SWE,1982,39.05
Sweden,SWE,1983,37.93
Sweden,SWE,1984,34.75
Sweden,SWE,1985,30.1
Sweden,SWE,1986,29.52
Sweden,SWE,1987,28.77
Sweden,SWE,1988,25.38
Sweden,SWE,1989,23.42
Sweden,SWE,1990,20.65
Sweden,SWE,1991,21.86
Sweden,SWE,1992,22.04
Sweden,SWE,1993,19.06
Sweden,SWE,1994,19.06
Sweden,SWE,1995,18.79
Sweden,SWE,1996,18.79
Sweden,SWE,1997,19.29
Sweden,SWE,1998,18.33
Sweden,SWE,1999,18.21
Sweden,SWE,2000,17.96
Sweden,SWE,2001,15.54
Sweden,SWE,2002,16.67
Sweden,SWE,2003,16.52
Sweden,SWE,2004,16.84
Sweden,SWE,2005,14.87
Sweden,SWE,2006,14.01
Sweden,SWE,2007,14.27
Sweden,SWE,2008,15.43
Sweden,SWE,2009,6.88
Sweden,SWE,2010,9.65
Sweden,SWE,2011,10.23
Sweden,SWE,2012,9.97
Sweden,SWE,2013,11.98
Sweden,SWE,2014,12.15
Sweden,SWE,2015,11.9
Sweden,SWE,2016,13.65
Sweden,SWE,2017,14.38
Sweden,SWE,2018,15.32
Sweden,SWE,2019,14.18
Sweden,SWE,2020,17.17
United Kingdom,GBR,1961,60.55
United Kingdom,GBR,1962,60.41
United Kingdom,GBR,1963,60.14
United Kingdom,GBR,1964,58.17
United Kingdom,GBR,1965,58.58
United Kingdom,GBR,1966,61.32
United Kingdom,GBR,1967,67.48
United Kingdom,GBR,1968,65.63
United Kingdom,GBR,1969,63.56
United Kingdom,GBR,1970,74.33
United Kingdom,GBR,1971,68.71
United Kingdom,GBR,1972,63.56
United Kingdom,GBR,1973,69.49
United Kingdom,GBR,1974,52.14
United Kingdom,GBR,1975,55.22
United Kingdom,GBR,1976,58.92
United Kingdom,GBR,1977,59.43
United Kingdom,GBR,1978,60.74
United Kingdom,GBR,1979,66.72
United Kingdom,GBR,1980,58.6
United Kingdom,GBR,1981,67.32
United Kingdom,GBR,1982,74.58
United Kingdom,GBR,1983,77.76
United Kingdom,GBR,1984,77.4
United Kingdom,GBR,1985,72.23
United Kingdom,GBR,1986,77.63
United Kingdom,GBR,1987,74.83
United Kingdom,GBR,1988,75.21
United Kingdom,GBR,1989,76.07
United Kingdom,GBR,1990,73.59
United Kingdom,GBR,1991,66.49
United Kingdom,GBR,1992,64.97
United Kingdom,GBR,1993,74.12
United Kingdom,GBR,1994,79.54
United Kingdom,GBR,1995,78.93
United Kingdom,GBR,1996,82.71
United Kingdom,GBR,1997,77.67
United Kingdom,GBR,1998,71.36
United Kingdom,GBR,1999,68.87
United Kingdom,GBR,2000,62.42
United Kingdom,GBR,2001,69.1
United Kingdom,GBR,2002,67
United Kingdom,GBR,2003,65.7
United Kingdom,GBR,2004,63.91
United Kingdom,GBR,2005,60.94
United Kingdom,GBR,2006,52.94
United Kingdom,GBR,2007,51.7
United Kingdom,GBR,2008,53.71
United Kingdom,GBR,2009,34.14
United Kingdom,GBR,2010,41.72
United Kingdom,GBR,2011,46.34
United Kingdom,GBR,2012,41.39
United Kingdom,GBR,2013,42.31
United Kingdom,GBR,2014,45.24
United Kingdom,GBR,2015,44.88
United Kingdom,GBR,2016,44.46
United Kingdom,GBR,2017,45.02
United Kingdom,GBR,2018,43.06
United Kingdom,GBR,2019,43.55
United Kingdom,GBR,2020,42
