Entity,Code,Year,Biobiversity
Azerbaijan,AZE,2018,0.91
Azerbaijan,AZE,2019,0.91
Azerbaijan,AZE,2020,0.91
Azerbaijan,AZE,2021,0.91
Azerbaijan,AZE,2022,0.91
Georgia,GEO,1993,0.9
Georgia,GEO,1994,0.9
Georgia,GEO,1995,0.9
Georgia,GEO,1996,0.9
Georgia,GEO,1997,0.9
Georgia,GEO,1998,0.9
Georgia,GEO,1999,0.9
Georgia,GEO,2000,0.9
Georgia,GEO,2001,0.9
Georgia,GEO,2002,0.9
Georgia,GEO,2003,0.9
Georgia,GEO,2004,0.9
Georgia,GEO,2005,0.9
Georgia,GEO,2006,0.9
Georgia,GEO,2007,0.89
Georgia,GEO,2008,0.89
Georgia,GEO,2009,0.89
Georgia,GEO,2010,0.89
Georgia,GEO,2011,0.89
Georgia,GEO,2012,0.89
Georgia,GEO,2013,0.89
Georgia,GEO,2014,0.89
Georgia,GEO,2015,0.89
Georgia,GEO,2016,0.89
Georgia,GEO,2017,0.89
Georgia,GEO,2018,0.89
Georgia,GEO,2019,0.89
Georgia,GEO,2020,0.89
Georgia,GEO,2021,0.89
Georgia,GEO,2022,0.89
Iran,IRN,1993,0.92
Iran,IRN,1994,0.92
Iran,IRN,1995,0.92
Iran,IRN,1996,0.92
Iran,IRN,1997,0.91
Iran,IRN,1998,0.91
Iran,IRN,1999,0.91
Iran,IRN,2000,0.9
Iran,IRN,2001,0.9
Iran,IRN,2002,0.9
Iran,IRN,2003,0.89
Iran,IRN,2004,0.89
Iran,IRN,2005,0.89
Iran,IRN,2006,0.88
Iran,IRN,2007,0.88
Iran,IRN,2008,0.88
Iran,IRN,2009,0.87
Iran,IRN,2010,0.87
Iran,IRN,2011,0.87
Iran,IRN,2012,0.87
Iran,IRN,2013,0.86
Iran,IRN,2014,0.86
Iran,IRN,2015,0.85
Iran,IRN,2016,0.85
Iran,IRN,2017,0.85
Iran,IRN,2018,0.85
Iran,IRN,2019,0.84
Iran,IRN,2020,0.84
Iran,IRN,2021,0.84
Iran,IRN,2022,0.83
Israel,ISR,1993,0.74
Israel,ISR,1994,0.74
Israel,ISR,1995,0.74
Israel,ISR,1996,0.73
Israel,ISR,1997,0.73
Israel,ISR,1998,0.73
Israel,ISR,1999,0.73
Israel,ISR,2000,0.73
Israel,ISR,2001,0.73
Israel,ISR,2002,0.72
Israel,ISR,2003,0.72
Israel,ISR,2004,0.72
Israel,ISR,2005,0.72
Israel,ISR,2006,0.72
Israel,ISR,2007,0.72
Israel,ISR,2008,0.72
Israel,ISR,2009,0.72
Israel,ISR,2010,0.72
Israel,ISR,2011,0.72
Israel,ISR,2012,0.72
Israel,ISR,2013,0.72
Israel,ISR,2014,0.72
Israel,ISR,2015,0.72
Israel,ISR,2016,0.72
Israel,ISR,2017,0.72
Israel,ISR,2018,0.72
Israel,ISR,2019,0.72
Israel,ISR,2020,0.72
Israel,ISR,2021,0.72
Israel,ISR,2022,0.72
Jordan,JOR,1993,0.98
Jordan,JOR,1994,0.98
Jordan,JOR,1995,0.97
Jordan,JOR,1996,0.97
Jordan,JOR,1997,0.97
Jordan,JOR,1998,0.97
Jordan,JOR,1999,0.97
Jordan,JOR,2000,0.97
Jordan,JOR,2001,0.97
Jordan,JOR,2002,0.97
Jordan,JOR,2003,0.97
Jordan,JOR,2004,0.97
Jordan,JOR,2005,0.97
Jordan,JOR,2006,0.97
Jordan,JOR,2007,0.97
Jordan,JOR,2008,0.97
Jordan,JOR,2009,0.97
Jordan,JOR,2010,0.97
Jordan,JOR,2011,0.97
Jordan,JOR,2012,0.97
Jordan,JOR,2013,0.97
Jordan,JOR,2014,0.97
Jordan,JOR,2015,0.97
Jordan,JOR,2016,0.97
Jordan,JOR,2017,0.97
Jordan,JOR,2018,0.97
Jordan,JOR,2019,0.97
Jordan,JOR,2020,0.97
Jordan,JOR,2021,0.97
Jordan,JOR,2022,0.97
Kazakhstan,KAZ,1993,0.88
Kazakhstan,KAZ,1994,0.88
Kazakhstan,KAZ,1995,0.88
Kazakhstan,KAZ,1996,0.88
Kazakhstan,KAZ,1997,0.88
Kazakhstan,KAZ,1998,0.88
Kazakhstan,KAZ,1999,0.88
Kazakhstan,KAZ,2000,0.88
Kazakhstan,KAZ,2001,0.88
Kazakhstan,KAZ,2002,0.88
Kazakhstan,KAZ,2003,0.88
Kazakhstan,KAZ,2004,0.88
Kazakhstan,KAZ,2005,0.88
Kazakhstan,KAZ,2006,0.87
Kazakhstan,KAZ,2007,0.87
Kazakhstan,KAZ,2008,0.87
Kazakhstan,KAZ,2009,0.87
Kazakhstan,KAZ,2010,0.87
Kazakhstan,KAZ,2011,0.87
Kazakhstan,KAZ,2012,0.87
Kazakhstan,KAZ,2013,0.87
Kazakhstan,KAZ,2014,0.87
Kazakhstan,KAZ,2015,0.87
Kazakhstan,KAZ,2016,0.87
Kazakhstan,KAZ,2017,0.87
Kazakhstan,KAZ,2018,0.87
Kazakhstan,KAZ,2019,0.87
Kazakhstan,KAZ,2020,0.87
Kazakhstan,KAZ,2021,0.87
Kazakhstan,KAZ,2022,0.87
Kuwait,KWT,1993,0.94
Kuwait,KWT,1994,0.94
Kuwait,KWT,1995,0.94
Kuwait,KWT,1996,0.93
Kuwait,KWT,1997,0.93
Kuwait,KWT,1998,0.92
Kuwait,KWT,1999,0.92
Kuwait,KWT,2000,0.91
Kuwait,KWT,2001,0.91
Kuwait,KWT,2002,0.9
Kuwait,KWT,2003,0.9
Kuwait,KWT,2004,0.89
Kuwait,KWT,2005,0.89
Kuwait,KWT,2006,0.88
Kuwait,KWT,2007,0.88
Kuwait,KWT,2008,0.88
Kuwait,KWT,2009,0.87
Kuwait,KWT,2010,0.87
Kuwait,KWT,2011,0.87
Kuwait,KWT,2012,0.86
Kuwait,KWT,2013,0.86
Kuwait,KWT,2014,0.86
Kuwait,KWT,2015,0.85
Kuwait,KWT,2016,0.85
Kuwait,KWT,2017,0.85
Kuwait,KWT,2018,0.84
Kuwait,KWT,2019,0.84
Kuwait,KWT,2020,0.84
Kuwait,KWT,2021,0.84
Kuwait,KWT,2022,0.83
Kyrgyzstan,KGZ,1993,0.99
Kyrgyzstan,KGZ,1994,0.99
Kyrgyzstan,KGZ,1995,0.99
Kyrgyzstan,KGZ,1996,0.99
Kyrgyzstan,KGZ,1997,0.99
Kyrgyzstan,KGZ,1998,0.99
Kyrgyzstan,KGZ,1999,0.99
Kyrgyzstan,KGZ,2000,0.99
Kyrgyzstan,KGZ,2001,0.99
Kyrgyzstan,KGZ,2002,0.99
Kyrgyzstan,KGZ,2003,0.99
Kyrgyzstan,KGZ,2004,0.99
Kyrgyzstan,KGZ,2005,0.99
Kyrgyzstan,KGZ,2006,0.99
Kyrgyzstan,KGZ,2007,0.99
Kyrgyzstan,KGZ,2008,0.99
Kyrgyzstan,KGZ,2009,0.99
Kyrgyzstan,KGZ,2010,0.99
Kyrgyzstan,KGZ,2011,0.99
Kyrgyzstan,KGZ,2012,0.98
Kyrgyzstan,KGZ,2013,0.98
Kyrgyzstan,KGZ,2014,0.98
Kyrgyzstan,KGZ,2015,0.98
Kyrgyzstan,KGZ,2016,0.98
Kyrgyzstan,KGZ,2017,0.98
Kyrgyzstan,KGZ,2018,0.98
Kyrgyzstan,KGZ,2019,0.98
Kyrgyzstan,KGZ,2020,0.98
Kyrgyzstan,KGZ,2021,0.98
Kyrgyzstan,KGZ,2022,0.98
Lebanon,LBN,1993,0.95
Lebanon,LBN,1994,0.95
Lebanon,LBN,1995,0.95
Lebanon,LBN,1996,0.94
Lebanon,LBN,1997,0.94
Lebanon,LBN,1998,0.94
Lebanon,LBN,1999,0.93
Lebanon,LBN,2000,0.93
Lebanon,LBN,2001,0.93
Lebanon,LBN,2002,0.93
Lebanon,LBN,2003,0.93
Lebanon,LBN,2004,0.93
Lebanon,LBN,2005,0.93
Lebanon,LBN,2006,0.93
Lebanon,LBN,2007,0.93
Lebanon,LBN,2008,0.93
Lebanon,LBN,2009,0.93
Lebanon,LBN,2010,0.93
Lebanon,LBN,2011,0.93
Lebanon,LBN,2012,0.93
Lebanon,LBN,2013,0.93
Lebanon,LBN,2014,0.93
Lebanon,LBN,2015,0.93
Lebanon,LBN,2016,0.93
Lebanon,LBN,2017,0.93
Lebanon,LBN,2018,0.93
Lebanon,LBN,2019,0.93
Lebanon,LBN,2020,0.93
Lebanon,LBN,2021,0.93
Lebanon,LBN,2022,0.93
Oman,OMN,1993,0.95
Oman,OMN,1994,0.95
Oman,OMN,1995,0.95
Oman,OMN,1996,0.95
Oman,OMN,1997,0.94
Oman,OMN,1998,0.94
Oman,OMN,1999,0.94
Oman,OMN,2000,0.94
Oman,OMN,2001,0.93
Oman,OMN,2002,0.93
Oman,OMN,2003,0.93
Oman,OMN,2004,0.93
Oman,OMN,2005,0.92
Oman,OMN,2006,0.92
Oman,OMN,2007,0.92
Oman,OMN,2008,0.92
Oman,OMN,2009,0.91
Oman,OMN,2010,0.91
Oman,OMN,2011,0.91
Oman,OMN,2012,0.91
Oman,OMN,2013,0.9
Oman,OMN,2014,0.9
Oman,OMN,2015,0.9
Oman,OMN,2016,0.9
Oman,OMN,2017,0.9
Oman,OMN,2018,0.89
Oman,OMN,2019,0.89
Oman,OMN,2020,0.89
Oman,OMN,2021,0.88
Oman,OMN,2022,0.88
Pakistan,PAK,1993,0.96
Pakistan,PAK,1994,0.96
Pakistan,PAK,1995,0.96
Pakistan,PAK,1996,0.95
Pakistan,PAK,1997,0.95
Pakistan,PAK,1998,0.95
Pakistan,PAK,1999,0.94
Pakistan,PAK,2000,0.94
Pakistan,PAK,2001,0.93
Pakistan,PAK,2002,0.93
Pakistan,PAK,2003,0.92
Pakistan,PAK,2004,0.92
Pakistan,PAK,2005,0.92
Pakistan,PAK,2006,0.91
Pakistan,PAK,2007,0.91
Pakistan,PAK,2008,0.91
Pakistan,PAK,2009,0.9
Pakistan,PAK,2010,0.9
Pakistan,PAK,2011,0.89
Pakistan,PAK,2012,0.89
Pakistan,PAK,2013,0.88
Pakistan,PAK,2014,0.88
Pakistan,PAK,2015,0.88
Pakistan,PAK,2016,0.87
Pakistan,PAK,2017,0.87
Pakistan,PAK,2018,0.86
Pakistan,PAK,2019,0.86
Pakistan,PAK,2020,0.85
Pakistan,PAK,2021,0.85
Pakistan,PAK,2022,0.85
Palestine,PSE,1993,0.92
Palestine,PSE,1994,0.92
Palestine,PSE,1995,0.91
Palestine,PSE,1996,0.91
Palestine,PSE,1997,0.91
Palestine,PSE,1998,0.9
Palestine,PSE,1999,0.9
Palestine,PSE,2000,0.9
Palestine,PSE,2001,0.9
Palestine,PSE,2002,0.9
Palestine,PSE,2003,0.9
Palestine,PSE,2004,0.9
Palestine,PSE,2005,0.9
Palestine,PSE,2006,0.9
Palestine,PSE,2007,0.9
Palestine,PSE,2008,0.9
Palestine,PSE,2009,0.9
Palestine,PSE,2010,0.9
Palestine,PSE,2011,0.9
Palestine,PSE,2012,0.9
Palestine,PSE,2013,0.9
Palestine,PSE,2014,0.9
Palestine,PSE,2015,0.9
Palestine,PSE,2016,0.9
Palestine,PSE,2017,0.9
Palestine,PSE,2018,0.9
Palestine,PSE,2019,0.9
Palestine,PSE,2020,0.9
Palestine,PSE,2021,0.9
Palestine,PSE,2022,0.9
Qatar,QAT,1993,0.92
Qatar,QAT,1994,0.92
Qatar,QAT,1995,0.92
Qatar,QAT,1996,0.92
Qatar,QAT,1997,0.91
Qatar,QAT,1998,0.91
Qatar,QAT,1999,0.91
Qatar,QAT,2000,0.9
Qatar,QAT,2001,0.9
Qatar,QAT,2002,0.9
Qatar,QAT,2003,0.89
Qatar,QAT,2004,0.89
Qatar,QAT,2005,0.88
Qatar,QAT,2006,0.88
Qatar,QAT,2007,0.87
Qatar,QAT,2008,0.87
Qatar,QAT,2009,0.87
Qatar,QAT,2010,0.86
Qatar,QAT,2011,0.86
Qatar,QAT,2012,0.86
Qatar,QAT,2013,0.85
Qatar,QAT,2014,0.85
Qatar,QAT,2015,0.84
Qatar,QAT,2016,0.84
Qatar,QAT,2017,0.84
Qatar,QAT,2018,0.83
Qatar,QAT,2019,0.83
Qatar,QAT,2020,0.83
Qatar,QAT,2021,0.82
Qatar,QAT,2022,0.82
Saudi Arabia,SAU,1993,0.96
Saudi Arabia,SAU,1994,0.96
Saudi Arabia,SAU,1995,0.96
Saudi Arabia,SAU,1996,0.96
Saudi Arabia,SAU,1997,0.96
Saudi Arabia,SAU,1998,0.96
Saudi Arabia,SAU,1999,0.96
Saudi Arabia,SAU,2000,0.95
Saudi Arabia,SAU,2001,0.95
Saudi Arabia,SAU,2002,0.95
Saudi Arabia,SAU,2003,0.94
Saudi Arabia,SAU,2004,0.94
Saudi Arabia,SAU,2005,0.94
Saudi Arabia,SAU,2006,0.94
Saudi Arabia,SAU,2007,0.93
Saudi Arabia,SAU,2008,0.93
Saudi Arabia,SAU,2009,0.93
Saudi Arabia,SAU,2010,0.93
Saudi Arabia,SAU,2011,0.92
Saudi Arabia,SAU,2012,0.92
Saudi Arabia,SAU,2013,0.92
Saudi Arabia,SAU,2014,0.92
Saudi Arabia,SAU,2015,0.91
Saudi Arabia,SAU,2016,0.91
Saudi Arabia,SAU,2017,0.91
Saudi Arabia,SAU,2018,0.91
Saudi Arabia,SAU,2019,0.91
Saudi Arabia,SAU,2020,0.9
Saudi Arabia,SAU,2021,0.9
Saudi Arabia,SAU,2022,0.9
Syria,SYR,1993,0.94
Syria,SYR,1994,0.94
Syria,SYR,1995,0.94
Syria,SYR,1996,0.94
Syria,SYR,1997,0.94
Syria,SYR,1998,0.94
Syria,SYR,1999,0.94
Syria,SYR,2000,0.94
Syria,SYR,2001,0.94
Syria,SYR,2002,0.94
Syria,SYR,2003,0.94
Syria,SYR,2004,0.94
Syria,SYR,2005,0.94
Syria,SYR,2006,0.94
Syria,SYR,2007,0.94
Syria,SYR,2008,0.94
Syria,SYR,2009,0.94
Syria,SYR,2010,0.94
Syria,SYR,2011,0.94
Syria,SYR,2012,0.94
Syria,SYR,2013,0.94
Syria,SYR,2014,0.94
Syria,SYR,2015,0.94
Syria,SYR,2016,0.94
Syria,SYR,2017,0.94
Syria,SYR,2018,0.94
Syria,SYR,2019,0.94
Syria,SYR,2020,0.94
Syria,SYR,2021,0.94
Syria,SYR,2022,0.94
Turkey,TUR,1993,0.89
Turkey,TUR,1994,0.89
Turkey,TUR,1995,0.89
Turkey,TUR,1996,0.89
Turkey,TUR,1997,0.89
Turkey,TUR,1998,0.89
Turkey,TUR,1999,0.89
Turkey,TUR,2000,0.89
Turkey,TUR,2001,0.89
Turkey,TUR,2002,0.89
Turkey,TUR,2003,0.89
Turkey,TUR,2004,0.89
Turkey,TUR,2005,0.89
Turkey,TUR,2006,0.89
Turkey,TUR,2007,0.89
Turkey,TUR,2008,0.89
Turkey,TUR,2009,0.88
Turkey,TUR,2010,0.88
Turkey,TUR,2011,0.88
Turkey,TUR,2012,0.88
Turkey,TUR,2013,0.88
Turkey,TUR,2014,0.88
Turkey,TUR,2015,0.88
Turkey,TUR,2016,0.88
Turkey,TUR,2017,0.88
Turkey,TUR,2018,0.88
Turkey,TUR,2019,0.88
Turkey,TUR,2020,0.88
Turkey,TUR,2021,0.88
Turkey,TUR,2022,0.88
Turkmenistan,TKM,1993,0.98
Turkmenistan,TKM,1994,0.98
Turkmenistan,TKM,1995,0.98
Turkmenistan,TKM,1996,0.98
Turkmenistan,TKM,1997,0.98
Turkmenistan,TKM,1998,0.98
Turkmenistan,TKM,1999,0.98
Turkmenistan,TKM,2000,0.98
Turkmenistan,TKM,2001,0.98
Turkmenistan,TKM,2002,0.98
Turkmenistan,TKM,2003,0.98
Turkmenistan,TKM,2004,0.98
Turkmenistan,TKM,2005,0.98
Turkmenistan,TKM,2006,0.98
Turkmenistan,TKM,2007,0.98
Turkmenistan,TKM,2008,0.98
Turkmenistan,TKM,2009,0.98
Turkmenistan,TKM,2010,0.98
Turkmenistan,TKM,2011,0.98
Turkmenistan,TKM,2012,0.98
Turkmenistan,TKM,2013,0.98
Turkmenistan,TKM,2014,0.98
Turkmenistan,TKM,2015,0.98
Turkmenistan,TKM,2016,0.98
Turkmenistan,TKM,2017,0.98
Turkmenistan,TKM,2018,0.98
Turkmenistan,TKM,2019,0.98
Turkmenistan,TKM,2020,0.98
Turkmenistan,TKM,2021,0.98
Turkmenistan,TKM,2022,0.98
United Arab Emirates,ARE,1993,0.92
United Arab Emirates,ARE,1994,0.92
United Arab Emirates,ARE,1995,0.92
United Arab Emirates,ARE,1996,0.92
United Arab Emirates,ARE,1997,0.91
United Arab Emirates,ARE,1998,0.91
United Arab Emirates,ARE,1999,0.91
United Arab Emirates,ARE,2000,0.91
United Arab Emirates,ARE,2001,0.9
United Arab Emirates,ARE,2002,0.9
United Arab Emirates,ARE,2003,0.9
United Arab Emirates,ARE,2004,0.9
United Arab Emirates,ARE,2005,0.89
United Arab Emirates,ARE,2006,0.89
United Arab Emirates,ARE,2007,0.89
United Arab Emirates,ARE,2008,0.88
United Arab Emirates,ARE,2009,0.88
United Arab Emirates,ARE,2010,0.88
United Arab Emirates,ARE,2011,0.88
United Arab Emirates,ARE,2012,0.88
United Arab Emirates,ARE,2013,0.87
United Arab Emirates,ARE,2014,0.87
United Arab Emirates,ARE,2015,0.87
United Arab Emirates,ARE,2016,0.86
United Arab Emirates,ARE,2017,0.86
United Arab Emirates,ARE,2018,0.86
United Arab Emirates,ARE,2019,0.86
United Arab Emirates,ARE,2020,0.85
United Arab Emirates,ARE,2021,0.85
United Arab Emirates,ARE,2022,0.85
Uzbekistan,UZB,1993,0.98
Uzbekistan,UZB,1994,0.98
Uzbekistan,UZB,1995,0.98
Uzbekistan,UZB,1996,0.98
Uzbekistan,UZB,1997,0.98
Uzbekistan,UZB,1998,0.98
Uzbekistan,UZB,1999,0.98
Uzbekistan,UZB,2000,0.98
Uzbekistan,UZB,2001,0.98
Uzbekistan,UZB,2002,0.98
Uzbekistan,UZB,2003,0.98
Uzbekistan,UZB,2004,0.98
Uzbekistan,UZB,2005,0.98
Uzbekistan,UZB,2006,0.98
Uzbekistan,UZB,2007,0.98
Uzbekistan,UZB,2008,0.98
Uzbekistan,UZB,2009,0.98
Uzbekistan,UZB,2010,0.98
Uzbekistan,UZB,2011,0.97
Uzbekistan,UZB,2012,0.97
Uzbekistan,UZB,2013,0.97
Uzbekistan,UZB,2014,0.97
Uzbekistan,UZB,2015,0.97
Uzbekistan,UZB,2016,0.97
Uzbekistan,UZB,2017,0.97
Uzbekistan,UZB,2018,0.97
Uzbekistan,UZB,2019,0.97
Uzbekistan,UZB,2020,0.97
Uzbekistan,UZB,2021,0.97
Uzbekistan,UZB,2022,0.97
Yemen,YEM,1993,0.91
Yemen,YEM,1994,0.91
Yemen,YEM,1995,0.9
Yemen,YEM,1996,0.9
Yemen,YEM,1997,0.9
Yemen,YEM,1998,0.9
Yemen,YEM,1999,0.9
Yemen,YEM,2000,0.89
Yemen,YEM,2001,0.89
Yemen,YEM,2002,0.89
Yemen,YEM,2003,0.88
Yemen,YEM,2004,0.88
Yemen,YEM,2005,0.88
Yemen,YEM,2006,0.88
Yemen,YEM,2007,0.87
Yemen,YEM,2008,0.87
Yemen,YEM,2009,0.87
Yemen,YEM,2010,0.87
Yemen,YEM,2011,0.86
Yemen,YEM,2012,0.86
Yemen,YEM,2013,0.86
Yemen,YEM,2014,0.86
Yemen,YEM,2015,0.85
Yemen,YEM,2016,0.85
Yemen,YEM,2017,0.85
Yemen,YEM,2018,0.85
Yemen,YEM,2019,0.84
Yemen,YEM,2020,0.84
Yemen,YEM,2021,0.84
Yemen,YEM,2022,0.83
