Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Azerbaijan,AZE,1992,31.47946
Azerbaijan,AZE,1993,25.01206
Azerbaijan,AZE,1994,19.76619
Azerbaijan,AZE,1995,20.80284
Azerbaijan,AZE,1996,19.83159
Azerbaijan,AZE,1997,19.6835
Azerbaijan,AZE,1998,13.60652
Azerbaijan,AZE,1999,20.27843
Azerbaijan,AZE,2000,33.09552
Azerbaijan,AZE,2001,40.5423
Azerbaijan,AZE,2002,34.75612
Azerbaijan,AZE,2003,35.62124
Azerbaijan,AZE,2004,41.64962
Azerbaijan,AZE,2005,57.74797
Azerbaijan,AZE,2006,62.0246
Azerbaijan,AZE,2007,64.3543
Azerbaijan,AZE,2008,62.6096
Azerbaijan,AZE,2009,47.63218
Azerbaijan,AZE,2010,50.04664
Azerbaijan,AZE,2011,52.30333
Azerbaijan,AZE,2012,47.10254
Azerbaijan,AZE,2013,43.1976
Azerbaijan,AZE,2014,39.09678
Georgia,GEO,1992,2.86066
Georgia,GEO,1993,8.39473
Georgia,GEO,1994,6.91552
Georgia,GEO,1995,10.90027
Georgia,GEO,1996,9.11087
Georgia,GEO,1997,12.19064
Georgia,GEO,1998,10.22062
Georgia,GEO,1999,14.1189
Georgia,GEO,2000,19.17698
Georgia,GEO,2001,19.16152
Georgia,GEO,2002,19.20503
Georgia,GEO,2003,23.28754
Georgia,GEO,2004,23.16309
Georgia,GEO,2005,21.63347
Georgia,GEO,2006,21.39434
Georgia,GEO,2007,16.99785
Georgia,GEO,2008,19.51741
Georgia,GEO,2009,16.09558
Georgia,GEO,2010,18.6727
Georgia,GEO,2011,18.5511
Georgia,GEO,2012,15.59823
Georgia,GEO,2013,18.02659
Georgia,GEO,2014,17.32762
Iran,IRN,1949,29.20072
Iran,IRN,1950,30.69961
Iran,IRN,1951,24.78365
Iran,IRN,1952,4.87645
Iran,IRN,1953,5.09268
Iran,IRN,1954,6.04859
Iran,IRN,1955,13.38512
Iran,IRN,1956,17.80161
Iran,IRN,1957,21.35261
Iran,IRN,1958,21.64602
Iran,IRN,1959,22.03699
Iran,IRN,1960,20.32086
Iran,IRN,1961,21.06846
Iran,IRN,1962,21.43425
Iran,IRN,1963,22.8692
Iran,IRN,1964,22.62518
Iran,IRN,1965,21.6166
Iran,IRN,1966,21.96871
Iran,IRN,1967,25.40837
Iran,IRN,1968,22.42647
Iran,IRN,1969,23.49219
Iran,IRN,1970,24.26679
Iran,IRN,1971,27.85971
Iran,IRN,1972,26.56784
Iran,IRN,1973,25.63255
Iran,IRN,1974,44.83996
Iran,IRN,1975,38.79776
Iran,IRN,1976,33.36402
Iran,IRN,1977,29.67953
Iran,IRN,1978,31.06415
Iran,IRN,1979,22.62734
Iran,IRN,1980,16.23875
Iran,IRN,1981,10.85462
Iran,IRN,1982,13.90986
Iran,IRN,1983,13.556
Iran,IRN,1984,10.31135
Iran,IRN,1985,8.29047
Iran,IRN,1986,4.21897
Iran,IRN,1987,9.04559
Iran,IRN,1988,8.70241
Iran,IRN,1989,10.85593
Iran,IRN,1990,15.46711
Iran,IRN,1991,15.2166
Iran,IRN,1992,17.93614
Iran,IRN,1993,28.36362
Iran,IRN,1994,27.05123
Iran,IRN,1995,19.07668
Iran,IRN,1996,18.59657
Iran,IRN,1997,16.13495
Iran,IRN,1998,11.90837
Iran,IRN,1999,18.47193
Iran,IRN,2000,24.63489
Iran,IRN,2001,19.00752
Iran,IRN,2002,17.23924
Iran,IRN,2003,20.69306
Iran,IRN,2004,22.31994
Iran,IRN,2005,25.09998
Iran,IRN,2006,29.28256
Iran,IRN,2007,26.43157
Iran,IRN,2008,30.13473
Iran,IRN,2009,18.65559
Iran,IRN,2010,21.09982
Iran,IRN,2011,21.95654
Iran,IRN,2012,17.42121
Iran,IRN,2013,16.56056
Iran,IRN,2014,20.24797
Israel,ISR,1949,4.05821
Israel,ISR,1950,2.91065
Israel,ISR,1951,2.45366
Israel,ISR,1952,1.566
Israel,ISR,1953,4.46343
Israel,ISR,1954,9.74155
Israel,ISR,1955,7.95552
Israel,ISR,1956,7.31693
Israel,ISR,1957,8.33496
Israel,ISR,1958,7.31579
Israel,ISR,1959,8.1138
Israel,ISR,1960,7.43275
Israel,ISR,1961,7.01705
Israel,ISR,1962,10.69881
Israel,ISR,1963,11.6598
Israel,ISR,1964,10.78602
Israel,ISR,1965,11.60688
Israel,ISR,1966,12.57282
Israel,ISR,1967,14.11344
Israel,ISR,1968,16.17517
Israel,ISR,1969,15.85985
Israel,ISR,1970,14.55019
Israel,ISR,1971,17.24872
Israel,ISR,1972,16.01887
Israel,ISR,1973,15.78635
Israel,ISR,1974,14.51583
Israel,ISR,1975,15.73123
Israel,ISR,1976,19.35885
Israel,ISR,1977,22.37653
Israel,ISR,1978,28.71705
Israel,ISR,1979,25.99973
Israel,ISR,1980,25.4502
Israel,ISR,1981,24.45775
Israel,ISR,1982,21.51533
Israel,ISR,1983,18.61967
Israel,ISR,1984,22.30639
Israel,ISR,1985,26.06843
Israel,ISR,1986,24.10657
Israel,ISR,1987,23.75104
Israel,ISR,1988,22.35645
Israel,ISR,1989,24.87389
Israel,ISR,1990,22.87088
Israel,ISR,1991,19.60528
Israel,ISR,1992,19.85899
Israel,ISR,1993,21.98024
Israel,ISR,1994,22.01669
Israel,ISR,1995,19.02654
Israel,ISR,1996,18.52787
Israel,ISR,1997,19.72649
Israel,ISR,1998,20.21176
Israel,ISR,1999,22.00553
Israel,ISR,2000,24.1031
Israel,ISR,2001,22.21548
Israel,ISR,2002,24.37248
Israel,ISR,2003,24.68833
Israel,ISR,2004,28.44529
Israel,ISR,2005,29.76396
Israel,ISR,2006,30.05461
Israel,ISR,2007,30.09992
Israel,ISR,2008,28.31146
Israel,ISR,2009,22.92785
Israel,ISR,2010,24.92948
Israel,ISR,2011,25.6951
Israel,ISR,2012,24.3401
Israel,ISR,2013,22.77063
Israel,ISR,2014,22.55848
Jordan,JOR,1952,4.60879
Jordan,JOR,1953,4.32227
Jordan,JOR,1954,4.84209
Jordan,JOR,1955,4.35677
Jordan,JOR,1956,6.33076
Jordan,JOR,1957,5.60376
Jordan,JOR,1958,3.45994
Jordan,JOR,1959,3.20617
Jordan,JOR,1960,3.48932
Jordan,JOR,1961,3.47083
Jordan,JOR,1962,4.02941
Jordan,JOR,1963,4.15116
Jordan,JOR,1964,6.57718
Jordan,JOR,1965,4.48513
Jordan,JOR,1966,5.33435
Jordan,JOR,1967,5.14675
Jordan,JOR,1968,8.12126
Jordan,JOR,1969,6.85025
Jordan,JOR,1970,5.68478
Jordan,JOR,1971,5.19125
Jordan,JOR,1972,6.29667
Jordan,JOR,1973,7.19338
Jordan,JOR,1974,12.80769
Jordan,JOR,1975,13.0084
Jordan,JOR,1976,19.0533
Jordan,JOR,1977,13.40881
Jordan,JOR,1978,11.33472
Jordan,JOR,1979,12.23861
Jordan,JOR,1980,12.95186
Jordan,JOR,1981,16.57482
Jordan,JOR,1982,16.06094
Jordan,JOR,1983,13.46796
Jordan,JOR,1984,17.58604
Jordan,JOR,1985,20.03376
Jordan,JOR,1986,14.10679
Jordan,JOR,1987,15.14843
Jordan,JOR,1988,16.25022
Jordan,JOR,1989,28.15814
Jordan,JOR,1990,26.72662
Jordan,JOR,1991,26.72894
Jordan,JOR,1992,18.69885
Jordan,JOR,1993,18.55415
Jordan,JOR,1994,18.44749
Jordan,JOR,1995,21.7508
Jordan,JOR,1996,21.16778
Jordan,JOR,1997,19.25157
Jordan,JOR,1998,16.99168
Jordan,JOR,1999,17.06332
Jordan,JOR,2000,20.84013
Jordan,JOR,2001,25.57081
Jordan,JOR,2002,28.91413
Jordan,JOR,2003,30.23264
Jordan,JOR,2004,35.39808
Jordan,JOR,2005,36.5878
Jordan,JOR,2006,34.5644
Jordan,JOR,2007,33.03293
Jordan,JOR,2008,31.50408
Jordan,JOR,2009,23.74983
Jordan,JOR,2010,23.67952
Jordan,JOR,2011,26.59317
Jordan,JOR,2012,26.15201
Jordan,JOR,2013,23.62215
Jordan,JOR,2014,23.71217
Kazakhstan,KAZ,1994,16.45066
Kazakhstan,KAZ,1995,25.80014
Kazakhstan,KAZ,1996,28.1729
Kazakhstan,KAZ,1997,29.31255
Kazakhstan,KAZ,1998,24.89582
Kazakhstan,KAZ,1999,38.22806
Kazakhstan,KAZ,2000,56.17791
Kazakhstan,KAZ,2001,42.68126
Kazakhstan,KAZ,2002,47.60101
Kazakhstan,KAZ,2003,46.40205
Kazakhstan,KAZ,2004,46.57528
Kazakhstan,KAZ,2005,48.76857
Kazakhstan,KAZ,2006,47.22897
Kazakhstan,KAZ,2007,45.55399
Kazakhstan,KAZ,2008,53.35734
Kazakhstan,KAZ,2009,37.46909
Kazakhstan,KAZ,2010,38.48283
Kazakhstan,KAZ,2011,40.18259
Kazakhstan,KAZ,2012,39.57705
Kazakhstan,KAZ,2013,31.35405
Kazakhstan,KAZ,2014,32.08967
Kuwait,KWT,1962,78.14267
Kuwait,KWT,1963,77.74304
Kuwait,KWT,1964,72.95564
Kuwait,KWT,1965,69.65815
Kuwait,KWT,1966,60.0799
Kuwait,KWT,1967,63.2472
Kuwait,KWT,1968,68.81718
Kuwait,KWT,1969,68.37202
Kuwait,KWT,1970,70.79306
Kuwait,KWT,1971,70.84695
Kuwait,KWT,1972,71.80286
Kuwait,KWT,1973,69.78933
Kuwait,KWT,1974,79.37988
Kuwait,KWT,1975,71.89584
Kuwait,KWT,1976,74.71072
Kuwait,KWT,1977,69.33167
Kuwait,KWT,1978,67.5045
Kuwait,KWT,1979,74.54262
Kuwait,KWT,1980,71.23884
Kuwait,KWT,1981,67.44395
Kuwait,KWT,1982,50.32499
Kuwait,KWT,1983,55.2554
Kuwait,KWT,1984,56.43204
Kuwait,KWT,1985,51.5309
Kuwait,KWT,1986,41.97874
Kuwait,KWT,1987,46.81899
Kuwait,KWT,1988,41.12232
Kuwait,KWT,1989,46.32092
Kuwait,KWT,1990,45.31675
Kuwait,KWT,1991,8.23952
Kuwait,KWT,1992,25.21709
Kuwait,KWT,1993,41.39496
Kuwait,KWT,1994,42.32071
Kuwait,KWT,1995,47.60425
Kuwait,KWT,1996,46.45585
Kuwait,KWT,1997,48.2734
Kuwait,KWT,1998,42.04631
Kuwait,KWT,1999,45.12716
Kuwait,KWT,2000,52.09967
Kuwait,KWT,2001,46.20186
Kuwait,KWT,2002,41.33383
Kuwait,KWT,2003,39.04349
Kuwait,KWT,2004,42.83875
Kuwait,KWT,2005,44.32007
Kuwait,KWT,2006,46.30812
Kuwait,KWT,2007,47.45017
Kuwait,KWT,2008,53.55918
Kuwait,KWT,2009,45.26758
Kuwait,KWT,2010,53.5979
Kuwait,KWT,2011,56.85921
Kuwait,KWT,2012,60.32021
Kuwait,KWT,2013,57.42919
Kuwait,KWT,2014,57.49265
Kyrgyzstan,KGZ,1992,13.59342
Kyrgyzstan,KGZ,1993,17.75235
Kyrgyzstan,KGZ,1994,23.79193
Kyrgyzstan,KGZ,1995,29.13498
Kyrgyzstan,KGZ,1996,29.21573
Kyrgyzstan,KGZ,1997,34.47544
Kyrgyzstan,KGZ,1998,32.20631
Kyrgyzstan,KGZ,1999,36.34728
Kyrgyzstan,KGZ,2000,36.6168
Kyrgyzstan,KGZ,2001,31.21534
Kyrgyzstan,KGZ,2002,30.24154
Kyrgyzstan,KGZ,2003,30.25889
Kyrgyzstan,KGZ,2004,31.89377
Kyrgyzstan,KGZ,2005,28.76145
Kyrgyzstan,KGZ,2006,28.09033
Kyrgyzstan,KGZ,2007,29.82565
Kyrgyzstan,KGZ,2008,31.4701
Kyrgyzstan,KGZ,2009,21.05377
Kyrgyzstan,KGZ,2010,23.84075
Kyrgyzstan,KGZ,2011,19.9534
Kyrgyzstan,KGZ,2012,19.19426
Kyrgyzstan,KGZ,2013,16.27489
Kyrgyzstan,KGZ,2014,16.58732
Lebanon,LBN,1950,24.77962
Lebanon,LBN,1951,24.84472
Lebanon,LBN,1952,23.69077
Lebanon,LBN,1953,52.10152
Lebanon,LBN,1954,56.69238
Lebanon,LBN,1955,49.5316
Lebanon,LBN,1956,51.24961
Lebanon,LBN,1957,44.50748
Lebanon,LBN,1958,26.41296
Lebanon,LBN,1959,20.7783
Lebanon,LBN,1960,18.20484
Lebanon,LBN,1961,15.65705
Lebanon,LBN,1962,14.90914
Lebanon,LBN,1963,13.78197
Lebanon,LBN,1964,18.13075
Lebanon,LBN,1965,13.3578
Lebanon,LBN,1966,13.86962
Lebanon,LBN,1967,14.05551
Lebanon,LBN,1968,20.3712
Lebanon,LBN,1969,20.69782
Lebanon,LBN,1970,21.13456
Lebanon,LBN,1971,24.45135
Lebanon,LBN,1972,26.05314
Lebanon,LBN,1973,31.30879
Lebanon,LBN,1974,46.25572
Lebanon,LBN,1975,43.65414
Lebanon,LBN,1976,21.39325
Lebanon,LBN,1977,26.76549
Lebanon,LBN,1978,25.89706
Lebanon,LBN,1979,25.4555
Lebanon,LBN,1980,22.9223
Lebanon,LBN,1981,23.41899
Lebanon,LBN,1982,29.72329
Lebanon,LBN,1983,11.80637
Lebanon,LBN,1984,27.96034
Lebanon,LBN,1985,32.09328
Lebanon,LBN,1986,35.41788
Lebanon,LBN,1987,53.1123
Lebanon,LBN,1988,21.12068
Lebanon,LBN,1989,19.03078
Lebanon,LBN,1990,17.75318
Lebanon,LBN,1991,13.75502
Lebanon,LBN,1992,13.462
Lebanon,LBN,1993,9.29091
Lebanon,LBN,1994,7.33249
Lebanon,LBN,1995,6.49506
Lebanon,LBN,1996,8.42485
Lebanon,LBN,1997,5.34156
Lebanon,LBN,1998,5.13141
Lebanon,LBN,1999,5.02578
Lebanon,LBN,2000,5.08669
Lebanon,LBN,2001,6.61754
Lebanon,LBN,2002,6.29429
Lebanon,LBN,2003,7.50686
Lebanon,LBN,2004,11.45493
Lebanon,LBN,2005,9.92188
Lebanon,LBN,2006,10.23057
Lebanon,LBN,2007,11.80321
Lebanon,LBN,2008,12.80295
Lebanon,LBN,2009,9.77495
Lebanon,LBN,2010,10.15308
Lebanon,LBN,2011,10.48206
Lebanon,LBN,2012,10.37639
Lebanon,LBN,2013,9.01392
Lebanon,LBN,2014,7.61328
Oman,OMN,1965,156.92168
Oman,OMN,1966,194.80527
Oman,OMN,1967,221.3681
Oman,OMN,1968,231.62875
Oman,OMN,1969,173.90848
Oman,OMN,1970,179.87881
Oman,OMN,1971,198.79414
Oman,OMN,1972,108.40659
Oman,OMN,1973,92.36317
Oman,OMN,1974,81.39763
Oman,OMN,1975,68.91451
Oman,OMN,1976,73.73898
Oman,OMN,1977,64.39346
Oman,OMN,1978,63.79715
Oman,OMN,1979,58.00604
Oman,OMN,1980,55.06875
Oman,OMN,1981,60.70708
Oman,OMN,1982,54.19129
Oman,OMN,1983,53.22985
Oman,OMN,1984,47.24019
Oman,OMN,1985,47.01876
Oman,OMN,1986,39.9158
Oman,OMN,1987,41.25828
Oman,OMN,1988,48.06185
Oman,OMN,1989,46.55164
Oman,OMN,1990,48.63012
Oman,OMN,1991,46.7084
Oman,OMN,1992,43.81288
Oman,OMN,1993,42.46253
Oman,OMN,1994,41.94621
Oman,OMN,1995,43.38663
Oman,OMN,1996,47.29437
Oman,OMN,1997,47.28305
Oman,OMN,1998,38.1625
Oman,OMN,1999,45.1575
Oman,OMN,2000,54.68075
Oman,OMN,2001,56.54942
Oman,OMN,2002,54.96808
Oman,OMN,2003,53.20006
Oman,OMN,2004,54.03538
Oman,OMN,2005,60.1372
Oman,OMN,2006,67.88882
Oman,OMN,2007,59.59857
Oman,OMN,2008,61.9307
Oman,OMN,2009,57.1475
Oman,OMN,2010,62.40562
Oman,OMN,2011,69.90475
Oman,OMN,2012,68.29603
Oman,OMN,2013,72.17581
Oman,OMN,2014,65.0816
Pakistan,PAK,1949,15.37866
Pakistan,PAK,1950,19.10569
Pakistan,PAK,1951,27.47022
Pakistan,PAK,1952,19.26302
Pakistan,PAK,1953,16.06142
Pakistan,PAK,1954,12.15267
Pakistan,PAK,1955,18.80675
Pakistan,PAK,1956,16.06661
Pakistan,PAK,1957,15.55397
Pakistan,PAK,1958,11.09285
Pakistan,PAK,1959,10.41755
Pakistan,PAK,1960,10.56904
Pakistan,PAK,1961,9.71489
Pakistan,PAK,1962,9.88638
Pakistan,PAK,1963,10.11997
Pakistan,PAK,1964,9.52946
Pakistan,PAK,1965,8.89933
Pakistan,PAK,1966,9.21657
Pakistan,PAK,1967,8.06475
Pakistan,PAK,1968,9.06294
Pakistan,PAK,1969,7.79967
Pakistan,PAK,1970,7.21765
Pakistan,PAK,1971,6.27293
Pakistan,PAK,1972,7.56406
Pakistan,PAK,1973,15.07524
Pakistan,PAK,1974,12.71624
Pakistan,PAK,1975,9.26914
Pakistan,PAK,1976,8.71268
Pakistan,PAK,1977,7.75873
Pakistan,PAK,1978,8.36303
Pakistan,PAK,1979,10.43141
Pakistan,PAK,1980,11.05071
Pakistan,PAK,1981,10.25811
Pakistan,PAK,1982,7.81629
Pakistan,PAK,1983,10.71676
Pakistan,PAK,1984,8.21374
Pakistan,PAK,1985,8.79257
Pakistan,PAK,1986,10.60576
Pakistan,PAK,1987,12.4988
Pakistan,PAK,1988,11.72084
Pakistan,PAK,1989,11.90845
Pakistan,PAK,1990,13.96466
Pakistan,PAK,1991,14.2888
Pakistan,PAK,1992,14.94528
Pakistan,PAK,1993,13.01616
Pakistan,PAK,1994,14.12799
Pakistan,PAK,1995,13.67186
Pakistan,PAK,1996,14.68762
Pakistan,PAK,1997,13.83829
Pakistan,PAK,1998,13.56978
Pakistan,PAK,1999,13.40833
Pakistan,PAK,2000,12.00298
Pakistan,PAK,2001,13.00235
Pakistan,PAK,2002,13.66477
Pakistan,PAK,2003,14.33002
Pakistan,PAK,2004,13.85412
Pakistan,PAK,2005,14.65716
Pakistan,PAK,2006,12.80317
Pakistan,PAK,2007,13.07711
Pakistan,PAK,2008,13.48396
Pakistan,PAK,2009,11.52873
Pakistan,PAK,2010,12.76302
Pakistan,PAK,2011,12.64133
Pakistan,PAK,2012,12.00544
Pakistan,PAK,2013,12.10033
Pakistan,PAK,2014,11.67527
Qatar,QAT,1970,75.84413
Qatar,QAT,1971,81.21149
Qatar,QAT,1972,77.26063
Qatar,QAT,1973,78.41319
Qatar,QAT,1974,69.55758
Qatar,QAT,1975,61.96717
Qatar,QAT,1976,69.12082
Qatar,QAT,1977,58.5034
Qatar,QAT,1978,59.24167
Qatar,QAT,1979,63.87413
Qatar,QAT,1980,74.33488
Qatar,QAT,1981,71.79057
Qatar,QAT,1982,83.40368
Qatar,QAT,1983,74.72469
Qatar,QAT,1984,70.38062
Qatar,QAT,1985,57.57012
Qatar,QAT,1986,43.17734
Qatar,QAT,1987,37.48992
Qatar,QAT,1988,36.51118
Qatar,QAT,1989,41.47889
Qatar,QAT,1990,48.39125
Qatar,QAT,1991,51.01837
Qatar,QAT,1992,51.13422
Qatar,QAT,1993,49.71798
Qatar,QAT,1994,45.99601
Qatar,QAT,1995,48.13409
Qatar,QAT,1996,51.48222
Qatar,QAT,1997,51.15438
Qatar,QAT,1998,50.11323
Qatar,QAT,1999,53.72291
Qatar,QAT,2000,67.13567
Qatar,QAT,2001,69.87985
Qatar,QAT,2002,57.55949
Qatar,QAT,2003,61.19164
Qatar,QAT,2004,59.62402
Qatar,QAT,2005,59.20206
Qatar,QAT,2006,57.55874
Qatar,QAT,2007,55.77122
Qatar,QAT,2008,59.72744
Qatar,QAT,2009,49.49267
Qatar,QAT,2010,59.90915
Qatar,QAT,2011,67.39623
Qatar,QAT,2012,69.84135
Qatar,QAT,2013,67.79192
Qatar,QAT,2014,62.62645
Saudi Arabia,SAU,1949,48.37046
Saudi Arabia,SAU,1950,50.99501
Saudi Arabia,SAU,1951,84.27917
Saudi Arabia,SAU,1952,95.99948
Saudi Arabia,SAU,1953,77.8193
Saudi Arabia,SAU,1954,76.52152
Saudi Arabia,SAU,1955,74.5226
Saudi Arabia,SAU,1956,88.0771
Saudi Arabia,SAU,1957,99.01413
Saudi Arabia,SAU,1958,89.37787
Saudi Arabia,SAU,1959,75.34879
Saudi Arabia,SAU,1960,74.76578
Saudi Arabia,SAU,1961,75.01154
Saudi Arabia,SAU,1962,48.90492
Saudi Arabia,SAU,1963,56.47273
Saudi Arabia,SAU,1964,54.84997
Saudi Arabia,SAU,1965,55.08
Saudi Arabia,SAU,1966,57.90126
Saudi Arabia,SAU,1967,59.95033
Saudi Arabia,SAU,1968,60.09216
Saudi Arabia,SAU,1969,56.76363
Saudi Arabia,SAU,1970,48.26385
Saudi Arabia,SAU,1971,55.9285
Saudi Arabia,SAU,1972,58.61552
Saudi Arabia,SAU,1973,62.17736
Saudi Arabia,SAU,1974,68.79446
Saudi Arabia,SAU,1975,67.86381
Saudi Arabia,SAU,1976,63.36948
Saudi Arabia,SAU,1977,59.39053
Saudi Arabia,SAU,1978,50.30479
Saudi Arabia,SAU,1979,52.43346
Saudi Arabia,SAU,1980,61.99764
Saudi Arabia,SAU,1981,64.11816
Saudi Arabia,SAU,1982,56.50496
Saudi Arabia,SAU,1983,42.64042
Saudi Arabia,SAU,1984,38.44521
Saudi Arabia,SAU,1985,30.39366
Saudi Arabia,SAU,1986,31.41427
Saudi Arabia,SAU,1987,35.56057
Saudi Arabia,SAU,1988,34.99291
Saudi Arabia,SAU,1989,38.13658
Saudi Arabia,SAU,1990,43.58244
Saudi Arabia,SAU,1991,43.87919
Saudi Arabia,SAU,1992,41.98537
Saudi Arabia,SAU,1993,38.22818
Saudi Arabia,SAU,1994,36.5275
Saudi Arabia,SAU,1995,39.70785
Saudi Arabia,SAU,1996,40.04535
Saudi Arabia,SAU,1997,39.17481
Saudi Arabia,SAU,1998,30.73797
Saudi Arabia,SAU,1999,32.0286
Saudi Arabia,SAU,2000,41.91999
Saudi Arabia,SAU,2001,39.06481
Saudi Arabia,SAU,2002,36.58494
Saudi Arabia,SAU,2003,41.54226
Saudi Arabia,SAU,2004,44.7826
Saudi Arabia,SAU,2005,49.13557
Saudi Arabia,SAU,2006,54.11573
Saudi Arabia,SAU,2007,52.3536
Saudi Arabia,SAU,2008,60.22685
Saudi Arabia,SAU,2009,41.90886
Saudi Arabia,SAU,2010,45.565
Saudi Arabia,SAU,2011,51.70005
Saudi Arabia,SAU,2012,52.33051
Saudi Arabia,SAU,2013,49.12714
Saudi Arabia,SAU,2014,46.39317
Syria,SYR,1949,12.45493
Syria,SYR,1950,29.83453
Syria,SYR,1951,37.62212
Syria,SYR,1952,34.1211
Syria,SYR,1953,28.58964
Syria,SYR,1954,30.75106
Syria,SYR,1955,27.13737
Syria,SYR,1956,25.43794
Syria,SYR,1957,22.6591
Syria,SYR,1958,15.74325
Syria,SYR,1959,19.47286
Syria,SYR,1960,20.69011
Syria,SYR,1961,21.33098
Syria,SYR,1962,17.91879
Syria,SYR,1963,20.81557
Syria,SYR,1964,17.74177
Syria,SYR,1965,16.67907
Syria,SYR,1966,16.93229
Syria,SYR,1967,11.19015
Syria,SYR,1968,11.96701
Syria,SYR,1969,9.20441
Syria,SYR,1970,9.69233
Syria,SYR,1971,8.02722
Syria,SYR,1972,9.39084
Syria,SYR,1973,10.83597
Syria,SYR,1974,15.20111
Syria,SYR,1975,15.83913
Syria,SYR,1976,19.84956
Syria,SYR,1977,18.96191
Syria,SYR,1978,11.56723
Syria,SYR,1979,16.55864
Syria,SYR,1980,16.13583
Syria,SYR,1981,14.96614
Syria,SYR,1982,12.90165
Syria,SYR,1983,11.62097
Syria,SYR,1984,11.88648
Syria,SYR,1985,11.32409
Syria,SYR,1986,10.04485
Syria,SYR,1987,12.72758
Syria,SYR,1988,14.09091
Syria,SYR,1989,30.5109
Syria,SYR,1990,34.20537
Syria,SYR,1991,27.44613
Syria,SYR,1992,23.42558
Syria,SYR,1993,23.48224
Syria,SYR,1994,32.74109
Syria,SYR,1995,34.83349
Syria,SYR,1996,54.63967
Syria,SYR,1997,50.22739
Syria,SYR,1998,20.52483
Syria,SYR,1999,24.14131
Syria,SYR,2000,26.30233
Syria,SYR,2001,31.72288
Syria,SYR,2002,33.22682
Syria,SYR,2003,28.55396
Syria,SYR,2004,94.01669
Syria,SYR,2005,33.83314
Syria,SYR,2006,34.08998
Syria,SYR,2007,33.15331
Turkey,TUR,1949,7.60012
Turkey,TUR,1950,7.52536
Turkey,TUR,1951,7.45231
Turkey,TUR,1952,7.54119
Turkey,TUR,1953,7.07718
Turkey,TUR,1954,5.85375
Turkey,TUR,1955,5.06668
Turkey,TUR,1956,4.13653
Turkey,TUR,1957,5.61054
Turkey,TUR,1958,3.864
Turkey,TUR,1959,7.2695
Turkey,TUR,1960,6.14417
Turkey,TUR,1961,6.65017
Turkey,TUR,1962,6.14471
Turkey,TUR,1963,5.28614
Turkey,TUR,1964,5.34247
Turkey,TUR,1965,5.41868
Turkey,TUR,1966,4.8856
Turkey,TUR,1967,4.67663
Turkey,TUR,1968,4.22061
Turkey,TUR,1969,3.91454
Turkey,TUR,1970,4.59773
Turkey,TUR,1971,4.162
Turkey,TUR,1972,4.36785
