Entity,Code,Year,4_1_Libdem
Armenia,ARM,1944,0.014
Armenia,ARM,1945,0.014
Armenia,ARM,1946,0.015
Armenia,ARM,1947,0.015
Armenia,ARM,1948,0.014
Armenia,ARM,1949,0.014
Armenia,ARM,1950,0.015
Armenia,ARM,1951,0.015
Armenia,ARM,1952,0.015
Armenia,ARM,1953,0.015
Armenia,ARM,1954,0.021
Armenia,ARM,1955,0.021
Armenia,ARM,1956,0.023
Armenia,ARM,1957,0.023
Armenia,ARM,1958,0.024
Armenia,ARM,1959,0.024
Armenia,ARM,1960,0.024
Armenia,ARM,1961,0.025
Armenia,ARM,1962,0.023
Armenia,ARM,1963,0.023
Armenia,ARM,1964,0.023
Armenia,ARM,1965,0.023
Armenia,ARM,1966,0.023
Armenia,ARM,1967,0.023
Armenia,ARM,1968,0.023
Armenia,ARM,1969,0.023
Armenia,ARM,1970,0.024
Armenia,ARM,1971,0.025
Armenia,ARM,1972,0.025
Armenia,ARM,1973,0.025
Armenia,ARM,1974,0.025
Armenia,ARM,1975,0.025
Armenia,ARM,1976,0.025
Armenia,ARM,1977,0.025
Armenia,ARM,1978,0.025
Armenia,ARM,1979,0.025
Armenia,ARM,1980,0.028
Armenia,ARM,1981,0.028
Armenia,ARM,1982,0.028
Armenia,ARM,1983,0.027
Armenia,ARM,1984,0.027
Armenia,ARM,1985,0.029
Armenia,ARM,1986,0.036
Armenia,ARM,1987,0.041
Armenia,ARM,1988,0.042
Armenia,ARM,1989,0.061
Armenia,ARM,1990,0.333
Armenia,ARM,1991,0.355
Armenia,ARM,1992,0.344
Armenia,ARM,1993,0.332
Armenia,ARM,1994,0.323
Armenia,ARM,1995,0.282
Armenia,ARM,1996,0.24
Armenia,ARM,1997,0.227
Armenia,ARM,1998,0.218
Armenia,ARM,1999,0.219
Armenia,ARM,2000,0.214
Armenia,ARM,2001,0.218
Armenia,ARM,2002,0.21
Armenia,ARM,2003,0.192
Armenia,ARM,2004,0.187
Armenia,ARM,2005,0.192
Armenia,ARM,2006,0.19
Armenia,ARM,2007,0.194
Armenia,ARM,2008,0.177
Armenia,ARM,2009,0.182
Armenia,ARM,2010,0.191
Armenia,ARM,2011,0.192
Armenia,ARM,2012,0.203
Armenia,ARM,2013,0.211
Armenia,ARM,2014,0.207
Armenia,ARM,2015,0.206
Armenia,ARM,2016,0.209
Armenia,ARM,2017,0.225
Armenia,ARM,2018,0.415
Armenia,ARM,2019,0.632
Armenia,ARM,2020,0.587
Armenia,ARM,2021,0.541
Armenia,ARM,2022,0.445
Azerbaijan,AZE,1813,0.015
Azerbaijan,AZE,1814,0.015
Azerbaijan,AZE,1815,0.015
Azerbaijan,AZE,1816,0.015
Azerbaijan,AZE,1817,0.015
Azerbaijan,AZE,1818,0.015
Azerbaijan,AZE,1819,0.015
Azerbaijan,AZE,1820,0.015
Azerbaijan,AZE,1821,0.015
Azerbaijan,AZE,1822,0.014
Azerbaijan,AZE,1823,0.014
Azerbaijan,AZE,1824,0.014
Azerbaijan,AZE,1825,0.014
Azerbaijan,AZE,1826,0.014
Azerbaijan,AZE,1827,0.014
Azerbaijan,AZE,1828,0.014
Azerbaijan,AZE,1829,0.014
Azerbaijan,AZE,1830,0.014
Azerbaijan,AZE,1831,0.014
Azerbaijan,AZE,1832,0.014
Azerbaijan,AZE,1833,0.015
Azerbaijan,AZE,1834,0.015
Azerbaijan,AZE,1835,0.015
Azerbaijan,AZE,1836,0.015
Azerbaijan,AZE,1837,0.015
Azerbaijan,AZE,1838,0.015
Azerbaijan,AZE,1839,0.015
Azerbaijan,AZE,1840,0.015
Azerbaijan,AZE,1841,0.015
Azerbaijan,AZE,1842,0.015
Azerbaijan,AZE,1843,0.015
Azerbaijan,AZE,1844,0.015
Azerbaijan,AZE,1845,0.015
Azerbaijan,AZE,1846,0.015
Azerbaijan,AZE,1847,0.015
Azerbaijan,AZE,1848,0.016
Azerbaijan,AZE,1849,0.016
Azerbaijan,AZE,1850,0.016
Azerbaijan,AZE,1851,0.016
Azerbaijan,AZE,1852,0.016
Azerbaijan,AZE,1853,0.016
Azerbaijan,AZE,1854,0.016
Azerbaijan,AZE,1855,0.028
Azerbaijan,AZE,1856,0.028
Azerbaijan,AZE,1857,0.028
Azerbaijan,AZE,1858,0.028
Azerbaijan,AZE,1859,0.028
Azerbaijan,AZE,1860,0.028
Azerbaijan,AZE,1861,0.032
Azerbaijan,AZE,1862,0.032
Azerbaijan,AZE,1863,0.033
Azerbaijan,AZE,1864,0.068
Azerbaijan,AZE,1865,0.083
Azerbaijan,AZE,1866,0.091
Azerbaijan,AZE,1867,0.093
Azerbaijan,AZE,1868,0.093
Azerbaijan,AZE,1869,0.093
Azerbaijan,AZE,1870,0.094
Azerbaijan,AZE,1871,0.094
Azerbaijan,AZE,1872,0.094
Azerbaijan,AZE,1873,0.094
Azerbaijan,AZE,1874,0.097
Azerbaijan,AZE,1875,0.097
Azerbaijan,AZE,1876,0.097
Azerbaijan,AZE,1877,0.097
Azerbaijan,AZE,1878,0.056
Azerbaijan,AZE,1879,0.056
Azerbaijan,AZE,1880,0.056
Azerbaijan,AZE,1881,0.038
Azerbaijan,AZE,1882,0.038
Azerbaijan,AZE,1883,0.038
Azerbaijan,AZE,1884,0.038
Azerbaijan,AZE,1885,0.041
Azerbaijan,AZE,1886,0.041
Azerbaijan,AZE,1887,0.041
Azerbaijan,AZE,1888,0.041
Azerbaijan,AZE,1889,0.041
Azerbaijan,AZE,1890,0.041
Azerbaijan,AZE,1891,0.041
Azerbaijan,AZE,1892,0.041
Azerbaijan,AZE,1893,0.041
Azerbaijan,AZE,1894,0.048
Azerbaijan,AZE,1895,0.048
Azerbaijan,AZE,1896,0.048
Azerbaijan,AZE,1897,0.046
Azerbaijan,AZE,1898,0.046
Azerbaijan,AZE,1899,0.047
Azerbaijan,AZE,1900,0.04
Azerbaijan,AZE,1901,0.039
Azerbaijan,AZE,1902,0.04
Azerbaijan,AZE,1903,0.04
Azerbaijan,AZE,1904,0.04
Azerbaijan,AZE,1905,0.038
Azerbaijan,AZE,1906,0.059
Azerbaijan,AZE,1907,0.064
Azerbaijan,AZE,1908,0.071
Azerbaijan,AZE,1909,0.073
Azerbaijan,AZE,1910,0.072
Azerbaijan,AZE,1911,0.073
Azerbaijan,AZE,1912,0.073
Azerbaijan,AZE,1913,0.073
Azerbaijan,AZE,1914,0.072
Azerbaijan,AZE,1915,0.07
Azerbaijan,AZE,1916,0.069
Azerbaijan,AZE,1917,0.064
Azerbaijan,AZE,1918,0.028
Azerbaijan,AZE,1919,0.022
Azerbaijan,AZE,1920,0.021
Azerbaijan,AZE,1921,0.021
Azerbaijan,AZE,1922,0.021
Azerbaijan,AZE,1923,0.021
Azerbaijan,AZE,1924,0.018
Azerbaijan,AZE,1925,0.018
Azerbaijan,AZE,1926,0.018
Azerbaijan,AZE,1927,0.017
Azerbaijan,AZE,1928,0.018
Azerbaijan,AZE,1929,0.017
Azerbaijan,AZE,1930,0.017
Azerbaijan,AZE,1931,0.017
Azerbaijan,AZE,1932,0.017
Azerbaijan,AZE,1933,0.016
Azerbaijan,AZE,1934,0.016
Azerbaijan,AZE,1935,0.016
Azerbaijan,AZE,1936,0.016
Azerbaijan,AZE,1937,0.016
Azerbaijan,AZE,1938,0.014
Azerbaijan,AZE,1939,0.014
Azerbaijan,AZE,1940,0.014
Azerbaijan,AZE,1941,0.014
Azerbaijan,AZE,1942,0.014
Azerbaijan,AZE,1943,0.014
Azerbaijan,AZE,1944,0.014
Azerbaijan,AZE,1945,0.014
Azerbaijan,AZE,1946,0.015
Azerbaijan,AZE,1947,0.015
Azerbaijan,AZE,1948,0.014
Azerbaijan,AZE,1949,0.014
Azerbaijan,AZE,1950,0.015
Azerbaijan,AZE,1951,0.015
Azerbaijan,AZE,1952,0.015
Azerbaijan,AZE,1953,0.015
Azerbaijan,AZE,1954,0.021
Azerbaijan,AZE,1955,0.021
Azerbaijan,AZE,1956,0.023
Azerbaijan,AZE,1957,0.023
Azerbaijan,AZE,1958,0.024
Azerbaijan,AZE,1959,0.024
Azerbaijan,AZE,1960,0.024
Azerbaijan,AZE,1961,0.025
Azerbaijan,AZE,1962,0.023
Azerbaijan,AZE,1963,0.023
Azerbaijan,AZE,1964,0.023
Azerbaijan,AZE,1965,0.023
Azerbaijan,AZE,1966,0.023
Azerbaijan,AZE,1967,0.023
Azerbaijan,AZE,1968,0.023
Azerbaijan,AZE,1969,0.023
Azerbaijan,AZE,1970,0.024
Azerbaijan,AZE,1971,0.025
Azerbaijan,AZE,1972,0.025
Azerbaijan,AZE,1973,0.025
Azerbaijan,AZE,1974,0.025
Azerbaijan,AZE,1975,0.025
Azerbaijan,AZE,1976,0.025
Azerbaijan,AZE,1977,0.025
Azerbaijan,AZE,1978,0.025
Azerbaijan,AZE,1979,0.025
Azerbaijan,AZE,1980,0.028
Azerbaijan,AZE,1981,0.028
Azerbaijan,AZE,1982,0.028
Azerbaijan,AZE,1983,0.027
Azerbaijan,AZE,1984,0.027
Azerbaijan,AZE,1985,0.029
Azerbaijan,AZE,1986,0.036
Azerbaijan,AZE,1987,0.041
Azerbaijan,AZE,1988,0.042
Azerbaijan,AZE,1989,0.061
Azerbaijan,AZE,1990,0.08
Azerbaijan,AZE,1991,0.095
Azerbaijan,AZE,1992,0.211
Azerbaijan,AZE,1993,0.141
Azerbaijan,AZE,1994,0.09
Azerbaijan,AZE,1995,0.086
Azerbaijan,AZE,1996,0.086
Azerbaijan,AZE,1997,0.086
Azerbaijan,AZE,1998,0.084
Azerbaijan,AZE,1999,0.081
Azerbaijan,AZE,2000,0.084
Azerbaijan,AZE,2001,0.083
Azerbaijan,AZE,2002,0.082
Azerbaijan,AZE,2003,0.077
Azerbaijan,AZE,2004,0.074
Azerbaijan,AZE,2005,0.071
Azerbaijan,AZE,2006,0.071
Azerbaijan,AZE,2007,0.07
Azerbaijan,AZE,2008,0.07
Azerbaijan,AZE,2009,0.072
Azerbaijan,AZE,2010,0.071
Azerbaijan,AZE,2011,0.069
Azerbaijan,AZE,2012,0.068
Azerbaijan,AZE,2013,0.067
Azerbaijan,AZE,2014,0.064
Azerbaijan,AZE,2015,0.063
Azerbaijan,AZE,2016,0.062
Azerbaijan,AZE,2017,0.069
Azerbaijan,AZE,2018,0.058
Azerbaijan,AZE,2019,0.064
Azerbaijan,AZE,2020,0.066
Azerbaijan,AZE,2021,0.066
Azerbaijan,AZE,2022,0.063
Georgia,GEO,1801,0.015
Georgia,GEO,1802,0.015
Georgia,GEO,1803,0.015
Georgia,GEO,1804,0.015
Georgia,GEO,1805,0.015
Georgia,GEO,1806,0.015
Georgia,GEO,1807,0.015
Georgia,GEO,1808,0.015
Georgia,GEO,1809,0.015
Georgia,GEO,1810,0.015
Georgia,GEO,1811,0.015
Georgia,GEO,1812,0.015
Georgia,GEO,1813,0.015
Georgia,GEO,1814,0.015
Georgia,GEO,1815,0.015
Georgia,GEO,1816,0.015
Georgia,GEO,1817,0.015
Georgia,GEO,1818,0.015
Georgia,GEO,1819,0.015
Georgia,GEO,1820,0.015
Georgia,GEO,1821,0.015
Georgia,GEO,1822,0.014
Georgia,GEO,1823,0.014
Georgia,GEO,1824,0.014
Georgia,GEO,1825,0.014
Georgia,GEO,1826,0.014
Georgia,GEO,1827,0.014
Georgia,GEO,1828,0.014
Georgia,GEO,1829,0.014
Georgia,GEO,1830,0.014
Georgia,GEO,1831,0.014
Georgia,GEO,1832,0.014
Georgia,GEO,1833,0.015
Georgia,GEO,1834,0.015
Georgia,GEO,1835,0.015
Georgia,GEO,1836,0.015
Georgia,GEO,1837,0.015
Georgia,GEO,1838,0.015
Georgia,GEO,1839,0.015
Georgia,GEO,1840,0.015
Georgia,GEO,1841,0.015
Georgia,GEO,1842,0.015
Georgia,GEO,1843,0.015
Georgia,GEO,1844,0.015
Georgia,GEO,1845,0.015
Georgia,GEO,1846,0.015
Georgia,GEO,1847,0.015
Georgia,GEO,1848,0.016
Georgia,GEO,1849,0.016
Georgia,GEO,1850,0.016
Georgia,GEO,1851,0.016
Georgia,GEO,1852,0.016
Georgia,GEO,1853,0.016
Georgia,GEO,1854,0.016
Georgia,GEO,1855,0.028
Georgia,GEO,1856,0.028
Georgia,GEO,1857,0.028
Georgia,GEO,1858,0.028
Georgia,GEO,1859,0.028
Georgia,GEO,1860,0.028
Georgia,GEO,1861,0.032
Georgia,GEO,1862,0.032
Georgia,GEO,1863,0.033
Georgia,GEO,1864,0.068
Georgia,GEO,1865,0.083
Georgia,GEO,1866,0.091
Georgia,GEO,1867,0.093
Georgia,GEO,1868,0.093
Georgia,GEO,1869,0.093
Georgia,GEO,1870,0.094
Georgia,GEO,1871,0.094
Georgia,GEO,1872,0.094
Georgia,GEO,1873,0.094
Georgia,GEO,1874,0.097
Georgia,GEO,1875,0.097
Georgia,GEO,1876,0.097
Georgia,GEO,1877,0.097
Georgia,GEO,1878,0.056
Georgia,GEO,1879,0.056
Georgia,GEO,1880,0.056
Georgia,GEO,1881,0.038
Georgia,GEO,1882,0.038
Georgia,GEO,1883,0.038
Georgia,GEO,1884,0.038
Georgia,GEO,1885,0.041
Georgia,GEO,1886,0.041
Georgia,GEO,1887,0.041
Georgia,GEO,1888,0.041
Georgia,GEO,1889,0.041
Georgia,GEO,1890,0.041
Georgia,GEO,1891,0.041
Georgia,GEO,1892,0.041
Georgia,GEO,1893,0.041
Georgia,GEO,1894,0.048
Georgia,GEO,1895,0.048
Georgia,GEO,1896,0.048
Georgia,GEO,1897,0.046
Georgia,GEO,1898,0.046
Georgia,GEO,1899,0.047
Georgia,GEO,1900,0.04
Georgia,GEO,1901,0.039
Georgia,GEO,1902,0.04
Georgia,GEO,1903,0.04
Georgia,GEO,1904,0.04
Georgia,GEO,1905,0.038
Georgia,GEO,1906,0.059
Georgia,GEO,1907,0.064
Georgia,GEO,1908,0.071
Georgia,GEO,1909,0.073
Georgia,GEO,1910,0.072
Georgia,GEO,1911,0.073
Georgia,GEO,1912,0.073
Georgia,GEO,1913,0.073
Georgia,GEO,1914,0.072
Georgia,GEO,1915,0.07
Georgia,GEO,1916,0.069
Georgia,GEO,1917,0.064
Georgia,GEO,1918,0.028
Georgia,GEO,1919,0.022
Georgia,GEO,1920,0.021
Georgia,GEO,1921,0.021
Georgia,GEO,1922,0.021
Georgia,GEO,1923,0.021
Georgia,GEO,1924,0.018
Georgia,GEO,1925,0.018
Georgia,GEO,1926,0.018
Georgia,GEO,1927,0.017
Georgia,GEO,1928,0.018
Georgia,GEO,1929,0.017
Georgia,GEO,1930,0.017
Georgia,GEO,1931,0.017
Georgia,GEO,1932,0.017
Georgia,GEO,1933,0.016
Georgia,GEO,1934,0.016
Georgia,GEO,1935,0.016
Georgia,GEO,1936,0.016
Georgia,GEO,1937,0.016
Georgia,GEO,1938,0.014
Georgia,GEO,1939,0.014
Georgia,GEO,1940,0.014
Georgia,GEO,1941,0.014
Georgia,GEO,1942,0.014
Georgia,GEO,1943,0.014
Georgia,GEO,1944,0.014
Georgia,GEO,1945,0.014
Georgia,GEO,1946,0.015
Georgia,GEO,1947,0.015
Georgia,GEO,1948,0.014
Georgia,GEO,1949,0.014
Georgia,GEO,1950,0.015
Georgia,GEO,1951,0.015
Georgia,GEO,1952,0.015
Georgia,GEO,1953,0.015
Georgia,GEO,1954,0.021
Georgia,GEO,1955,0.021
Georgia,GEO,1956,0.023
Georgia,GEO,1957,0.023
Georgia,GEO,1958,0.024
Georgia,GEO,1959,0.024
Georgia,GEO,1960,0.024
Georgia,GEO,1961,0.025
Georgia,GEO,1962,0.023
Georgia,GEO,1963,0.023
Georgia,GEO,1964,0.023
Georgia,GEO,1965,0.023
Georgia,GEO,1966,0.023
Georgia,GEO,1967,0.023
Georgia,GEO,1968,0.023
Georgia,GEO,1969,0.023
Georgia,GEO,1970,0.024
Georgia,GEO,1971,0.025
Georgia,GEO,1972,0.025
Georgia,GEO,1973,0.025
Georgia,GEO,1974,0.025
Georgia,GEO,1975,0.025
Georgia,GEO,1976,0.025
Georgia,GEO,1977,0.025
Georgia,GEO,1978,0.025
Georgia,GEO,1979,0.025
Georgia,GEO,1980,0.028
Georgia,GEO,1981,0.028
Georgia,GEO,1982,0.028
Georgia,GEO,1983,0.027
Georgia,GEO,1984,0.027
Georgia,GEO,1985,0.029
Georgia,GEO,1986,0.036
Georgia,GEO,1987,0.041
Georgia,GEO,1988,0.042
Georgia,GEO,1989,0.061
Georgia,GEO,1990,0.132
Georgia,GEO,1991,0.142
Georgia,GEO,1992,0.1
Georgia,GEO,1993,0.159
Georgia,GEO,1994,0.164
Georgia,GEO,1995,0.183
Georgia,GEO,1996,0.209
Georgia,GEO,1997,0.206
Georgia,GEO,1998,0.213
Georgia,GEO,1999,0.215
Georgia,GEO,2000,0.208
Georgia,GEO,2001,0.211
Georgia,GEO,2002,0.211
Georgia,GEO,2003,0.226
Georgia,GEO,2004,0.365
Georgia,GEO,2005,0.38
Georgia,GEO,2006,0.382
Georgia,GEO,2007,0.375
Georgia,GEO,2008,0.342
Georgia,GEO,2009,0.341
Georgia,GEO,2010,0.344
Georgia,GEO,2011,0.347
Georgia,GEO,2012,0.364
Georgia,GEO,2013,0.456
Georgia,GEO,2014,0.513
Georgia,GEO,2015,0.524
Georgia,GEO,2016,0.537
Georgia,GEO,2017,0.527
Georgia,GEO,2018,0.542
Georgia,GEO,2019,0.498
Georgia,GEO,2020,0.493
Georgia,GEO,2021,0.497
Georgia,GEO,2022,0.504
Iran,IRN,1900,0.008
Iran,IRN,1901,0.008
Iran,IRN,1902,0.008
Iran,IRN,1903,0.008
Iran,IRN,1904,0.008
Iran,IRN,1905,0.008
Iran,IRN,1906,0.028
Iran,IRN,1907,0.062
Iran,IRN,1908,0.043
Iran,IRN,1909,0.026
Iran,IRN,1910,0.064
Iran,IRN,1911,0.067
Iran,IRN,1912,0.025
Iran,IRN,1913,0.025
Iran,IRN,1914,0.027
Iran,IRN,1915,0.061
Iran,IRN,1916,0.024
Iran,IRN,1917,0.024
Iran,IRN,1918,0.024
Iran,IRN,1919,0.024
Iran,IRN,1920,0.024
Iran,IRN,1921,0.02
Iran,IRN,1922,0.057
Iran,IRN,1923,0.053
Iran,IRN,1924,0.051
Iran,IRN,1925,0.032
Iran,IRN,1926,0.03
Iran,IRN,1927,0.037
Iran,IRN,1928,0.037
Iran,IRN,1929,0.037
Iran,IRN,1930,0.038
Iran,IRN,1931,0.038
Iran,IRN,1932,0.038
Iran,IRN,1933,0.038
Iran,IRN,1934,0.04
