Entity,Code,Year,2_1_GDP_Growth
abc,GEO,2020,-1200512000
abc,IRN,1961,5999353856
abc,IRN,1962,5017378816
abc,IRN,1963,4605042688
abc,IRN,1964,6269136896
abc,IRN,1965,12796321792
abc,IRN,1966,9782960128
abc,IRN,1967,11265892352
abc,IRN,1968,16007921664
abc,IRN,1969,20235837440
abc,IRN,1970,16066920448
abc,IRN,1971,23125164032
abc,IRN,1972,26477051904
abc,IRN,1973,17969889280
abc,IRN,1974,14920007680
abc,IRN,1975,-5655969792
abc,IRN,1976,40973320192
abc,IRN,1977,-11216683008
abc,IRN,1978,-37257773056
abc,IRN,1979,-24052695040
abc,IRN,1980,-56230019072
abc,IRN,1981,-7726809088
abc,IRN,1982,38252068864
abc,IRN,1983,15476719616
abc,IRN,1984,-17047814144
abc,IRN,1985,3815047168
abc,IRN,1986,-18630475776
abc,IRN,1987,993525760
abc,IRN,1988,-8979742720
abc,IRN,1989,9382756352
abc,IRN,1990,22840328192
abc,IRN,1991,23292919808
abc,IRN,1992,6044958720
abc,IRN,1993,2233892864
abc,IRN,1994,-3234988032
abc,IRN,1995,4938874880
abc,IRN,1996,11494440960
abc,IRN,1997,1159413760
abc,IRN,1998,5083791360
abc,IRN,1999,2232631296
abc,IRN,2000,14007549952
abc,IRN,2001,2178187264
abc,IRN,2002,18751684608
abc,IRN,2003,24051777536
abc,IRN,2004,13157466112
abc,IRN,2005,9993224192
abc,IRN,2006,16163307520
abc,IRN,2007,27684175872
abc,IRN,2008,920977408
abc,IRN,2009,3707633664
abc,IRN,2010,21554167808
abc,IRN,2011,10405871616
abc,IRN,2012,-30054842368
abc,IRN,2013,-725155840
abc,IRN,2014,17167777792
abc,IRN,2015,-5151883264
abc,IRN,2016,51569033216
abc,IRN,2017,16392192000
abc,IRN,2018,-27292401664
abc,IRN,2019,-28875030528
abc,IRN,2020,13442777088
abc,ISR,1996,8416182272
abc,ISR,1997,5810405376
abc,ISR,1998,6458277888
abc,ISR,1999,5723930624
abc,ISR,2000,14763982848
abc,ISR,2001,184893440
abc,ISR,2002,-354484224
abc,ISR,2003,2076033024
abc,ISR,2004,8979841024
abc,ISR,2005,7971700736
abc,ISR,2006,11533631488
abc,ISR,2007,12886360064
abc,ISR,2008,7750402048
abc,ISR,2009,2649686016
abc,ISR,2010,13329154048
abc,ISR,2011,13734690816
abc,ISR,2012,7383203840
abc,ISR,2013,12846874624
abc,ISR,2014,11622219776
abc,ISR,2015,6688342016
abc,ISR,2016,13391757312
abc,ISR,2017,13720715264
abc,ISR,2018,13033406464
abc,ISR,2019,12838666240
abc,ISR,2020,-7602962432
abc,JOR,1977,475488256
abc,JOR,1978,910919680
abc,JOR,1979,1480393728
abc,JOR,1980,961524736
abc,JOR,1981,1641975808
abc,JOR,1982,786917376
abc,JOR,1983,-266082304
abc,JOR,1984,503029760
abc,JOR,1985,-330898432
abc,JOR,1986,654673920
abc,JOR,1987,291519488
abc,JOR,1988,187732992
abc,JOR,1989,-1397702656
abc,JOR,1990,-32084992
abc,JOR,1991,186545152
abc,JOR,1992,1690952704
abc,JOR,1993,604611584
abc,JOR,1994,699954176
abc,JOR,1995,916448256
abc,JOR,1996,327574528
abc,JOR,1997,530128896
abc,JOR,1998,498619392
abc,JOR,1999,577987584
abc,JOR,2000,748523520
abc,JOR,2001,968544256
abc,JOR,2002,1119004672
abc,JOR,2003,851732480
abc,JOR,2004,1826351104
abc,JOR,2005,1885468672
abc,JOR,2006,2025650176
abc,JOR,2007,2212093952
abc,JOR,2008,2116716544
abc,JOR,2009,1576650752
abc,JOR,2010,762988544
abc,JOR,2011,923082752
abc,JOR,2012,841695232
abc,JOR,2013,926236672
abc,JOR,2014,1232306176
abc,JOR,2015,939872256
abc,JOR,2016,769495040
abc,JOR,2017,821415936
abc,JOR,2018,777076736
abc,JOR,2019,800862208
abc,JOR,2020,-647794688
abc,KAZ,1991,-10485915648
abc,KAZ,1992,-4496547840
abc,KAZ,1993,-7391657984
abc,KAZ,1994,-9191997440
abc,KAZ,1995,-5228351488
abc,KAZ,1996,292659200
abc,KAZ,1997,1000022016
abc,KAZ,1998,-1136672768
abc,KAZ,1999,1584578560
abc,KAZ,2000,5906718720
abc,KAZ,2001,8934207488
abc,KAZ,2002,7361126400
abc,KAZ,2003,7670145024
abc,KAZ,2004,8653905920
abc,KAZ,2005,9583476736
abc,KAZ,2006,11596890112
abc,KAZ,2007,10678140928
abc,KAZ,2008,4311687168
abc,KAZ,2009,1619632128
abc,KAZ,2010,9970966528
abc,KAZ,2011,10845405184
abc,KAZ,2012,7555432448
abc,KAZ,2013,9897623552
abc,KAZ,2014,7344029696
abc,KAZ,2015,2186428416
abc,KAZ,2016,2028273664
abc,KAZ,2017,7643086848
abc,KAZ,2018,7956447232
abc,KAZ,2019,9090727936
abc,KAZ,2020,-5277679616
abc,KWT,1993,12436844544
abc,KWT,1994,4135919616
abc,KWT,1995,2582761472
abc,KWT,1996,337330176
abc,KWT,1997,1387089920
abc,KWT,1998,2104553472
abc,KWT,1999,-1065779200
abc,KWT,2000,2746703872
abc,KWT,2001,130674688
abc,KWT,2002,1850327040
abc,KWT,2003,10956222464
abc,KWT,2004,7597465600
abc,KWT,2005,8677064704
abc,KWT,2006,6798344192
abc,KWT,2007,5827690496
abc,KWT,2008,2556444672
abc,KWT,2009,-7475773440
abc,KWT,2010,-2326962176
abc,KWT,2011,9228451840
abc,KWT,2012,6962053120
abc,KWT,2013,1287634944
abc,KWT,2014,567615488
abc,KWT,2015,675405824
abc,KWT,2016,3352084480
abc,KWT,2017,-5556486144
abc,KWT,2018,1400193024
abc,KWT,2019,486293504
abc,KWT,2020,-9922854912
abc,KGZ,1987,137262080
abc,KGZ,1988,567172096
abc,KGZ,1989,135691264
abc,KGZ,1990,285117440
abc,KGZ,1991,-419814912
abc,KGZ,1992,-673199104
abc,KGZ,1993,-648011008
abc,KGZ,1994,-711758848
abc,KGZ,1995,-153599744
abc,KGZ,1996,189747456
abc,KGZ,1997,284378880
abc,KGZ,1998,66890240
abc,KGZ,1999,117693184
abc,KGZ,2000,181647104
abc,KGZ,2001,187252224
abc,KGZ,2002,-642048
abc,KGZ,2003,260494336
abc,KGZ,2004,278669824
abc,KGZ,2005,-7449600
abc,KGZ,2006,131470848
abc,KGZ,2007,373195264
abc,KGZ,2008,398379008
abc,KGZ,2009,148357632
abc,KGZ,2010,-24938496
abc,KGZ,2011,313507840
abc,KGZ,2012,-4916224
abc,KGZ,2013,608219648
abc,KGZ,2014,248697344
abc,KGZ,2015,249177088
abc,KGZ,2016,289556480
abc,KGZ,2017,330266112
abc,KGZ,2018,274252288
abc,KGZ,2019,348370944
abc,KGZ,2020,-682484736
abc,LBN,1989,-5782339072
abc,LBN,1990,2079889920
abc,LBN,1991,4904546304
abc,LBN,1992,2436700160
abc,LBN,1993,1858150400
abc,LBN,1994,1549570048
abc,LBN,1995,1332830208
abc,LBN,1996,2482964480
abc,LBN,1997,258293760
abc,LBN,1998,906964992
abc,LBN,1999,-134805504
abc,LBN,2000,342364160
abc,LBN,2001,992794624
abc,LBN,2002,919085056
abc,LBN,2003,896106496
abc,LBN,2004,1914615808
abc,LBN,2005,821280768
abc,LBN,2006,486551552
abc,LBN,2007,2968854528
abc,LBN,2008,3161096192
abc,LBN,2009,3889926144
abc,LBN,2010,3342110720
abc,LBN,2011,392458240
abc,LBN,2012,1159532544
abc,LBN,2013,1783586816
abc,LBN,2014,1192091648
abc,LBN,2015,289554432
abc,LBN,2016,792072192
abc,LBN,2017,397717504
abc,LBN,2018,-872464384
abc,LBN,2019,-3606052864
abc,LBN,2020,-10040385536
abc,OMN,1966,83043584
abc,OMN,1967,1111596800
abc,OMN,1968,2284884480
abc,OMN,1969,1302595584
abc,OMN,1970,886193152
abc,OMN,1971,65246720
abc,OMN,1972,720108544
abc,OMN,1973,-1147189760
abc,OMN,1974,793659392
abc,OMN,1975,1880343552
abc,OMN,1976,1966944256
abc,OMN,1977,116262912
abc,OMN,1978,-430640128
abc,OMN,1979,486396928
abc,OMN,1980,707056640
abc,OMN,1981,2117609472
abc,OMN,1982,1682224128
abc,OMN,1983,2703659008
abc,OMN,1984,3162773504
abc,OMN,1985,3093964800
abc,OMN,1986,504190976
abc,OMN,1987,-883818496
abc,OMN,1988,1479239680
abc,OMN,1989,3089936384
abc,OMN,1990,-38309888
abc,OMN,1991,1781745664
abc,OMN,1992,2618009600
abc,OMN,1993,2038493184
abc,OMN,1994,1386434560
abc,OMN,1995,1856733184
abc,OMN,1996,1188372480
abc,OMN,1997,2425675776
abc,OMN,1998,1126404096
abc,OMN,1999,145047552
abc,OMN,2000,2875953152
abc,OMN,2001,2096893952
abc,OMN,2002,-538046464
abc,OMN,2003,-1289871360
abc,OMN,2004,607924224
abc,OMN,2005,1186672640
abc,OMN,2006,2623631360
abc,OMN,2007,2291515392
abc,OMN,2008,4407967744
abc,OMN,2009,3555160064
abc,OMN,2010,1057845248
abc,OMN,2011,1817124864
abc,OMN,2012,5724979200
abc,OMN,2013,3676028928
abc,OMN,2014,956194816
abc,OMN,2015,3760308224
abc,OMN,2016,3972079616
abc,OMN,2017,251404288
abc,OMN,2018,1067450368
abc,OMN,2019,-948551680
abc,OMN,2020,-2658476032
abc,PAK,1961,1020956672
abc,PAK,1962,810180608
abc,PAK,1963,1640716288
abc,PAK,1964,1553598464
abc,PAK,1965,2300321792
abc,PAK,1966,1411454976
abc,PAK,1967,1392771072
abc,PAK,1968,1966129152
abc,PAK,1969,1605443584
abc,PAK,1970,3491584000
abc,PAK,1971,160395264
abc,PAK,1972,279855104
abc,PAK,1973,2450264064
abc,PAK,1974,1314668544
abc,PAK,1975,1619300352
abc,PAK,1976,2066063360
abc,PAK,1977,1663385600
abc,PAK,1978,3525177344
abc,PAK,1979,1778647040
abc,PAK,1980,5016199168
abc,PAK,1981,4286640128
abc,PAK,1982,3818262528
abc,PAK,1983,4217769984
abc,PAK,1984,3365412864
abc,PAK,1985,5299830784
abc,PAK,1986,4132126720
abc,PAK,1987,5112774656
abc,PAK,1988,6432063488
abc,PAK,1989,4502667264
abc,PAK,1990,4248436736
abc,PAK,1991,5038030848
abc,PAK,1992,8058290176
abc,PAK,1993,1979777024
abc,PAK,1994,4283490304
abc,PAK,1995,5900279808
abc,PAK,1996,6048284672
abc,PAK,1997,1327267840
abc,PAK,1998,3370655744
abc,PAK,1999,4960976896
abc,PAK,2000,5985517568
abc,PAK,2001,5206786048
abc,PAK,2002,3805003776
abc,PAK,2003,8983248896
abc,PAK,2004,12413272064
abc,PAK,2005,11531452416
abc,PAK,2006,11115298816
abc,PAK,2007,9643524096
abc,PAK,2008,3559112704
abc,PAK,2009,6024216576
abc,PAK,2010,3514941440
abc,PAK,2011,6109282304
abc,PAK,2012,8009842688
abc,PAK,2013,10393370624
abc,PAK,2014,11537039360
abc,PAK,2015,12222169088
abc,PAK,2016,14952923136
abc,PAK,2017,15857975296
abc,PAK,2018,17589010432
abc,PAK,2019,3651272704
abc,PAK,2020,-3017637888
abc,PSE,1995,360031232
abc,PSE,1996,65832960
abc,PSE,1997,804283392
abc,PSE,1998,901309440
abc,PSE,1999,595290624
abc,PSE,2000,-666049536
abc,PSE,2001,-662766080
abc,PSE,2002,-806253056
abc,PSE,2003,791805952
abc,PSE,2004,1412239872
abc,PSE,2005,886700032
abc,PSE,2006,-87100416
abc,PSE,2007,327799808
abc,PSE,2008,667200512
abc,PSE,2009,829100032
abc,PSE,2010,605299712
abc,PSE,2011,1064000512
abc,PSE,2012,740499456
abc,PSE,2013,605500416
abc,PSE,2014,-21300224
abc,PSE,2015,501300224
abc,PSE,2016,1238599680
abc,PSE,2017,215900160
abc,PSE,2018,189299712
abc,PSE,2019,212800512
abc,PSE,2020,-1813600256
abc,QAT,2001,1313323008
abc,QAT,2002,2514034688
abc,QAT,2003,1395654656
abc,QAT,2004,7478779904
abc,QAT,2005,3476074496
abc,QAT,2006,13050707968
abc,QAT,2007,11316428800
abc,QAT,2008,13112655872
abc,QAT,2009,10443849728
abc,QAT,2010,19159760896
abc,QAT,2011,15642525696
abc,QAT,2012,6271737856
abc,QAT,2013,7715454976
abc,QAT,2014,7819132928
abc,QAT,2015,7339196416
abc,QAT,2016,4956028928
abc,QAT,2017,-2496446464
abc,QAT,2018,2027651072
abc,QAT,2019,1144045568
abc,QAT,2020,-5954404352
abc,SAU,1969,4469440512
abc,SAU,1970,46033911808
abc,SAU,1971,25543180288
abc,SAU,1972,34411986944
abc,SAU,1973,44590219264
abc,SAU,1974,37173968896
abc,SAU,1975,-23772069888
abc,SAU,1976,43211227136
abc,SAU,1977,20264648704
abc,SAU,1978,-15969714176
abc,SAU,1979,34563948544
abc,SAU,1980,18344738816
abc,SAU,1981,6662324224
abc,SAU,1982,-72461549568
abc,SAU,1983,-44476710912
abc,SAU,1984,-10843144192
abc,SAU,1985,-21721235456
abc,SAU,1986,34033729536
abc,SAU,1987,-15525494784
abc,SAU,1988,28651290624
abc,SAU,1989,-1243496448
abc,SAU,1990,37370445824
abc,SAU,1991,42522574848
abc,SAU,1992,12993691648
abc,SAU,1993,-4621041664
abc,SAU,1994,1867415552
abc,SAU,1995,712802304
abc,SAU,1996,8883142656
abc,SAU,1997,3815702528
abc,SAU,1998,10112565248
abc,SAU,1999,-13533609984
abc,SAU,2000,19468910592
abc,SAU,2001,-4425940992
abc,SAU,2002,-10180919296
abc,SAU,2003,39454015488
abc,SAU,2004,31070126080
abc,SAU,2005,23492329472
abc,SAU,2006,12407472128
abc,SAU,2007,8448278528
abc,SAU,2008,29112860672
abc,SAU,2009,-10191962112
abc,SAU,2010,24428576768
abc,SAU,2011,50901123072
abc,SAU,2012,30308040704
abc,SAU,2013,15935930368
abc,SAU,2014,22145597440
abc,SAU,2015,25807224832
abc,SAU,2016,10930421760
abc,SAU,2017,-4932501504
abc,SAU,2018,16071655424
abc,SAU,2019,2241658880
abc,SAU,2020,-27866497024
abc,SYR,1961,259527424
abc,SYR,1962,651095552
abc,SYR,1963,-286087680
abc,SYR,1964,280016896
abc,SYR,1965,75885056
abc,SYR,1966,-258580480
abc,SYR,1967,257437952
abc,SYR,1968,125856000
abc,SYR,1969,657036288
abc,SYR,1970,-74711040
abc,SYR,1971,365681664
abc,SYR,1972,1141607936
abc,SYR,1973,-585313792
abc,SYR,1974,1291117056
abc,SYR,1975,1029538816
abc,SYR,1976,897737216
abc,SYR,1977,-147984384
abc,SYR,1978,802919424
abc,SYR,1979,78839808
abc,SYR,1980,1299537920
abc,SYR,1981,795454464
abc,SYR,1982,308258816
abc,SYR,1983,263604224
abc,SYR,1984,-884673536
abc,SYR,1985,1004230656
abc,SYR,1986,-933970944
abc,SYR,1987,181851136
abc,SYR,1988,1979713536
abc,SYR,1989,-1770232832
abc,SYR,1990,418871296
abc,SYR,1991,890840064
abc,SYR,1992,1623001088
abc,SYR,1993,869354496
abc,SYR,1994,1082182656
abc,SYR,1995,1130250240
abc,SYR,1996,1691531264
abc,SYR,1997,949856256
abc,SYR,1998,1347356672
abc,SYR,1999,-753485824
abc,SYR,2000,138174464
abc,SYR,2001,215625728
abc,SYR,2002,822790144
abc,SYR,2003,1558134784
abc,SYR,2004,1600489472
abc,SYR,2005,1540472832
abc,SYR,2006,1328488448
abc,SYR,2007,1569310720
abc,SYR,2008,1308276736
abc,SYR,2009,1805103104
abc,SYR,2010,1678942208
abc,SYR,2011,969478144
abc,SYR,2012,-9215004672
abc,SYR,2013,-6777831424
abc,SYR,2014,-1958273024
abc,SYR,2015,-542954496
abc,SYR,2016,-928575488
abc,SYR,2017,-113222656
abc,SYR,2018,228009984
abc,SYR,2019,587586560
abc,TUR,1961,797057024
abc,TUR,1962,3885645824
abc,TUR,1963,6675324928
abc,TUR,1964,4383801344
abc,TUR,1965,2391162880
abc,TUR,1966,9763921920
abc,TUR,1967,4583063552
abc,TUR,1968,6874595328
abc,TUR,1969,4419878912
abc,TUR,1970,3644801024
abc,TUR,1971,6477651968
abc,TUR,1972,9121996800
abc,TUR,1973,4305108992
abc,TUR,1974,7623540736
abc,TUR,1975,10323034112
abc,TUR,1976,16132800512
abc,TUR,1977,5803212800
abc,TUR,1978,2647441408
abc,TUR,1979,-1115914240
abc,TUR,1980,-4348526592
abc,TUR,1981,8418263040
abc,TUR,1982,6476267520
abc,TUR,1983,9357033472
abc,TUR,1984,13262028800
abc,TUR,1985,8942796800
abc,TUR,1986,15411822592
abc,TUR,1987,22310273024
abc,TUR,1988,5976211456
abc,TUR,1989,764772352
abc,TUR,1990,24486182912
abc,TUR,1991,2079752192
abc,TUR,1992,14644641792
abc,TUR,1993,23371907072
abc,TUR,1994,-15350595584
abc,TUR,1995,24697307136
abc,TUR,1996,24956796928
abc,TUR,1997,27517550592
abc,TUR,1998,9391996928
abc,TUR,1999,-13054312448
abc,TUR,2000,26831355904
abc,TUR,2001,-23795073024
abc,TUR,2002,25148162048
abc,TUR,2003,23927652352
abc,TUR,2004,43014717440
abc,TUR,2005,43353899008
abc,TUR,2006,36510040064
abc,TUR,2007,28343795712
abc,TUR,2008,4811390976
abc,TUR,2009,-28704636928
abc,TUR,2010,47734259712
abc,TUR,2011,68787830784
abc,TUR,2012,32703447040
abc,TUR,2013,60729786368
abc,TUR,2014,38351536128
abc,TUR,2015,49573003264
abc,TUR,2016,28721938432
abc,TUR,2017,66995748864
abc,TUR,2018,28607905792
abc,TUR,2019,8794865664
abc,TUR,2020,17889492992
abc,TKM,1988,1006973952
abc,TKM,1989,-431560704
abc,TKM,1990,3435877376
abc,TKM,1991,-605407232
abc,TKM,1992,-1876819968
abc,TKM,1993,159955968
abc,TKM,1994,-1872486400
abc,TKM,1995,-644491264
abc,TKM,1996,556550144
abc,TKM,1997,-1010414080
abc,TKM,1998,557553664
abc,TKM,1999,1387719168
abc,TKM,2000,535866368
abc,TKM,2001,448892928
abc,TKM,2002,27731968
abc,TKM,2003,353380352
abc,TKM,2004,558246912
abc,TKM,2005,1527882752
abc,TKM,2006,1453978624
abc,TKM,2007,1626172416
abc,TKM,2008,2400552960
abc,TKM,2009,1142581248
abc,TKM,2010,1828356096
abc,TKM,2011,3190161408
abc,TKM,2012,2763005952
abc,TKM,2013,2820804608
abc,TKM,2014,3139002368
abc,TKM,2015,2184960000
abc,TKM,2016,2219581440
abc,TKM,2017,2471251968
abc,TKM,2018,2510413824
abc,TKM,2019,2709061632
abc,ARE,1976,9012064256
abc,ARE,1977,13622956032
abc,ARE,1978,-1226612736
abc,ARE,1979,15888998400
abc,ARE,1980,21923545088
abc,ARE,1981,5299847168
abc,ARE,1982,-7999389696
abc,ARE,1983,-5270290432
abc,ARE,1984,4249165824
abc,ARE,1985,-3955007488
abc,ARE,1986,-15866855424
abc,ARE,1987,3050823680
abc,ARE,1988,-2442371072
abc,ARE,1989,11204870144
abc,ARE,1990,18698502144
abc,ARE,1991,1038286848
abc,ARE,1992,4072751104
abc,ARE,1993,1586970624
abc,ARE,1994,8786944000
abc,ARE,1995,9109233664
abc,ARE,1996,8425914368
abc,ARE,1997,12591939584
abc,ARE,1998,485670912
abc,ARE,1999,4841406464
abc,ARE,2000,18629672960
abc,ARE,2001,2662301696
abc,ARE,2002,4695375872
abc,ARE,2003,17393975296
abc,ARE,2004,20571717632
abc,ARE,2005,11439292416
abc,ARE,2006,24303255552
abc,ARE,2007,8640987136
abc,ARE,2008,8937013248
abc,ARE,2009,-15148515328
abc,ARE,2010,4388356096
abc,ARE,2011,19273220096
abc,ARE,2012,13336838144
abc,ARE,2013,15704096768
abc,ARE,2014,14398357504
abc,ARE,2015,17249927168
abc,ARE,2016,10687512576
abc,ARE,2017,8754200576
abc,ARE,2018,4492623872
abc,ARE,2019,13034422272
abc,ARE,2020,-24237637632
abc,UZB,1988,2566975488
abc,UZB,1989,947679232
abc,UZB,1990,505665536
abc,UZB,1991,-157980672
abc,UZB,1992,-3578597376
abc,UZB,1993,-652582912
abc,UZB,1994,-1441468416
abc,UZB,1995,-236513280
abc,UZB,1996,442724352
abc,UZB,1997,1377236992
abc,UZB,1998,1198090240
abc,UZB,1999,1249607680
abc,UZB,2000,1162397696
abc,UZB,2001,1310470144
abc,UZB,2002,1302634496
abc,UZB,2003,1442721792
abc,UZB,2004,2646515712
abc,UZB,2005,2653167616
abc,UZB,2006,3042275328
abc,UZB,2007,4155850752
abc,UZB,2008,4336369664
abc,UZB,2009,4215681024
abc,UZB,2010,4298354688
abc,UZB,2011,4581056512
abc,UZB,2012,4649099264
abc,UZB,2013,5115379712
abc,UZB,2014,5170659328
abc,UZB,2015,5803376640
abc,UZB,2016,5113290752
abc,UZB,2017,4013309952
abc,UZB,2018,5104533504
abc,UZB,2019,5734039552
abc,UZB,2020,1820418048
abc,YEM,1991,1505286144
abc,YEM,1992,2086651904
abc,YEM,1993,1100943360
abc,YEM,1994,1923217408
abc,YEM,1995,1731100672
abc,YEM,1996,1495486464
abc,YEM,1997,1766066176
abc,YEM,1998,2133991424
abc,YEM,1999,1421897728
abc,YEM,2000,2416066560
abc,YEM,2001,1578467328
abc,YEM,2002,1695191040
abc,YEM,2003,1677803520
abc,YEM,2004,1845329920
abc,YEM,2005,2700570624
abc,YEM,2006,1616789504
abc,YEM,2007,1756446720
abc,YEM,2008,1983164416
abc,YEM,2009,2178719744
abc,YEM,2010,4508262400
abc,YEM,2011,-8015372288
abc,YEM,2012,1316667392
abc,YEM,2013,2717552640
abc,YEM,2014,-111366144
abc,YEM,2015,-16501964800
abc,YEM,2016,-3979280384
abc,YEM,2017,-1950908416
abc,YEM,2018,274755584
