Entity,Code,Year,2_1_EnergyPC
Pakistan,PAK,1980,1919.3859
Pakistan,PAK,1981,1974.3529
Pakistan,PAK,1982,2089.2024
Pakistan,PAK,1983,2153.6218
Pakistan,PAK,1984,2208.313
Pakistan,PAK,1985,2246.2964
Pakistan,PAK,1986,2298.183
Pakistan,PAK,1987,2488.094
Pakistan,PAK,1988,2552.25
Pakistan,PAK,1989,2617.0308
Pakistan,PAK,1990,2646.9731
Pakistan,PAK,1991,2715.5283
Pakistan,PAK,1992,2778.575
Pakistan,PAK,1993,2997.4011
Pakistan,PAK,1994,3012.7393
Pakistan,PAK,1995,3085.091
Pakistan,PAK,1996,3187.431
Pakistan,PAK,1997,2992.1724
Pakistan,PAK,1998,3119.7485
Pakistan,PAK,1999,3164.5933
Pakistan,PAK,2000,3133.7341
Pakistan,PAK,2001,3109.8933
Pakistan,PAK,2002,3148.9678
Pakistan,PAK,2003,3355.3328
Pakistan,PAK,2004,3651.1396
Pakistan,PAK,2005,3707.498
Pakistan,PAK,2006,3826.2024
Pakistan,PAK,2007,3981.9292
Pakistan,PAK,2008,3915.4011
Pakistan,PAK,2009,3879.5596
Pakistan,PAK,2010,3809.4282
Pakistan,PAK,2011,3727.3542
Pakistan,PAK,2012,3401.6624
Pakistan,PAK,2013,3661.0076
Pakistan,PAK,2014,3725.9507
Pakistan,PAK,2015,3867.1929
Pakistan,PAK,2016,4166.764
Pakistan,PAK,2017,4352.83
Pakistan,PAK,2018,4421.49
Pakistan,PAK,2019,4404.6714
Pakistan,PAK,2020,4297.9307
Pakistan,PAK,2021,4629.6455
Palestine,PSE,1997,955.9358
Palestine,PSE,1998,1461.7466
Palestine,PSE,1999,1442.2386
Palestine,PSE,2000,1835.8002
Palestine,PSE,2001,2421.3308
Palestine,PSE,2002,2188.22
Palestine,PSE,2003,2295.4783
Palestine,PSE,2004,3414.6423
Palestine,PSE,2005,4088.9658
Palestine,PSE,2006,3524.3474
Palestine,PSE,2007,3541.6948
Palestine,PSE,2008,3315.8662
Palestine,PSE,2009,3321.9868
Palestine,PSE,2010,3243.1157
Palestine,PSE,2011,3521.862
Palestine,PSE,2012,3441.919
Palestine,PSE,2013,3571.7852
Palestine,PSE,2014,3765.7742
Palestine,PSE,2015,4080.1665
Palestine,PSE,2016,4162.7056
Palestine,PSE,2017,4082.3706
Palestine,PSE,2018,4063.8555
Palestine,PSE,2019,4049.5115
Qatar,QAT,1965,21756.164
Qatar,QAT,1966,19430.738
Qatar,QAT,1967,24661.674
Qatar,QAT,1968,69216.58
Qatar,QAT,1969,96804.08
Qatar,QAT,1970,97659.59
Qatar,QAT,1971,86251.234
Qatar,QAT,1972,85614.086
Qatar,QAT,1973,110058.05
Qatar,QAT,1974,87624.805
Qatar,QAT,1975,120199.266
Qatar,QAT,1976,71373.05
Qatar,QAT,1977,92358.92
Qatar,QAT,1978,82619.99
Qatar,QAT,1979,193431.44
Qatar,QAT,1980,192352.05
Qatar,QAT,1981,173140.17
Qatar,QAT,1982,189790.95
Qatar,QAT,1983,187175.97
Qatar,QAT,1984,202180.12
Qatar,QAT,1985,180687.2
Qatar,QAT,1986,188500.67
Qatar,QAT,1987,175773.95
Qatar,QAT,1988,178426.89
Qatar,QAT,1989,182110.92
Qatar,QAT,1990,178492.95
Qatar,QAT,1991,198934.97
Qatar,QAT,1992,306146.34
Qatar,QAT,1993,317440.5
Qatar,QAT,1994,312625
Qatar,QAT,1995,302813.4
Qatar,QAT,1996,217083.5
Qatar,QAT,1997,227695.78
Qatar,QAT,1998,232336.03
Qatar,QAT,1999,245009.36
Qatar,QAT,2000,207755.62
Qatar,QAT,2001,189988.27
Qatar,QAT,2002,199144
Qatar,QAT,2003,217673.23
Qatar,QAT,2004,253062.6
Qatar,QAT,2005,262585.7
Qatar,QAT,2006,230796.02
Qatar,QAT,2007,207280.52
Qatar,QAT,2008,196001
Qatar,QAT,2009,178237.73
Qatar,QAT,2010,194851.4
Qatar,QAT,2011,216570.58
Qatar,QAT,2012,232492.97
Qatar,QAT,2013,236246
Qatar,QAT,2014,234557.17
Qatar,QAT,2015,245265.89
Qatar,QAT,2016,223238.83
Qatar,QAT,2017,206872.58
Qatar,QAT,2018,202551.47
Qatar,QAT,2019,208448
Qatar,QAT,2020,186472.19
Qatar,QAT,2021,199137.94
Saudi Arabia,SAU,1965,47226.984
Saudi Arabia,SAU,1966,46068.15
Saudi Arabia,SAU,1967,44929.094
Saudi Arabia,SAU,1968,43806.656
Saudi Arabia,SAU,1969,42714.965
Saudi Arabia,SAU,1970,43047.36
Saudi Arabia,SAU,1971,41157.684
Saudi Arabia,SAU,1972,41962.848
Saudi Arabia,SAU,1973,42461.61
Saudi Arabia,SAU,1974,42674.32
Saudi Arabia,SAU,1975,32068.316
Saudi Arabia,SAU,1976,35193.492
Saudi Arabia,SAU,1977,39492.14
Saudi Arabia,SAU,1978,41836.26
Saudi Arabia,SAU,1979,48217.64
Saudi Arabia,SAU,1980,41282.758
Saudi Arabia,SAU,1981,46940.113
Saudi Arabia,SAU,1982,49267.504
Saudi Arabia,SAU,1983,50909.332
Saudi Arabia,SAU,1984,58105.363
Saudi Arabia,SAU,1985,56611.3
Saudi Arabia,SAU,1986,58194.637
Saudi Arabia,SAU,1987,59031.215
Saudi Arabia,SAU,1988,59147.16
Saudi Arabia,SAU,1989,55789.254
Saudi Arabia,SAU,1990,58003.78
Saudi Arabia,SAU,1991,58390.523
Saudi Arabia,SAU,1992,56810.156
Saudi Arabia,SAU,1993,56193.2
Saudi Arabia,SAU,1994,63132.098
Saudi Arabia,SAU,1995,59823.926
Saudi Arabia,SAU,1996,60202.79
Saudi Arabia,SAU,1997,59696.375
Saudi Arabia,SAU,1998,61183.168
Saudi Arabia,SAU,1999,60706.84
Saudi Arabia,SAU,2000,61950.85
Saudi Arabia,SAU,2001,64399.926
Saudi Arabia,SAU,2002,65480.074
Saudi Arabia,SAU,2003,67781.14
Saudi Arabia,SAU,2004,71949.19
Saudi Arabia,SAU,2005,72097.35
Saudi Arabia,SAU,2006,72123.86
Saudi Arabia,SAU,2007,72369.45
Saudi Arabia,SAU,2008,76374.43
Saudi Arabia,SAU,2009,77067.54
Saudi Arabia,SAU,2010,82508.1
Saudi Arabia,SAU,2011,84609.9
Saudi Arabia,SAU,2012,87771.18
Saudi Arabia,SAU,2013,86307.91
Saudi Arabia,SAU,2014,91069.234
Saudi Arabia,SAU,2015,92157.3
Saudi Arabia,SAU,2016,92738.79
Saudi Arabia,SAU,2017,89988.6
Saudi Arabia,SAU,2018,86800.54
Saudi Arabia,SAU,2019,83662.83
Saudi Arabia,SAU,2020,81913.86
Saudi Arabia,SAU,2021,83635.4
Syria,SYR,1980,9067.262
Syria,SYR,1981,9207.172
Syria,SYR,1982,9070.228
Syria,SYR,1983,9857.446
Syria,SYR,1984,10620.313
Syria,SYR,1985,10712.741
Syria,SYR,1986,10361.691
Syria,SYR,1987,11199.284
Syria,SYR,1988,11365.334
Syria,SYR,1989,11767.298
Syria,SYR,1990,13217.924
Syria,SYR,1991,11900.062
Syria,SYR,1992,11913.307
Syria,SYR,1993,12846.352
Syria,SYR,1994,13276.386
Syria,SYR,1995,12424.795
Syria,SYR,1996,13037.239
Syria,SYR,1997,13492.298
Syria,SYR,1998,14152.055
Syria,SYR,1999,14200.536
Syria,SYR,2000,13354.251
Syria,SYR,2001,12865.062
Syria,SYR,2002,13570.627
Syria,SYR,2003,12843.79
Syria,SYR,2004,13915.218
Syria,SYR,2005,15298.658
Syria,SYR,2006,15247.384
Syria,SYR,2007,14764.992
Syria,SYR,2008,14448.704
Syria,SYR,2009,13302.27
Syria,SYR,2010,13451.906
Syria,SYR,2011,11966.39
Syria,SYR,2012,9298.453
Syria,SYR,2013,7177.317
Syria,SYR,2014,6826.9824
Syria,SYR,2015,6352.633
Syria,SYR,2016,6267.527
Syria,SYR,2017,6299.887
Syria,SYR,2018,7239.9272
Syria,SYR,2019,6221.1094
Turkey,TUR,1965,2914.253
Turkey,TUR,1966,3261.024
Turkey,TUR,1967,3286.5618
Turkey,TUR,1968,3731.1516
Turkey,TUR,1969,3975.2007
Turkey,TUR,1970,4127.146
Turkey,TUR,1971,4466.0005
Turkey,TUR,1972,4878.6094
Turkey,TUR,1973,5406.582
Turkey,TUR,1974,5395.2124
Turkey,TUR,1975,5890.216
Turkey,TUR,1976,6498.48
Turkey,TUR,1977,6960.9546
Turkey,TUR,1978,7200.4688
Turkey,TUR,1979,6651.51
Turkey,TUR,1980,6770.3345
Turkey,TUR,1981,6695.795
Turkey,TUR,1982,7153.0205
Turkey,TUR,1983,7223.863
Turkey,TUR,1984,7435.625
Turkey,TUR,1985,7851.2905
Turkey,TUR,1986,8376.549
Turkey,TUR,1987,9357.895
Turkey,TUR,1988,10088.486
Turkey,TUR,1989,9710.353
Turkey,TUR,1990,10345.273
Turkey,TUR,1991,10370.724
Turkey,TUR,1992,10715.418
Turkey,TUR,1993,11443.642
Turkey,TUR,1994,10889.127
Turkey,TUR,1995,11981.616
Turkey,TUR,1996,12855.498
Turkey,TUR,1997,13231.365
Turkey,TUR,1998,13358.573
Turkey,TUR,1999,12813.21
