Entity,Code,Year,3_1_Research_frac_GDP
Georgia,GEO,1996,0.33087998628616333
Georgia,GEO,1997,0.3424000144004822
Georgia,GEO,1998,0.3538399934768677
Georgia,GEO,1999,0.28769001364707947
Georgia,GEO,2000,0.21529999375343323
Georgia,GEO,2001,0.23848000168800354
Georgia,GEO,2002,0.18573999404907227
Georgia,GEO,2003,0.2176000028848648
Georgia,GEO,2004,0.24420000612735748
Georgia,GEO,2005,0.17657999694347382
Georgia,GEO,2013,0.0785600021481514
Georgia,GEO,2014,0.1731799989938736
Georgia,GEO,2015,0.29927998781204224
Georgia,GEO,2016,0.28586000204086304
Georgia,GEO,2017,0.2702299952507019
Georgia,GEO,2018,0.2805199921131134
Iran,IRN,2001,0.5021799802780151
Iran,IRN,2002,0.4955799877643585
Iran,IRN,2003,0.5948399901390076
Iran,IRN,2004,0.5045300126075745
Iran,IRN,2005,0.6228399872779846
Iran,IRN,2006,0.5592100024223328
Iran,IRN,2008,0.6464700102806091
Iran,IRN,2009,0.27257999777793884
Iran,IRN,2010,0.2644200026988983
Iran,IRN,2012,0.31654998660087585
Iran,IRN,2013,0.2526699900627136
Iran,IRN,2015,0.41762998700141907
Iran,IRN,2017,0.830269992351532
Israel,ISR,1996,2.5905399322509766
Israel,ISR,1997,2.8073599338531494
Israel,ISR,1998,2.9189701080322266
Israel,ISR,1999,3.330080032348633
Israel,ISR,2000,3.9332900047302246
Israel,ISR,2001,4.184989929199219
Israel,ISR,2002,4.130670070648193
Israel,ISR,2003,3.8930399417877197
Israel,ISR,2004,3.8734400272369385
Israel,ISR,2005,4.048190116882324
Israel,ISR,2006,4.140970230102539
Israel,ISR,2007,4.42234992980957
Israel,ISR,2008,4.3422698974609375
Israel,ISR,2009,4.132929801940918
Israel,ISR,2010,3.9354100227355957
Israel,ISR,2011,4.01531982421875
Israel,ISR,2012,4.16146993637085
Israel,ISR,2013,4.096099853515625
Israel,ISR,2014,4.173980236053467
Israel,ISR,2015,4.265250205993652
Israel,ISR,2016,4.511769771575928
Israel,ISR,2017,4.816229820251465
Israel,ISR,2018,4.940790176391602
Jordan,JOR,2002,0.33223000168800354
Jordan,JOR,2008,0.42868998646736145
Jordan,JOR,2016,0.7078099846839905
Kazakhstan,KAZ,1997,0.29337000846862793
Kazakhstan,KAZ,1998,0.22039000689983368
Kazakhstan,KAZ,1999,0.18382999300956726
Kazakhstan,KAZ,2000,0.18104000389575958
Kazakhstan,KAZ,2001,0.22009000182151794
Kazakhstan,KAZ,2002,0.25508999824523926
Kazakhstan,KAZ,2003,0.2524600028991699
Kazakhstan,KAZ,2004,0.2483700066804886
Kazakhstan,KAZ,2005,0.2836099863052368
Kazakhstan,KAZ,2006,0.24280999600887299
Kazakhstan,KAZ,2007,0.2088399976491928
Kazakhstan,KAZ,2008,0.21653999388217926
Kazakhstan,KAZ,2009,0.22924000024795532
Kazakhstan,KAZ,2010,0.15341000258922577
Kazakhstan,KAZ,2011,0.15349000692367554
Kazakhstan,KAZ,2012,0.1652500033378601
Kazakhstan,KAZ,2013,0.17132000625133514
Kazakhstan,KAZ,2014,0.16721999645233154
Kazakhstan,KAZ,2015,0.16951000690460205
Kazakhstan,KAZ,2016,0.1417900025844574
Kazakhstan,KAZ,2017,0.1266700029373169
Kazakhstan,KAZ,2018,0.1168299987912178
Kuwait,KWT,1997,0.20537999272346497
Kuwait,KWT,1998,0.2579599916934967
Kuwait,KWT,1999,0.19763000309467316
Kuwait,KWT,2000,0.1254200041294098
Kuwait,KWT,2001,0.17883999645709991
Kuwait,KWT,2002,0.18001000583171844
Kuwait,KWT,2003,0.14347000420093536
Kuwait,KWT,2004,0.13009999692440033
Kuwait,KWT,2005,0.10083000361919403
Kuwait,KWT,2006,0.08478999882936478
Kuwait,KWT,2007,0.08585000038146973
Kuwait,KWT,2008,0.0855100005865097
Kuwait,KWT,2009,0.11213000118732452
Kuwait,KWT,2010,0.10140000283718109
Kuwait,KWT,2011,0.09895999729633331
Kuwait,KWT,2012,0.09720999747514725
Kuwait,KWT,2013,0.30153000354766846
Kuwait,KWT,2014,0.42704999446868896
Kuwait,KWT,2015,0.0966000035405159
Kuwait,KWT,2016,0.07985000312328339
Kuwait,KWT,2017,0.0803999975323677
Kuwait,KWT,2018,0.062380000948905945
Kyrgyzstan,KGZ,1997,0.193900004029274
Kyrgyzstan,KGZ,1998,0.21063999831676483
Kyrgyzstan,KGZ,1999,0.1799200028181076
Kyrgyzstan,KGZ,2000,0.15636999905109406
Kyrgyzstan,KGZ,2001,0.1718900054693222
Kyrgyzstan,KGZ,2002,0.1981000006198883
Kyrgyzstan,KGZ,2003,0.22271999716758728
Kyrgyzstan,KGZ,2004,0.19925999641418457
Kyrgyzstan,KGZ,2005,0.19860999286174774
Kyrgyzstan,KGZ,2006,0.23014000058174133
Kyrgyzstan,KGZ,2007,0.2342499941587448
Kyrgyzstan,KGZ,2008,0.19017000496387482
Kyrgyzstan,KGZ,2009,0.1599700003862381
Kyrgyzstan,KGZ,2010,0.15546999871730804
Kyrgyzstan,KGZ,2011,0.15633000433444977
Kyrgyzstan,KGZ,2012,0.16609999537467957
Kyrgyzstan,KGZ,2013,0.14914000034332275
Kyrgyzstan,KGZ,2014,0.12535999715328217
Kyrgyzstan,KGZ,2015,0.11902999877929688
Kyrgyzstan,KGZ,2016,0.11121000349521637
Kyrgyzstan,KGZ,2017,0.10706999897956848
Kyrgyzstan,KGZ,2018,0.10107000172138214
Oman,OMN,2011,0.1362999975681305
Oman,OMN,2012,0.20857000350952148
Oman,OMN,2013,0.1695600003004074
Oman,OMN,2014,0.2125300019979477
Oman,OMN,2015,0.2516300082206726
Oman,OMN,2016,0.26034000515937805
Oman,OMN,2017,0.22819000482559204
Oman,OMN,2018,0.21966999769210815
Pakistan,PAK,1997,0.15565000474452972
Pakistan,PAK,1998,0.10919000208377838
Pakistan,PAK,1999,0.11590000241994858
Pakistan,PAK,2000,0.11565999686717987
Pakistan,PAK,2001,0.15164999663829803
Pakistan,PAK,2002,0.1988700032234192
Pakistan,PAK,2005,0.3984900116920471
Pakistan,PAK,2007,0.6324999928474426
Pakistan,PAK,2009,0.448060005903244
Pakistan,PAK,2011,0.32916998863220215
Pakistan,PAK,2013,0.29284998774528503
Pakistan,PAK,2015,0.24605000019073486
Pakistan,PAK,2017,0.2362699955701828
Palestine,PSE,2007,0.20833000540733337
Palestine,PSE,2008,0.1633799970149994
Palestine,PSE,2009,0.3965499997138977
Palestine,PSE,2010,0.3927299976348877
Palestine,PSE,2013,0.49219998717308044
Qatar,QAT,2012,0.47859999537467957
Qatar,QAT,2015,0.5188300013542175
Qatar,QAT,2018,0.5090100169181824
Saudi Arabia,SAU,2003,0.06233000010251999
Saudi Arabia,SAU,2004,0.0531499981880188
Saudi Arabia,SAU,2005,0.04230000078678131
Saudi Arabia,SAU,2006,0.04244999960064888
Saudi Arabia,SAU,2007,0.04521000012755394
Saudi Arabia,SAU,2008,0.04901999980211258
Saudi Arabia,SAU,2009,0.0733800008893013
Saudi Arabia,SAU,2010,0.8840000033378601
Saudi Arabia,SAU,2011,0.8978400230407715
Saudi Arabia,SAU,2012,0.8768399953842163
Saudi Arabia,SAU,2013,0.8151599764823914
Syria,SYR,2015,0.02053000032901764
Turkey,TUR,1996,0.45159000158309937
Turkey,TUR,1997,0.4916900098323822
Turkey,TUR,1998,0.3622399866580963
Turkey,TUR,1999,0.45645999908447266
Turkey,TUR,2000,0.46783000230789185
Turkey,TUR,2001,0.5263800024986267
Turkey,TUR,2002,0.512939989566803
Turkey,TUR,2003,0.4694499969482422
Turkey,TUR,2004,0.5021499991416931
Turkey,TUR,2005,0.5693100094795227
Turkey,TUR,2006,0.5574899911880493
Turkey,TUR,2007,0.6918200254440308
Turkey,TUR,2008,0.6929200291633606
Turkey,TUR,2009,0.8094000220298767
Turkey,TUR,2010,0.7989199757575989
Turkey,TUR,2011,0.7998800277709961
Turkey,TUR,2012,0.8321700096130371
Turkey,TUR,2013,0.8182100057601929
Turkey,TUR,2014,0.8607699871063232
Turkey,TUR,2015,0.8815000057220459
Turkey,TUR,2016,0.9446399807929993
Turkey,TUR,2017,0.9597799777984619
United Arab Emirates,ARE,2011,0.48622000217437744
United Arab Emirates,ARE,2014,0.6935999989509583
United Arab Emirates,ARE,2015,0.895039975643158
United Arab Emirates,ARE,2016,0.9636600017547607
United Arab Emirates,ARE,2018,1.2783600091934204
Uzbekistan,UZB,2000,0.36063000559806824
Uzbekistan,UZB,2001,0.34544000029563904
Uzbekistan,UZB,2002,0.2935599982738495
Uzbekistan,UZB,2003,0.2682499885559082
Uzbekistan,UZB,2004,0.2704100012779236
Uzbekistan,UZB,2005,0.23740999400615692
Uzbekistan,UZB,2006,0.22394999861717224
Uzbekistan,UZB,2007,0.21720999479293823
Uzbekistan,UZB,2008,0.19354000687599182
Uzbekistan,UZB,2009,0.20315000414848328
Uzbekistan,UZB,2010,0.16449999809265137
Uzbekistan,UZB,2011,0.15841999650001526
Uzbekistan,UZB,2012,0.16459999978542328
Uzbekistan,UZB,2013,0.16439999639987946
Uzbekistan,UZB,2014,0.16171999275684357
Uzbekistan,UZB,2015,0.1737300008535385
Uzbekistan,UZB,2016,0.1815599948167801
Uzbekistan,UZB,2017,0.1556600034236908
Uzbekistan,UZB,2018,0.13003000617027283
