Entity,Code,Year,3_0_Energy_intensity
Saudi Arabia,SAU,2002,1.5944456564216616
Saudi Arabia,SAU,2003,1.4388899923162461
Saudi Arabia,SAU,2004,1.3416677188072206
Saudi Arabia,SAU,2005,1.3527788282108308
Saudi Arabia,SAU,2006,1.4111122188072205
Saudi Arabia,SAU,2007,1.4555566564216615
Saudi Arabia,SAU,2008,1.5000012264909746
Saudi Arabia,SAU,2009,1.6083346094036104
Saudi Arabia,SAU,2010,1.6888902188072206
Saudi Arabia,SAU,2011,1.6083346094036104
Saudi Arabia,SAU,2012,1.566667882912636
Saudi Arabia,SAU,2013,1.51666789059639
Saudi Arabia,SAU,2014,1.6138901641054155
Saudi Arabia,SAU,2015,1.6222235623855592
Saudi Arabia,SAU,2016,1.5833345470180513
Saudi Arabia,SAU,2017,1.6250012735090258
Saudi Arabia,SAU,2018,1.5500012188072205
Saudi Arabia,SAU,2019,1.5500012188072205
Syria,SYR,2000,4.2916700470180515
Syria,SYR,2001,4.2472256094036105
Syria,SYR,2002,4.166670000000001
Syria,SYR,2003,4.2750035153675086
Syria,SYR,2004,4.177781109403611
Syria,SYR,2005,4.730559530735016
Syria,SYR,2006,4.686115093120575
Syria,SYR,2007,4.6416701256866455
Syria,SYR,2008,4.525003874313355
Syria,SYR,2009,3.9805587188072207
Syria,SYR,2010,3.87778089059639
Syria,SYR,2011,4.3750035
Syria,SYR,2012,3.480558265825272
Syria,SYR,2013,2.425001812843323
Syria,SYR,2014,2.2527794846324922
Syria,SYR,2015,2.805557905963898
Syria,SYR,2016,3.133335765825272
Syria,SYR,2017,3.5277805470180517
Syria,SYR,2018,3.2555582341747287
Syria,SYR,2019,2.916669
Turkey,TUR,2000,0.9083340547018052
Turkey,TUR,2001,0.8888896132454873
Turkey,TUR,2002,0.8805562811927796
Turkey,TUR,2003,0.8833340585436822
Turkey,TUR,2004,0.8250006679472924
Turkey,TUR,2005,0.7888894961581231
Turkey,TUR,2006,0.8166673358945847
Turkey,TUR,2007,0.8388895547018052
Turkey,TUR,2008,0.8166673358945847
Turkey,TUR,2009,0.8555562188072205
Turkey,TUR,2010,0.8500006641054154
Turkey,TUR,2011,0.8111117811927796
Turkey,TUR,2012,0.8111117811927796
Turkey,TUR,2013,0.7305561717891694
Turkey,TUR,2014,0.7194449961581231
Turkey,TUR,2015,0.7361117264909744
Turkey,TUR,2016,0.7555561679472924
Turkey,TUR,2017,0.7527783905963898
Turkey,TUR,2018,0.7194449961581231
Turkey,TUR,2019,0.7250005508599282
Turkmenistan,TKM,2000,8.291673405963898
Turkmenistan,TKM,2001,6.741672187156678
Turkmenistan,TKM,2002,5.6250045
Turkmenistan,TKM,2003,7.538894750457764
Turkmenistan,TKM,2004,9.047229375228882
Turkmenistan,TKM,2005,7.80278406238556
Turkmenistan,TKM,2006,7.263894594036103
Turkmenistan,TKM,2007,6.483338562385559
Turkmenistan,TKM,2008,6.961116531650544
Turkmenistan,TKM,2009,5.761115656421662
Turkmenistan,TKM,2010,6.01944928119278
Turkmenistan,TKM,2011,5.708337688072205
Turkmenistan,TKM,2012,5.3194485940361025
Turkmenistan,TKM,2013,4.952781718807221
Turkmenistan,TKM,2014,4.583337
Turkmenistan,TKM,2015,4.444448
Turkmenistan,TKM,2016,4.177781109403611
Turkmenistan,TKM,2017,3.92500317178917
Turkmenistan,TKM,2018,3.7027807188072206
Turkmenistan,TKM,2019,3.575002828210831
United Arab Emirates,ARE,2000,1.1333342188072206
United Arab Emirates,ARE,2001,1.5555567735090257
United Arab Emirates,ARE,2002,1.5000012264909746
United Arab Emirates,ARE,2003,1.3555566717891694
United Arab Emirates,ARE,2004,1.2222232264909745
United Arab Emirates,ARE,2005,1.2416676017198565
United Arab Emirates,ARE,2006,1.175000945298195
United Arab Emirates,ARE,2007,1.2361120470180513
United Arab Emirates,ARE,2008,1.4166677735090256
United Arab Emirates,ARE,2009,1.6000013435783387
United Arab Emirates,ARE,2010,1.522223445298195
United Arab Emirates,ARE,2011,1.3972233982801439
United Arab Emirates,ARE,2012,1.4194456170873644
United Arab Emirates,ARE,2013,1.4250011717891695
United Arab Emirates,ARE,2014,1.5000012264909746
United Arab Emirates,ARE,2015,1.5444456641054154
United Arab Emirates,ARE,2016,1.65555689059639
United Arab Emirates,ARE,2017,1.2611121094036104
United Arab Emirates,ARE,2018,1.1416676170873643
United Arab Emirates,ARE,2019,0.9333340508599283
Uzbekistan,UZB,2000,7.833339811927796
Uzbekistan,UZB,2001,7.600006249542237
Uzbekistan,UZB,2002,7.575006187156678
Uzbekistan,UZB,2003,7.033338875228883
Uzbekistan,UZB,2004,6.469449874313355
Uzbekistan,UZB,2005,5.716671218807221
Uzbekistan,UZB,2006,5.494449030735017
Uzbekistan,UZB,2007,4.900003750457764
Uzbekistan,UZB,2008,4.6250035940361025
Uzbekistan,UZB,2009,3.908336375228882
Uzbekistan,UZB,2010,3.9500032341747287
Uzbekistan,UZB,2011,3.7750030623855593
Uzbekistan,UZB,2012,3.0666691094036107
Uzbekistan,UZB,2013,2.8194465940361026
Uzbekistan,UZB,2014,2.452779718807221
Uzbekistan,UZB,2015,2.1833351170873643
Uzbekistan,UZB,2016,2.172224007683754
Uzbekistan,UZB,2017,2.1888906717891694
Uzbekistan,UZB,2018,2.513890952981949
Uzbekistan,UZB,2019,2.325001828210831
Yemen,YEM,2000,0.7842038388290405
Yemen,YEM,2001,0.8379110443339348
Yemen,YEM,2002,0.7809452502923012
Yemen,YEM,2003,0.8363429773302079
Yemen,YEM,2004,0.8779804975218773
Yemen,YEM,2005,0.8856407601418496
Yemen,YEM,2006,0.9190213085145951
Yemen,YEM,2007,0.8703470570135118
Yemen,YEM,2008,0.8824107156300546
Yemen,YEM,2009,0.9389482830700875
Yemen,YEM,2010,0.8792926617126465
Yemen,YEM,2011,0.8781055349211694
Yemen,YEM,2012,0.775097102777958
Yemen,YEM,2013,1.0259887505583765
Yemen,YEM,2014,0.8920577351045609
Yemen,YEM,2015,0.569543896771431
