Entity,Code,Year,1_1_Fertilizer_kg_ha
Lebanon,LBN,1966,97.08737946
Lebanon,LBN,1967,104.3148117
Lebanon,LBN,1968,106.9557495
Lebanon,LBN,1969,143.4782562
Lebanon,LBN,1970,187.2340393
Lebanon,LBN,1971,199.5833282
Lebanon,LBN,1972,230.8333282
Lebanon,LBN,1973,303.0625
Lebanon,LBN,1974,176.8776398
Lebanon,LBN,1975,55.55555725
Lebanon,LBN,1976,138.9610443
Lebanon,LBN,1977,122.3684235
Lebanon,LBN,1978,140.625
Lebanon,LBN,1979,204.5454559
Lebanon,LBN,1980,126.6666641
Lebanon,LBN,1981,167.6190491
Lebanon,LBN,1982,233.6538391
Lebanon,LBN,1983,201.4423065
Lebanon,LBN,1984,242.3557739
Lebanon,LBN,1985,175
Lebanon,LBN,1986,88
Lebanon,LBN,1987,107.4468079
Lebanon,LBN,1988,121.5053787
Lebanon,LBN,1989,150
Lebanon,LBN,1990,138.797821
Lebanon,LBN,1991,164.0883942
Lebanon,LBN,1992,188.8888855
Lebanon,LBN,1993,201.1111145
Lebanon,LBN,1994,155.5555573
Lebanon,LBN,1995,244.4444427
Lebanon,LBN,1996,306.0109253
Lebanon,LBN,1997,336.4432373
Lebanon,LBN,1998,340.6417236
Lebanon,LBN,1999,493.7984619
Lebanon,LBN,2000,405.0930176
Lebanon,LBN,2001,488.1416626
Lebanon,LBN,2002,263.400238
Lebanon,LBN,2003,234.3497009
Lebanon,LBN,2004,254.5635376
Lebanon,LBN,2005,155.1539917
Lebanon,LBN,2006,113.5149994
Lebanon,LBN,2007,173.0084229
Lebanon,LBN,2008,163.4091797
Lebanon,LBN,2009,167.191864
Lebanon,LBN,2010,223.7985992
Lebanon,LBN,2011,340.3886414
Lebanon,LBN,2012,240.4640961
Lebanon,LBN,2013,209.0532532
Lebanon,LBN,2014,220.6734924
Lebanon,LBN,2015,281.9759216
Lebanon,LBN,2016,292.9200134
Lebanon,LBN,2017,337.5129395
Lebanon,LBN,2018,286.3648376
Oman,OMN,1973,5.695652008
Oman,OMN,1974,7.695652008
Oman,OMN,1975,18.52173996
Oman,OMN,1976,18.69565201
Oman,OMN,1977,21.73913002
Oman,OMN,1978,12.08695698
Oman,OMN,1979,54.60869598
Oman,OMN,1980,46.13043594
Oman,OMN,1981,41.69565201
Oman,OMN,1982,72.86956787
Oman,OMN,1983,51.29629517
Oman,OMN,1984,34.07407379
Oman,OMN,1985,101.6551743
Oman,OMN,1986,59
Oman,OMN,1987,59.96969604
Oman,OMN,1988,160.969696
Oman,OMN,1989,151.9428558
Oman,OMN,1990,270.8285828
Oman,OMN,1991,232.7714233
Oman,OMN,1992,228.5714264
Oman,OMN,1993,310.3448181
Oman,OMN,1994,262.0689697
Oman,OMN,1995,278.5714417
Oman,OMN,1996,239.5357208
Oman,OMN,1997,187.2413788
Oman,OMN,1998,263.0322571
Oman,OMN,1999,236.2580719
Oman,OMN,2000,185.6774139
Oman,OMN,2001,335.612915
Oman,OMN,2002,388.194519
Oman,OMN,2003,205.1570892
Oman,OMN,2004,492.3638
Oman,OMN,2005,597.774292
Oman,OMN,2006,795.2807617
Oman,OMN,2007,602.138916
Oman,OMN,2008,808.6716919
Oman,OMN,2009,432.2686462
Oman,OMN,2010,542.2962036
Oman,OMN,2011,440.3604431
Oman,OMN,2012,525.3157349
Oman,OMN,2013,491.7262573
Oman,OMN,2014,497.2829285
Oman,OMN,2015,396.961853
Oman,OMN,2016,512.7424927
Oman,OMN,2017,332.6950989
Oman,OMN,2018,316.7516174
Pakistan,PAK,1961,1.378646135
Pakistan,PAK,1962,1.347996116
Pakistan,PAK,1963,2.220956802
Pakistan,PAK,1964,2.730000019
Pakistan,PAK,1965,2.197225571
Pakistan,PAK,1966,3.466645956
Pakistan,PAK,1967,5.89384079
Pakistan,PAK,1968,7.642892838
Pakistan,PAK,1969,10.0756712
Pakistan,PAK,1970,9.22495079
Pakistan,PAK,1971,12.59722996
Pakistan,PAK,1972,14.38233376
Pakistan,PAK,1973,12.90227509
Pakistan,PAK,1974,13.9371109
Pakistan,PAK,1975,17.98217583
Pakistan,PAK,1976,20.72554207
Pakistan,PAK,1977,23.40731049
Pakistan,PAK,1978,28.24398041
Pakistan,PAK,1979,31.771595
Pakistan,PAK,1980,33.62516403
Pakistan,PAK,1981,34.65487671
Pakistan,PAK,1982,37.54725266
Pakistan,PAK,1983,38.79825974
Pakistan,PAK,1984,39.02223587
Pakistan,PAK,1985,47.65433502
Pakistan,PAK,1986,59.23025894
Pakistan,PAK,1987,55.04639816
Pakistan,PAK,1988,58.134758
Pakistan,PAK,1989,62.15472031
Pakistan,PAK,1990,63.62685776
Pakistan,PAK,1991,63.20473099
Pakistan,PAK,1992,71.78860474
Pakistan,PAK,1993,71.01488495
Pakistan,PAK,1994,72.18419647
Pakistan,PAK,1995,82.57137299
Pakistan,PAK,1996,78.98458099
Pakistan,PAK,1997,85.67442322
Pakistan,PAK,1998,82.84228516
Pakistan,PAK,1999,91.06396484
Pakistan,PAK,2000,95.4413681
Pakistan,PAK,2001,94.07188416
Pakistan,PAK,2002,97.78475189
Pakistan,PAK,2003,100.9701843
Pakistan,PAK,2004,110.7789536
Pakistan,PAK,2005,123.4834595
Pakistan,PAK,2006,125.7302475
Pakistan,PAK,2007,118.4234924
Pakistan,PAK,2008,119.1546478
Pakistan,PAK,2009,144.3274231
Pakistan,PAK,2010,138.3047333
Pakistan,PAK,2011,128.5226898
Pakistan,PAK,2012,117.3623657
Pakistan,PAK,2013,135.7025909
Pakistan,PAK,2014,134.8541412
Pakistan,PAK,2015,137.4715729
Pakistan,PAK,2016,144.5629578
Pakistan,PAK,2017,152.4789429
Pakistan,PAK,2018,155.9926605
Qatar,QAT,1975,100
Qatar,QAT,1976,150
Qatar,QAT,1977,150
Qatar,QAT,1978,414
Qatar,QAT,1979,300
Qatar,QAT,1980,200
Qatar,QAT,1981,168
Qatar,QAT,1982,126.6666641
Qatar,QAT,1983,119.7142868
Qatar,QAT,1984,75.25
Qatar,QAT,1985,72.5
Qatar,QAT,1986,62.5
Qatar,QAT,1987,55.55555725
Qatar,QAT,1988,66.66666412
Qatar,QAT,1989,127.7777786
Qatar,QAT,1990,138
Qatar,QAT,1991,166.6666718
Qatar,QAT,1992,125
Qatar,QAT,1993,153.8461609
Qatar,QAT,1994,461.5384521
Qatar,QAT,1995,461.5384521
Qatar,QAT,1996,90.15384674
Qatar,QAT,1997,89.61538696
Qatar,QAT,1998,76.92308044
Qatar,QAT,1999,61.53845978
Qatar,QAT,2000,38.46154022
Qatar,QAT,2001,67.66917419
Qatar,QAT,2002,131.3913116
Qatar,QAT,2003,86.20689392
Qatar,QAT,2004,86.20689392
Qatar,QAT,2005,86.20689392
Qatar,QAT,2006,76.92308044
Qatar,QAT,2007,76.92308044
Qatar,QAT,2008,318.1189575
Qatar,QAT,2009,88.8888855
Qatar,QAT,2010,335.0327759
Qatar,QAT,2011,178.7164917
Qatar,QAT,2012,163.2047424
Qatar,QAT,2013,64.93506622
Qatar,QAT,2014,66.22516632
Qatar,QAT,2015,209.1503296
Qatar,QAT,2016,216.7832184
Qatar,QAT,2017,242.8571472
Qatar,QAT,2018,242.8571472
Saudi Arabia,SAU,1961,3.508771896
Saudi Arabia,SAU,1962,3.448275805
Saudi Arabia,SAU,1963,3.389830589
Saudi Arabia,SAU,1964,4.083333492
Saudi Arabia,SAU,1965,4.366393566
Saudi Arabia,SAU,1966,6.647580624
Saudi Arabia,SAU,1967,1.587301612
Saudi Arabia,SAU,1968,2.403100729
Saudi Arabia,SAU,1969,3.030303001
Saudi Arabia,SAU,1970,3.455882311
Saudi Arabia,SAU,1971,1.785714269
Saudi Arabia,SAU,1972,1.733793139
Saudi Arabia,SAU,1973,5.627999783
Saudi Arabia,SAU,1974,5.131410122
Saudi Arabia,SAU,1975,5.740740776
Saudi Arabia,SAU,1976,4.232738018
Saudi Arabia,SAU,1977,4.602298737
Saudi Arabia,SAU,1978,8.060894012
Saudi Arabia,SAU,1979,11.90706539
Saudi Arabia,SAU,1980,21.67407417
Saudi Arabia,SAU,1981,34.75206375
Saudi Arabia,SAU,1982,47.36432266
Saudi Arabia,SAU,1983,97.79682159
Saudi Arabia,SAU,1984,111.2434006
Saudi Arabia,SAU,1985,134.6980438
Saudi Arabia,SAU,1986,152.3963013
Saudi Arabia,SAU,1987,155.7586212
Saudi Arabia,SAU,1988,148.5245972
Saudi Arabia,SAU,1989,152.1875
Saudi Arabia,SAU,1990,144.2477875
Saudi Arabia,SAU,1991,141.9390869
Saudi Arabia,SAU,1992,147.5616455
Saudi Arabia,SAU,1993,123.910675
Saudi Arabia,SAU,1994,98.17288971
Saudi Arabia,SAU,1995,77.7017746
Saudi Arabia,SAU,1996,86.94459534
Saudi Arabia,SAU,1997,88.21104431
Saudi Arabia,SAU,1998,90.73412323
Saudi Arabia,SAU,1999,96.54980469
Saudi Arabia,SAU,2000,107.5167007
Saudi Arabia,SAU,2001,106.5999985
Saudi Arabia,SAU,2002,101.5277786
Saudi Arabia,SAU,2003,106.1666641
Saudi Arabia,SAU,2004,114
Saudi Arabia,SAU,2005,95.91428375
Saudi Arabia,SAU,2006,106.0869598
Saudi Arabia,SAU,2007,114.4805603
Saudi Arabia,SAU,2008,69.18238831
Saudi Arabia,SAU,2009,65.70713043
Saudi Arabia,SAU,2010,62.89308167
Saudi Arabia,SAU,2011,63.4694519
Saudi Arabia,SAU,2012,61.59769058
Saudi Arabia,SAU,2013,90.15645599
Saudi Arabia,SAU,2014,79.62099457
Saudi Arabia,SAU,2015,87.65042877
Saudi Arabia,SAU,2016,89.21484375
Saudi Arabia,SAU,2017,81.23363495
Saudi Arabia,SAU,2018,81.23363495
Syria,SYR,1961,2.205499411
Syria,SYR,1962,2.119354725
Syria,SYR,1963,2.43650794
Syria,SYR,1964,2.61903286
Syria,SYR,1965,2.759539604
Syria,SYR,1966,2.968329668
Syria,SYR,1967,3.846153736
Syria,SYR,1968,5.471579552
Syria,SYR,1969,5.131199837
Syria,SYR,1970,7.157140255
Syria,SYR,1971,9.421108246
Syria,SYR,1972,8.558046341
Syria,SYR,1973,7.661801815
Syria,SYR,1974,9.272087097
Syria,SYR,1975,13.94126797
Syria,SYR,1976,14.86996174
Syria,SYR,1977,18.67538834
Syria,SYR,1978,20.40046692
Syria,SYR,1979,24.3967495
Syria,SYR,1980,24.34646225
Syria,SYR,1981,26.22028351
Syria,SYR,1982,29.3524971
Syria,SYR,1983,37.09858322
Syria,SYR,1984,41.3550148
Syria,SYR,1985,45.23918152
Syria,SYR,1986,49.11709595
Syria,SYR,1987,54.01706696
Syria,SYR,1988,58.27597809
Syria,SYR,1989,52.055233
Syria,SYR,1990,62.26612091
Syria,SYR,1991,59.86677933
Syria,SYR,1992,64.31326294
Syria,SYR,1993,70.86564636
Syria,SYR,1994,73.00395203
Syria,SYR,1995,71.23213196
Syria,SYR,1996,75.37223053
Syria,SYR,1997,77.20876312
Syria,SYR,1998,70.25547028
Syria,SYR,1999,78.87151337
Syria,SYR,2000,80.47116089
Syria,SYR,2001,64.58101654
Syria,SYR,2002,69.91835022
Syria,SYR,2003,75.84864807
Syria,SYR,2004,73.18120575
Syria,SYR,2005,84.9458847
Syria,SYR,2006,84.54111481
Syria,SYR,2007,80.64548492
Syria,SYR,2008,87.98999786
Syria,SYR,2009,65.42184448
Syria,SYR,2010,33.01685333
Syria,SYR,2011,49.72200775
Syria,SYR,2012,30.2423172
Syria,SYR,2013,13.55841923
Syria,SYR,2014,6.488886833
Syria,SYR,2015,0.751945496
Syria,SYR,2016,4.135853767
Syria,SYR,2017,3.493159533
Syria,SYR,2018,2.350008488
Turkey,TUR,1961,3.249685049
Turkey,TUR,1962,3.204746962
Turkey,TUR,1963,4.567357063
Turkey,TUR,1964,4.04419899
Turkey,TUR,1965,6.251583576
Turkey,TUR,1966,7.926041603
Turkey,TUR,1967,11.70057869
Turkey,TUR,1968,15.77490425
Turkey,TUR,1969,17.67520142
Turkey,TUR,1970,17.37385559
Turkey,TUR,1971,19.79942322
Turkey,TUR,1972,24.76831055
Turkey,TUR,1973,28.28955078
Turkey,TUR,1974,20.77632141
Turkey,TUR,1975,35.77846527
Turkey,TUR,1976,47.4214859
Turkey,TUR,1977,50.23038101
Turkey,TUR,1978,61.65469742
Turkey,TUR,1979,50.39549255
Turkey,TUR,1980,57.42675781
Turkey,TUR,1981,50.89353561
