Entity,Code,Year,3_1_Renewables_kWpc
Israel,ISR,1993,14.748051
Israel,ISR,1994,12.721117
Israel,ISR,1995,13.49302
Israel,ISR,1996,12.644612
Israel,ISR,1997,12.871516
Israel,ISR,1998,12.594713
Israel,ISR,1999,16.279457
Israel,ISR,2000,14.98567
Israel,ISR,2001,9.418997
Israel,ISR,2002,33.133995
Israel,ISR,2003,37.768528
Israel,ISR,2004,35.70604
Israel,ISR,2005,43.711327
Israel,ISR,2006,25.012993
Israel,ISR,2007,22.565546
Israel,ISR,2008,26.166534
Israel,ISR,2009,54.433754
Israel,ISR,2010,83.25127
Israel,ISR,2011,133.4313
Israel,ISR,2012,195.992
Israel,ISR,2013,212.95096
Israel,ISR,2014,349.52112
Israel,ISR,2015,464.92905
Israel,ISR,2016,634.61176
Israel,ISR,2017,634.77594
Israel,ISR,2018,688.6147
Israel,ISR,2019,1076.3241
Israel,ISR,2020,1384.3883
Israel,ISR,2021,1693.7766
Israel,ISR,2022,2175.225
Kazakhstan,KAZ,1985,999.6104
Kazakhstan,KAZ,1986,899.39844
Kazakhstan,KAZ,1987,1054.5575
Kazakhstan,KAZ,1988,1258.2485
Kazakhstan,KAZ,1989,1290.7751
Kazakhstan,KAZ,1990,1291.3815
Kazakhstan,KAZ,1991,1252.8291
Kazakhstan,KAZ,1992,1191.2332
Kazakhstan,KAZ,1993,1328.5789
Kazakhstan,KAZ,1994,1620.7056
Kazakhstan,KAZ,1995,1498.9773
Kazakhstan,KAZ,1996,1342.7499
Kazakhstan,KAZ,1997,1214.7246
Kazakhstan,KAZ,1998,1173.489
Kazakhstan,KAZ,1999,1188.513
Kazakhstan,KAZ,2000,1461.5948
Kazakhstan,KAZ,2001,1553.578
Kazakhstan,KAZ,2002,1691.5814
Kazakhstan,KAZ,2003,1622.4109
Kazakhstan,KAZ,2004,1495.7239
Kazakhstan,KAZ,2005,1436.799
Kazakhstan,KAZ,2006,1396.9316
Kazakhstan,KAZ,2007,1443.5486
Kazakhstan,KAZ,2008,1294.2626
Kazakhstan,KAZ,2009,1171.2554
Kazakhstan,KAZ,2010,1339.065
Kazakhstan,KAZ,2011,1289.527
Kazakhstan,KAZ,2012,1224.8386
Kazakhstan,KAZ,2013,1215.5209
Kazakhstan,KAZ,2014,1274.6552
Kazakhstan,KAZ,2015,1426.4626
Kazakhstan,KAZ,2016,1774.9178
Kazakhstan,KAZ,2017,1692.1359
Kazakhstan,KAZ,2018,1556.4642
Kazakhstan,KAZ,2019,1559.864
Kazakhstan,KAZ,2020,1651.3495
Kazakhstan,KAZ,2021,1715.7832
Kazakhstan,KAZ,2022,1805.6603
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Pakistan,PAK,1965,125.28261
Pakistan,PAK,1966,122.08506
Pakistan,PAK,1967,140.89604
Pakistan,PAK,1968,164.85115
Pakistan,PAK,1969,169.25146
Pakistan,PAK,1970,145.68898
Pakistan,PAK,1971,185.24986
Pakistan,PAK,1972,189.82457
Pakistan,PAK,1973,194.74425
Pakistan,PAK,1974,190.24573
Pakistan,PAK,1975,212.5365
Pakistan,PAK,1976,223.84648
Pakistan,PAK,1977,257.7509
Pakistan,PAK,1978,309.97525
Pakistan,PAK,1979,323.80197
Pakistan,PAK,1980,325.95712
Pakistan,PAK,1981,325.6554
Pakistan,PAK,1982,351.5951
Pakistan,PAK,1983,392.7019
Pakistan,PAK,1984,394.39062
Pakistan,PAK,1985,396.5314
Pakistan,PAK,1986,365.9958
Pakistan,PAK,1987,464.4304
Pakistan,PAK,1988,470.10822
Pakistan,PAK,1989,461.89383
Pakistan,PAK,1990,437.7399
Pakistan,PAK,1991,453.5334
Pakistan,PAK,1992,481.93118
Pakistan,PAK,1993,516.5975
Pakistan,PAK,1994,492.51218
Pakistan,PAK,1995,505.28003
Pakistan,PAK,1996,534.30475
Pakistan,PAK,1997,385.94934
Pakistan,PAK,1998,490.0226
Pakistan,PAK,1999,424.795
Pakistan,PAK,2000,355.49576
Pakistan,PAK,2001,354.99585
Pakistan,PAK,2002,383.81522
Pakistan,PAK,2003,447.39148
Pakistan,PAK,2004,462.83102
Pakistan,PAK,2005,504.1274
Pakistan,PAK,2006,483.383
Pakistan,PAK,2007,492.38016
Pakistan,PAK,2008,413.20926
Pakistan,PAK,2009,422.32324
Pakistan,PAK,2010,425.68942
Pakistan,PAK,2011,425.33878
Pakistan,PAK,2012,146.87657
Pakistan,PAK,2013,421.84015
Pakistan,PAK,2014,428.35
Pakistan,PAK,2015,432.1424
Pakistan,PAK,2016,458.59555
Pakistan,PAK,2017,417.13376
Pakistan,PAK,2018,412.7272
Pakistan,PAK,2019,480.85425
Pakistan,PAK,2020,510.93448
Pakistan,PAK,2021,482.18005
Pakistan,PAK,2022,460.81006
Qatar,QAT,1965,0
Qatar,QAT,1966,0
Qatar,QAT,1967,0
Qatar,QAT,1968,0
Qatar,QAT,1969,0
Qatar,QAT,1970,0
Qatar,QAT,1971,0
Qatar,QAT,1972,0
Qatar,QAT,1973,0
Qatar,QAT,1974,0
Qatar,QAT,1975,0
Qatar,QAT,1976,0
Qatar,QAT,1977,0
Qatar,QAT,1978,0
Qatar,QAT,1979,0
Qatar,QAT,1980,0
Qatar,QAT,1981,0
Qatar,QAT,1982,0
Qatar,QAT,1983,0
Qatar,QAT,1984,0
Qatar,QAT,1985,0
Qatar,QAT,1986,0
Qatar,QAT,1987,0
Qatar,QAT,1988,0
Qatar,QAT,1989,0
Qatar,QAT,1990,0
Qatar,QAT,1991,0
Qatar,QAT,1992,0
Qatar,QAT,1993,0
Qatar,QAT,1994,0
Qatar,QAT,1995,0
Qatar,QAT,1996,0
Qatar,QAT,1997,0
Qatar,QAT,1998,0
Qatar,QAT,1999,0
Saudi Arabia,SAU,1965,0
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Turkey,TUR,1965,215.54102
Turkey,TUR,1966,226.99889
Turkey,TUR,1967,229.97319
Turkey,TUR,1968,293.92136
Turkey,TUR,1969,309.73874
Turkey,TUR,1970,267.23685
Turkey,TUR,1971,226.49837
Turkey,TUR,1972,269.80237
Turkey,TUR,1973,218.97125
Turkey,TUR,1974,272.3345
Turkey,TUR,1975,457.7143
Turkey,TUR,1976,624.1362
Turkey,TUR,1977,629.30255
Turkey,TUR,1978,663.01184
Turkey,TUR,1979,715.18506
Turkey,TUR,1980,770.954
Turkey,TUR,1981,837.1553
Turkey,TUR,1982,911.66016
Turkey,TUR,1983,713.2212
Turkey,TUR,1984,826.5808
Turkey,TUR,1985,724.6196
Turkey,TUR,1986,701.47626
Turkey,TUR,1987,1077.4001
Turkey,TUR,1988,1641.2487
Turkey,TUR,1989,998.4916
Turkey,TUR,1990,1264.1616
Turkey,TUR,1991,1218.8379
Turkey,TUR,1992,1401.5325
Turkey,TUR,1993,1759.157
Turkey,TUR,1994,1557.687
Turkey,TUR,1995,1788.1599
Turkey,TUR,1996,1998.2513
Turkey,TUR,1997,1940.5065
Turkey,TUR,1998,2022.7028
Turkey,TUR,1999,1634.1649
Turkey,TUR,2000,1437.2983
Turkey,TUR,2001,1099.6935
Turkey,TUR,2002,1502.7657
Turkey,TUR,2003,1542.409
Turkey,TUR,2004,1968.9255
Turkey,TUR,2005,1656.581
Turkey,TUR,2006,1823.5356
Turkey,TUR,2007,1465.1344
Turkey,TUR,2008,1359.1863
Turkey,TUR,2009,1476.5658
Turkey,TUR,2010,2114.5918
Turkey,TUR,2011,2164.3574
Turkey,TUR,2012,2389.0305
Turkey,TUR,2013,2524.0308
Turkey,TUR,2014,1849.1665
Turkey,TUR,2015,2846.619
Turkey,TUR,2016,3029.326
Turkey,TUR,2017,2882.9097
Turkey,TUR,2018,3189.1956
Turkey,TUR,2019,4251.7573
Turkey,TUR,2020,4086.3198
Turkey,TUR,2021,3754.2046
Turkey,TUR,2022,4301.231
Turkmenistan,TKM,1985,2.7321458
Turkmenistan,TKM,1986,2.6585488
Turkmenistan,TKM,1987,2.5859098
Turkmenistan,TKM,1988,2.5165048
Turkmenistan,TKM,1989,2.4496589
Turkmenistan,TKM,1990,2.3844857
Turkmenistan,TKM,1991,2.3211598
Turkmenistan,TKM,1992,3.1630611
Turkmenistan,TKM,1993,3.6671727
Turkmenistan,TKM,1994,2.8617997
Turkmenistan,TKM,1995,2.798437
Turkmenistan,TKM,1996,3.437486
Turkmenistan,TKM,1997,3.3881838
Turkmenistan,TKM,1998,4.0035768
Turkmenistan,TKM,1999,3.2847495
Turkmenistan,TKM,2000,2.0411594
Turkmenistan,TKM,2001,1.9990457
Turkmenistan,TKM,2002,1.9591519
Turkmenistan,TKM,2003,1.9220458
Turkmenistan,TKM,2004,1.885708
Turkmenistan,TKM,2005,1.8484652
Turkmenistan,TKM,2006,1.8115377
Turkmenistan,TKM,2007,1.7748237
Turkmenistan,TKM,2008,1.7377964
Turkmenistan,TKM,2009,1.7001135
Turkmenistan,TKM,2010,1.7458076
Turkmenistan,TKM,2011,1.8580803
Turkmenistan,TKM,2012,2.0772533
Turkmenistan,TKM,2013,2.4522195
Turkmenistan,TKM,2014,3.0001118
Turkmenistan,TKM,2015,3.9107308
Turkmenistan,TKM,2016,4.622356
Turkmenistan,TKM,2017,4.5098114
Turkmenistan,TKM,2018,4.411961
Turkmenistan,TKM,2019,4.329066
Turkmenistan,TKM,2020,4.2613072
Turkmenistan,TKM,2021,5.257549
Turkmenistan,TKM,2022,5.1659384
United Arab Emirates,ARE,1965,0
United Arab Emirates,ARE,1966,0
United Arab Emirates,ARE,1967,0
United Arab Emirates,ARE,1968,0
United Arab Emirates,ARE,1969,0
United Arab Emirates,ARE,1970,0
United Arab Emirates,ARE,1971,0
United Arab Emirates,ARE,1972,0
United Arab Emirates,ARE,1973,0
United Arab Emirates,ARE,1974,0
United Arab Emirates,ARE,1975,0
United Arab Emirates,ARE,1976,0
United Arab Emirates,ARE,1977,0
United Arab Emirates,ARE,1978,0
United Arab Emirates,ARE,1979,0
United Arab Emirates,ARE,1980,0
United Arab Emirates,ARE,1981,0
United Arab Emirates,ARE,1982,0
United Arab Emirates,ARE,1983,0
United Arab Emirates,ARE,1984,0
United Arab Emirates,ARE,1985,0
United Arab Emirates,ARE,1986,0
United Arab Emirates,ARE,1987,0
United Arab Emirates,ARE,1988,0
United Arab Emirates,ARE,1989,0
United Arab Emirates,ARE,1990,0
United Arab Emirates,ARE,1991,0
United Arab Emirates,ARE,1992,0
United Arab Emirates,ARE,1993,0
United Arab Emirates,ARE,1994,0
United Arab Emirates,ARE,1995,0
United Arab Emirates,ARE,1996,0
United Arab Emirates,ARE,1997,0
United Arab Emirates,ARE,1998,0
United Arab Emirates,ARE,1999,0
United Arab Emirates,ARE,2000,0
Uzbekistan,UZB,1985,889.13965
Uzbekistan,UZB,1986,735.78564
Uzbekistan,UZB,1987,1049.4407
Uzbekistan,UZB,1988,1080.785
Uzbekistan,UZB,1989,809.32623
Uzbekistan,UZB,1990,955.24384
Uzbekistan,UZB,1991,846.22473
Uzbekistan,UZB,1992,860.32605
Uzbekistan,UZB,1993,985.131
Uzbekistan,UZB,1994,937.7561
Uzbekistan,UZB,1995,794.6531
Uzbekistan,UZB,1996,822.2284
Uzbekistan,UZB,1997,715.4299
Uzbekistan,UZB,1998,701.9212
Uzbekistan,UZB,1999,684.119
Uzbekistan,UZB,2000,697.4424
Uzbekistan,UZB,2001,700.1094
Uzbekistan,UZB,2002,705.88715
Uzbekistan,UZB,2003,800.97614
Uzbekistan,UZB,2004,713.23895
Uzbekistan,UZB,2005,740.8791
Uzbekistan,UZB,2006,618.1504
Uzbekistan,UZB,2007,668.564
Uzbekistan,UZB,2008,444.50223
Uzbekistan,UZB,2009,642.7894
Uzbekistan,UZB,2010,794.6332
Uzbekistan,UZB,2011,543.16833
Uzbekistan,UZB,2012,590.615
Uzbekistan,UZB,2013,570.3115
Uzbekistan,UZB,2014,550.33484
Uzbekistan,UZB,2015,523.85565
Uzbekistan,UZB,2016,584.23914
Uzbekistan,UZB,2017,661.10913
Uzbekistan,UZB,2018,481.38406
Uzbekistan,UZB,2019,518.3235
Uzbekistan,UZB,2020,392.14667
Uzbekistan,UZB,2021,388.52167
Uzbekistan,UZB,2022,413.9641
