Entity,Code,Year,2_1_GDP_2015_USD
Nepal,NPL,1990,8271822848
Nepal,NPL,1991,8798584832
Nepal,NPL,1992,9159890944
Nepal,NPL,1993,9512532992
Nepal,NPL,1994,10294082560
Nepal,NPL,1995,10651127808
Nepal,NPL,1996,11218650112
Nepal,NPL,1997,11785036800
Nepal,NPL,1998,12140519424
Nepal,NPL,1999,12676229120
Nepal,NPL,2000,13462155264
Nepal,NPL,2001,14108323840
Nepal,NPL,2002,14125274112
Nepal,NPL,2003,14682521600
Nepal,NPL,2004,15370045440
Nepal,NPL,2005,15904797696
Nepal,NPL,2006,16439932928
Nepal,NPL,2007,17000791040
Nepal,NPL,2008,18038628352
Nepal,NPL,2009,18856333312
Nepal,NPL,2010,19764531200
Nepal,NPL,2011,20440840192
Nepal,NPL,2012,21348106240
Nepal,NPL,2013,22100658176
Nepal,NPL,2014,23429236736
Nepal,NPL,2015,24360796160
Nepal,NPL,2016,24466305024
Nepal,NPL,2017,26662713344
Nepal,NPL,2018,28695046144
Nepal,NPL,2019,30605291520
Nepal,NPL,2020,29966137344
Oman,OMN,1965,1595621888
Oman,OMN,1966,1678665472
Oman,OMN,1967,2790262272
Oman,OMN,1968,5075146752
Oman,OMN,1969,6377742336
Oman,OMN,1970,7263935488
Oman,OMN,1971,7329182208
Oman,OMN,1972,8049290752
Oman,OMN,1973,6902100992
Oman,OMN,1974,7695760384
Oman,OMN,1975,9576103936
Oman,OMN,1976,11543048192
Oman,OMN,1977,11659311104
Oman,OMN,1978,11228670976
Oman,OMN,1979,11715067904
Oman,OMN,1980,12422124544
Oman,OMN,1981,14539734016
Oman,OMN,1982,16221958144
Oman,OMN,1983,18925617152
Oman,OMN,1984,22088390656
Oman,OMN,1985,25182355456
Oman,OMN,1986,25686546432
Oman,OMN,1987,24802727936
Oman,OMN,1988,26281967616
Oman,OMN,1989,29371904000
Oman,OMN,1990,29333594112
Oman,OMN,1991,31115339776
Oman,OMN,1992,33733349376
Oman,OMN,1993,35771842560
Oman,OMN,1994,37158277120
Oman,OMN,1995,39015010304
Oman,OMN,1996,40203382784
Oman,OMN,1997,42629058560
Oman,OMN,1998,43755462656
Oman,OMN,1999,43900510208
Oman,OMN,2000,46776463360
Oman,OMN,2001,48873357312
Oman,OMN,2002,48335310848
Oman,OMN,2003,47045439488
Oman,OMN,2004,47653363712
Oman,OMN,2005,48840036352
Oman,OMN,2006,51463667712
Oman,OMN,2007,53755183104
Oman,OMN,2008,58163150848
Oman,OMN,2009,61718310912
Oman,OMN,2010,62776156160
Oman,OMN,2011,64593281024
Oman,OMN,2012,70318260224
Oman,OMN,2013,73994289152
Oman,OMN,2014,74950483968
Oman,OMN,2015,78710792192
Oman,OMN,2016,82682871808
Oman,OMN,2017,82934276096
Oman,OMN,2018,84001726464
Oman,OMN,2019,83053174784
Oman,OMN,2020,80394698752
Philippines,PHL,1960,31344441344
Philippines,PHL,1961,33129656320
Philippines,PHL,1962,34735214592
Philippines,PHL,1963,37172330496
Philippines,PHL,1964,38437117952
Philippines,PHL,1965,40491614208
Philippines,PHL,1966,42289913856
Philippines,PHL,1967,44498583552
Philippines,PHL,1968,46740492288
Philippines,PHL,1969,48932376576
Philippines,PHL,1970,50739195904
Philippines,PHL,1971,53473538048
Philippines,PHL,1972,56377356288
Philippines,PHL,1973,61328420864
Philippines,PHL,1974,63410278400
Philippines,PHL,1975,66866839552
Philippines,PHL,1976,72736677888
Philippines,PHL,1977,76783001600
Philippines,PHL,1978,80769867776
Philippines,PHL,1979,85289402368
Philippines,PHL,1980,89725059072
Philippines,PHL,1981,92795641856
Philippines,PHL,1982,96227598336
Philippines,PHL,1983,98052988928
Philippines,PHL,1984,91150671872
Philippines,PHL,1985,84899209216
Philippines,PHL,1986,87879753728
Philippines,PHL,1987,91712905216
Philippines,PHL,1988,97854849024
Philippines,PHL,1989,103906115584
Philippines,PHL,1990,107109203968
Philippines,PHL,1991,106641784832
Philippines,PHL,1992,107087159296
Philippines,PHL,1993,109423681536
Philippines,PHL,1994,114209505280
Philippines,PHL,1995,119491952640
Philippines,PHL,1996,126494597120
Philippines,PHL,1997,133055127552
Philippines,PHL,1998,132371103744
Philippines,PHL,1999,136800837632
Philippines,PHL,2000,142796144640
Philippines,PHL,2001,147150323712
Philippines,PHL,2002,152618811392
Philippines,PHL,2003,160382386176
Philippines,PHL,2004,170918281216
Philippines,PHL,2005,179365920768
Philippines,PHL,2006,188901752832
Philippines,PHL,2007,201216819200
Philippines,PHL,2008,209958649856
Philippines,PHL,2009,212999536640
Philippines,PHL,2010,228621991936
Philippines,PHL,2011,237442760704
Philippines,PHL,2012,253819060224
Philippines,PHL,2013,270953201664
Philippines,PHL,2014,288153272320
Philippines,PHL,2015,306446139392
Philippines,PHL,2016,328355381248
Philippines,PHL,2017,351113641984
Philippines,PHL,2018,373379465216
Philippines,PHL,2019,396224790528
Philippines,PHL,2020,358294061056
Singapore,SGP,1960,5942828032
Singapore,SGP,1961,6426389504
Singapore,SGP,1962,6911841792
Singapore,SGP,1963,7605833728
Singapore,SGP,1964,7369799168
Singapore,SGP,1965,7947192320
Singapore,SGP,1966,8756183040
Singapore,SGP,1967,9851468800
Singapore,SGP,1968,11184099328
Singapore,SGP,1969,12731233280
Singapore,SGP,1970,14506255360
Singapore,SGP,1971,16307026944
Singapore,SGP,1972,18478397440
Singapore,SGP,1973,20437590016
Singapore,SGP,1974,21687881728
Singapore,SGP,1975,22551425024
Singapore,SGP,1976,24228614144
Singapore,SGP,1977,25888929792
Singapore,SGP,1978,27902386176
Singapore,SGP,1979,30568228864
Singapore,SGP,1980,33659660288
Singapore,SGP,1981,37300334592
Singapore,SGP,1982,39949447168
Singapore,SGP,1983,43366961152
Singapore,SGP,1984,47179952128
Singapore,SGP,1985,46886092800
Singapore,SGP,1986,47515709440
Singapore,SGP,1987,52646346752
Singapore,SGP,1988,58576302080
Singapore,SGP,1989,64526839808
Singapore,SGP,1990,70864052224
Singapore,SGP,1991,75603795968
Singapore,SGP,1992,80623656960
Singapore,SGP,1993,89865363456
Singapore,SGP,1994,99838304256
Singapore,SGP,1995,107027570688
Singapore,SGP,1996,115024003072
Singapore,SGP,1997,124593905664
Singapore,SGP,1998,121858596864
Singapore,SGP,1999,128833789952
Singapore,SGP,2000,140479266816
Singapore,SGP,2001,138977525760
Singapore,SGP,2002,144417947648
Singapore,SGP,2003,150968434688
Singapore,SGP,2004,165792907264
Singapore,SGP,2005,177993678848
Singapore,SGP,2006,194022260736
Singapore,SGP,2007,211527204864
Singapore,SGP,2008,215479058432
Singapore,SGP,2009,215739744256
Singapore,SGP,2010,247077322752
Singapore,SGP,2011,262736756736
Singapore,SGP,2012,274459049984
Singapore,SGP,2013,287735447552
Singapore,SGP,2014,299066490880
Singapore,SGP,2015,308004159488
Singapore,SGP,2016,318257725440
Singapore,SGP,2017,332644155392
Singapore,SGP,2018,344278302720
Singapore,SGP,2019,348909600768
Singapore,SGP,2020,330099785728
South Korea,KOR,1960,25699428352
South Korea,KOR,1961,27481937920
South Korea,KOR,1962,28552433664
South Korea,KOR,1963,31128025088
South Korea,KOR,1964,34077040640
South Korea,KOR,1965,36570947584
South Korea,KOR,1966,40957251584
South Korea,KOR,1967,44676005888
South Korea,KOR,1968,50557947904
South Korea,KOR,1969,57919873024
South Korea,KOR,1970,63742406656
South Korea,KOR,1971,70464372736
South Korea,KOR,1972,75547926528
South Korea,KOR,1973,86803300352
South Korea,KOR,1974,95059886080
South Korea,KOR,1975,102512517120
South Korea,KOR,1976,116066156544
South Korea,KOR,1977,130384052224
South Korea,KOR,1978,144665001984
South Korea,KOR,1979,157209231360
South Korea,KOR,1980,154622050304
South Korea,KOR,1981,165826248704
South Korea,KOR,1982,179652968448
South Korea,KOR,1983,203683659776
South Korea,KOR,1984,225175633920
South Korea,KOR,1985,242826838016
South Korea,KOR,1986,270332461056
South Korea,KOR,1987,304728735744
South Korea,KOR,1988,341258764288
South Korea,KOR,1989,365395607552
South Korea,KOR,1990,401487757312
South Korea,KOR,1991,444760358912
South Korea,KOR,1992,472329453568
South Korea,KOR,1993,504813780992
South Korea,KOR,1994,551603273728
South Korea,KOR,1995,604637560832
South Korea,KOR,1996,652347703296
South Korea,KOR,1997,692601159680
South Korea,KOR,1998,657074552832
South Korea,KOR,1999,732420898816
South Korea,KOR,2000,798784356352
South Korea,KOR,2001,837544574976
South Korea,KOR,2002,902246039552
South Korea,KOR,2003,930642395136
South Korea,KOR,2004,979011502080
South Korea,KOR,2005,1021192634368
South Korea,KOR,2006,1074951553024
South Korea,KOR,2007,1137293918208
South Korea,KOR,2008,1171560333312
South Korea,KOR,2009,1180847308800
South Korea,KOR,2010,1261201915904
South Korea,KOR,2011,1307685683200
South Korea,KOR,2012,1339103117312
South Korea,KOR,2013,1381481840640
South Korea,KOR,2014,1425723228160
South Korea,KOR,2015,1465773195264
South Korea,KOR,2016,1508967841792
South Korea,KOR,2017,1556645675008
South Korea,KOR,2018,1601903656960
South Korea,KOR,2019,1637850021888
South Korea,KOR,2020,1623895048192
Sri Lanka,LKA,1961,6243486720
Sri Lanka,LKA,1962,6481864192
Sri Lanka,LKA,1963,6644996096
Sri Lanka,LKA,1964,6904578560
Sri Lanka,LKA,1965,7079744512
Sri Lanka,LKA,1966,7435416064
Sri Lanka,LKA,1967,7914184192
Sri Lanka,LKA,1968,8373293568
Sri Lanka,LKA,1969,9019445248
Sri Lanka,LKA,1970,9366390784
Sri Lanka,LKA,1971,9488799744
Sri Lanka,LKA,1972,9449850880
Sri Lanka,LKA,1973,10116764672
Sri Lanka,LKA,1974,10505837568
Sri Lanka,LKA,1975,11149450240
Sri Lanka,LKA,1976,11521296384
Sri Lanka,LKA,1977,12108950528
Sri Lanka,LKA,1978,12793570304
Sri Lanka,LKA,1979,13612814336
Sri Lanka,LKA,1980,14408623104
Sri Lanka,LKA,1981,15229845504
Sri Lanka,LKA,1982,15860589568
Sri Lanka,LKA,1983,16624116736
Sri Lanka,LKA,1984,17471805440
Sri Lanka,LKA,1985,18345291776
Sri Lanka,LKA,1986,19144329216
Sri Lanka,LKA,1987,19474685952
Sri Lanka,LKA,1988,19956232192
Sri Lanka,LKA,1989,20415086592
Sri Lanka,LKA,1990,21721651200
Sri Lanka,LKA,1991,22720843776
Sri Lanka,LKA,1992,23720560640
Sri Lanka,LKA,1993,25357293568
Sri Lanka,LKA,1994,26777280512
Sri Lanka,LKA,1995,28250054656
Sri Lanka,LKA,1996,29323546624
Sri Lanka,LKA,1997,31201837056
Sri Lanka,LKA,1998,32667832320
Sri Lanka,LKA,1999,34072725504
Sri Lanka,LKA,2000,36117098496
Sri Lanka,LKA,2001,35558944768
Sri Lanka,LKA,2002,36968738816
Sri Lanka,LKA,2003,39164784640
Sri Lanka,LKA,2004,41297330176
Sri Lanka,LKA,2005,43875004416
Sri Lanka,LKA,2006,47239467008
Sri Lanka,LKA,2007,50450251776
Sri Lanka,LKA,2008,53452087296
Sri Lanka,LKA,2009,55343710208
Sri Lanka,LKA,2010,59780042752
Sri Lanka,LKA,2011,64804397056
Sri Lanka,LKA,2012,70730481664
Sri Lanka,LKA,2013,73132302336
Sri Lanka,LKA,2014,76760170496
Sri Lanka,LKA,2015,80604078080
Sri Lanka,LKA,2016,84220493824
Sri Lanka,LKA,2017,87234043904
Sri Lanka,LKA,2018,90088341504
Sri Lanka,LKA,2019,92119990272
Sri Lanka,LKA,2020,88832163840
Thailand,THA,1960,15908745216
Thailand,THA,1961,16761795584
Thailand,THA,1962,18028023808
Thailand,THA,1963,19470235648
Thailand,THA,1964,20800245760
Thailand,THA,1965,22502051840
Thailand,THA,1966,25004847104
Thailand,THA,1967,27159261184
Thailand,THA,1968,29365209088
Thailand,THA,1969,31288823808
Thailand,THA,1970,34858237952
Thailand,THA,1971,36564676608
Thailand,THA,1972,38129098752
Thailand,THA,1973,42032160768
Thailand,THA,1974,43909423104
Thailand,THA,1975,46091898880
Thailand,THA,1976,50390802432
Thailand,THA,1977,55351005184
Thailand,THA,1978,61049802752
Thailand,THA,1979,64329256960
Thailand,THA,1980,67657355264
Thailand,THA,1981,71653785600
Thailand,THA,1982,75488944128
Thailand,THA,1983,79704399872
Thailand,THA,1984,84289347584
Thailand,THA,1985,88206475264
Thailand,THA,1986,93087670272
Thailand,THA,1987,101948628992
Thailand,THA,1988,115495682048
Thailand,THA,1989,129575190528
Thailand,THA,1990,144045064192
Thailand,THA,1991,156372811776
Thailand,THA,1992,169013035008
Thailand,THA,1993,182959849472
Thailand,THA,1994,197591187456
Thailand,THA,1995,213636218880
Thailand,THA,1996,225710817280
Thailand,THA,1997,219495710720
Thailand,THA,1998,202739318784
Thailand,THA,1999,212009189376
Thailand,THA,2000,221454729216
Thailand,THA,2001,229082169344
Thailand,THA,2002,243168526336
Thailand,THA,2003,260650500096
Thailand,THA,2004,277043707904
Thailand,THA,2005,288645283840
Thailand,THA,2006,302984626176
Thailand,THA,2007,319452315648
Thailand,THA,2008,324965105664
Thailand,THA,2009,322720825344
Thailand,THA,2010,346968096768
Thailand,THA,2011,349883105280
Thailand,THA,2012,375224434688
Thailand,THA,2013,385308557312
Thailand,THA,2014,389101813760
Thailand,THA,2015,401296424960
Thailand,THA,2016,415081594880
Thailand,THA,2017,432422387712
Thailand,THA,2018,450539094016
Thailand,THA,2019,460750258176
Thailand,THA,2020,432649175040
Vietnam,VNM,1984,28098449408
Vietnam,VNM,1985,29167837184
Vietnam,VNM,1986,29981413376
Vietnam,VNM,1987,31055788032
Vietnam,VNM,1988,32650506240
Vietnam,VNM,1989,35055054848
Vietnam,VNM,1990,36843184128
Vietnam,VNM,1991,39039352832
Vietnam,VNM,1992,42414710784
Vietnam,VNM,1993,45838737408
Vietnam,VNM,1994,49890414592
Vietnam,VNM,1995,54650200064
Vietnam,VNM,1996,59754536960
Vietnam,VNM,1997,64625778688
Vietnam,VNM,1998,68351102976
Vietnam,VNM,1999,71613898752
Vietnam,VNM,2000,76474564608
Vietnam,VNM,2001,81210548224
Vietnam,VNM,2002,86343720960
Vietnam,VNM,2003,92300632064
Vietnam,VNM,2004,99256786944
Vietnam,VNM,2005,106747944960
Vietnam,VNM,2006,114196766720
Vietnam,VNM,2007,122338426880
Vietnam,VNM,2008,129264951296
Vietnam,VNM,2009,136242544640
Vietnam,VNM,2010,144993730560
Vietnam,VNM,2011,154041778176
Vietnam,VNM,2012,162124906496
Vietnam,VNM,2013,170915135488
Vietnam,VNM,2014,181142110208
Vietnam,VNM,2015,193241104384
Vietnam,VNM,2016,205242957824
Vietnam,VNM,2017,219224604672
Vietnam,VNM,2018,234736467968
Vietnam,VNM,2019,251208957952
Vietnam,VNM,2020,258508668928
