Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Cambodia,KHM,1975,0.81367
Cambodia,KHM,1981,1.66667
Cambodia,KHM,1987,2.22469
Cambodia,KHM,1988,2.32312
Cambodia,KHM,1989,3.54339
Cambodia,KHM,1990,6.00538
Cambodia,KHM,1991,11.20805
Cambodia,KHM,1992,13.24
Cambodia,KHM,1993,11.20878
Cambodia,KHM,1994,17.55369
Cambodia,KHM,1995,24.84595
Cambodia,KHM,1996,18.36487
Cambodia,KHM,1997,21.37414
Cambodia,KHM,1998,29.91579
Cambodia,KHM,1999,36.17695
Cambodia,KHM,2000,40.40671
Cambodia,KHM,2001,42.73044
Cambodia,KHM,2002,45.34508
Cambodia,KHM,2003,49.4546
Cambodia,KHM,2004,53.28415
Cambodia,KHM,2005,50.41152
Cambodia,KHM,2006,53.31751
Cambodia,KHM,2007,51.47181
Cambodia,KHM,2008,45.07233
Cambodia,KHM,2009,47.93185
Cambodia,KHM,2010,49.66575
Cambodia,KHM,2011,56.34534
Cambodia,KHM,2012,62.07768
Cambodia,KHM,2013,64.633
Cambodia,KHM,2014,69.84653
China,CHN,1864,0.65026
China,CHN,1865,0.95045
China,CHN,1866,0.84027
China,CHN,1867,1.06622
China,CHN,1868,1.4624
China,CHN,1869,1.36072
China,CHN,1870,1.20869
China,CHN,1871,1.5701
China,CHN,1872,1.81379
China,CHN,1873,1.59021
China,CHN,1874,1.60479
China,CHN,1875,1.74774
China,CHN,1876,1.96727
China,CHN,1877,1.5195
China,CHN,1878,1.27075
China,CHN,1879,1.57109
China,CHN,1880,1.94936
China,CHN,1881,1.93784
China,CHN,1882,1.58401
China,CHN,1883,1.53131
China,CHN,1884,1.55637
China,CHN,1885,1.5671
China,CHN,1886,1.59565
China,CHN,1887,1.78545
China,CHN,1888,2.04631
China,CHN,1889,1.97956
China,CHN,1890,1.66213
China,CHN,1891,2.03985
China,CHN,1892,1.98017
China,CHN,1893,2.1801
China,CHN,1894,2.39859
China,CHN,1895,2.49648
China,CHN,1896,2.1836
China,CHN,1897,2.72485
China,CHN,1898,2.14028
China,CHN,1899,2.81155
China,CHN,1900,2.25823
China,CHN,1901,2.48149
China,CHN,1902,2.44496
China,CHN,1903,2.44695
China,CHN,1904,2.67916
China,CHN,1905,3.15483
China,CHN,1906,2.92182
China,CHN,1907,2.67075
China,CHN,1908,2.65447
China,CHN,1909,3.66705
China,CHN,1910,3.5316
China,CHN,1911,2.49321
China,CHN,1912,2.53892
China,CHN,1932,1.47468
China,CHN,1933,1.99622
China,CHN,1934,1.96207
China,CHN,1935,2.20693
China,CHN,1936,2.38582
China,CHN,1949,3.06355
China,CHN,1950,3.21338
China,CHN,1951,2.71586
China,CHN,1952,1.31701
China,CHN,1953,1.39329
China,CHN,1954,1.11427
China,CHN,1955,3.30028
China,CHN,1956,5.24316
China,CHN,1957,4.85817
China,CHN,1958,4.85069
China,CHN,1959,5.17303
China,CHN,1960,4.34454
China,CHN,1961,3.91803
China,CHN,1962,4.09815
China,CHN,1963,4.05417
China,CHN,1964,3.81018
China,CHN,1965,3.67693
China,CHN,1966,3.53317
China,CHN,1967,3.31472
China,CHN,1968,3.3428
China,CHN,1969,3.08581
China,CHN,1970,2.52141
China,CHN,1971,2.82311
China,CHN,1972,3.29221
China,CHN,1973,4.29634
China,CHN,1974,4.99659
China,CHN,1975,4.77096
China,CHN,1976,4.37394
China,CHN,1977,4.35109
China,CHN,1978,6.5675
China,CHN,1979,7.72208
China,CHN,1980,9.82109
China,CHN,1981,11.939
China,CHN,1982,11.31285
China,CHN,1983,9.93309
China,CHN,1984,10.3738
China,CHN,1985,10.03761
China,CHN,1986,11.90793
China,CHN,1987,17.31107
China,CHN,1988,19.38257
China,CHN,1989,21.21803
China,CHN,1990,24.79003
China,CHN,1991,29.53569
China,CHN,1992,32.13282
China,CHN,1993,35.85828
China,CHN,1994,34.03597
China,CHN,1995,31.68061
China,CHN,1996,29.48336
China,CHN,1997,29.41268
China,CHN,1998,27.84145
China,CHN,1999,29.13848
China,CHN,2000,32.53203
China,CHN,2001,30.5028
China,CHN,2002,32.41246
China,CHN,2003,36.09884
China,CHN,2004,40.28396
China,CHN,2005,43.15717
China,CHN,2006,43.24228
China,CHN,2007,40.84294
China,CHN,2008,36.21512
China,CHN,2009,27.90694
China,CHN,2010,29.70224
China,CHN,2011,27.49724
China,CHN,2012,25.32033
China,CHN,2013,23.52639
China,CHN,2014,22.88893
Hong Kong,HKG,1960,52.17659
Hong Kong,HKG,1961,41.88783
Hong Kong,HKG,1962,41.48185
Hong Kong,HKG,1963,41.10286
Hong Kong,HKG,1964,40.44972
Hong Kong,HKG,1965,42.67796
Hong Kong,HKG,1966,53.00732
Hong Kong,HKG,1967,56.6802
Hong Kong,HKG,1968,64.16353
Hong Kong,HKG,1969,68.96487
Hong Kong,HKG,1970,65.85777
Hong Kong,HKG,1971,63.04287
Hong Kong,HKG,1972,60.74316
Hong Kong,HKG,1973,62.77243
Hong Kong,HKG,1974,63.32957
Hong Kong,HKG,1975,59.83465
Hong Kong,HKG,1976,66.16385
Hong Kong,HKG,1977,61.20322
Hong Kong,HKG,1978,62.76273
Hong Kong,HKG,1979,67.27505
Hong Kong,HKG,1980,68.3257
Hong Kong,HKG,1981,70.3359
Hong Kong,HKG,1982,64.79019
Hong Kong,HKG,1983,73.4916
Hong Kong,HKG,1984,84.60141
Hong Kong,HKG,1985,84.65487
Hong Kong,HKG,1986,86.40636
Hong Kong,HKG,1987,95.90682
Hong Kong,HKG,1988,105.99104
Hong Kong,HKG,1989,106.46432
Hong Kong,HKG,1990,106.94623
Hong Kong,HKG,1991,110.98058
Hong Kong,HKG,1992,114.75821
Hong Kong,HKG,1993,112.26887
Hong Kong,HKG,1994,111.5755
Hong Kong,HKG,1995,119.981
Hong Kong,HKG,1996,113.03101
Hong Kong,HKG,1997,105.93011
Hong Kong,HKG,1998,102.8462
Hong Kong,HKG,1999,104.84104
Hong Kong,HKG,2000,117.81451
Hong Kong,HKG,2001,112.2086
Hong Kong,HKG,2002,120.42377
Hong Kong,HKG,2003,138.8237
Hong Kong,HKG,2004,153.41415
Hong Kong,HKG,2005,159.44754
Hong Kong,HKG,2006,163.69853
Hong Kong,HKG,2007,162.92166
Hong Kong,HKG,2008,165.53427
Hong Kong,HKG,2009,148.91537
Hong Kong,HKG,2010,170.72818
Hong Kong,HKG,2011,172.70403
Hong Kong,HKG,2012,168.7271
Hong Kong,HKG,2013,166.53899
Hong Kong,HKG,2014,162.74571
India,IND,1949,5.08632
India,IND,1950,5.89925
India,IND,1951,7.46761
India,IND,1952,6.55101
India,IND,1953,5.26245
India,IND,1954,5.88232
India,IND,1955,6.53083
India,IND,1956,5.16985
India,IND,1957,6.05904
India,IND,1958,4.4576
India,IND,1959,4.37176
India,IND,1960,3.55601
India,IND,1961,3.46289
India,IND,1962,3.29555
India,IND,1963,3.19924
India,IND,1964,2.94358
India,IND,1965,2.72462
India,IND,1966,3.42706
India,IND,1967,3.14697
India,IND,1968,3.23513
India,IND,1969,3.07425
India,IND,1970,3.18693
India,IND,1971,3.07842
India,IND,1972,3.35335
India,IND,1973,3.39983
India,IND,1974,3.84298
India,IND,1975,4.35535
India,IND,1976,5.53983
India,IND,1977,5.02793
India,IND,1978,4.74301
India,IND,1979,4.93297
India,IND,1980,4.4519
India,IND,1981,4.95703
India,IND,1982,5.42495
India,IND,1983,4.68502
India,IND,1984,5.26355
India,IND,1985,4.59519
India,IND,1986,4.36897
India,IND,1987,4.53534
India,IND,1988,5.0835
India,IND,1989,6.09997
India,IND,1990,6.38334
India,IND,1991,7.63288
India,IND,1992,7.36942
India,IND,1993,9.01073
India,IND,1994,8.79363
India,IND,1995,9.55781
India,IND,1996,9.9586
India,IND,1997,9.44699
India,IND,1998,9.2913
India,IND,1999,8.94004
India,IND,2000,9.90286
India,IND,2001,9.67685
India,IND,2002,10.30225
India,IND,2003,10.73628
India,IND,2004,12.58158
India,IND,2005,13.24344
India,IND,2006,14.20119
India,IND,2007,13.78177
India,IND,2008,18.19754
India,IND,2009,12.67371
India,IND,2010,13.85899
India,IND,2011,16.68038
India,IND,2012,16.38957
India,IND,2013,16.45696
India,IND,2014,15.36388
Indonesia,IDN,1921,24.15566
Indonesia,IDN,1922,25.33333
Indonesia,IDN,1923,31.25143
Indonesia,IDN,1924,33.43909
Indonesia,IDN,1925,35.53653
Indonesia,IDN,1926,30.13857
Indonesia,IDN,1927,32.26767
Indonesia,IDN,1928,32.1989
Indonesia,IDN,1929,29.08872
Indonesia,IDN,1930,25.42217
Indonesia,IDN,1931,21.93254
Indonesia,IDN,1932,20.24237
Indonesia,IDN,1933,21.21556
Indonesia,IDN,1934,23.56379
Indonesia,IDN,1935,20.29229
Indonesia,IDN,1936,23.57875
Indonesia,IDN,1937,34.42974
Indonesia,IDN,1938,23.43737
Indonesia,IDN,1939,26.38936
Indonesia,IDN,1949,52.17688
Indonesia,IDN,1950,36.02857
Indonesia,IDN,1951,52.95897
Indonesia,IDN,1952,97.3546
Indonesia,IDN,1953,86.84483
Indonesia,IDN,1954,79.44058
Indonesia,IDN,1955,66.7813
Indonesia,IDN,1956,59.54723
Indonesia,IDN,1957,51.2452
Indonesia,IDN,1958,39.78468
Indonesia,IDN,1959,33.88762
Indonesia,IDN,1960,71.56018
Indonesia,IDN,1961,70.52205
Indonesia,IDN,1962,69.83606
Indonesia,IDN,1963,72.29491
Indonesia,IDN,1964,103.90244
Indonesia,IDN,1965,32.21681
Indonesia,IDN,1966,22.63651
Indonesia,IDN,1967,13.84359
Indonesia,IDN,1968,11.67285
Indonesia,IDN,1969,12.54376
Indonesia,IDN,1970,13.68983
Indonesia,IDN,1971,16.08594
Indonesia,IDN,1972,18.55032
Indonesia,IDN,1973,21.87141
Indonesia,IDN,1974,29.28127
Indonesia,IDN,1975,23.13831
Indonesia,IDN,1976,23.15024
Indonesia,IDN,1977,22.84005
Indonesia,IDN,1978,21.87589
Indonesia,IDN,1979,29.14266
Indonesia,IDN,1980,29.64321
Indonesia,IDN,1981,27.33277
Indonesia,IDN,1982,23.60119
Indonesia,IDN,1983,24.82792
Indonesia,IDN,1984,24.99948
Indonesia,IDN,1985,22.50794
Indonesia,IDN,1986,19.95034
Indonesia,IDN,1987,24.44988
Indonesia,IDN,1988,23.08496
Indonesia,IDN,1989,23.07569
Indonesia,IDN,1990,23.63902
Indonesia,IDN,1991,23.37059
Indonesia,IDN,1992,24.42727
Indonesia,IDN,1993,23.33423
Indonesia,IDN,1994,23.48055
Indonesia,IDN,1995,23.68518
Indonesia,IDN,1996,23.01077
Indonesia,IDN,1997,25.03777
Indonesia,IDN,1998,53.3775
Indonesia,IDN,1999,38.17813
Indonesia,IDN,2000,38.06398
Indonesia,IDN,2001,37.30707
Indonesia,IDN,2002,31.49961
Indonesia,IDN,2003,32.9049
Indonesia,IDN,2004,35.34743
Indonesia,IDN,2005,35.76831
Indonesia,IDN,2006,32.87455
Indonesia,IDN,2007,31.38631
Indonesia,IDN,2008,31.71518
Indonesia,IDN,2009,24.55775
Indonesia,IDN,2010,22.7361
Indonesia,IDN,2011,24.20379
Indonesia,IDN,2012,23.04184
Indonesia,IDN,2013,22.3017
Indonesia,IDN,2014,21.86463
Japan,JPN,1868,1.81801
Japan,JPN,1869,1.57117
Japan,JPN,1870,2.49236
Japan,JPN,1871,3.04165
Japan,JPN,1872,2.84939
Japan,JPN,1873,3.57475
Japan,JPN,1874,3.15509
Japan,JPN,1875,2.82221
Japan,JPN,1876,4.30414
Japan,JPN,1877,3.51473
Japan,JPN,1878,3.92049
Japan,JPN,1879,4.01496
Japan,JPN,1880,3.88842
Japan,JPN,1881,4.3917
Japan,JPN,1882,5.19755
Japan,JPN,1883,4.99184
Japan,JPN,1884,4.62477
Japan,JPN,1885,4.89099
Japan,JPN,1886,6.48357
Japan,JPN,1887,6.79912
Japan,JPN,1888,8.05185
Japan,JPN,1889,7.78541
Japan,JPN,1890,5.72822
Japan,JPN,1891,7.45375
Japan,JPN,1892,8.58415
Japan,JPN,1893,7.97915
Japan,JPN,1894,8.96253
Japan,JPN,1895,9.29942
Japan,JPN,1896,7.5165
Japan,JPN,1897,9.05595
Japan,JPN,1898,8.22282
Japan,JPN,1899,10.22704
Japan,JPN,1900,9.36377
Japan,JPN,1901,11.15058
Japan,JPN,1902,11.21044
Japan,JPN,1903,11.84827
Japan,JPN,1904,11.18918
Japan,JPN,1905,11.06421
Japan,JPN,1906,14.10899
Japan,JPN,1907,13.67753
Japan,JPN,1908,10.65865
Japan,JPN,1909,12.26869
Japan,JPN,1910,13.5729
Japan,JPN,1911,12.43607
Japan,JPN,1912,13.73772
Japan,JPN,1913,15.15737
Japan,JPN,1914,15.0292
Japan,JPN,1915,16.86142
Japan,JPN,1916,21.3005
Japan,JPN,1917,21.63955
Japan,JPN,1918,19.3529
Japan,JPN,1919,16.33767
Japan,JPN,1920,14.68735
Japan,JPN,1921,10.71493
Japan,JPN,1922,12.81132
Japan,JPN,1923,11.98894
Japan,JPN,1924,14.34183
Japan,JPN,1925,17.4207
Japan,JPN,1926,16.03633
Japan,JPN,1927,15.52142
Japan,JPN,1928,15.43043
Japan,JPN,1929,10.45198
Japan,JPN,1930,13.50903
Japan,JPN,1931,11.82109
Japan,JPN,1932,13.81584
Japan,JPN,1933,16.40156
Japan,JPN,1934,17.79607
Japan,JPN,1935,19.57691
Japan,JPN,1936,20.14045
Japan,JPN,1937,17.87757
Japan,JPN,1938,14.7016
Japan,JPN,1939,15.6062
Japan,JPN,1940,13.75267
Japan,JPN,1941,9.72024
Japan,JPN,1942,6.44675
Japan,JPN,1943,4.7866
Japan,JPN,1944,1.52748
Japan,JPN,1945,1.29609
Japan,JPN,1946,4.34354
Japan,JPN,1947,2.65916
Japan,JPN,1948,1.88518
Japan,JPN,1949,4.82814
Japan,JPN,1950,6.68441
Japan,JPN,1951,7.73
Japan,JPN,1952,6.37253
Japan,JPN,1953,5.83224
Japan,JPN,1954,6.71665
Japan,JPN,1955,7.42685
Japan,JPN,1956,8.92869
Japan,JPN,1957,8.93686
Japan,JPN,1958,8.72739
Japan,JPN,1959,9.33515
Japan,JPN,1960,8.82111
Japan,JPN,1961,7.60494
Japan,JPN,1962,7.77942
Japan,JPN,1963,7.52768
Japan,JPN,1964,7.75594
Japan,JPN,1965,8.87496
Japan,JPN,1966,9.02061
Japan,JPN,1967,8.21025
Japan,JPN,1968,8.68295
Japan,JPN,1969,9.10106
Japan,JPN,1970,9.05957
Japan,JPN,1971,9.9926
Japan,JPN,1972,9.24748
Japan,JPN,1973,8.70873
Japan,JPN,1974,11.76527
Japan,JPN,1975,10.86578
Japan,JPN,1976,11.67863
Japan,JPN,1977,11.42844
Japan,JPN,1978,9.86447
Japan,JPN,1979,9.85896
Japan,JPN,1980,11.99967
Japan,JPN,1981,12.6866
Japan,JPN,1982,12.97069
Japan,JPN,1983,12.29104
Japan,JPN,1984,13.3134
Japan,JPN,1985,13.62194
Japan,JPN,1986,10.72693
Japan,JPN,1987,9.72917
Japan,JPN,1988,9.17562
Japan,JPN,1989,9.66826
Japan,JPN,1990,9.91126
Japan,JPN,1991,9.4474
Japan,JPN,1992,9.40329
Japan,JPN,1993,8.75578
Japan,JPN,1994,8.74153
Japan,JPN,1995,8.86666
Japan,JPN,1996,9.4773
Japan,JPN,1997,9.7795
Japan,JPN,1998,10.07442
Japan,JPN,1999,9.46298
Japan,JPN,2000,10.11082
Japan,JPN,2001,10.11342
Japan,JPN,2002,10.80676
Japan,JPN,2003,11.18283
Japan,JPN,2004,12.33209
Japan,JPN,2005,13.39682
Japan,JPN,2006,15.03063
Japan,JPN,2007,16.58067
Japan,JPN,2008,16.35129
Japan,JPN,2009,11.80281
Japan,JPN,2010,13.99914
Japan,JPN,2011,13.92056
Japan,JPN,2012,13.7231
Japan,JPN,2013,15.18357
Japan,JPN,2014,15.60331
Laos,LAO,1969,2.6654
Laos,LAO,1970,3.00815
Laos,LAO,1971,2.78712
Laos,LAO,1972,5.96233
Laos,LAO,1973,26.74232
Laos,LAO,1974,9.7532
Laos,LAO,1977,6.17241
Laos,LAO,1982,8.62948
Laos,LAO,1984,0.64775
Laos,LAO,1985,0.91716
Laos,LAO,1986,1.05097
Laos,LAO,1987,2.57699
Laos,LAO,1988,10.76389
Laos,LAO,1989,13.35457
Laos,LAO,1990,8.11524
Laos,LAO,1991,8.70191
Laos,LAO,1992,10.49551
Laos,LAO,1993,18.11337
Laos,LAO,1994,31.16153
Laos,LAO,1995,19.5361
Laos,LAO,1996,17.11613
Laos,LAO,1997,17.50924
Laos,LAO,1998,28.96465
Laos,LAO,1999,31.80138
Laos,LAO,2000,22.60504
Laos,LAO,2001,21.24177
Laos,LAO,2002,21.96048
Laos,LAO,2003,21.62476
Laos,LAO,2004,22.61657
Laos,LAO,2005,26.5579
Laos,LAO,2006,35.52626
Laos,LAO,2007,31.33843
Laos,LAO,2008,29.40273
Laos,LAO,2009,26.07633
Laos,LAO,2010,30.57756
Laos,LAO,2011,37.66121
Laos,LAO,2012,35.53312
Laos,LAO,2013,34.68626
Laos,LAO,2014,40.00036
Macao,MAC,1982,80.73653
Macao,MAC,1983,84.30736
Macao,MAC,1984,89.69613
Macao,MAC,1985,88.77694
Macao,MAC,1986,98.57929
Macao,MAC,1987,94.49532
Macao,MAC,1988,86.84222
Macao,MAC,1989,76.76639
Macao,MAC,1990,68.47861
Macao,MAC,1991,54.08367
Macao,MAC,1992,47.21944
Macao,MAC,1993,33.982
Macao,MAC,1994,31.44687
Macao,MAC,1995,30.94456
Macao,MAC,1996,32.44477
Macao,MAC,1997,33.43646
Macao,MAC,1998,36.63439
Macao,MAC,1999,37.13797
Macao,MAC,2000,41.62628
Macao,MAC,2001,35.89149
Macao,MAC,2002,33.78197
Macao,MAC,2003,33.71475
Macao,MAC,2004,30.53474
Macao,MAC,2005,22.69885
Macao,MAC,2006,19.63871
Macao,MAC,2007,14.87678
Macao,MAC,2008,21.63849
Macao,MAC,2009,14.54153
Macao,MAC,2010,10.86865
Macao,MAC,2011,8.61739
Macao,MAC,2012,7.03623
Macao,MAC,2013,7.06825
Macao,MAC,2014,5.82713
Malaysia,MYS,1949,48.47888
Malaysia,MYS,1950,75.09821
Malaysia,MYS,1951,80.77127
Malaysia,MYS,1952,61.68504
Malaysia,MYS,1953,52.24914
Malaysia,MYS,1954,57.97778
Malaysia,MYS,1955,84.2831
Malaysia,MYS,1956,82.33202
Malaysia,MYS,1957,41.83283
Malaysia,MYS,1958,38.50082
Malaysia,MYS,1959,44.74399
Malaysia,MYS,1960,61.93349
Malaysia,MYS,1961,55.61709
Malaysia,MYS,1962,53.20722
Malaysia,MYS,1963,43.33702
Malaysia,MYS,1964,41.30973
Malaysia,MYS,1965,41.80104
Malaysia,MYS,1966,33.53565
Malaysia,MYS,1967,38.14212
Malaysia,MYS,1968,45.4988
Malaysia,MYS,1969,51.14886
Malaysia,MYS,1970,49.94659
Malaysia,MYS,1971,45.48673
Malaysia,MYS,1972,41.26188
Malaysia,MYS,1973,46.72419
Malaysia,MYS,1974,52.09261
Malaysia,MYS,1975,45.32649
Malaysia,MYS,1976,54.31839
Malaysia,MYS,1977,56.34594
Malaysia,MYS,1978,52.52589
Malaysia,MYS,1979,59.94589
Malaysia,MYS,1980,63.41681
Malaysia,MYS,1981,58.09401
Malaysia,MYS,1982,53.64256
Malaysia,MYS,1983,52.11859
Malaysia,MYS,1984,56.85268
Malaysia,MYS,1985,57.49489
Malaysia,MYS,1986,60.1041
Malaysia,MYS,1987,66.19534
Malaysia,MYS,1988,75.15961
Malaysia,MYS,1989,75.50936
Malaysia,MYS,1990,77.65017
Malaysia,MYS,1991,82.35832
Malaysia,MYS,1992,78.61315
Malaysia,MYS,1993,82.45352
Malaysia,MYS,1994,89.99121
Malaysia,MYS,1995,97.26938
Malaysia,MYS,1996,90.25207
Malaysia,MYS,1997,89.23649
Malaysia,MYS,1998,114.16131
Malaysia,MYS,1999,116.47432
Malaysia,MYS,2000,122.28715
Malaysia,MYS,2001,113.33839
Malaysia,MYS,2002,110.28464
Malaysia,MYS,2003,116.61221
Malaysia,MYS,2004,123.13877
Malaysia,MYS,2005,119.33524
Malaysia,MYS,2006,119.07279
Malaysia,MYS,2007,111.94174
Malaysia,MYS,2008,105.41481
Malaysia,MYS,2009,96.85786
Malaysia,MYS,2010,100.27072
Malaysia,MYS,2011,98.91283
Malaysia,MYS,2012,92.78214
Malaysia,MYS,2013,91.36375
Malaysia,MYS,2014,87.82253
Maldives,MDV,1980,14.22928
Maldives,MDV,1981,23.13304
Maldives,MDV,1982,27.27604
Maldives,MDV,1983,25.27055
Maldives,MDV,1984,13.16908
Maldives,MDV,1985,19.29587
Maldives,MDV,1986,22.32125
Maldives,MDV,1987,21.77973
Maldives,MDV,1988,38.18465
Maldives,MDV,1989,35.84861
Maldives,MDV,1990,35.20982
Maldives,MDV,1991,33.20289
