Entity,Code,Year,2_1_FDI_outflows_share_GDP
Japan,JPN,2006,1.2637274265289307
Japan,JPN,2007,1.5937479734420776
Japan,JPN,2008,2.2253921031951904
Japan,JPN,2009,1.3928955793380737
Japan,JPN,2010,1.383148431777954
Japan,JPN,2011,1.8744174242019653
Japan,JPN,2012,1.875407338142395
Japan,JPN,2013,2.9868533611297607
Japan,JPN,2014,2.816512107849121
Japan,JPN,2015,3.113996982574463
Japan,JPN,2016,3.569582223892212
Japan,JPN,2017,3.523746967315674
Japan,JPN,2018,3.180896282196045
Japan,JPN,2019,5.012370586395264
Japan,JPN,2020,3.0114824771881104
Laos,LAO,1984,-0.056910570710897446
Laos,LAO,1985,-0.00895774643868208
Laos,LAO,1986,-0.028477489948272705
Laos,LAO,1987,0.045802660286426544
Laos,LAO,1988,0.06394403427839279
Laos,LAO,1989,0.37378501892089844
Laos,LAO,1990,0.019409403204917908
Laos,LAO,1991,0.01322843972593546
Laos,LAO,1992,0.13442017138004303
Laos,LAO,1993,0.004142350051552057
Laos,LAO,1994,0.06620859354734421
Laos,LAO,1995,0.23691034317016602
Laos,LAO,1996,0.18172875046730042
Laos,LAO,1997,0.07332519441843033
Laos,LAO,1998,0.23512357473373413
Laos,LAO,1999,0.03829677402973175
Laos,LAO,2000,0.5723950266838074
Laos,LAO,2001,0.01812153309583664
Laos,LAO,2002,0.011375421658158302
Laos,LAO,2003,-0.0013086729450151324
Laos,LAO,2004,0.04672904312610626
Laos,LAO,2005,-0.00317721557803452
Laos,LAO,2006,0.000016981031876639463
Laos,LAO,2007,0.5084385871887207
Laos,LAO,2008,-0.3108818829059601
Laos,LAO,2009,0.043047092854976654
Laos,LAO,2010,0.4690974950790405
Laos,LAO,2011,0.004099919926375151
Laos,LAO,2012,-0.16539809107780457
Laos,LAO,2013,-0.238427996635437
Laos,LAO,2014,0.053147267550230026
Laos,LAO,2015,0.2751692831516266
Laos,LAO,2016,0.0954238697886467
Laos,LAO,2017,0.05682587996125221
Laos,LAO,2018,5.512177381206129e-8
Laos,LAO,2019,5.2917744852720716e-8
Laos,LAO,2020,0
Macao,MAC,2001,0.15441283583641052
Macao,MAC,2002,0.6562113761901855
Macao,MAC,2003,-0.1863400787115097
Macao,MAC,2004,-0.7238202691078186
Macao,MAC,2005,0.536849856376648
Macao,MAC,2006,4.428162097930908
Macao,MAC,2007,1.63767409324646
Macao,MAC,2008,4.017088890075684
Macao,MAC,2009,-2.7486698627471924
Macao,MAC,2010,-0.9917222261428833
Macao,MAC,2011,0.9895033836364746
Macao,MAC,2012,2.367213487625122
Macao,MAC,2013,4.390098571777344
Macao,MAC,2014,2.4733290672302246
Macao,MAC,2015,-0.38078853487968445
Macao,MAC,2016,-0.1645251363515854
Macao,MAC,2017,4.852670192718506
Macao,MAC,2018,-0.43201810121536255
Macao,MAC,2019,2.403402090072632
Macao,MAC,2020,6.755385875701904
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0.8212726712226868
Malaysia,MYS,1981,1.1716004610061646
Malaysia,MYS,1982,0.9703071713447571
Malaysia,MYS,1983,0.7440112829208374
Malaysia,MYS,1984,0.7142555713653564
Malaysia,MYS,1985,0.6723784804344177
Malaysia,MYS,1986,0.8975473642349243
Malaysia,MYS,1987,0.666450560092926
Malaysia,MYS,1988,0.5623080730438232
Malaysia,MYS,1989,0.7029060125350952
Malaysia,MYS,1990,0.2930208146572113
Malaysia,MYS,1991,0.3561025559902191
Malaysia,MYS,1992,0.1943632960319519
Malaysia,MYS,1993,1.5890613794326782
Malaysia,MYS,1994,3.1270830631256104
Malaysia,MYS,1995,2.8047916889190674
Malaysia,MYS,1996,3.736042022705078
Malaysia,MYS,1997,2.6748576164245605
Malaysia,MYS,1998,1.195829153060913
Malaysia,MYS,1999,1.7970900535583496
Malaysia,MYS,2000,2.1602072715759277
Malaysia,MYS,2001,0.28759512305259705
Malaysia,MYS,2002,1.878328800201416
Malaysia,MYS,2003,1.9194352626800537
Malaysia,MYS,2004,1.4534393548965454
Malaysia,MYS,2005,2.04209566116333
Malaysia,MYS,2006,4.694531440734863
Malaysia,MYS,2007,6.104724407196045
Malaysia,MYS,2008,6.6720476150512695
Malaysia,MYS,2009,3.332775831222534
Malaysia,MYS,2010,6.018985748291016
Malaysia,MYS,2011,6.07762336730957
Malaysia,MYS,2012,5.373587608337402
Malaysia,MYS,2013,4.147590160369873
Malaysia,MYS,2014,4.750571250915527
Malaysia,MYS,2015,3.498192310333252
Malaysia,MYS,2016,3.3517467975616455
Malaysia,MYS,2017,1.757495403289795
Malaysia,MYS,2018,1.6068756580352783
Malaysia,MYS,2019,2.060892343521118
Malaysia,MYS,2020,1.0799630880355835
Maldives,MDV,1980,0
Maldives,MDV,1981,0
Maldives,MDV,1982,0
Maldives,MDV,1983,0
Maldives,MDV,1984,0
Maldives,MDV,1985,0
Maldives,MDV,1986,0
Maldives,MDV,1987,0
Maldives,MDV,1988,0
Maldives,MDV,1989,0
Maldives,MDV,1990,0
Maldives,MDV,1991,0
Maldives,MDV,1992,0
Maldives,MDV,1993,0
Maldives,MDV,1994,0
Maldives,MDV,1995,0
Maldives,MDV,1996,0
Maldives,MDV,1997,0
Maldives,MDV,1998,0
Maldives,MDV,1999,0
Maldives,MDV,2000,0
Maldives,MDV,2001,0
Maldives,MDV,2002,0
Maldives,MDV,2003,0
Maldives,MDV,2004,0
Maldives,MDV,2005,0
Maldives,MDV,2006,0
Maldives,MDV,2007,0
Maldives,MDV,2008,0
Maldives,MDV,2009,0
Maldives,MDV,2010,0
Maldives,MDV,2011,0
Maldives,MDV,2012,0
Maldives,MDV,2013,0
Maldives,MDV,2014,0
Maldives,MDV,2015,0
Maldives,MDV,2016,0
Maldives,MDV,2017,0
Maldives,MDV,2018,0
Maldives,MDV,2019,0
Maldives,MDV,2020,0
Mongolia,MNG,1981,0
Mongolia,MNG,1982,0
Mongolia,MNG,1983,0
Mongolia,MNG,1984,0
Mongolia,MNG,1985,0
Mongolia,MNG,1986,0
Mongolia,MNG,1987,0
Mongolia,MNG,1988,0
Mongolia,MNG,2005,0.09114427864551544
Mongolia,MNG,2006,1.5934128761291504
Mongolia,MNG,2007,0.30108147859573364
Mongolia,MNG,2008,0.11101380735635757
Mongolia,MNG,2009,1.173806071281433
Mongolia,MNG,2010,0.8669074177742004
Mongolia,MNG,2011,0.9083993434906006
Mongolia,MNG,2012,0.5259608030319214
Mongolia,MNG,2013,0.3257451057434082
Mongolia,MNG,2014,0.8758129477500916
Mongolia,MNG,2015,0.09818099439144135
Mongolia,MNG,2016,0.12943847477436066
Mongolia,MNG,2017,0.4234377145767212
Mongolia,MNG,2018,0.211918905377388
Mongolia,MNG,2019,0.8937804698944092
Mongolia,MNG,2020,0.19505183398723602
Myanmar,MMR,1976,0
Myanmar,MMR,1977,0
Myanmar,MMR,1978,0
Myanmar,MMR,1979,0
Myanmar,MMR,1980,0
Myanmar,MMR,1981,0
Myanmar,MMR,1982,0
Myanmar,MMR,1983,0
Myanmar,MMR,1984,0
Myanmar,MMR,1985,0
Myanmar,MMR,1986,0
Myanmar,MMR,1987,0
Myanmar,MMR,1988,0
Myanmar,MMR,1989,0
Myanmar,MMR,1990,0
Myanmar,MMR,1991,0
Myanmar,MMR,2014,0
Myanmar,MMR,2015,0
Myanmar,MMR,2016,0
Myanmar,MMR,2017,0
Myanmar,MMR,2018,0
Myanmar,MMR,2019,0
Nepal,NPL,1976,0
Nepal,NPL,1977,0
Nepal,NPL,1978,0
Nepal,NPL,1979,0
Nepal,NPL,1980,0
Nepal,NPL,1981,0
Nepal,NPL,1982,0
Nepal,NPL,1983,0
Nepal,NPL,1984,0
Nepal,NPL,1985,0
Nepal,NPL,1986,0
Nepal,NPL,1987,0
Nepal,NPL,1988,0
Nepal,NPL,1989,0
Nepal,NPL,1990,0
Nepal,NPL,1991,0
Nepal,NPL,1992,0
Nepal,NPL,1993,0
Nepal,NPL,1994,0
Nepal,NPL,1995,0
Nepal,NPL,1996,0
Nepal,NPL,1997,0
Nepal,NPL,1998,0
Nepal,NPL,1999,0
Nepal,NPL,2000,0
Nepal,NPL,2001,0
Nepal,NPL,2010,0
Nepal,NPL,2011,0
Nepal,NPL,2012,0
Nepal,NPL,2013,0
Nepal,NPL,2014,0
Nepal,NPL,2015,0
Nepal,NPL,2016,0
Nepal,NPL,2017,0
Nepal,NPL,2018,0
Nepal,NPL,2019,0
Nepal,NPL,2020,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0.012911739759147167
Oman,OMN,2003,0.408744215965271
Oman,OMN,2004,0.16803814470767975
Oman,OMN,2005,0.7513999342918396
Oman,OMN,2006,0.7379729747772217
Oman,OMN,2007,-0.08837073296308517
Oman,OMN,2008,0.9595122933387756
Oman,OMN,2009,0.22574181854724884
Oman,OMN,2010,2.304921865463257
Oman,OMN,2011,1.5779688358306885
Oman,OMN,2012,1.0125354528427124
Oman,OMN,2013,1.0381603240966797
Oman,OMN,2014,1.4631285667419434
Oman,OMN,2015,0.42558392882347107
Oman,OMN,2016,0.4746443033218384
Oman,OMN,2017,2.9974846839904785
Oman,OMN,2018,0.7827421426773071
Oman,OMN,2019,0.7129482626914978
Oman,OMN,2020,0.722523033618927
Philippines,PHL,1977,0.0044876886531710625
Philippines,PHL,1978,0
Philippines,PHL,1979,0
Philippines,PHL,1980,0.2333896905183792
Philippines,PHL,1981,0.11605039983987808
Philippines,PHL,1982,0.14452917873859406
Philippines,PHL,1983,0.07150568068027496
Philippines,PHL,1984,0.041981291025877
Philippines,PHL,1985,0.1658964604139328
Philippines,PHL,1986,0.03236514702439308
Philippines,PHL,1987,0.14024339616298676
Philippines,PHL,1988,0.037078168243169785
Philippines,PHL,1989,0.018551446497440338
Philippines,PHL,1990,0.04355720803141594
Philippines,PHL,1991,0.05213944986462593
Philippines,PHL,1992,0.16715680062770844
Philippines,PHL,1993,0.6028696894645691
Philippines,PHL,1994,0.412798136472702
Philippines,PHL,1995,0.47138482332229614
Philippines,PHL,1996,0.192291259765625
Philippines,PHL,1997,0.14451760053634644
Philippines,PHL,1998,0.21478722989559174
Philippines,PHL,1999,0.8348889350891113
Philippines,PHL,2000,-0.7505704760551453
Philippines,PHL,2001,0.5385115742683411
Philippines,PHL,2002,0.3463520109653473
Philippines,PHL,2003,0.3492681384086609
Philippines,PHL,2004,0.5084102153778076
Philippines,PHL,2005,0.739264190196991
Philippines,PHL,2006,0.8368890285491943
Philippines,PHL,2007,3.4444499015808105
Philippines,PHL,2008,1.0846738815307617
Philippines,PHL,2009,1.0780695676803589
Philippines,PHL,2010,1.3016188144683838
Philippines,PHL,2011,1.0031901597976685
Philippines,PHL,2012,1.593315601348877
Philippines,PHL,2013,1.2845770120620728
Philippines,PHL,2014,2.2703540325164795
Philippines,PHL,2015,1.8076603412628174
Philippines,PHL,2016,0.7522075772285461
Philippines,PHL,2017,1.0060651302337646
Philippines,PHL,2018,1.1866201162338257
Philippines,PHL,2019,0.8892594575881958
Philippines,PHL,2020,0.9751846790313721
Singapore,SGP,1972,0.7447035312652588
Singapore,SGP,1973,0.7046167850494385
Singapore,SGP,1974,0.5737106204032898
Singapore,SGP,1975,0.6736965179443359
Singapore,SGP,1976,0.7100270390510559
Singapore,SGP,1977,1.2882945537567139
Singapore,SGP,1978,1.509279727935791
Singapore,SGP,1979,1.8004918098449707
Singapore,SGP,1980,0.8204970359802246
Singapore,SGP,1981,-0.10351314395666122
Singapore,SGP,1982,1.8913036584854126
Singapore,SGP,1983,0.27675238251686096
Singapore,SGP,1984,0.4676332175731659
Singapore,SGP,1985,1.2408877611160278
Singapore,SGP,1986,0.9760053157806396
Singapore,SGP,1987,0.9851205945014954
Singapore,SGP,1988,0.4641764760017395
Singapore,SGP,1989,2.895717144012451
Singapore,SGP,1990,5.626838207244873
Singapore,SGP,1991,1.1565333604812622
Singapore,SGP,1992,2.526305675506592
Singapore,SGP,1993,3.5507655143737793
Singapore,SGP,1994,6.2111616134643555
Singapore,SGP,1995,8.517681121826172
Singapore,SGP,1996,9.765642166137695
Singapore,SGP,1997,12.407562255859375
Singapore,SGP,1998,4.224009990692139
Singapore,SGP,1999,9.630919456481934
Singapore,SGP,2000,7.128165245056152
Singapore,SGP,2001,22.500612258911133
Singapore,SGP,2002,3.0639054775238037
Singapore,SGP,2003,3.8155667781829834
Singapore,SGP,2004,11.421326637268066
Singapore,SGP,2005,9.821425437927246
Singapore,SGP,2006,13.498641967773438
Singapore,SGP,2007,22.59412384033203
Singapore,SGP,2008,4.113581657409668
Singapore,SGP,2009,16.5023136138916
Singapore,SGP,2010,14.76472282409668
Singapore,SGP,2011,11.419389724731445
Singapore,SGP,2012,6.940464973449707
Singapore,SGP,2013,14.72116756439209
Singapore,SGP,2014,16.667394638061523
Singapore,SGP,2015,14.682662963867188
Singapore,SGP,2016,11.970380783081055
Singapore,SGP,2017,18.89768409729004
Singapore,SGP,2018,5.860694408416748
Singapore,SGP,2019,13.509594917297363
Singapore,SGP,2020,9.522242546081543
South Korea,KOR,1971,0.030292320996522903
South Korea,KOR,1972,0.009206130169332027
South Korea,KOR,1973,0.01441282406449318
South Korea,KOR,1974,0.07163289189338684
South Korea,KOR,1975,0.018361849710345268
South Korea,KOR,1976,0.020065225660800934
South Korea,KOR,1977,0.0546213760972023
South Korea,KOR,1978,0.05387505143880844
South Korea,KOR,1979,0.024492545053362846
South Korea,KOR,1980,0.06559769064188004
South Korea,KOR,1981,0.08363800495862961
South Korea,KOR,1982,0.23481707274913788
South Korea,KOR,1983,0.19245590269565582
South Korea,KOR,1984,0.09281077235937119
South Korea,KOR,1985,0.6000226736068726
South Korea,KOR,1986,1.0862159729003906
South Korea,KOR,1987,0.3678988814353943
South Korea,KOR,1988,0.36374416947364807
South Korea,KOR,1989,0.29543110728263855
South Korea,KOR,1990,0.39990466833114624
South Korea,KOR,1991,0.481236070394516
South Korea,KOR,1992,0.3869485855102539
South Korea,KOR,1993,0.36761513352394104
South Korea,KOR,1994,0.5586718916893005
South Korea,KOR,1995,0.6827767491340637
South Korea,KOR,1996,0.8117907643318176
