Entity,Code,Year,3_1_Renewables_kWpc
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0.32163125
Hong Kong,HKG,2009,0.43260995
Hong Kong,HKG,2010,24.23349
Hong Kong,HKG,2011,63.205128
Hong Kong,HKG,2012,26.988066
Hong Kong,HKG,2013,38.309944
Hong Kong,HKG,2014,31.290369
Hong Kong,HKG,2015,37.451283
Hong Kong,HKG,2016,46.1075
Hong Kong,HKG,2017,54.993065
Hong Kong,HKG,2018,60.01972
Hong Kong,HKG,2019,72.003044
Hong Kong,HKG,2020,109.05632
Hong Kong,HKG,2021,101.563324
Hong Kong,HKG,2022,111.411865
India,IND,1965,113.32694
India,IND,1966,115.824585
India,IND,1967,126.87905
India,IND,1968,143.28993
India,IND,1969,155.62456
India,IND,1970,161.43483
India,IND,1971,173.18721
India,IND,1972,164.39464
India,IND,1973,171.17026
India,IND,1974,161.0255
India,IND,1975,188.12329
India,IND,1976,192.50035
India,IND,1977,205.44086
India,IND,1978,249.31245
India,IND,1979,235.12117
India,IND,1980,235.26532
India,IND,1981,245.07672
India,IND,1982,202.19511
India,IND,1983,190.47794
India,IND,1984,208.0737
India,IND,1985,196.36292
India,IND,1986,194.82312
India,IND,1987,177.49026
India,IND,1988,193.70284
India,IND,1989,219.9307
India,IND,1990,225.79642
India,IND,1991,246.60188
India,IND,1992,228.97481
India,IND,1993,226.95499
India,IND,1994,252.8039
India,IND,1995,236.20546
India,IND,1996,212.78905
India,IND,1997,213.18845
India,IND,1998,249.29213
India,IND,1999,243.0435
India,IND,2000,224.36137
India,IND,2001,207.9308
India,IND,2002,201.74425
India,IND,2003,201.52924
India,IND,2004,285.46744
India,IND,2005,274.8803
India,IND,2006,318.7815
India,IND,2007,347.52814
India,IND,2008,335.0107
India,IND,2009,317.59634
India,IND,2010,332.70676
India,IND,2011,396.6954
India,IND,2012,372.0283
India,IND,2013,414.09476
India,IND,2014,438.2047
India,IND,2015,436.1298
India,IND,2016,438.86203
India,IND,2017,482.65274
India,IND,2018,535.23914
India,IND,2019,606.8933
India,IND,2020,623.14557
India,IND,2021,657.38074
India,IND,2022,743.044
Indonesia,IDN,1965,53.35356
Indonesia,IDN,1966,67.762695
Indonesia,IDN,1967,74.15791
Indonesia,IDN,1968,89.20525
Indonesia,IDN,1969,90.77246
Indonesia,IDN,1970,107.39981
Indonesia,IDN,1971,34.45164
Indonesia,IDN,1972,30.00725
Indonesia,IDN,1973,36.885674
Indonesia,IDN,1974,39.833977
Indonesia,IDN,1975,40.73416
Indonesia,IDN,1976,23.31493
Indonesia,IDN,1977,37.821854
Indonesia,IDN,1978,26.367352
Indonesia,IDN,1979,28.630209
Indonesia,IDN,1980,25.311264
Indonesia,IDN,1981,24.639542
Indonesia,IDN,1982,26.26611
Indonesia,IDN,1983,38.597668
Indonesia,IDN,1984,41.217243
Indonesia,IDN,1985,49.342896
Indonesia,IDN,1986,77.88241
Indonesia,IDN,1987,78.59604
Indonesia,IDN,1988,84.7185
Indonesia,IDN,1989,103.77135
Indonesia,IDN,1990,122.957115
Indonesia,IDN,1991,134.29495
Indonesia,IDN,1992,167.60371
Indonesia,IDN,1993,153.28276
Indonesia,IDN,1994,144.44958
Indonesia,IDN,1995,155.45409
Indonesia,IDN,1996,162.59505
Indonesia,IDN,1997,122.59944
Indonesia,IDN,1998,192.30252
Indonesia,IDN,1999,198.46576
Indonesia,IDN,2000,202.93962
Indonesia,IDN,2001,236.06888
Indonesia,IDN,2002,214.22798
Indonesia,IDN,2003,200.51125
Indonesia,IDN,2004,208.53665
Indonesia,IDN,2005,218.15526
Indonesia,IDN,2006,200.70396
Indonesia,IDN,2007,222.30681
Indonesia,IDN,2008,235.6487
Indonesia,IDN,2009,244.65826
Indonesia,IDN,2010,313.54276
Indonesia,IDN,2011,258.46423
Indonesia,IDN,2012,270.85852
Indonesia,IDN,2013,321.96207
Indonesia,IDN,2014,333.29718
Indonesia,IDN,2015,284.78528
Indonesia,IDN,2016,411.0724
Indonesia,IDN,2017,410.10907
Indonesia,IDN,2018,630.1834
Indonesia,IDN,2019,708.93884
Indonesia,IDN,2020,816.6942
Indonesia,IDN,2021,876.8631
Indonesia,IDN,2022,1005.6426
Japan,JPN,1965,2261.3953
Japan,JPN,1966,2335.4666
Japan,JPN,1967,1996.5122
Japan,JPN,1968,2112.3555
Japan,JPN,1969,2140.295
Japan,JPN,1970,2121.5364
Japan,JPN,1971,2337.7522
Japan,JPN,1972,2331.7708
Japan,JPN,1973,1806.9247
Japan,JPN,1974,2208.429
Japan,JPN,1975,2203.5498
Japan,JPN,1976,2184.5364
Japan,JPN,1977,1893.319
Japan,JPN,1978,1808.8036
Japan,JPN,1979,2071.4736
Japan,JPN,1980,2245.928
Japan,JPN,1981,2215.127
Japan,JPN,1982,2286.9673
Japan,JPN,1983,2369.8528
Japan,JPN,1984,2074.921
Japan,JPN,1985,2353.6116
Japan,JPN,1986,2321.4482
Japan,JPN,1987,2190.8325
Japan,JPN,1988,2585.8662
Japan,JPN,1989,2638.1418
Japan,JPN,1990,2365.1687
Japan,JPN,1991,2544.872
Japan,JPN,1992,2201.1382
Japan,JPN,1993,2485.3137
Japan,JPN,1994,1859.2572
Japan,JPN,1995,2213.435
Japan,JPN,1996,2193.21
Japan,JPN,1997,2436.2017
Japan,JPN,1998,2487.7512
Japan,JPN,1999,2370.0288
Japan,JPN,2000,2376.5256
Japan,JPN,2001,2295.115
Japan,JPN,2002,2287.5413
Japan,JPN,2003,2580.3306
Japan,JPN,2004,2570.3347
Japan,JPN,2005,2347.601
Japan,JPN,2006,2594.1091
Japan,JPN,2007,2300.453
Japan,JPN,2008,2291.5564
Japan,JPN,2009,2172.6165
Japan,JPN,2010,2639.4622
Japan,JPN,2011,2525.1882
Japan,JPN,2012,2472.512
Japan,JPN,2013,2667.3555
Japan,JPN,2014,2949.8066
Japan,JPN,2015,3389.5
Japan,JPN,2016,3322.4495
Japan,JPN,2017,3651.5007
Japan,JPN,2018,3929.1963
Japan,JPN,2019,3952.0127
Japan,JPN,2020,4284.1104
Japan,JPN,2021,4731.832
Japan,JPN,2022,5003.856
Malaysia,MYS,1965,190.93054
Malaysia,MYS,1966,219.07736
Malaysia,MYS,1967,223.73164
Malaysia,MYS,1968,242.06747
Malaysia,MYS,1969,298.0005
Malaysia,MYS,1970,344.85983
Malaysia,MYS,1971,293.1051
Malaysia,MYS,1972,315.91208
Malaysia,MYS,1973,296.16223
Malaysia,MYS,1974,262.43304
Malaysia,MYS,1975,255.79146
Malaysia,MYS,1976,235.3658
Malaysia,MYS,1977,186.0986
Malaysia,MYS,1978,213.08952
Malaysia,MYS,1979,253.44502
Malaysia,MYS,1980,315.206
Malaysia,MYS,1981,340.36783
Malaysia,MYS,1982,319.18478
Malaysia,MYS,1983,361.8851
Malaysia,MYS,1984,694.91864
Malaysia,MYS,1985,737.5606
Malaysia,MYS,1986,783.1342
Malaysia,MYS,1987,915.85425
Malaysia,MYS,1988,1025.1613
Malaysia,MYS,1989,919.85004
Malaysia,MYS,1990,679.7302
Malaysia,MYS,1991,730.2122
Malaysia,MYS,1992,684.0749
Malaysia,MYS,1993,753.292
Malaysia,MYS,1994,978.6334
Malaysia,MYS,1995,913.07855
Malaysia,MYS,1996,740.9245
Malaysia,MYS,1997,580.70557
Malaysia,MYS,1998,604.2629
Malaysia,MYS,1999,998.3249
Malaysia,MYS,2000,980.75714
Malaysia,MYS,2001,834.7978
Malaysia,MYS,2002,708.1476
Malaysia,MYS,2003,650.42694
Malaysia,MYS,2004,706.55383
Malaysia,MYS,2005,736.46985
Malaysia,MYS,2006,756.53345
Malaysia,MYS,2007,724.5228
Malaysia,MYS,2008,902.7836
Malaysia,MYS,2009,841.36926
Malaysia,MYS,2010,756.96985
Malaysia,MYS,2011,939.2355
Malaysia,MYS,2012,1062.5347
Malaysia,MYS,2013,1269.2478
Malaysia,MYS,2014,1391.3153
Malaysia,MYS,2015,1453.2415
Malaysia,MYS,2016,1947.0024
Malaysia,MYS,2017,2475.9368
Malaysia,MYS,2018,2490.8225
Malaysia,MYS,2019,2557.9487
Malaysia,MYS,2020,2750.9214
Malaysia,MYS,2021,3092.8616
Malaysia,MYS,2022,3226.491
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Philippines,PHL,1965,139.71219
Philippines,PHL,1966,133.3528
Philippines,PHL,1967,143.50644
Philippines,PHL,1968,143.08693
Philippines,PHL,1969,147.13138
Philippines,PHL,1970,165.63934
Philippines,PHL,1971,148.76631
Philippines,PHL,1972,165.58397
Philippines,PHL,1973,173.73291
Philippines,PHL,1974,146.5337
Philippines,PHL,1975,158.47081
Philippines,PHL,1976,190.10706
Philippines,PHL,1977,140.07617
Philippines,PHL,1978,181.31346
Philippines,PHL,1979,218.99223
Philippines,PHL,1980,334.9228
Philippines,PHL,1981,447.61758
Philippines,PHL,1982,439.10464
Philippines,PHL,1983,498.6426
Philippines,PHL,1984,581.2398
Philippines,PHL,1985,613.5869
Philippines,PHL,1986,605.23773
Philippines,PHL,1987,514.5044
Philippines,PHL,1988,569.7533
Philippines,PHL,1989,590.3139
Philippines,PHL,1990,565.43317
Philippines,PHL,1991,500.5115
Philippines,PHL,1992,454.00168
Philippines,PHL,1993,468.4064
Philippines,PHL,1994,521.31287
Philippines,PHL,1995,517.4855
Philippines,PHL,1996,554.34454
Philippines,PHL,1997,529.176
Philippines,PHL,1998,540.6454
Philippines,PHL,1999,698.2831
Philippines,PHL,2000,718.9813
Philippines,PHL,2001,631.79016
Philippines,PHL,2002,605.474
Philippines,PHL,2003,604.7393
Philippines,PHL,2004,628.70703
Philippines,PHL,2005,594.6448
Philippines,PHL,2006,648.8227
Philippines,PHL,2007,587.9663
Philippines,PHL,2008,632.8476
Philippines,PHL,2009,612.8878
Philippines,PHL,2010,535.75385
Philippines,PHL,2011,582.5172
Philippines,PHL,2012,602.28156
Philippines,PHL,2013,572.3775
Philippines,PHL,2014,560.1414
Philippines,PHL,2015,583.46454
Philippines,PHL,2016,602.2244
Philippines,PHL,2017,625.0524
Philippines,PHL,2018,616.54114
Philippines,PHL,2019,576.7006
Philippines,PHL,2020,548.1542
Philippines,PHL,2021,600.27374
Philippines,PHL,2022,633.94714
Singapore,SGP,1965,0
Singapore,SGP,1966,0
Singapore,SGP,1967,0
Singapore,SGP,1968,0
Singapore,SGP,1969,0
Singapore,SGP,1970,0
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,98.67762
Singapore,SGP,1987,96.398476
Singapore,SGP,1988,94.19776
Singapore,SGP,1989,92.113174
Singapore,SGP,1990,89.78092
Singapore,SGP,1991,250.6195
Singapore,SGP,1992,242.2656
Singapore,SGP,1993,234.57066
Singapore,SGP,1994,227.44325
Singapore,SGP,1995,220.68762
Singapore,SGP,1996,214.15945
Singapore,SGP,1997,207.96677
Singapore,SGP,1998,202.28404
Singapore,SGP,1999,197.17458
South Korea,KOR,1965,71.99341
South Korea,KOR,1966,97.6461
South Korea,KOR,1967,92.287506
South Korea,KOR,1968,88.00842
South Korea,KOR,1969,132.36687
South Korea,KOR,1970,110.718475
South Korea,KOR,1971,117.25279
South Korea,KOR,1972,119.06297
South Korea,KOR,1973,109.58396
South Korea,KOR,1974,159.56136
South Korea,KOR,1975,138.49014
South Korea,KOR,1976,145.0791
South Korea,KOR,1977,111.57245
South Korea,KOR,1978,143.17789
South Korea,KOR,1979,179.91832
South Korea,KOR,1980,148.76746
South Korea,KOR,1981,198.32205
South Korea,KOR,1982,128.72755
South Korea,KOR,1983,169.36989
South Korea,KOR,1984,145.29892
South Korea,KOR,1985,228.40878
South Korea,KOR,1986,219.95135
South Korea,KOR,1987,276.5119
South Korea,KOR,1988,136.69305
South Korea,KOR,1989,201.1688
South Korea,KOR,1990,313.99188
South Korea,KOR,1991,231.77696
South Korea,KOR,1992,205.01732
South Korea,KOR,1993,278.40848
South Korea,KOR,1994,153.79428
South Korea,KOR,1995,197.4962
South Korea,KOR,1996,185.37224
South Korea,KOR,1997,186.71274
South Korea,KOR,1998,277.9894
South Korea,KOR,1999,271.0076
South Korea,KOR,2000,260.1778
South Korea,KOR,2001,152.57553
South Korea,KOR,2002,212.8318
South Korea,KOR,2003,312.65436
South Korea,KOR,2004,284.681
South Korea,KOR,2005,248.8339
South Korea,KOR,2006,250.2582
South Korea,KOR,2007,287.66
South Korea,KOR,2008,305.82794
South Korea,KOR,2009,329.89053
South Korea,KOR,2010,412.05453
South Korea,KOR,2011,481.28394
South Korea,KOR,2012,499.9307
South Korea,KOR,2013,644.98517
South Korea,KOR,2014,764.7989
South Korea,KOR,2015,878.1143
South Korea,KOR,2016,1025.2194
South Korea,KOR,2017,1227.9039
South Korea,KOR,2018,1562.6775
South Korea,KOR,2019,1808.8071
South Korea,KOR,2020,2108.0654
South Korea,KOR,2021,2429.5059
South Korea,KOR,2022,2939.291
Sri Lanka,LKA,1965,97.80506
Sri Lanka,LKA,1966,104.41306
Sri Lanka,LKA,1967,104.7761
Sri Lanka,LKA,1968,118.311325
Sri Lanka,LKA,1969,133.95155
Sri Lanka,LKA,1970,176.6971
Sri Lanka,LKA,1971,192.89299
Sri Lanka,LKA,1972,193.95825
Sri Lanka,LKA,1973,156.2049
Sri Lanka,LKA,1974,219.8414
Sri Lanka,LKA,1975,233.00333
Sri Lanka,LKA,1976,235.85475
Sri Lanka,LKA,1977,253.51186
Sri Lanka,LKA,1978,280.2765
Sri Lanka,LKA,1979,294.44214
Sri Lanka,LKA,1980,292.87634
Sri Lanka,LKA,1981,305.75885
Sri Lanka,LKA,1982,307.9041
Sri Lanka,LKA,1983,229.85979
Sri Lanka,LKA,1984,389.76736
Sri Lanka,LKA,1985,440.19476
Sri Lanka,LKA,1986,479.31934
Sri Lanka,LKA,1987,389.03183
Sri Lanka,LKA,1988,457.76407
Sri Lanka,LKA,1989,487.51233
Sri Lanka,LKA,1990,540.5189
Sri Lanka,LKA,1991,529.1363
Sri Lanka,LKA,1992,486.53815
Sri Lanka,LKA,1993,629.69684
Sri Lanka,LKA,1994,671.30774
Sri Lanka,LKA,1995,734.3196
Sri Lanka,LKA,1996,524.81
Sri Lanka,LKA,1997,552.5218
Sri Lanka,LKA,1998,623.70483
Sri Lanka,LKA,1999,662.179
Sri Lanka,LKA,2000,505.21667
Sri Lanka,LKA,2001,484.79724
Sri Lanka,LKA,2002,413.22183
Sri Lanka,LKA,2003,499.48303
Sri Lanka,LKA,2004,439.9412
Sri Lanka,LKA,2005,504.90604
Sri Lanka,LKA,2006,666.30023
Sri Lanka,LKA,2007,558.5204
Sri Lanka,LKA,2008,575.6119
Sri Lanka,LKA,2009,535.52783
Sri Lanka,LKA,2010,771.13385
Sri Lanka,LKA,2011,624.3182
Sri Lanka,LKA,2012,454.63242
Sri Lanka,LKA,2013,929.7784
Sri Lanka,LKA,2014,626.52203
Sri Lanka,LKA,2015,812.782
Sri Lanka,LKA,2016,592.894
Sri Lanka,LKA,2017,581.9754
Sri Lanka,LKA,2018,878.3047
Sri Lanka,LKA,2019,706.5239
Sri Lanka,LKA,2020,732.77655
Sri Lanka,LKA,2021,1042.2489
Sri Lanka,LKA,2022,1044.8799
Taiwan,TWN,1965,585.0312
Taiwan,TWN,1966,582.1694
Taiwan,TWN,1967,559.6209
Taiwan,TWN,1968,800.62506
Taiwan,TWN,1969,617.4031
Taiwan,TWN,1970,566.3755
Taiwan,TWN,1971,597.6989
Taiwan,TWN,1972,688.43756
Taiwan,TWN,1973,630.7832
Taiwan,TWN,1974,856.4832
Taiwan,TWN,1975,939.8822
Taiwan,TWN,1976,750.9613
Taiwan,TWN,1977,692.7744
Taiwan,TWN,1978,839.93036
Taiwan,TWN,1979,758.96216
Taiwan,TWN,1980,478.01196
Taiwan,TWN,1981,769.9185
Taiwan,TWN,1982,757.58966
Taiwan,TWN,1983,777.90576
Taiwan,TWN,1984,674.16833
Taiwan,TWN,1985,909.8901
Taiwan,TWN,1986,917.88043
Taiwan,TWN,1987,815.06226
Taiwan,TWN,1988,684.2377
Taiwan,TWN,1989,735.3286
Taiwan,TWN,1990,949.3577
Taiwan,TWN,1991,585.9706
Taiwan,TWN,1992,965.0753
Taiwan,TWN,1993,610.25867
Taiwan,TWN,1994,741.40857
Taiwan,TWN,1995,724.06885
Taiwan,TWN,1996,718.3415
Taiwan,TWN,1997,789.74225
Taiwan,TWN,1998,925.31885
Taiwan,TWN,1999,786.96606
Taiwan,TWN,2000,758.3633
Taiwan,TWN,2001,859.95624
Taiwan,TWN,2002,590.3047
Taiwan,TWN,2003,643.0707
Taiwan,TWN,2004,670.67
Taiwan,TWN,2005,782.3751
Taiwan,TWN,2006,801.93616
Taiwan,TWN,2007,901.83673
Taiwan,TWN,2008,858.7604
Taiwan,TWN,2009,806.08594
Taiwan,TWN,2010,901.3303
Taiwan,TWN,2011,937.61127
Taiwan,TWN,2012,1138.909
Taiwan,TWN,2013,1153.2566
Taiwan,TWN,2014,1008.2524
Taiwan,TWN,2015,1047.3335
Taiwan,TWN,2016,1293.3306
Taiwan,TWN,2017,1246.157
Taiwan,TWN,2018,1257.4543
Taiwan,TWN,2019,1536.567
Taiwan,TWN,2020,1523.9866
Taiwan,TWN,2021,1764.8787
Taiwan,TWN,2022,2452.8599
Thailand,THA,1965,80.3751
Thailand,THA,1966,98.67835
Thailand,THA,1967,123.18035
Thailand,THA,1968,122.889534
Thailand,THA,1969,88.91134
Thailand,THA,1970,147.63577
Thailand,THA,1971,164.52713
Thailand,THA,1972,135.0538
Thailand,THA,1973,143.0075
Thailand,THA,1974,182.158
Thailand,THA,1975,245.6901
Thailand,THA,1976,256.78183
Thailand,THA,1977,225.34348
Thailand,THA,1978,142.42671
Thailand,THA,1979,215.56378
Thailand,THA,1980,82.30065
Thailand,THA,1981,188.20021
Thailand,THA,1982,237.79727
Thailand,THA,1983,222.36397
Thailand,THA,1984,243.1158
Thailand,THA,1985,215.71819
Thailand,THA,1986,317.35568
Thailand,THA,1987,228.8514
Thailand,THA,1988,207.6533
Thailand,THA,1989,301.3106
Thailand,THA,1990,263.79626
Thailand,THA,1991,239.15598
Thailand,THA,1992,217.14694
Thailand,THA,1993,186.50739
Thailand,THA,1994,224.92967
Thailand,THA,1995,335.73123
Thailand,THA,1996,365.3053
Thailand,THA,1997,357.6707
Thailand,THA,1998,259.69873
Thailand,THA,1999,184.33105
Thailand,THA,2000,302.89117
Thailand,THA,2001,316.11984
Thailand,THA,2002,372.2077
Thailand,THA,2003,383.37552
Thailand,THA,2004,350.74445
Thailand,THA,2005,353.14072
Thailand,THA,2006,468.44794
Thailand,THA,2007,478.67368
Thailand,THA,2008,483.81326
Thailand,THA,2009,515.87463
Thailand,THA,2010,502.41708
Thailand,THA,2011,630.72546
Thailand,THA,2012,732.0805
Thailand,THA,2013,748.7371
Thailand,THA,2014,847.52924
Thailand,THA,2015,848.5982
Thailand,THA,2016,944.62134
Thailand,THA,2017,1106.2025
Thailand,THA,2018,1366.3136
Thailand,THA,2019,1486.5892
Thailand,THA,2020,1382.1177
Thailand,THA,2021,1400.2607
Thailand,THA,2022,1437.4113
Vietnam,VNM,1965,26.83431
Vietnam,VNM,1966,30.041138
Vietnam,VNM,1967,32.368183
Vietnam,VNM,1968,35.35545
Vietnam,VNM,1969,38.93064
Vietnam,VNM,1970,42.31439
Vietnam,VNM,1971,42.305084
Vietnam,VNM,1972,28.42092
Vietnam,VNM,1973,27.665403
Vietnam,VNM,1974,27.058187
Vietnam,VNM,1975,31.477684
Vietnam,VNM,1976,34.196857
Vietnam,VNM,1977,35.90166
Vietnam,VNM,1978,46.65726
Vietnam,VNM,1979,57.050163
Vietnam,VNM,1980,83.06859
Vietnam,VNM,1981,82.09562
Vietnam,VNM,1982,82.91793
Vietnam,VNM,1983,63.432827
Vietnam,VNM,1984,80.953255
Vietnam,VNM,1985,73.02084
Vietnam,VNM,1986,67.95832
Vietnam,VNM,1987,65.342834
Vietnam,VNM,1988,82.70101
Vietnam,VNM,1989,173.35506
Vietnam,VNM,1990,237.2658
Vietnam,VNM,1991,273.2537
Vietnam,VNM,1992,306.2545
Vietnam,VNM,1993,330.90207
Vietnam,VNM,1994,376.9799
Vietnam,VNM,1995,424.2304
Vietnam,VNM,1996,473.7719
Vietnam,VNM,1997,453.19824
Vietnam,VNM,1998,425.36584
Vietnam,VNM,1999,521.3471
Vietnam,VNM,2000,544.6396
Vietnam,VNM,2001,670.2407
Vietnam,VNM,2002,658.6735
Vietnam,VNM,2003,675.80493
Vietnam,VNM,2004,623.79425
Vietnam,VNM,2005,571.3851
Vietnam,VNM,2006,670.54266
Vietnam,VNM,2007,751.46075
Vietnam,VNM,2008,855.13153
Vietnam,VNM,2009,970.6823
Vietnam,VNM,2010,909.22797
Vietnam,VNM,2011,1286.0446
Vietnam,VNM,2012,1640.1726
Vietnam,VNM,2013,1750.0361
Vietnam,VNM,2014,1850.2004
Vietnam,VNM,2015,1677.7786
Vietnam,VNM,2016,1852.8209
Vietnam,VNM,2017,2491.923
Vietnam,VNM,2018,2375.869
Vietnam,VNM,2019,1999.9904
Vietnam,VNM,2020,2322.503
Vietnam,VNM,2021,2799.8596
Vietnam,VNM,2022,3473.4663
