Entity,Code,Year,4_0_RichestShare
Armenia,ARM,2018,29.19937859191279
Armenia,ARM,2019,25.09367784237818
Armenia,ARM,2020,21.473396325500723
Australia,AUS,1981,23.3016362423389
Australia,AUS,1985,24.28965666009919
Australia,AUS,1989,24.666854652310118
Australia,AUS,1995,24.6017009978003
Australia,AUS,2001,25.06563007198892
Australia,AUS,2003,25.08288970342789
Australia,AUS,2004,25.31601671875327
Australia,AUS,2008,27.41556766793271
Australia,AUS,2010,26.457994593029
Australia,AUS,2014,26.98347051456531
Australia,AUS,2016,25.80829233447277
Australia,AUS,2018,26.61339077885694
Austria,AUT,1987,19.288320752120992
Austria,AUT,1994,24.5904133041809
Austria,AUT,1995,22.40929673079998
Austria,AUT,1997,23.44225219748645
Austria,AUT,2000,22.71387978093437
Austria,AUT,2003,23.46903271451975
Austria,AUT,2004,23.842909110872903
Austria,AUT,2005,22.84990510649157
Austria,AUT,2006,23.71189099823909
Austria,AUT,2007,23.84866421064743
Austria,AUT,2008,24.10980113232439
Austria,AUT,2009,24.68330815523667
Austria,AUT,2010,23.56797793530525
Austria,AUT,2011,23.68699719611575
Austria,AUT,2012,23.44865882830843
Austria,AUT,2013,24.275984513100802
Austria,AUT,2014,24.06755689321184
Austria,AUT,2015,23.842655519899942
Austria,AUT,2016,23.84869402199065
Austria,AUT,2017,22.99201355777502
Austria,AUT,2018,23.91724203715526
Austria,AUT,2019,23.213705130124552
Azerbaijan,AZE,1995,26.772167187231833
Azerbaijan,AZE,2001,29.507248529546594
Azerbaijan,AZE,2002,23.185534061715078
Azerbaijan,AZE,2003,23.58696288569174
Azerbaijan,AZE,2004,24.35157530885753
Azerbaijan,AZE,2005,24.184112334794992
Bangladesh,BGD,1983,21.86562999358458
Bangladesh,BGD,1988,24.58222991201233
Bangladesh,BGD,1991,23.287869200028517
Bangladesh,BGD,1995,28.082972381126382
Bangladesh,BGD,2000,27.863741625497777
Bangladesh,BGD,2005,27.99544777196532
Bangladesh,BGD,2010,26.925356199793498
Bangladesh,BGD,2016,26.835072184627016
Belarus,BLR,1993,19.40481375508106
Belarus,BLR,1995,22.54968054009174
Belarus,BLR,1998,24.91442457207991
Belarus,BLR,1999,24.03558477104808
Belarus,BLR,2000,24.041267506944163
Belarus,BLR,2001,23.99433133270386
Belarus,BLR,2002,24.02110195429321
Belarus,BLR,2003,22.6349988566462
Belarus,BLR,2004,21.35055994383323
Belarus,BLR,2005,21.802376155851448
Belarus,BLR,2006,22.40242333690673
Belarus,BLR,2007,23.570222477772678
Belarus,BLR,2008,22.33080381811459
Belarus,BLR,2009,22.57626624853701
Belarus,BLR,2010,22.85358629706033
Belarus,BLR,2011,21.85466943601951
Belarus,BLR,2012,21.79687064225463
Belarus,BLR,2013,22.05884111760689
Belarus,BLR,2014,22.56509808772686
Belarus,BLR,2015,21.21172714255211
Belarus,BLR,2016,21.26921394234265
Belarus,BLR,2017,21.27941325833395
Belarus,BLR,2018,21.3982655367411
Belarus,BLR,2019,21.323205821374668
Belarus,BLR,2020,20.72852037306313
Belgium,BEL,1985,20.64184007266284
Belgium,BEL,1988,21.07165782333844
Belgium,BEL,1992,20.1356705725417
Belgium,BEL,1995,22.84579760828445
Belgium,BEL,1997,21.56831806635829
Belgium,BEL,2000,28.31398604419068
Belgium,BEL,2003,22.245526031485362
Belgium,BEL,2004,25.11692330559191
Belgium,BEL,2005,23.87669347877462
Belgium,BEL,2006,22.40986585064641
Belgium,BEL,2007,23.54219048966906
Belgium,BEL,2008,22.724539688060748
Belgium,BEL,2009,22.70916252174192
Belgium,BEL,2010,22.74228877733485
Belgium,BEL,2011,22.35160749100344
Belgium,BEL,2012,21.93682913532217
Belgium,BEL,2013,21.826531053042082
Belgium,BEL,2014,22.41917749016286
Belgium,BEL,2015,22.22709612510157
Belgium,BEL,2016,22.15737265125881
Belgium,BEL,2017,21.94677626706896
Belgium,BEL,2018,22.24361822160337
Belgium,BEL,2019,22.31832974385913
Belize,BLZ,1993,51.14041188000391
Belize,BLZ,1994,52.51856382356621
Belize,BLZ,1995,44.122029092028
Belize,BLZ,1996,46.54638954712145
Belize,BLZ,1997,50.3058421152219
Belize,BLZ,1998,43.708892152864784
Belize,BLZ,1999,42.436453359218916
Benin,BEN,2003,31.115842575900498
Benin,BEN,2011,34.47828984699463
Benin,BEN,2015,37.62400757862818
Benin,BEN,2018,29.87756721260289
Bhutan,BTN,2003,32.217647641351036
Bhutan,BTN,2007,29.36851312066856
Bhutan,BTN,2012,30.73817952836032
Bhutan,BTN,2017,27.93155408176457
Bolivia,BOL,1997,45.36248760936476
Bolivia,BOL,1999,42.60368144165964
Bolivia,BOL,2000,47.8404907630268
Bolivia,BOL,2001,44.159810845746875
Bolivia,BOL,2002,46.614950935139
Bolivia,BOL,2004,43.9163117278715
Bolivia,BOL,2005,45.26919551754141
Bolivia,BOL,2006,43.56105650301014
Bolivia,BOL,2007,41.85604983629827
Bolivia,BOL,2008,38.54018488251571
Bolivia,BOL,2009,36.9191180423653
Bolivia,BOL,2011,33.68712902176271
Bolivia,BOL,2012,33.67144630750631
Bolivia,BOL,2013,35.22437250071941
Bolivia,BOL,2014,36.04517804680416
Bolivia,BOL,2015,34.79842602980663
Bolivia,BOL,2016,32.42976317420127
Bolivia,BOL,2017,32.00472529928105
Bolivia,BOL,2018,30.588446428475358
Bolivia,BOL,2019,30.8480009148392
Bolivia,BOL,2020,32.57501342826775
Bolivia - urban,,1990,31.740870181807512
Bolivia - urban,,1992,39.17012320781644
Bosnia and Herzegovina,BIH,2001,24.8235129925409
Bosnia and Herzegovina,BIH,2004,26.356706629239778
Bosnia and Herzegovina,BIH,2007,25.11303161534542
Bosnia and Herzegovina,BIH,2011,25.1431023896789
Botswana,BWA,1985,42.93086846917138
Botswana,BWA,1993,51.20005807881838
Botswana,BWA,2002,53.08274553218544
Botswana,BWA,2009,49.61344802008581
Botswana,BWA,2015,41.47603335167135
Brazil,BRA,1981,45.8805795161211
Brazil,BRA,1982,46.23349327589745
Brazil,BRA,1983,46.79312158612378
Brazil,BRA,1984,46.5301917279701
Brazil,BRA,1985,42.54930146392798
Brazil,BRA,1986,46.56882028968518
Brazil,BRA,1987,47.38407454097633
Brazil,BRA,1988,49.19049325683929
Brazil,BRA,1989,51.14934587838509
Brazil,BRA,1990,48.07811422090076
Brazil,BRA,1992,39.68669813581674
Brazil,BRA,1993,48.45445095791511
Brazil,BRA,1995,47.543864784350845
Brazil,BRA,1996,47.35135379640933
Brazil,BRA,1997,47.39163612548048
Brazil,BRA,1998,47.591909639715155
Brazil,BRA,1999,47.00050782192533
Brazil,BRA,2001,46.0961101645203
Brazil,BRA,2002,46.1341306488762
Brazil,BRA,2003,45.41353420704236
Brazil,BRA,2004,44.53827407219125
Brazil,BRA,2005,44.63486189537466
Brazil,BRA,2006,44.056857811281006
Brazil,BRA,2007,43.19421570903878
Brazil,BRA,2008,42.49895192254377
Brazil,BRA,2009,42.18398079617266
Brazil,BRA,2011,41.710869220442056
Brazil,BRA,2012,42.38646095273584
Brazil,BRA,2013,41.73824183282998
Brazil,BRA,2014,41.049114066806005
Brazil,BRA,2015,40.854948257856336
Brazil,BRA,2016,42.02827437760479
Brazil,BRA,2017,41.98302717217105
Brazil,BRA,2018,42.45251967902351
Brazil,BRA,2019,41.92336596468797
Brazil,BRA,2020,39.44602162324833
Bulgaria,BGR,1989,20.0282491316479
Bulgaria,BGR,1992,24.74236237622629
Bulgaria,BGR,1994,20.9920199710404
Bulgaria,BGR,1995,26.35993604384475
Bulgaria,BGR,1997,22.76896961555768
Bulgaria,BGR,2001,24.92648147034515
Bulgaria,BGR,2003,23.63102441769234
Bulgaria,BGR,2006,26.55836730643767
Bulgaria,BGR,2007,22.15735178702815
Bulgaria,BGR,2008,25.6733525419497
Bulgaria,BGR,2009,25.688491822159087
Bulgaria,BGR,2010,26.907830517712778
Bulgaria,BGR,2011,26.03113801097094
Bulgaria,BGR,2012,27.38168966317624
Bulgaria,BGR,2013,27.57912435009614
Bulgaria,BGR,2014,28.803315809233336
Bulgaria,BGR,2015,28.7362005290648
Bulgaria,BGR,2016,31.43963824156439
Bulgaria,BGR,2017,31.88040592085327
Bulgaria,BGR,2018,32.619347932343764
Bulgaria,BGR,2019,31.40421367500442
Burkina Faso,BFA,1994,39.46891360469329
Burkina Faso,BFA,1998,42.7445624836834
Burkina Faso,BFA,2003,33.77974728697163
Burkina Faso,BFA,2009,32.04796095714197
Burkina Faso,BFA,2014,29.6012983922883
Burkina Faso,BFA,2018,37.523678804226854
Burundi,BDI,1992,26.58476054038229
Burundi,BDI,1998,32.703881577612194
Burundi,BDI,2006,27.9699419138683
Burundi,BDI,2013,31.024532084718047
Cameroon,CMR,1996,36.15324546641242
Cameroon,CMR,2001,33.64551356083132
Cameroon,CMR,2007,33.03795427893616
Cameroon,CMR,2014,35.04315275269829
Canada,CAN,1971,26.99490866408199
Canada,CAN,1975,24.6370235933638
Canada,CAN,1981,24.26742889032426
Canada,CAN,1987,23.84489378910493
Canada,CAN,1991,23.601061548200068
Canada,CAN,1994,23.6173687179347
Canada,CAN,1997,23.82320411531193
Canada,CAN,1998,25.309855313955186
Canada,CAN,2000,25.52432951777973
Canada,CAN,2004,25.57085496162464
Canada,CAN,2007,26.014670950676226
Canada,CAN,2010,25.73192666071531
Canada,CAN,2012,25.16616421829546
Canada,CAN,2013,25.117842463227408
Canada,CAN,2014,25.152667131732258
Canada,CAN,2015,25.47064128397331
Canada,CAN,2016,24.96515680443586
Canada,CAN,2017,25.31758311105838
Cape Verde,CPV,2001,42.63956881477612
Cape Verde,CPV,2007,37.140299111997834
Cape Verde,CPV,2015,32.3022216139073
Central African Republic,CAF,1992,47.733274670252804
Central African Republic,CAF,2008,46.21854361741233
Chad,TCD,2003,30.71005215189863
Chad,TCD,2011,32.435335811324265
Chad,TCD,2018,29.701751836389278
Chile,CHL,1987,45.39136897617596
Chile,CHL,1990,47.05051179697842
Chile,CHL,1992,45.19586476418106
Chile,CHL,1994,45.90670999508522
Chile,CHL,1996,44.42739820414971
Chile,CHL,1998,44.971810691159156
Chile,CHL,2000,42.58189156064063
Chile,CHL,2003,41.35426186170574
Chile,CHL,2006,37.89333987695106
Chile,CHL,2009,38.21948782960448
Chile,CHL,2011,37.29306710836895
Chile,CHL,2013,37.37352455042145
Chile,CHL,2015,36.05857097748791
Chile,CHL,2017,36.34190350479563
Chile,CHL,2020,35.797446852492996
China,CHN,1981,21.73496970984172
China,CHN,1984,21.303040046684497
China,CHN,1987,22.434565272919098
China,CHN,1990,25.79524155479387
China,CHN,1993,26.622990823418817
China,CHN,1996,27.29834543870071
China,CHN,1999,29.38699711280392
China,CHN,2002,31.43083138056168
China,CHN,2005,30.8615602981931
China,CHN,2008,31.965973158693373
China,CHN,2010,32.6325294096877
China,CHN,2011,31.818484023813298
China,CHN,2012,31.54291418964979
China,CHN,2013,30.281720510371628
China,CHN,2014,29.69338778103814
China,CHN,2015,29.41269842467379
China,CHN,2016,29.350650327904322
China,CHN,2017,29.86473498254719
China,CHN,2018,29.43410789844864
China,CHN,2019,29.4963511761464
China - rural,,1981,20.51910896931074
China - rural,,1984,22.132335189294768
China - rural,,1987,23.54280961502871
China - rural,,1990,26.049646349024602
China - rural,,1993,27.843293962117286
China - rural,,1996,27.57246444387304
China - rural,,1999,28.86995721533747
China - rural,,2002,30.84991560128944
China - rural,,2005,28.71254912791131
China - rural,,2008,31.4812802654872
China - rural,,2010,32.78843169892061
China - rural,,2011,30.76360449002663
China - rural,,2012,31.459902707347332
China - rural,,2013,27.00304157389794
China - rural,,2014,26.727512774663698
China - rural,,2015,26.435292656942377
China - rural,,2016,26.38983773335029
China - rural,,2017,27.36733149791681
China - rural,,2018,26.775895537381377
China - rural,,2019,26.4417443282562
China - urban,,1981,17.18140967064427
China - urban,,1984,16.98578859671792
China - urban,,1987,18.0970474295331
China - urban,,1990,21.068970547854278
China - urban,,1993,23.17744691560203
China - urban,,1996,23.49144523288204
China - urban,,1999,24.883511757609362
China - urban,,2002,26.38934692570336
China - urban,,2005,27.336712312940257
China - urban,,2008,27.920728079309658
China - urban,,2010,28.405829662472847
China - urban,,2011,28.334279565648952
China - urban,,2012,28.01667246032233
China - urban,,2013,28.38832100431212
China - urban,,2014,27.90192791826373
China - urban,,2015,27.85798162843143
China - urban,,2016,27.802106414821022
China - urban,,2017,28.33927358689538
China - urban,,2018,28.12698689914841
China - urban,,2019,28.46696607804942
Colombia,COL,1992,40.45835689971448
Colombia,COL,1996,45.63734615669648
Colombia,COL,1999,46.90258742524862
Colombia,COL,2000,47.00824127713014
Colombia,COL,2001,46.32220850788789
Colombia,COL,2002,45.18826933589481
Colombia,COL,2003,42.7806842391722
Colombia,COL,2004,44.52738101427987
Colombia,COL,2005,43.19103379013538
Colombia,COL,2008,43.69644070780405
Colombia,COL,2009,42.91420793856245
Colombia,COL,2010,43.413597428307185
Colombia,COL,2011,42.35840834739558
Colombia,COL,2012,41.28301127453978
Colombia,COL,2013,41.36878413614095
Colombia,COL,2014,41.3682740792378
Colombia,COL,2015,39.943027699051505
Colombia,COL,2016,39.78618555534571
Colombia,COL,2017,38.98341185309808
Colombia,COL,2018,39.66259567694374
Colombia,COL,2019,40.31312538081931
Colombia,COL,2020,42.1569755693624
Colombia - urban,,1980,47.4468814850802
Colombia - urban,,1988,41.20633703859095
Colombia - urban,,1989,42.31239673429189
Colombia - urban,,1991,39.49405134083856
Comoros,COM,2004,48.0980369919706
Comoros,COM,2014,33.6667490817265
Congo,COG,2005,36.852384989854606
Congo,COG,2011,37.92931734143456
Costa Rica,CRI,1981,33.732380493333906
Costa Rica,CRI,1986,23.05358663104131
Costa Rica,CRI,1989,33.25066081331027
Costa Rica,CRI,1990,33.003209114606626
Costa Rica,CRI,1991,34.29706834781114
Costa Rica,CRI,1992,33.73518665135487
Costa Rica,CRI,1993,33.70666719703218
Costa Rica,CRI,1994,35.2528209123663
Costa Rica,CRI,1995,33.76418925969152
Costa Rica,CRI,1996,34.300328678672024
Costa Rica,CRI,1997,33.84728185444994
Costa Rica,CRI,1998,34.019605544803646
Costa Rica,CRI,1999,35.877210683847984
Costa Rica,CRI,2000,35.679030914114875
Costa Rica,CRI,2001,39.69909885614793
Costa Rica,CRI,2002,40.4335520364904
Costa Rica,CRI,2003,36.999227153037815
Costa Rica,CRI,2004,36.57669831408776
Costa Rica,CRI,2005,35.88492671061946
Costa Rica,CRI,2006,38.27769134078015
Costa Rica,CRI,2007,38.9045916632172
Costa Rica,CRI,2008,37.66206094320994
Costa Rica,CRI,2009,39.430349201814394
Costa Rica,CRI,2010,36.774800380955654
Costa Rica,CRI,2011,36.91376017967028
Costa Rica,CRI,2012,36.61206732148387
Costa Rica,CRI,2013,36.96575289920312
Costa Rica,CRI,2014,36.92475452635494
Costa Rica,CRI,2015,36.8041357845918
Costa Rica,CRI,2016,37.27723261821271
Costa Rica,CRI,2017,36.962492905658365
Costa Rica,CRI,2018,36.34806564424485
Costa Rica,CRI,2019,36.657635807483565
Costa Rica,CRI,2020,36.989878512998
Cote d'Ivoire,CIV,1985,35.60782736540305
Cote d'Ivoire,CIV,1986,29.534299562880477
Cote d'Ivoire,CIV,1987,32.03331022249015
Cote d'Ivoire,CIV,1988,28.33284166174273
Cote d'Ivoire,CIV,1992,29.517255647385472
Cote d'Ivoire,CIV,1995,32.78381856153849
Cote d'Ivoire,CIV,1998,30.08094026195231
Cote d'Ivoire,CIV,2002,32.71213416885433
Cote d'Ivoire,CIV,2008,32.64326659052812
Cote d'Ivoire,CIV,2015,31.93143421352687
Cote d'Ivoire,CIV,2018,28.996185370113132
Croatia,HRV,1998,22.48067581957292
Croatia,HRV,1999,22.84109366904203
Croatia,HRV,2000,25.05818244821525
Croatia,HRV,2001,24.586050664010138
Croatia,HRV,2004,23.59093352697368
Croatia,HRV,2008,27.87738464903772
Croatia,HRV,2009,26.73993095132829
Croatia,HRV,2010,22.49222175176519
Croatia,HRV,2011,23.72699378196743
Croatia,HRV,2012,23.86571014789696
Croatia,HRV,2013,23.70085805213776
Croatia,HRV,2014,23.97025096856995
Croatia,HRV,2015,23.232423729639002
Croatia,HRV,2016,23.20623102341344
Croatia,HRV,2017,22.850688800004377
Croatia,HRV,2018,22.724884373013808
Croatia,HRV,2019,22.23529989187538
Cyprus,CYP,2004,24.290686930847517
Cyprus,CYP,2005,24.86584005530173
Cyprus,CYP,2006,26.027033256644
Cyprus,CYP,2007,25.466179377930843
Cyprus,CYP,2008,26.20807018817841
Cyprus,CYP,2009,26.1850479646614
Cyprus,CYP,2010,25.69694932491095
Cyprus,CYP,2011,26.69864648796178
Cyprus,CYP,2012,28.04389909364246
Cyprus,CYP,2013,30.871246154523853
Cyprus,CYP,2014,28.829841916675907
Cyprus,CYP,2015,27.45687636520525
Cyprus,CYP,2016,26.81229638366287
Cyprus,CYP,2017,25.483544124059733
Cyprus,CYP,2018,27.18368038667476
Cyprus,CYP,2019,25.48900503110646
Czechia,CZE,1992,19.577514423221988
Czechia,CZE,1993,23.6318321856176
Czechia,CZE,1996,22.13857611299726
Czechia,CZE,2002,22.544280788299968
Czechia,CZE,2004,23.1065447179528
Czechia,CZE,2005,22.939408842081168
Czechia,CZE,2006,22.62029158107238
Czechia,CZE,2007,22.32055544861242
Czechia,CZE,2008,22.8844894738065
Czechia,CZE,2009,22.367714273757542
Czechia,CZE,2010,22.44896853426787
Czechia,CZE,2011,22.23894702512456
Czechia,CZE,2012,22.169315065690327
Czechia,CZE,2013,22.59282068671595
Czechia,CZE,2014,22.14519935683152
Czechia,CZE,2015,22.1298756988746
Czechia,CZE,2016,21.93964933972254
Czechia,CZE,2017,21.45550682078294
Czechia,CZE,2018,21.51091414005839
Czechia,CZE,2019,21.49172529578608
Democratic Republic of Congo,COD,2004,32.3958564977983
Democratic Republic of Congo,COD,2012,31.99392234165253
Denmark,DNK,1987,21.61107947833509
Denmark,DNK,1992,20.517956932746408
Denmark,DNK,1995,19.80455622634153
Denmark,DNK,2000,20.14654695861713
Denmark,DNK,2003,21.38372768942357
Denmark,DNK,2004,20.65321460731031
Denmark,DNK,2005,20.96280121730369
Denmark,DNK,2006,21.75876706484832
Denmark,DNK,2007,22.10770802051967
Denmark,DNK,2008,21.04300539565673
Denmark,DNK,2009,21.77958432327182
Denmark,DNK,2010,22.53283266380092
Denmark,DNK,2011,22.713124974654338
Denmark,DNK,2012,23.13577231154721
Denmark,DNK,2013,23.68780710476589
Denmark,DNK,2014,23.56351371057619
Denmark,DNK,2015,23.83117072539645
Denmark,DNK,2016,23.67254640419713
Denmark,DNK,2017,24.040750713579882
Denmark,DNK,2018,23.50736170328152
Denmark,DNK,2019,23.51792244501811
Djibouti,DJI,2002,30.77415014925035
Djibouti,DJI,2012,34.386050689191286
Djibouti,DJI,2013,34.098604498727795
Djibouti,DJI,2017,32.30983301764636
Dominican Republic,DOM,1986,36.10515250093724
Dominican Republic,DOM,1989,39.81056521757089
Dominican Republic,DOM,1992,41.9476597885871
Dominican Republic,DOM,1996,36.499533564088985
Dominican Republic,DOM,1997,37.86303949239883
Dominican Republic,DOM,2000,40.22406075106184
Dominican Republic,DOM,2001,39.20510025067749
Dominican Republic,DOM,2002,38.33244839438356
Dominican Republic,DOM,2003,41.7482202528319
Dominican Republic,DOM,2004,41.704632545228584
Dominican Republic,DOM,2005,38.9517973460591
Dominican Republic,DOM,2006,41.194671150335424
Dominican Republic,DOM,2007,38.60413045261253
Dominican Republic,DOM,2008,37.792062742426204
Dominican Republic,DOM,2009,38.71963867525446
Dominican Republic,DOM,2010,36.54360931542377
Dominican Republic,DOM,2011,37.49654396260479
Dominican Republic,DOM,2012,36.049542090957445
Dominican Republic,DOM,2013,37.921727496124
Dominican Republic,DOM,2014,33.37900418384072
Dominican Republic,DOM,2015,34.8518710732505
Dominican Republic,DOM,2016,35.36377259904791
Dominican Republic,DOM,2017,33.50158007404057
Dominican Republic,DOM,2018,35.1534811062417
Dominican Republic,DOM,2019,33.10777500586412
Dominican Republic,DOM,2020,30.45242148501665
Ecuador,ECU,1994,42.4687294846114
Ecuador,ECU,1999,47.85091130015263
Ecuador,ECU,2000,45.9153429693014
Ecuador,ECU,2003,42.01947018001261
Ecuador,ECU,2004,42.432410570522464
Ecuador,ECU,2005,41.1437120325989
Ecuador,ECU,2006,41.11895180245989
Ecuador,ECU,2007,42.02268115018083
Ecuador,ECU,2008,38.113226542048864
Ecuador,ECU,2009,37.11332262148897
Ecuador,ECU,2010,37.53977106972456
Ecuador,ECU,2011,34.11788146337854
Ecuador,ECU,2012,34.616665786322706
Ecuador,ECU,2013,35.68076006221192
Ecuador,ECU,2014,34.39861259586764
Ecuador,ECU,2015,34.90309781629498
Ecuador,ECU,2016,34.2676479053274
Ecuador,ECU,2017,33.804094699563656
Ecuador,ECU,2018,34.41619316088964
Ecuador,ECU,2019,34.48763691750628
Ecuador,ECU,2020,36.047851390097755
Ecuador - urban,,1987,38.44244739091562
Ecuador - urban,,1995,40.029240364049265
Ecuador - urban,,1998,37.85985953322159
Egypt,EGY,1990,26.7321028542842
Egypt,EGY,1995,26.04405909690255
Egypt,EGY,1999,28.34170431286136
Egypt,EGY,2004,27.43801999751599
Egypt,EGY,2008,26.993434647134467
Egypt,EGY,2010,26.07511159324006
Egypt,EGY,2012,24.74718009486666
Egypt,EGY,2015,27.782394689257178
Egypt,EGY,2017,26.91669952067759
El Salvador,SLV,1991,41.38558390393567
El Salvador,SLV,1995,38.81009826624646
El Salvador,SLV,1996,39.35521490764686
El Salvador,SLV,1998,40.52918177873363
El Salvador,SLV,1999,38.64789405600081
El Salvador,SLV,2000,38.97702616739993
El Salvador,SLV,2001,38.604464658675965
El Salvador,SLV,2002,38.83234544975115
El Salvador,SLV,2003,37.26456486676924
El Salvador,SLV,2004,35.63806329420047
El Salvador,SLV,2005,36.78020540813069
El Salvador,SLV,2006,35.56170052696999
El Salvador,SLV,2007,35.713199524000125
El Salvador,SLV,2008,36.12237598167716
El Salvador,SLV,2009,35.97668029219729
El Salvador,SLV,2010,33.23034853283536
El Salvador,SLV,2011,32.7536492840037
El Salvador,SLV,2012,32.58991643531465
El Salvador,SLV,2013,34.23519250120738
El Salvador,SLV,2014,32.15091828741774
El Salvador,SLV,2015,31.8266385147584
El Salvador,SLV,2016,30.652934009722287
El Salvador,SLV,2017,29.142636825166168
El Salvador,SLV,2018,29.38977834618635
El Salvador,SLV,2019,29.79839700619759
Estonia,EST,1993,31.34571703799946
Estonia,EST,1995,22.71059037625685
Estonia,EST,1998,29.76387526634823
Estonia,EST,2000,27.63384342297891
Estonia,EST,2001,27.89887380758091
Estonia,EST,2002,27.31359196660657
Estonia,EST,2003,26.83854198082134
Estonia,EST,2004,27.37634582421019
Estonia,EST,2005,26.16935377453039
Estonia,EST,2006,26.858711189888968
Estonia,EST,2007,24.03048099528659
Estonia,EST,2008,24.930637344653462
Estonia,EST,2009,24.42515059468964
Estonia,EST,2010,24.28198910732216
Estonia,EST,2011,24.75652995580943
Estonia,EST,2012,25.18819585657093
Estonia,EST,2013,26.608950056325583
Estonia,EST,2014,26.27465046287829
Estonia,EST,2015,24.4185102494435
Estonia,EST,2016,23.11425731646816
Estonia,EST,2017,22.48676870585603
Estonia,EST,2018,22.44059196068198
Estonia,EST,2019,23.30927499080618
Eswatini,SWZ,1994,49.53159353506589
Eswatini,SWZ,2000,44.13340737775412
Eswatini,SWZ,2009,39.9885185252377
Eswatini,SWZ,2016,42.73134934159001
Ethiopia,ETH,1995,38.047899417569
Ethiopia,ETH,1999,25.48259774414044
Ethiopia,ETH,2004,25.63695296231986
Ethiopia,ETH,2010,27.39899845140566
Ethiopia,ETH,2015,28.46475175982657
Ethiopia - rural,,1981,27.51651089228442
Fiji,FJI,2002,29.623822588099678
Fiji,FJI,2008,32.90755923767683
Fiji,FJI,2013,29.70127963388415
Fiji,FJI,2019,24.235386591369902
Finland,FIN,1987,19.1962451032955
Finland,FIN,1991,19.62491432671208
Finland,FIN,1995,20.54394745409158
Finland,FIN,2000,22.74558670783787
Finland,FIN,2003,23.02255449577379
Finland,FIN,2004,23.237911920606948
Finland,FIN,2005,22.97534762154366
Finland,FIN,2006,22.98359623053059
Finland,FIN,2007,23.29383232064904
Finland,FIN,2008,22.955377898890163
Finland,FIN,2009,22.582355610659942
Finland,FIN,2010,22.5459147880156
Finland,FIN,2011,22.759823585667572
Finland,FIN,2012,22.286679449850443
Finland,FIN,2013,22.25097653694341
Finland,FIN,2014,22.01603060521715
Finland,FIN,2015,22.40037113360183
Finland,FIN,2016,22.433068386133
Finland,FIN,2017,22.64917063774256
Finland,FIN,2018,22.594693929292532
Finland,FIN,2019,22.966486599865547
France,FRA,1978,27.15486800494262
France,FRA,1984,28.886884059169198
France,FRA,1989,24.729252808462558
France,FRA,1994,25.60320769852329
France,FRA,2000,24.35883386348728
France,FRA,2003,25.168819640510133
France,FRA,2004,24.4992449369451
France,FRA,2005,23.93492659045274
France,FRA,2006,23.50885841541102
