Entity,Code,Year,0_0_ShareOfGlobalCO2
Brunei,BRN,1824,0
Brunei,BRN,1825,0
Brunei,BRN,1826,0
Brunei,BRN,1827,0
Brunei,BRN,1828,0
Brunei,BRN,1829,0
Brunei,BRN,1830,0
Brunei,BRN,1831,0
Brunei,BRN,1832,0
Brunei,BRN,1833,0
Brunei,BRN,1834,0
Brunei,BRN,1835,0
Brunei,BRN,1836,0
Brunei,BRN,1837,0
Brunei,BRN,1838,0
Brunei,BRN,1839,0
Brunei,BRN,1840,0
Brunei,BRN,1841,0
Brunei,BRN,1842,0
Brunei,BRN,1843,0
Brunei,BRN,1844,0
Brunei,BRN,1845,0
Brunei,BRN,1846,0
Brunei,BRN,1847,0
Brunei,BRN,1848,0
Brunei,BRN,1849,0
Brunei,BRN,1850,0
Brunei,BRN,1851,0
Brunei,BRN,1852,0
Brunei,BRN,1853,0
Brunei,BRN,1854,0
Brunei,BRN,1855,0
Brunei,BRN,1856,0
Brunei,BRN,1857,0
Brunei,BRN,1858,0
Brunei,BRN,1859,0
Brunei,BRN,1860,0
Brunei,BRN,1861,0
Brunei,BRN,1862,0
Brunei,BRN,1863,0
Brunei,BRN,1864,0
Brunei,BRN,1865,0
Brunei,BRN,1866,0
Brunei,BRN,1867,0
Brunei,BRN,1868,0
Brunei,BRN,1869,0
Brunei,BRN,1870,0
Brunei,BRN,1871,0
Brunei,BRN,1872,0
Brunei,BRN,1873,0
Brunei,BRN,1874,0
Brunei,BRN,1875,0
Brunei,BRN,1876,0
Brunei,BRN,1877,0
Brunei,BRN,1878,0
Brunei,BRN,1879,0
Brunei,BRN,1880,0
Brunei,BRN,1881,0
Brunei,BRN,1882,0
Brunei,BRN,1883,0
Brunei,BRN,1884,0
Brunei,BRN,1885,0
Brunei,BRN,1886,0
Brunei,BRN,1887,0
Brunei,BRN,1888,0
Brunei,BRN,1889,0
Brunei,BRN,1890,0
Brunei,BRN,1891,0
Brunei,BRN,1892,0
Brunei,BRN,1893,0
Brunei,BRN,1894,0
Brunei,BRN,1895,0
Brunei,BRN,1896,0
Brunei,BRN,1897,0
Brunei,BRN,1898,0
Brunei,BRN,1899,0
Brunei,BRN,1900,0
Brunei,BRN,1901,0
Brunei,BRN,1902,0
Brunei,BRN,1903,0
Brunei,BRN,1904,0
Brunei,BRN,1905,0
Brunei,BRN,1906,0
Brunei,BRN,1907,0
Brunei,BRN,1908,0
Brunei,BRN,1909,0
Brunei,BRN,1910,0
Brunei,BRN,1911,0
Brunei,BRN,1912,0
Brunei,BRN,1913,0
Brunei,BRN,1914,0
Brunei,BRN,1915,0
Brunei,BRN,1916,0
Brunei,BRN,1917,0
Brunei,BRN,1918,0
Brunei,BRN,1919,0
Brunei,BRN,1920,0
Brunei,BRN,1921,0
Brunei,BRN,1922,0
Brunei,BRN,1923,0
Brunei,BRN,1924,0
Brunei,BRN,1925,0
Brunei,BRN,1926,0
Brunei,BRN,1927,0
Brunei,BRN,1928,0
Brunei,BRN,1929,0
Brunei,BRN,1930,0
Brunei,BRN,1931,0
Brunei,BRN,1932,0
Brunei,BRN,1933,0.000109755
Brunei,BRN,1934,0.001210984
Brunei,BRN,1935,0.000672979
Brunei,BRN,1936,0.001840286
Brunei,BRN,1937,0.004590894
Brunei,BRN,1938,0.00514548
Brunei,BRN,1939,0.059096202
Brunei,BRN,1940,0.06098292
Brunei,BRN,1941,0.039623585
Brunei,BRN,1942,0.025148459
Brunei,BRN,1943,0.03718521
Brunei,BRN,1944,0.048823163
Brunei,BRN,1945,0.021637809
Brunei,BRN,1946,0.020380398
Brunei,BRN,1947,0.1041766
Brunei,BRN,1948,0.001488411
Brunei,BRN,1949,0.21861704
Brunei,BRN,1950,0.006896772
Brunei,BRN,1951,0.004709367
Brunei,BRN,1952,0.004986786
Brunei,BRN,1953,0.005180931
Brunei,BRN,1954,0.005288272
Brunei,BRN,1955,0.00403652
Brunei,BRN,1956,0.003745261
Brunei,BRN,1957,0.003580946
Brunei,BRN,1958,0.003786912
Brunei,BRN,1959,0.003682112
Brunei,BRN,1960,0.003551723
Brunei,BRN,1961,0.003228893
Brunei,BRN,1962,0.003795116
Brunei,BRN,1963,0.003460085
Brunei,BRN,1964,0.003146484
Brunei,BRN,1965,0.002946067
Brunei,BRN,1966,0.004137345
Brunei,BRN,1967,0.003590975
Brunei,BRN,1968,0.003320359
Brunei,BRN,1969,0.003539609
Brunei,BRN,1970,0.055063114
Brunei,BRN,1971,0.048442177
Brunei,BRN,1972,0.05824929
Brunei,BRN,1973,0.058371153
Brunei,BRN,1974,0.048056763
Brunei,BRN,1975,0.04148542
Brunei,BRN,1976,0.033459257
Brunei,BRN,1977,0.034535315
Brunei,BRN,1978,0.04997448
Brunei,BRN,1979,0.037894182
Brunei,BRN,1980,0.035266064
Brunei,BRN,1981,0.010817165
Brunei,BRN,1982,0.014110688
Brunei,BRN,1983,0.014381072
Brunei,BRN,1984,0.009744704
Brunei,BRN,1985,0.012762853
Brunei,BRN,1986,0.011137286
Brunei,BRN,1987,0.015586795
Brunei,BRN,1988,0.025837837
Brunei,BRN,1989,0.028301071
Brunei,BRN,1990,0.027193239
Brunei,BRN,1991,0.022824334
Brunei,BRN,1992,0.023074415
Brunei,BRN,1993,0.021762773
Brunei,BRN,1994,0.020418035
Brunei,BRN,1995,0.020398322
Brunei,BRN,1996,0.019625103
Brunei,BRN,1997,0.020293085
Brunei,BRN,1998,0.021306144
Brunei,BRN,1999,0.015377536
Brunei,BRN,2000,0.018036693
Brunei,BRN,2001,0.017100917
Brunei,BRN,2002,0.01618621
Brunei,BRN,2003,0.01616603
Brunei,BRN,2004,0.017017048
Brunei,BRN,2005,0.016442753
Brunei,BRN,2006,0.015485679
Brunei,BRN,2007,0.026375117
Brunei,BRN,2008,0.028023131
Brunei,BRN,2009,0.024539763
Brunei,BRN,2010,0.02415992
Brunei,BRN,2011,0.027676273
Brunei,BRN,2012,0.027137483
Brunei,BRN,2013,0.021591831
Brunei,BRN,2014,0.024821805
Brunei,BRN,2015,0.019498238
Brunei,BRN,2016,0.021486497
Brunei,BRN,2017,0.025790095
Brunei,BRN,2018,0.025374176
Brunei,BRN,2019,0.028281514
Brunei,BRN,2020,0.0299261
Brunei,BRN,2021,0.028231228
Cambodia,KHM,1750,0
Cambodia,KHM,1751,0
Cambodia,KHM,1752,0
Cambodia,KHM,1753,0
Cambodia,KHM,1754,0
Cambodia,KHM,1755,0
Cambodia,KHM,1756,0
Cambodia,KHM,1757,0
Cambodia,KHM,1758,0
Cambodia,KHM,1759,0
Cambodia,KHM,1760,0
Cambodia,KHM,1761,0
Cambodia,KHM,1762,0
Cambodia,KHM,1763,0
Cambodia,KHM,1764,0
Cambodia,KHM,1765,0
Cambodia,KHM,1766,0
Cambodia,KHM,1767,0
Cambodia,KHM,1768,0
Cambodia,KHM,1769,0
Cambodia,KHM,1770,0
Cambodia,KHM,1771,0
Cambodia,KHM,1772,0
Cambodia,KHM,1773,0
Cambodia,KHM,1774,0
Cambodia,KHM,1775,0
Cambodia,KHM,1776,0
Cambodia,KHM,1777,0
Cambodia,KHM,1778,0
Cambodia,KHM,1779,0
Cambodia,KHM,1780,0
Cambodia,KHM,1781,0
Cambodia,KHM,1782,0
Cambodia,KHM,1783,0
Cambodia,KHM,1784,0
Cambodia,KHM,1785,0
Cambodia,KHM,1786,0
Cambodia,KHM,1787,0
Cambodia,KHM,1788,0
Cambodia,KHM,1789,0
Cambodia,KHM,1790,0
Cambodia,KHM,1791,0
Cambodia,KHM,1792,0
Cambodia,KHM,1793,0
Cambodia,KHM,1794,0
Cambodia,KHM,1795,0
Cambodia,KHM,1796,0
Cambodia,KHM,1797,0
Cambodia,KHM,1798,0
Cambodia,KHM,1799,0
Cambodia,KHM,1800,0
Cambodia,KHM,1801,0
Cambodia,KHM,1802,0
Cambodia,KHM,1803,0
Cambodia,KHM,1804,0
Cambodia,KHM,1805,0
Cambodia,KHM,1806,0
Cambodia,KHM,1807,0
Cambodia,KHM,1808,0
Cambodia,KHM,1809,0
Cambodia,KHM,1810,0
Cambodia,KHM,1811,0
Cambodia,KHM,1812,0
Cambodia,KHM,1813,0
Cambodia,KHM,1814,0
Cambodia,KHM,1815,0
Cambodia,KHM,1816,0
Cambodia,KHM,1817,0
Cambodia,KHM,1818,0
Cambodia,KHM,1819,0
Cambodia,KHM,1820,0
Cambodia,KHM,1821,0
Cambodia,KHM,1822,0
Cambodia,KHM,1823,0
Cambodia,KHM,1824,0
Cambodia,KHM,1825,0
Cambodia,KHM,1826,0
Cambodia,KHM,1827,0
Cambodia,KHM,1828,0
Cambodia,KHM,1829,0
Cambodia,KHM,1830,0
Cambodia,KHM,1831,0
Cambodia,KHM,1832,0
Cambodia,KHM,1833,0
Cambodia,KHM,1834,0
Cambodia,KHM,1835,0
Cambodia,KHM,1836,0
Cambodia,KHM,1837,0
Cambodia,KHM,1838,0
Cambodia,KHM,1839,0
Cambodia,KHM,1840,0
Cambodia,KHM,1841,0
Cambodia,KHM,1842,0
Cambodia,KHM,1843,0
Cambodia,KHM,1844,0
Cambodia,KHM,1845,0
Cambodia,KHM,1846,0
Cambodia,KHM,1847,0
Cambodia,KHM,1848,0
Cambodia,KHM,1849,0
Cambodia,KHM,1850,0
Cambodia,KHM,1851,0
Cambodia,KHM,1852,0
Cambodia,KHM,1853,0
Cambodia,KHM,1854,0
Cambodia,KHM,1855,0
Cambodia,KHM,1856,0
Cambodia,KHM,1857,0
Cambodia,KHM,1858,0
Cambodia,KHM,1859,0
Cambodia,KHM,1860,0
Cambodia,KHM,1861,0
Cambodia,KHM,1862,0
Cambodia,KHM,1863,0
Cambodia,KHM,1864,0
Cambodia,KHM,1865,0
Cambodia,KHM,1866,0
Cambodia,KHM,1867,0
Cambodia,KHM,1868,0
Cambodia,KHM,1869,0
Cambodia,KHM,1870,0
Cambodia,KHM,1871,0
Cambodia,KHM,1872,0
Cambodia,KHM,1873,0
Cambodia,KHM,1874,0
Cambodia,KHM,1875,0
Cambodia,KHM,1876,0
Cambodia,KHM,1877,0
Cambodia,KHM,1878,0
Cambodia,KHM,1879,0
Cambodia,KHM,1880,0
Cambodia,KHM,1881,0
Cambodia,KHM,1882,0
Cambodia,KHM,1883,0
Cambodia,KHM,1884,0
Cambodia,KHM,1885,0
Cambodia,KHM,1886,0
Cambodia,KHM,1887,0
Cambodia,KHM,1888,0
Cambodia,KHM,1889,0
Cambodia,KHM,1890,0
Cambodia,KHM,1891,0
Cambodia,KHM,1892,0
Cambodia,KHM,1893,0
Cambodia,KHM,1894,0
Cambodia,KHM,1895,0
Cambodia,KHM,1896,0
Cambodia,KHM,1897,0
Cambodia,KHM,1898,0
Cambodia,KHM,1899,0
Cambodia,KHM,1900,0
Cambodia,KHM,1901,0
Cambodia,KHM,1902,0
Cambodia,KHM,1903,0
Cambodia,KHM,1904,0
Cambodia,KHM,1905,0
Cambodia,KHM,1906,0
Cambodia,KHM,1907,0
Cambodia,KHM,1908,0
Cambodia,KHM,1909,0
Cambodia,KHM,1910,0
Cambodia,KHM,1911,0
Cambodia,KHM,1912,0
Cambodia,KHM,1913,0
Cambodia,KHM,1914,0
Cambodia,KHM,1915,0
Cambodia,KHM,1916,0
Cambodia,KHM,1917,0
Cambodia,KHM,1918,0
Cambodia,KHM,1919,0
Cambodia,KHM,1920,0
Cambodia,KHM,1921,0
Cambodia,KHM,1922,0
Cambodia,KHM,1923,0
Cambodia,KHM,1924,0
Cambodia,KHM,1925,0
Cambodia,KHM,1926,0
Cambodia,KHM,1927,0
Cambodia,KHM,1928,0
Cambodia,KHM,1929,0
Cambodia,KHM,1930,0
Cambodia,KHM,1931,0
Cambodia,KHM,1932,0
Cambodia,KHM,1933,0
Cambodia,KHM,1934,0
Cambodia,KHM,1935,0
Cambodia,KHM,1936,0
Cambodia,KHM,1937,0
Cambodia,KHM,1938,0
Cambodia,KHM,1939,0
Cambodia,KHM,1940,0
Cambodia,KHM,1941,0
Cambodia,KHM,1942,0
Cambodia,KHM,1943,0
Cambodia,KHM,1944,0
Cambodia,KHM,1945,0
Cambodia,KHM,1946,0
Cambodia,KHM,1947,0
Cambodia,KHM,1948,0
Cambodia,KHM,1949,0
Cambodia,KHM,1950,0
Cambodia,KHM,1951,0
Cambodia,KHM,1952,0
Cambodia,KHM,1953,0
Cambodia,KHM,1954,0
Cambodia,KHM,1955,0.001378324
Cambodia,KHM,1956,0.001664561
Cambodia,KHM,1957,0.00196952
Cambodia,KHM,1958,0.002350497
Cambodia,KHM,1959,0.002399579
Cambodia,KHM,1960,0.002497915
Cambodia,KHM,1961,0.003034381
Cambodia,KHM,1962,0.003156334
Cambodia,KHM,1963,0.003781124
Cambodia,KHM,1964,0.003113011
Cambodia,KHM,1965,0.00333456
Cambodia,KHM,1966,0.003705085
Cambodia,KHM,1967,0.003172028
Cambodia,KHM,1968,0.003575772
Cambodia,KHM,1969,0.009553701
Cambodia,KHM,1970,0.007746708
Cambodia,KHM,1971,0.00141782
Cambodia,KHM,1972,0.000564431
Cambodia,KHM,1973,0.000514661
Cambodia,KHM,1974,0.000279901
Cambodia,KHM,1975,0.000279291
Cambodia,KHM,1976,0.000264742
Cambodia,KHM,1977,0.000257431
Cambodia,KHM,1978,0.00024968
Cambodia,KHM,1979,0.00014941
Cambodia,KHM,1980,0.001465505
Cambodia,KHM,1981,0.001578305
Cambodia,KHM,1982,0.001785
Cambodia,KHM,1983,0.001927758
Cambodia,KHM,1984,0.00208682
Cambodia,KHM,1985,0.002055036
Cambodia,KHM,1986,0.002096012
Cambodia,KHM,1987,0.002049534
Cambodia,KHM,1988,0.002038521
Cambodia,KHM,1989,0.002010995
Cambodia,KHM,1990,0.005538469
Cambodia,KHM,1991,0.005611507
Cambodia,KHM,1992,0.005971438
Cambodia,KHM,1993,0.006071091
Cambodia,KHM,1994,0.006205169
Cambodia,KHM,1995,0.006388142
Cambodia,KHM,1996,0.006278704
Cambodia,KHM,1997,0.006030635
Cambodia,KHM,1998,0.007747689
Cambodia,KHM,1999,0.007659139
Cambodia,KHM,2000,0.007758801
Cambodia,KHM,2001,0.008764577
Cambodia,KHM,2002,0.00839285
Cambodia,KHM,2003,0.008599633
Cambodia,KHM,2004,0.008534114
Cambodia,KHM,2005,0.009365812
Cambodia,KHM,2006,0.009796818
Cambodia,KHM,2007,0.011017124
Cambodia,KHM,2008,0.012051162
Cambodia,KHM,2009,0.014437592
Cambodia,KHM,2010,0.015220265
Cambodia,KHM,2011,0.015294737
Cambodia,KHM,2012,0.01592862
Cambodia,KHM,2013,0.015959393
Cambodia,KHM,2014,0.019209463
Cambodia,KHM,2015,0.023526285
Cambodia,KHM,2016,0.030744437
Cambodia,KHM,2017,0.034642585
Cambodia,KHM,2018,0.03907017
Cambodia,KHM,2019,0.048606794
Cambodia,KHM,2020,0.05303777
Cambodia,KHM,2021,0.05125707
China,CHN,1899,0
China,CHN,1902,0
China,CHN,1903,0
China,CHN,1904,0
China,CHN,1905,0
China,CHN,1906,0
China,CHN,1907,0.68877256
China,CHN,1908,0.8188957
China,CHN,1909,0.839019
China,CHN,1910,0.82435477
China,CHN,1911,0.79989564
China,CHN,1912,0.5263159
China,CHN,1913,0.69174296
China,CHN,1914,0.84022486
China,CHN,1915,0.81102455
China,CHN,1916,0.8900508
China,CHN,1917,0.90465486
China,CHN,1918,0.9948341
China,CHN,1919,1.2546325
China,CHN,1920,1.1439291
China,CHN,1921,1.2546748
China,CHN,1922,1.2337897
China,CHN,1923,1.2656468
China,CHN,1924,1.325143
China,CHN,1925,1.2334762
China,CHN,1926,1.1931299
China,CHN,1927,1.1470056
China,CHN,1928,1.1969465
China,CHN,1929,1.1313428
China,CHN,1930,1.2595135
China,CHN,1931,1.475847
China,CHN,1932,1.5853773
China,CHN,1933,1.6208963
China,CHN,1934,1.7181674
China,CHN,1935,1.906162
China,CHN,1936,1.8052058
China,CHN,1937,1.5878896
China,CHN,1938,1.4606388
China,CHN,1939,1.6742312
China,CHN,1940,1.8701736
China,CHN,1941,2.295341
China,CHN,1942,2.5761623
China,CHN,1943,2.1647046
China,CHN,1944,2.0154667
China,CHN,1945,1.3150291
China,CHN,1946,0.7784478
China,CHN,1947,0.81417185
China,CHN,1948,0.7090503
China,CHN,1949,1.1834328
China,CHN,1950,1.3132052
China,CHN,1951,1.6006029
China,CHN,1952,1.9796586
China,CHN,1953,2.0124495
China,CHN,1954,2.3693392
China,CHN,1955,2.5596561
China,CHN,1956,2.7235875
China,CHN,1957,3.1248367
China,CHN,1958,6.232365
China,CHN,1959,8.13159
China,CHN,1960,8.509034
China,CHN,1961,6.058636
China,CHN,1962,4.7135196
China,CHN,1963,4.44699
China,CHN,1964,4.2534957
China,CHN,1965,4.4204297
China,CHN,1966,4.630171
China,CHN,1967,3.758778
China,CHN,1968,3.8378956
China,CHN,1969,4.41393
China,CHN,1970,5.4229684
China,CHN,1971,5.86379
China,CHN,1972,5.9687085
China,CHN,1973,5.901212
China,CHN,1974,6.0414357
China,CHN,1975,6.9377947
China,CHN,1976,6.8165236
China,CHN,1977,7.2466207
China,CHN,1978,7.824934
China,CHN,1979,7.77666
China,CHN,1980,7.663585
China,CHN,1981,7.756244
China,CHN,1982,8.507432
China,CHN,1983,8.913862
China,CHN,1984,9.381393
