Entity,Code,Year,0_0_temp_anomaly
Bangladesh,BGD,1958,0.59
Bangladesh,BGD,1959,-0.23
Bangladesh,BGD,1960,0.21
Bangladesh,BGD,1961,-0.09
Bangladesh,BGD,1962,-0.15
Bangladesh,BGD,1963,-0.04
Bangladesh,BGD,1964,0.15
Bangladesh,BGD,1965,0.05
Bangladesh,BGD,1966,0.31
Bangladesh,BGD,1967,-0.14
Bangladesh,BGD,1968,-0.22
Bangladesh,BGD,1969,0.05
Bangladesh,BGD,1970,0.03
Bangladesh,BGD,1971,-0.54
Bangladesh,BGD,1972,0.1
Bangladesh,BGD,1973,0.27
Bangladesh,BGD,1974,-0.1
Bangladesh,BGD,1975,-0.09
Bangladesh,BGD,1976,-0.11
Bangladesh,BGD,1977,-0.29
Bangladesh,BGD,1978,-0.21
Bangladesh,BGD,1979,0.59
Bangladesh,BGD,1980,0.11
Bangladesh,BGD,1981,-0.31
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0.04
Bangladesh,BGD,1984,-0.16
Bangladesh,BGD,1985,0.25
Bangladesh,BGD,1986,0.33
Bangladesh,BGD,1987,0.57
Bangladesh,BGD,1988,0.56
Bangladesh,BGD,1989,0.15
Bangladesh,BGD,1990,0.31
Bangladesh,BGD,1991,-0.27
Bangladesh,BGD,1992,-0.41
Bangladesh,BGD,1993,-0.35
Bangladesh,BGD,1994,-0.1
Bangladesh,BGD,1995,0.16
Bangladesh,BGD,1996,0.02
Bangladesh,BGD,1997,-0.47
Bangladesh,BGD,1998,0.34
Bangladesh,BGD,1999,0.07
Bangladesh,BGD,2000,-0.43
Bangladesh,BGD,2001,0.62
Bangladesh,BGD,2002,0.85
Bangladesh,BGD,2003,0.63
Bangladesh,BGD,2004,0.83
Bangladesh,BGD,2005,1.49
Bangladesh,BGD,2006,1.78
Bangladesh,BGD,2007,1.18
Bangladesh,BGD,2008,1.37
Bangladesh,BGD,2009,1.72
Bangladesh,BGD,2010,1.31
Bangladesh,BGD,2011,1.46
Bangladesh,BGD,2012,0.4
Bangladesh,BGD,2013,-0.34
Bangladesh,BGD,2014,0.23
Bangladesh,BGD,2015,-0.01
Bangladesh,BGD,2016,0.61
Bangladesh,BGD,2017,0.24
Bhutan,BTN,1850,1.17
Bhutan,BTN,1851,0.97
Bhutan,BTN,1852,0.94
Bhutan,BTN,1853,1.61
Bhutan,BTN,1854,1.42
Bhutan,BTN,1875,-0.64
Bhutan,BTN,1876,-0.35
Bhutan,BTN,1877,-0.2
Bhutan,BTN,1878,0.27
Bhutan,BTN,1879,0.33
Bhutan,BTN,1880,0.27
Bhutan,BTN,1881,0.08
Bhutan,BTN,1882,0.08
Bhutan,BTN,1883,-0.23
Bhutan,BTN,1884,-0.43
Bhutan,BTN,1885,-0.25
Bhutan,BTN,1886,0.05
Bhutan,BTN,1887,-0.26
Bhutan,BTN,1888,-0.19
Bhutan,BTN,1889,0.44
Bhutan,BTN,1890,-0.26
Bhutan,BTN,1891,-0.28
Bhutan,BTN,1892,0.09
Bhutan,BTN,1893,-0.76
Bhutan,BTN,1894,-0.11
Bhutan,BTN,1895,-0.18
Bhutan,BTN,1896,-0.03
Bhutan,BTN,1897,-0.06
Bhutan,BTN,1898,-0.26
Bhutan,BTN,1899,-0.66
Bhutan,BTN,1900,-0.09
Bhutan,BTN,1901,-0.23
Bhutan,BTN,1902,-0.61
Bhutan,BTN,1903,-0.27
Bhutan,BTN,1904,-0.44
Bhutan,BTN,1905,-0.98
Bhutan,BTN,1906,-0.3
Bhutan,BTN,1907,-0.54
Bhutan,BTN,1908,-0.12
Bhutan,BTN,1909,0.01
Bhutan,BTN,1910,-0.46
Bhutan,BTN,1911,-0.6
Bhutan,BTN,1912,-0.47
Bhutan,BTN,1913,-0.62
Bhutan,BTN,1914,-0.42
Bhutan,BTN,1915,0.12
Bhutan,BTN,1916,-0.2
Bhutan,BTN,1917,-0.43
Bhutan,BTN,1918,-0.52
Bhutan,BTN,1919,0.01
Bhutan,BTN,1920,-0.15
Bhutan,BTN,1921,-0.16
Bhutan,BTN,1922,0.17
Bhutan,BTN,1923,-0.05
Bhutan,BTN,1924,0.19
Bhutan,BTN,1925,-0.62
Bhutan,BTN,1926,-0.18
Bhutan,BTN,1927,-0.37
Bhutan,BTN,1928,0.08
Bhutan,BTN,1929,-0.25
Bhutan,BTN,1930,-0.3
Bhutan,BTN,1931,0.16
Bhutan,BTN,1932,0.1
Bhutan,BTN,1933,-0.14
Bhutan,BTN,1934,-0.26
Bhutan,BTN,1935,-0.09
Bhutan,BTN,1936,-0.17
Bhutan,BTN,1937,-0.08
Bhutan,BTN,1938,0.12
Bhutan,BTN,1939,0.23
Bhutan,BTN,1940,-0.04
Bhutan,BTN,1941,0.26
Bhutan,BTN,1942,0.23
Bhutan,BTN,1943,-0.06
Bhutan,BTN,1944,0.04
Bhutan,BTN,1945,-0.15
Bhutan,BTN,1946,0.2
Bhutan,BTN,1947,0.18
Bhutan,BTN,1948,-0.15
Bhutan,BTN,1949,-0.36
Bhutan,BTN,1950,-0.06
Bhutan,BTN,1951,0.13
Bhutan,BTN,1952,0.17
Bhutan,BTN,1953,0.18
Bhutan,BTN,1954,0.13
Bhutan,BTN,1955,-0.02
Bhutan,BTN,1956,0.12
Bhutan,BTN,1957,0.12
Bhutan,BTN,1958,0.67
Bhutan,BTN,1959,0.1
Bhutan,BTN,1960,0.54
Bhutan,BTN,1961,0.1
Bhutan,BTN,1962,-0.07
Bhutan,BTN,1963,-0.19
Bhutan,BTN,1964,0.21
Bhutan,BTN,1965,-0.3
Bhutan,BTN,1966,0.23
Bhutan,BTN,1967,-0.24
Bhutan,BTN,1968,-0.3
Bhutan,BTN,1969,0.24
Bhutan,BTN,1970,0.03
Bhutan,BTN,1971,-0.53
Bhutan,BTN,1972,0.01
Bhutan,BTN,1973,0.23
Bhutan,BTN,1974,0.02
Bhutan,BTN,1975,0.05
Bhutan,BTN,1976,0.14
Bhutan,BTN,1977,-0.1
Bhutan,BTN,1978,-0.23
Bhutan,BTN,1979,0.27
Bhutan,BTN,1980,0.09
Bhutan,BTN,1981,-0.18
Bhutan,BTN,1982,-0.25
Bhutan,BTN,1983,-0.32
Bhutan,BTN,1984,0.25
Bhutan,BTN,1985,0.35
Bhutan,BTN,1986,0.05
Bhutan,BTN,1987,0.16
Bhutan,BTN,1988,0.55
Bhutan,BTN,1989,0.14
Bhutan,BTN,1990,0.15
Bhutan,BTN,1991,-0.05
Bhutan,BTN,1992,-0.32
Bhutan,BTN,1993,0.03
Bhutan,BTN,1994,0.32
Bhutan,BTN,1995,0.47
Bhutan,BTN,1996,0.33
Bhutan,BTN,1997,-0.32
Bhutan,BTN,1998,0.81
Bhutan,BTN,1999,1.06
Bhutan,BTN,2000,0.28
Bhutan,BTN,2001,0.91
Bhutan,BTN,2002,0.65
Bhutan,BTN,2003,0.78
Bhutan,BTN,2004,0.7
Bhutan,BTN,2005,0.88
Bhutan,BTN,2006,1.38
Bhutan,BTN,2007,1.22
Bhutan,BTN,2008,0.9
Bhutan,BTN,2009,1.57
Bhutan,BTN,2010,1.51
Bhutan,BTN,2011,0.73
Bhutan,BTN,2012,0.61
Bhutan,BTN,2013,0.8
Bhutan,BTN,2014,1.04
Bhutan,BTN,2015,0.93
Bhutan,BTN,2016,1.13
Bhutan,BTN,2017,0.78
Brunei,BRN,1850,-0.28
Brunei,BRN,1851,-0.35
Brunei,BRN,1852,-0.06
Brunei,BRN,1853,0.02
Brunei,BRN,1854,0.12
Brunei,BRN,1855,-0.3
Brunei,BRN,1856,-0.56
Brunei,BRN,1857,-0.35
Brunei,BRN,1858,-0.46
Brunei,BRN,1859,-0.18
Brunei,BRN,1860,-0.95
Brunei,BRN,1861,-0.12
Brunei,BRN,1862,-1.42
Brunei,BRN,1863,0.21
Brunei,BRN,1864,-0.33
Brunei,BRN,1865,0.22
Brunei,BRN,1866,-0.7
Brunei,BRN,1867,-0.42
Brunei,BRN,1868,0.12
Brunei,BRN,1869,0.72
Brunei,BRN,1870,-0.12
Brunei,BRN,1871,-0.11
Brunei,BRN,1872,0.09
Brunei,BRN,1873,0.4
Brunei,BRN,1874,-0.24
Brunei,BRN,1876,0.83
Brunei,BRN,1877,0.03
Brunei,BRN,1878,1.32
Brunei,BRN,1879,0.2
Brunei,BRN,1880,0.13
Brunei,BRN,1881,0.09
Brunei,BRN,1882,0.67
Brunei,BRN,1883,-0.26
Brunei,BRN,1884,-0.25
Brunei,BRN,1885,0.06
Brunei,BRN,1886,-0.16
Brunei,BRN,1887,-0.26
Brunei,BRN,1888,0.62
Brunei,BRN,1889,0.48
Brunei,BRN,1890,-0.43
Brunei,BRN,1891,0.31
Brunei,BRN,1892,-0.01
Brunei,BRN,1893,-0.37
Brunei,BRN,1894,-0.37
Brunei,BRN,1895,-0.22
Brunei,BRN,1896,0.24
Brunei,BRN,1897,0.87
Brunei,BRN,1898,-0.23
Brunei,BRN,1899,-0.2
Brunei,BRN,1900,-0.18
Brunei,BRN,1901,-0.96
Brunei,BRN,1902,-0.06
Brunei,BRN,1903,-0.02
Brunei,BRN,1904,-0.33
Brunei,BRN,1905,-0.36
Brunei,BRN,1906,-0.28
Brunei,BRN,1907,-0.38
Brunei,BRN,1908,-0.2
Brunei,BRN,1909,-0.24
Brunei,BRN,1910,-0.32
Brunei,BRN,1911,-0.04
Brunei,BRN,1912,-0.16
Brunei,BRN,1913,-0.35
Brunei,BRN,1914,-0.15
Brunei,BRN,1915,0.15
Brunei,BRN,1916,-0.4
Brunei,BRN,1917,-0.22
Brunei,BRN,1918,-0.45
Brunei,BRN,1919,0.08
Brunei,BRN,1920,-0.05
Brunei,BRN,1921,-0.12
Brunei,BRN,1922,-0.03
Brunei,BRN,1923,-0.15
Brunei,BRN,1924,-0.04
Brunei,BRN,1925,-0.15
Brunei,BRN,1926,-0.11
Brunei,BRN,1927,-0.06
Brunei,BRN,1928,-0.04
Brunei,BRN,1929,-0.34
Brunei,BRN,1930,-0.01
Brunei,BRN,1931,0.24
Brunei,BRN,1932,-0.39
Brunei,BRN,1933,-0.18
Brunei,BRN,1934,-0.31
Brunei,BRN,1935,-0.17
Brunei,BRN,1936,0
Brunei,BRN,1937,0.19
Brunei,BRN,1938,0
Brunei,BRN,1939,-0.18
Brunei,BRN,1940,-0.06
Brunei,BRN,1941,0.26
Brunei,BRN,1942,0.38
Brunei,BRN,1943,0.02
Brunei,BRN,1944,0.3
Brunei,BRN,1945,0.1
Brunei,BRN,1946,0.24
Brunei,BRN,1947,0.12
Brunei,BRN,1948,-0.37
Brunei,BRN,1949,-0.16
Brunei,BRN,1950,0.03
Brunei,BRN,1951,-0.17
Brunei,BRN,1952,-0.12
Brunei,BRN,1953,0.04
Brunei,BRN,1954,0
Brunei,BRN,1955,-0.27
Brunei,BRN,1956,-0.29
Brunei,BRN,1957,0.01
Brunei,BRN,1958,0.06
Brunei,BRN,1959,-0.03
Brunei,BRN,1960,0.02
Brunei,BRN,1961,-0.1
Brunei,BRN,1962,-0.18
Brunei,BRN,1963,-0.29
Brunei,BRN,1964,-0.2
Brunei,BRN,1965,-0.23
Brunei,BRN,1966,0.19
Brunei,BRN,1967,-0.33
Brunei,BRN,1968,-0.25
Brunei,BRN,1969,0.27
Brunei,BRN,1970,-0.02
Brunei,BRN,1971,-0.32
Brunei,BRN,1972,-0.01
Brunei,BRN,1973,0.22
Brunei,BRN,1974,-0.17
Brunei,BRN,1975,-0.07
Brunei,BRN,1976,-0.17
Brunei,BRN,1977,-0.14
Brunei,BRN,1978,0.02
Brunei,BRN,1979,0.15
Brunei,BRN,1980,0.22
Brunei,BRN,1981,0.11
Brunei,BRN,1982,-0.09
Brunei,BRN,1983,0.09
Brunei,BRN,1984,-0.18
Brunei,BRN,1985,0.05
Brunei,BRN,1986,-0.05
Brunei,BRN,1987,0.32
Brunei,BRN,1988,0.43
Brunei,BRN,1989,0.05
Brunei,BRN,1990,0.12
Brunei,BRN,1991,0.08
Brunei,BRN,1992,0.12
Brunei,BRN,1993,0.11
Brunei,BRN,1994,0.07
Brunei,BRN,1995,0.31
Brunei,BRN,1996,0.17
Brunei,BRN,1997,0.42
Brunei,BRN,1998,0.72
Brunei,BRN,1999,0.37
Brunei,BRN,2000,0.26
Brunei,BRN,2001,0.54
Brunei,BRN,2002,0.37
Brunei,BRN,2003,0.26
Brunei,BRN,2004,0.14
Brunei,BRN,2005,0.26
Brunei,BRN,2006,0.26
Brunei,BRN,2007,0.22
Brunei,BRN,2008,0.02
Brunei,BRN,2009,0.32
Brunei,BRN,2010,0.61
Brunei,BRN,2011,0.16
Brunei,BRN,2012,0.31
Brunei,BRN,2013,0.84
Brunei,BRN,2014,0.58
Brunei,BRN,2015,0.66
Brunei,BRN,2016,0.65
Brunei,BRN,2017,0.17
Cambodia,KHM,1850,0.23
Cambodia,KHM,1851,-1.73
Cambodia,KHM,1852,-0.21
Cambodia,KHM,1853,-0.1
Cambodia,KHM,1854,-0.47
Cambodia,KHM,1855,-0.12
Cambodia,KHM,1856,-0.53
Cambodia,KHM,1857,-0.38
Cambodia,KHM,1858,-1.34
Cambodia,KHM,1859,-0.37
Cambodia,KHM,1860,-0.34
Cambodia,KHM,1862,-0.65
Cambodia,KHM,1863,-1.07
Cambodia,KHM,1865,-0.64
Cambodia,KHM,1866,-0.53
Cambodia,KHM,1867,-0.45
Cambodia,KHM,1868,0.92
Cambodia,KHM,1869,0.39
Cambodia,KHM,1870,0.08
Cambodia,KHM,1871,-0.32
Cambodia,KHM,1872,-0.17
Cambodia,KHM,1873,-0.12
Cambodia,KHM,1874,0.87
Cambodia,KHM,1875,-0.85
Cambodia,KHM,1876,-0.54
Cambodia,KHM,1877,0.84
Cambodia,KHM,1878,0.59
Cambodia,KHM,1879,0.25
Cambodia,KHM,1880,0.17
Cambodia,KHM,1881,0.14
Cambodia,KHM,1882,-0.83
Cambodia,KHM,1883,-0.21
Cambodia,KHM,1884,-0.71
Cambodia,KHM,1885,-0.42
Cambodia,KHM,1886,-0.1
Cambodia,KHM,1887,-1.32
Cambodia,KHM,1888,-0.08
Cambodia,KHM,1889,0.51
Cambodia,KHM,1890,-0.2
Cambodia,KHM,1891,0.03
Cambodia,KHM,1892,-0.32
Cambodia,KHM,1893,-0.42
Cambodia,KHM,1894,-0.67
Cambodia,KHM,1895,-0.28
Cambodia,KHM,1896,-0.35
Cambodia,KHM,1897,0.4
Cambodia,KHM,1898,-0.02
Cambodia,KHM,1899,-0.2
Cambodia,KHM,1900,0.2
Cambodia,KHM,1901,-0.07
Cambodia,KHM,1902,-0.12
Cambodia,KHM,1903,0.03
Cambodia,KHM,1904,-0.37
Cambodia,KHM,1905,0.29
Cambodia,KHM,1906,0.24
Cambodia,KHM,1907,0.03
Cambodia,KHM,1908,-0.19
Cambodia,KHM,1909,0.14
Cambodia,KHM,1910,0.34
Cambodia,KHM,1911,0.41
Cambodia,KHM,1912,0.51
Cambodia,KHM,1913,-0.15
Cambodia,KHM,1914,0.22
Cambodia,KHM,1915,0.23
Cambodia,KHM,1916,-0.6
Cambodia,KHM,1917,-0.56
Cambodia,KHM,1918,-0.36
Cambodia,KHM,1919,0.14
Cambodia,KHM,1920,-0.05
Cambodia,KHM,1921,-0.31
Cambodia,KHM,1922,0.06
Cambodia,KHM,1923,-0.18
Cambodia,KHM,1924,-0.16
Cambodia,KHM,1925,-0.41
Cambodia,KHM,1926,0.04
Cambodia,KHM,1927,-0.18
Cambodia,KHM,1928,-0.36
Cambodia,KHM,1929,-0.5
Cambodia,KHM,1930,-0.09
Cambodia,KHM,1931,0.03
Cambodia,KHM,1932,-0.66
Cambodia,KHM,1933,-0.47
Cambodia,KHM,1934,-0.82
Cambodia,KHM,1935,-0.12
Cambodia,KHM,1936,0
Cambodia,KHM,1937,0.02
Cambodia,KHM,1938,-0.21
Cambodia,KHM,1939,-0.26
Cambodia,KHM,1940,-0.37
Cambodia,KHM,1941,0.49
Cambodia,KHM,1942,-0.13
Cambodia,KHM,1943,-0.69
Cambodia,KHM,1944,-0.39
Cambodia,KHM,1945,-2.12
Cambodia,KHM,1946,0.37
Cambodia,KHM,1947,-0.1
Cambodia,KHM,1948,-0.21
Cambodia,KHM,1949,-0.17
Cambodia,KHM,1950,-0.21
Cambodia,KHM,1951,-0.29
Cambodia,KHM,1952,-0.21
Cambodia,KHM,1953,-0.06
Cambodia,KHM,1954,-0.24
Cambodia,KHM,1955,-0.47
Cambodia,KHM,1956,-0.42
Cambodia,KHM,1957,-0.14
Cambodia,KHM,1958,-0.01
Cambodia,KHM,1959,0.02
Cambodia,KHM,1960,-0.02
Cambodia,KHM,1961,-0.13
Cambodia,KHM,1962,-0.48
Cambodia,KHM,1963,-0.52
Cambodia,KHM,1964,-0.11
Cambodia,KHM,1965,-0.12
Cambodia,KHM,1966,0.4
Cambodia,KHM,1967,-0.13
Cambodia,KHM,1968,0.02
Cambodia,KHM,1969,0.49
Cambodia,KHM,1970,0.12
Cambodia,KHM,1971,-0.38
Cambodia,KHM,1972,0.11
Cambodia,KHM,1973,0.33
Cambodia,KHM,1974,-0.09
Cambodia,KHM,1975,0.01
Cambodia,KHM,1976,-0.25
Cambodia,KHM,1977,-0.31
Cambodia,KHM,1978,-0.03
Cambodia,KHM,1979,0.18
Cambodia,KHM,1980,0.09
Cambodia,KHM,1981,0.33
Cambodia,KHM,1982,0
Cambodia,KHM,1983,-0.07
Cambodia,KHM,1984,-0.26
Cambodia,KHM,1985,-0.07
Cambodia,KHM,1986,-0.29
Cambodia,KHM,1987,0.38
Cambodia,KHM,1988,0.05
Cambodia,KHM,1989,-0.17
Cambodia,KHM,1990,0.15
Cambodia,KHM,1991,-0.02
Cambodia,KHM,1992,-0.02
Cambodia,KHM,1993,0.05
Cambodia,KHM,1994,0.07
Cambodia,KHM,1995,-0.1
Cambodia,KHM,1996,-0.3
Cambodia,KHM,1997,0.32
Cambodia,KHM,1998,0.84
Cambodia,KHM,1999,0.16
Cambodia,KHM,2000,0.09
Cambodia,KHM,2001,0.41
Cambodia,KHM,2002,0.46
Cambodia,KHM,2003,0.32
Cambodia,KHM,2004,-0.1
Cambodia,KHM,2005,0.15
Cambodia,KHM,2006,0.12
Cambodia,KHM,2007,0.06
Cambodia,KHM,2008,0.08
Cambodia,KHM,2009,0.18
Cambodia,KHM,2010,0.8
Cambodia,KHM,2011,-0.13
Cambodia,KHM,2012,0.72
Cambodia,KHM,2013,0.66
Cambodia,KHM,2014,0.45
Cambodia,KHM,2015,0.73
Cambodia,KHM,2016,0.9
Cambodia,KHM,2017,0.52
China,CHN,1850,-0.3
China,CHN,1851,-0.45
China,CHN,1852,0.1
China,CHN,1853,0.76
China,CHN,1854,-0.89
China,CHN,1855,-0.27
China,CHN,1856,-0.12
China,CHN,1857,0.14
China,CHN,1858,-2.25
China,CHN,1859,0.2
China,CHN,1860,-0.07
China,CHN,1861,-0.59
China,CHN,1862,-0.17
China,CHN,1863,-0.55
China,CHN,1864,-2.03
China,CHN,1865,0.17
China,CHN,1866,-0.39
China,CHN,1867,-0.52
China,CHN,1868,0.14
China,CHN,1869,-0.34
China,CHN,1870,-0.26
China,CHN,1871,0.48
China,CHN,1872,0.6
China,CHN,1873,-0.6
China,CHN,1874,-0.66
