Entity,Code,Year,0_0_DisasterDeath
Cambodia,KHM,2013,0.2
Cambodia,KHM,2014,0.04
Cambodia,KHM,2015,0
Cambodia,KHM,2016,0
Cambodia,KHM,2017,0
Cambodia,KHM,2018,0
Cambodia,KHM,2019,0
China,CHN,1990,0.02
China,CHN,1991,0.03
China,CHN,1992,0.02
China,CHN,1993,0.02
China,CHN,1994,0.04
China,CHN,1995,0.03
China,CHN,1996,0.07
China,CHN,1997,0.02
China,CHN,1998,0.05
China,CHN,1999,0.02
China,CHN,2000,0.01
China,CHN,2001,0.01
China,CHN,2002,0.02
China,CHN,2003,0.01
China,CHN,2004,0.01
China,CHN,2005,0.01
China,CHN,2006,0.02
China,CHN,2007,0.01
China,CHN,2008,0.96
China,CHN,2009,0.01
China,CHN,2010,0.08
China,CHN,2011,0.01
China,CHN,2012,0.01
China,CHN,2013,0.01
China,CHN,2014,0.02
China,CHN,2015,0.01
China,CHN,2016,0.01
China,CHN,2017,0.01
China,CHN,2018,0
China,CHN,2019,0
India,IND,1990,0.03
India,IND,1991,0.03
India,IND,1992,0.01
India,IND,1993,0.13
India,IND,1994,0.03
India,IND,1995,0.03
India,IND,1996,0.04
India,IND,1997,0.03
India,IND,1998,0.07
India,IND,1999,0.13
India,IND,2000,0.03
India,IND,2001,0.24
India,IND,2002,0.01
India,IND,2003,0.01
India,IND,2004,0.21
India,IND,2005,0.04
India,IND,2006,0.02
India,IND,2007,0.02
India,IND,2008,0.02
India,IND,2009,0.02
India,IND,2010,0.01
India,IND,2011,0.01
India,IND,2012,0
India,IND,2013,0.07
India,IND,2014,0.01
India,IND,2015,0.01
India,IND,2016,0.01
India,IND,2017,0.02
India,IND,2018,0.01
India,IND,2019,0.02
Indonesia,IDN,1990,0.02
Indonesia,IDN,1991,0.01
Indonesia,IDN,1992,0.19
Indonesia,IDN,1993,0.01
Indonesia,IDN,1994,0.04
Indonesia,IDN,1995,0.02
Indonesia,IDN,1996,0.02
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0.01
Indonesia,IDN,2000,0.04
Indonesia,IDN,2001,0.04
Indonesia,IDN,2002,0.02
Indonesia,IDN,2003,0.03
Indonesia,IDN,2004,10.06
Indonesia,IDN,2005,0.08
Indonesia,IDN,2006,0.48
Indonesia,IDN,2007,0.05
Indonesia,IDN,2008,0.01
Indonesia,IDN,2009,0.1
Indonesia,IDN,2010,0.08
Indonesia,IDN,2011,0.01
Indonesia,IDN,2012,0.01
Indonesia,IDN,2013,0.01
Indonesia,IDN,2014,0.02
Indonesia,IDN,2015,0
Indonesia,IDN,2016,0.02
Indonesia,IDN,2017,0.01
Indonesia,IDN,2018,0.33
Indonesia,IDN,2019,0.04
Japan,JPN,1990,0.02
Japan,JPN,1991,0.02
Japan,JPN,1992,0
Japan,JPN,1993,0.06
Japan,JPN,1994,0
Japan,JPN,1995,0.61
Japan,JPN,1996,0.01
Japan,JPN,1997,0.01
Japan,JPN,1998,0.01
Japan,JPN,1999,0.02
Japan,JPN,2000,0.01
Japan,JPN,2001,0
Japan,JPN,2002,0
Japan,JPN,2003,0.01
Japan,JPN,2004,0.03
Japan,JPN,2005,0.01
Japan,JPN,2006,0.01
Japan,JPN,2007,0
Japan,JPN,2008,0
Japan,JPN,2009,0.01
Japan,JPN,2010,0
Japan,JPN,2011,1.47
Japan,JPN,2012,0.02
Japan,JPN,2013,0.01
Japan,JPN,2014,0.03
Japan,JPN,2015,0
Japan,JPN,2016,0.01
Japan,JPN,2017,0.01
Japan,JPN,2018,0.02
Japan,JPN,2019,0.01
Laos,LAO,1990,0
Laos,LAO,1991,0
Laos,LAO,1992,0.05
Laos,LAO,1993,0.01
Laos,LAO,1994,0
Laos,LAO,1995,0.04
Laos,LAO,1996,0.05
Laos,LAO,1997,0
Laos,LAO,1998,0
Laos,LAO,1999,0
Laos,LAO,2000,0.03
Laos,LAO,2001,0
Laos,LAO,2002,0
Laos,LAO,2003,0
Laos,LAO,2004,0
Laos,LAO,2005,0
Laos,LAO,2006,0
Laos,LAO,2007,0
Laos,LAO,2008,0.01
Laos,LAO,2009,0.06
Laos,LAO,2010,0
Laos,LAO,2011,0.11
Laos,LAO,2012,0
Laos,LAO,2013,0.05
Laos,LAO,2014,0
Laos,LAO,2015,0.01
Laos,LAO,2016,0.01
Laos,LAO,2017,0
Laos,LAO,2018,0.31
Laos,LAO,2019,0.04
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0.12
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0.02
Malaysia,MYS,1996,0.32
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0.02
Malaysia,MYS,2001,0.01
Malaysia,MYS,2002,0.02
Malaysia,MYS,2003,0.01
Malaysia,MYS,2004,0.09
Malaysia,MYS,2005,0.01
Malaysia,MYS,2006,0.01
Malaysia,MYS,2007,0.04
Malaysia,MYS,2008,0.01
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0.02
Malaysia,MYS,2012,0
Malaysia,MYS,2013,0
Malaysia,MYS,2014,0.01
Malaysia,MYS,2015,0.02
Malaysia,MYS,2016,0
Malaysia,MYS,2017,0.01
Malaysia,MYS,2018,0
Malaysia,MYS,2019,0
Maldives,MDV,1990,0
Maldives,MDV,1991,0
Maldives,MDV,1992,0
Maldives,MDV,1993,0
Maldives,MDV,1994,0
Maldives,MDV,1995,0
Maldives,MDV,1996,0
Maldives,MDV,1997,0
Maldives,MDV,1998,0
Maldives,MDV,1999,0
Maldives,MDV,2000,0
Maldives,MDV,2001,0
Maldives,MDV,2002,0
Maldives,MDV,2003,0
Maldives,MDV,2004,8.54
Maldives,MDV,2005,0
Maldives,MDV,2006,0
Maldives,MDV,2007,0
Maldives,MDV,2008,0
Maldives,MDV,2009,0
Maldives,MDV,2010,0
Maldives,MDV,2011,0
Maldives,MDV,2012,0
Maldives,MDV,2013,0
Maldives,MDV,2014,0
Maldives,MDV,2015,0
Maldives,MDV,2016,0
Maldives,MDV,2017,0
Maldives,MDV,2018,0
Maldives,MDV,2019,0
Mongolia,MNG,1990,0.17
Mongolia,MNG,1991,0.03
Mongolia,MNG,1992,0
Mongolia,MNG,1993,0.03
Mongolia,MNG,1994,0.02
Mongolia,MNG,1995,0
Mongolia,MNG,1996,0.19
Mongolia,MNG,1997,0
Mongolia,MNG,1998,0
Mongolia,MNG,1999,0
Mongolia,MNG,2000,0.11
Mongolia,MNG,2001,0.08
Mongolia,MNG,2002,0.01
Mongolia,MNG,2003,0.08
Mongolia,MNG,2004,0
Mongolia,MNG,2005,0
Mongolia,MNG,2006,0
Mongolia,MNG,2007,0
Mongolia,MNG,2008,0.25
Mongolia,MNG,2009,0.12
Mongolia,MNG,2010,0.05
Mongolia,MNG,2011,0
Mongolia,MNG,2012,0
Mongolia,MNG,2013,0
Mongolia,MNG,2014,0
Mongolia,MNG,2015,0
Mongolia,MNG,2016,0.05
Mongolia,MNG,2017,0.07
Mongolia,MNG,2018,0
Mongolia,MNG,2019,0.05
Myanmar,MMR,1990,0
Myanmar,MMR,1991,0
Myanmar,MMR,1992,0
Myanmar,MMR,1993,0
Myanmar,MMR,1994,0
Myanmar,MMR,1995,0.01
Myanmar,MMR,1996,0
Myanmar,MMR,1997,0.01
Myanmar,MMR,1998,0
Myanmar,MMR,1999,0
Myanmar,MMR,2000,0
Myanmar,MMR,2001,0.01
Myanmar,MMR,2002,0
Myanmar,MMR,2003,0
Myanmar,MMR,2004,0.06
Myanmar,MMR,2005,0
Myanmar,MMR,2006,0.01
Myanmar,MMR,2007,0
Myanmar,MMR,2008,23.08
Myanmar,MMR,2009,0.01
Myanmar,MMR,2010,0.03
Myanmar,MMR,2011,0.05
Myanmar,MMR,2012,0.01
Myanmar,MMR,2013,0.01
Myanmar,MMR,2014,0
Myanmar,MMR,2015,0.05
Myanmar,MMR,2016,0.02
Myanmar,MMR,2017,0
Myanmar,MMR,2018,0.02
Myanmar,MMR,2019,0.03
Nepal,NPL,1990,0.01
Nepal,NPL,1991,0.03
Nepal,NPL,1992,0
Nepal,NPL,1993,0.65
Nepal,NPL,1994,0
Nepal,NPL,1995,0.16
Nepal,NPL,1996,0.41
Nepal,NPL,1997,0.01
Nepal,NPL,1998,0.17
Nepal,NPL,1999,0.09
Nepal,NPL,2000,0.08
Nepal,NPL,2001,0.08
Nepal,NPL,2002,0.27
Nepal,NPL,2003,0.14
Nepal,NPL,2004,0.11
Nepal,NPL,2005,0.04
Nepal,NPL,2006,0.09
Nepal,NPL,2007,0.13
Nepal,NPL,2008,0.07
Nepal,NPL,2009,0.07
Nepal,NPL,2010,0.09
Nepal,NPL,2011,0.08
Nepal,NPL,2012,0.05
Nepal,NPL,2013,0.11
Nepal,NPL,2014,0.32
Nepal,NPL,2015,4.7
Nepal,NPL,2016,0.09
Nepal,NPL,2017,0.08
Nepal,NPL,2018,0.01
Nepal,NPL,2019,0.06
North Korea,PRK,1990,0
North Korea,PRK,1991,0
North Korea,PRK,1992,0
North Korea,PRK,1993,0
North Korea,PRK,1994,0
North Korea,PRK,1995,0.03
North Korea,PRK,1996,0.05
North Korea,PRK,1997,0
North Korea,PRK,1998,0.02
North Korea,PRK,1999,0.02
North Korea,PRK,2000,0.02
North Korea,PRK,2001,0.05
North Korea,PRK,2002,0
North Korea,PRK,2003,0
North Korea,PRK,2004,0.01
North Korea,PRK,2005,0.1
North Korea,PRK,2006,0.14
North Korea,PRK,2007,0.3
North Korea,PRK,2008,0
North Korea,PRK,2009,0
North Korea,PRK,2010,0.01
North Korea,PRK,2011,0.03
North Korea,PRK,2012,0.07
North Korea,PRK,2013,0.02
North Korea,PRK,2014,0
North Korea,PRK,2015,0.01
North Korea,PRK,2016,0.24
North Korea,PRK,2017,0
North Korea,PRK,2018,0.1
North Korea,PRK,2019,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0.07
Oman,OMN,2003,0.3
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0.71
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0.14
Oman,OMN,2011,0.12
Oman,OMN,2012,0
Oman,OMN,2013,0
Oman,OMN,2014,0
Oman,OMN,2015,0
Oman,OMN,2016,0.02
Oman,OMN,2017,0.02
Oman,OMN,2018,0.05
Oman,OMN,2019,0
Philippines,PHL,1990,0.9
Philippines,PHL,1991,1.84
Philippines,PHL,1992,0.05
Philippines,PHL,1993,0.18
Philippines,PHL,1994,0.11
Philippines,PHL,1995,0.45
Philippines,PHL,1996,0.02
Philippines,PHL,1997,0.02
Philippines,PHL,1998,0.15
Philippines,PHL,1999,0.09
Philippines,PHL,2000,0.18
Philippines,PHL,2001,0.15
Philippines,PHL,2002,0.07
Philippines,PHL,2003,0.05
Philippines,PHL,2004,0.44
Philippines,PHL,2005,0.01
Philippines,PHL,2006,0.74
Philippines,PHL,2007,0.04
Philippines,PHL,2008,0.23
Philippines,PHL,2009,0.43
Philippines,PHL,2010,0.07
Philippines,PHL,2011,0.47
Philippines,PHL,2012,0.49
Philippines,PHL,2013,2.43
Philippines,PHL,2014,0.07
Philippines,PHL,2015,0.05
Philippines,PHL,2016,0.01
Philippines,PHL,2017,0.04
Philippines,PHL,2018,0.05
Philippines,PHL,2019,0
Singapore,SGP,1990,0
Singapore,SGP,1991,0
Singapore,SGP,1992,0
Singapore,SGP,1993,0
Singapore,SGP,1994,0
Singapore,SGP,1995,0
Singapore,SGP,1996,0
Singapore,SGP,1997,0
Singapore,SGP,1998,0
Singapore,SGP,1999,0
Singapore,SGP,2000,0
Singapore,SGP,2001,0
Singapore,SGP,2002,0
Singapore,SGP,2003,0
Singapore,SGP,2004,0
Singapore,SGP,2005,0
Singapore,SGP,2006,0
Singapore,SGP,2007,0
Singapore,SGP,2008,0
Singapore,SGP,2009,0
Singapore,SGP,2010,0
Singapore,SGP,2011,0
Singapore,SGP,2012,0
Singapore,SGP,2013,0
Singapore,SGP,2014,0
Singapore,SGP,2015,0
Singapore,SGP,2016,0
Singapore,SGP,2017,0
Singapore,SGP,2018,0
Singapore,SGP,2019,0
South Korea,KOR,1990,0.06
South Korea,KOR,1991,0.05
South Korea,KOR,1992,0
South Korea,KOR,1993,0.02
South Korea,KOR,1994,0.01
South Korea,KOR,1995,0.05
South Korea,KOR,1996,0.06
South Korea,KOR,1997,0.01
South Korea,KOR,1998,0.25
South Korea,KOR,1999,0.05
South Korea,KOR,2000,0.03
South Korea,KOR,2001,0.05
South Korea,KOR,2002,0.12
South Korea,KOR,2003,0.06
South Korea,KOR,2004,0.02
South Korea,KOR,2005,0.02
South Korea,KOR,2006,0.04
South Korea,KOR,2007,0.01
South Korea,KOR,2008,0.01
South Korea,KOR,2009,0.01
South Korea,KOR,2010,0.01
South Korea,KOR,2011,0.06
South Korea,KOR,2012,0.01
South Korea,KOR,2013,0
South Korea,KOR,2014,0.02
South Korea,KOR,2015,0
South Korea,KOR,2016,0
South Korea,KOR,2017,0
South Korea,KOR,2018,0
South Korea,KOR,2019,0
Sri Lanka,LKA,1990,0.03
Sri Lanka,LKA,1991,0.03
Sri Lanka,LKA,1992,0.01
Sri Lanka,LKA,1993,0.08
Sri Lanka,LKA,1994,0
Sri Lanka,LKA,1995,0
Sri Lanka,LKA,1996,0
Sri Lanka,LKA,1997,0.01
Sri Lanka,LKA,1998,0
Sri Lanka,LKA,1999,0.01
Sri Lanka,LKA,2000,0.01
Sri Lanka,LKA,2001,0
Sri Lanka,LKA,2002,0
Sri Lanka,LKA,2003,0.2
Sri Lanka,LKA,2004,23.45
Sri Lanka,LKA,2005,0.01
Sri Lanka,LKA,2006,0.02
Sri Lanka,LKA,2007,0.03
Sri Lanka,LKA,2008,0.04
Sri Lanka,LKA,2009,0
Sri Lanka,LKA,2010,0.03
Sri Lanka,LKA,2011,0.07
Sri Lanka,LKA,2012,0.04
Sri Lanka,LKA,2013,0.09
Sri Lanka,LKA,2014,0.25
Sri Lanka,LKA,2015,0.02
Sri Lanka,LKA,2016,0.21
Sri Lanka,LKA,2017,0.25
Sri Lanka,LKA,2018,0.03
Sri Lanka,LKA,2019,0
Taiwan,TWN,1990,0.01
Taiwan,TWN,1991,0.03
Taiwan,TWN,1992,0.01
Taiwan,TWN,1993,0
Taiwan,TWN,1994,0.01
Taiwan,TWN,1995,0
Taiwan,TWN,1996,0.02
Taiwan,TWN,1997,0.05
Taiwan,TWN,1998,0.02
Taiwan,TWN,1999,1.9
Taiwan,TWN,2000,0.03
Taiwan,TWN,2001,0.11
Taiwan,TWN,2002,0
Taiwan,TWN,2003,0
Taiwan,TWN,2004,0.03
Taiwan,TWN,2005,0.02
Taiwan,TWN,2006,0.01
Taiwan,TWN,2007,0.01
Taiwan,TWN,2008,0.01
Taiwan,TWN,2009,0.42
Taiwan,TWN,2010,0.03
Taiwan,TWN,2011,0
Taiwan,TWN,2012,0.01
Taiwan,TWN,2013,0
Taiwan,TWN,2014,0
Taiwan,TWN,2015,0.01
Taiwan,TWN,2016,0.07
Taiwan,TWN,2017,0
Taiwan,TWN,2018,0.05
Taiwan,TWN,2019,0
Thailand,THA,1990,0.02
Thailand,THA,1991,0.02
Thailand,THA,1992,0
Thailand,THA,1993,0.01
Thailand,THA,1994,0.04
Thailand,THA,1995,0.07
Thailand,THA,1996,0.03
Thailand,THA,1997,0.06
Thailand,THA,1998,0
Thailand,THA,1999,0.01
Thailand,THA,2000,0.03
Thailand,THA,2001,0.06
Thailand,THA,2002,0.05
Thailand,THA,2003,0
Thailand,THA,2004,2.12
Thailand,THA,2005,0.02
Thailand,THA,2006,0.08
Thailand,THA,2007,0.01
Thailand,THA,2008,0.01
Thailand,THA,2009,0
Thailand,THA,2010,0.08
Thailand,THA,2011,0.2
Thailand,THA,2012,0.03
Thailand,THA,2013,0.02
Thailand,THA,2014,0.01
Thailand,THA,2015,0
Thailand,THA,2016,0.01
Thailand,THA,2017,0.03
Thailand,THA,2018,0
Thailand,THA,2019,0
Vietnam,VNM,1990,0.04
Vietnam,VNM,1991,0.11
Vietnam,VNM,1992,0.07
Vietnam,VNM,1993,0.06
Vietnam,VNM,1994,0.08
Vietnam,VNM,1995,0.06
Vietnam,VNM,1996,0.24
Vietnam,VNM,1997,0.86
Vietnam,VNM,1998,0.1
Vietnam,VNM,1999,0.18
Vietnam,VNM,2000,0.14
Vietnam,VNM,2001,0.09
Vietnam,VNM,2002,0.03
Vietnam,VNM,2003,0.03
Vietnam,VNM,2004,0.04
Vietnam,VNM,2005,0.06
Vietnam,VNM,2006,0.12
Vietnam,VNM,2007,0.06
Vietnam,VNM,2008,0.08
Vietnam,VNM,2009,0.07
Vietnam,VNM,2010,0.04
Vietnam,VNM,2011,0.02
Vietnam,VNM,2012,0.01
Vietnam,VNM,2013,0.04
Vietnam,VNM,2014,0.01
Vietnam,VNM,2015,0.01
Vietnam,VNM,2016,0.03
Vietnam,VNM,2017,0.05
Vietnam,VNM,2018,0.02
Vietnam,VNM,2019,0
