abc,PSE,2015,501300224
abc,PAN,2015,2932785152
abc,PNG,2015,1340846080
abc,PRY,2015,1040068608
abc,PER,2015,5978488832
abc,PHL,2015,18292867072
abc,POL,2015,19419004928
abc,PRT,2015,3510321152
abc,PRI,2015,-1096368128
abc,QAT,2015,7339196416
abc,ROU,2015,5098930176
abc,RUS,2015,-27439005696
abc,RWA,2015,694756864
abc,KNA,2015,9445120
abc,LCA,2015,-24937984
abc,VCT,2015,9925696
abc,WSM,2015,32462784
abc,SMR,2015,31796864
abc,STP,2015,11897088
abc,SAU,2015,25807224832
abc,SEN,2015,1063982080
abc,SRB,2015,703504384
abc,SYC,2015,64812160
abc,SLE,2015,-1094448128
abc,SGP,2015,8937668608
abc,SXM,2015,4992384
abc,SVK,2015,4393828352
abc,SVN,2015,932110336
abc,SLB,2015,18245760
abc,SOM,2015,691222016
abc,ZAF,2015,4523229184
abc,,2015,185261621248
abc,KOR,2015,40049967104
abc,SSD,2015,-1451648000
abc,ESP,2015,44159729664
abc,LKA,2015,3843907584
abc,,2015,46479310848
abc,SDN,2015,969551872
abc,SUR,2015,-181038080
abc,SWE,2015,21701296128
abc,CHE,2015,11450187776
abc,SYR,2015,-542954496
abc,TJK,2015,468195328
abc,TZA,2015,2749435904
abc,THA,2015,12194611200
abc,TLS,2015,42840064
abc,TGO,2015,227062016
abc,TON,2015,5061920
abc,TTO,2015,364935168
abc,TUN,2015,453349376
abc,TUR,2015,49573003264
abc,TKM,2015,2184960000
abc,TCA,2015,95758720
abc,TUV,2015,2973170
abc,UGA,2015,1597335552
abc,UKR,2015,-9860063232
abc,ARE,2015,17249927168
abc,GBR,2015,75557502976
abc,USA,2015,544183681024
abc,VIR,2015,-15636992
abc,,2015,817411129344
abc,URY,2015,196780032
abc,UZB,2015,5803376640
abc,VUT,2015,2705728
abc,VNM,2015,12098994176
abc,OWID_WRL,2015,2306850422784
abc,YEM,2015,-16501964800
abc,ZMB,2015,603004928
abc,ZWE,2015,349104128
