Year,country,region,brd_best,brd_high,brd_low,Code
2003,India,Asia,4,4,4,IND
2003,India,Asia,3,3,3,IND
2004,India,Asia,1,1,1,IND
2004,India,Asia,2,2,2,IND
2004,India,Asia,2,2,2,IND
2004,India,Asia,18,18,18,IND
2004,India,Asia,1,1,1,IND
2004,India,Asia,0,28,0,IND
2004,India,Asia,2,2,2,IND
2004,India,Asia,0,10,0,IND
2004,India,Asia,3,3,3,IND
2004,India,Asia,6,6,6,IND
2004,India,Asia,1,1,1,IND
2004,India,Asia,10,10,10,IND
2004,India,Asia,5,5,5,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,0,1,0,IND
2006,India,Asia,1,1,1,IND
2007,India,Asia,1,1,0,IND
2008,India,Asia,0,1,0,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,36,36,36,IND
2008,India,Asia,21,21,21,IND
2008,India,Asia,15,15,15,IND
2008,India,Asia,6,6,6,IND
2009,India,Asia,1,1,0,IND
2009,India,Asia,2,2,2,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,4,4,4,IND
2009,India,Asia,4,4,0,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,1,1,0,IND
2009,India,Asia,2,2,2,IND
2009,India,Asia,15,15,15,IND
2009,India,Asia,0,2,0,IND
2007,India,Asia,2,2,2,IND
2007,India,Asia,4,4,4,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,8,10,8,IND
2007,India,Asia,4,4,4,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,5,5,5,IND
2008,India,Asia,0,2,0,IND
2008,India,Asia,3,3,3,IND
2008,India,Asia,12,12,12,IND
2008,India,Asia,10,10,10,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,2,2,2,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,2,2,2,IND
2009,India,Asia,0,5,0,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,1,1,0,IND
1996,India,Asia,0,6,0,IND
1996,India,Asia,3,3,3,IND
1996,India,Asia,34,34,34,IND
1997,India,Asia,5,5,5,IND
1998,India,Asia,14,14,14,IND
1998,India,Asia,6,7,6,IND
1998,India,Asia,1,1,1,IND
1998,India,Asia,3,4,3,IND
1998,India,Asia,7,7,7,IND
2003,India,Asia,5,5,5,IND
1997,India,Asia,10,10,10,IND
1997,India,Asia,64,64,64,IND
1999,India,Asia,22,24,22,IND
1999,India,Asia,12,12,12,IND
1999,India,Asia,0,4,0,IND
1999,India,Asia,12,12,12,IND
2000,India,Asia,34,34,34,IND
2000,India,Asia,1,1,1,IND
2002,India,Asia,6,6,6,IND
2003,India,Asia,3,3,3,IND
2003,India,Asia,2,2,2,IND
2003,India,Asia,3,3,3,IND
2000,India,Asia,6,6,6,IND
2000,India,Asia,3,3,3,IND
2000,India,Asia,5,5,5,IND
2000,India,Asia,5,5,5,IND
2000,India,Asia,8,8,8,IND
2001,India,Asia,4,4,0,IND
2001,India,Asia,5,5,5,IND
2001,India,Asia,6,6,6,IND
2001,India,Asia,3,3,0,IND
2003,India,Asia,4,4,4,IND
2003,India,Asia,5,5,5,IND
2003,India,Asia,3,3,3,IND
2003,India,Asia,4,4,4,IND
2003,India,Asia,2,2,0,IND
2003,India,Asia,5,7,0,IND
2005,India,Asia,3,3,3,IND
2005,India,Asia,6,6,6,IND
2005,India,Asia,1,1,1,IND
2005,India,Asia,1,1,1,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,1,1,1,IND
2005,India,Asia,2,4,2,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
1999,India,Asia,3,3,3,IND
2002,India,Asia,0,170,0,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,3,3,3,IND
2002,India,Asia,12,12,12,IND
2002,India,Asia,11,11,11,IND
2002,India,Asia,80,80,80,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,30,30,30,IND
2002,India,Asia,74,137,74,IND
2002,India,Asia,4,4,4,IND
2002,India,Asia,5,5,5,IND
2002,India,Asia,14,14,14,IND
2002,India,Asia,11,11,11,IND
2002,India,Asia,4,4,4,IND
2002,India,Asia,28,28,5,IND
2002,India,Asia,4,4,4,IND
2002,India,Asia,5,5,5,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,10,10,10,IND
2002,India,Asia,33,33,33,IND
2002,India,Asia,24,24,24,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,33,33,33,IND
2002,India,Asia,14,14,14,IND
2003,India,Asia,1,1,1,IND
2003,India,Asia,1,1,0,IND
2004,India,Asia,2,2,2,IND
2005,India,Asia,1,1,0,IND
2005,India,Asia,1,1,0,IND
2005,India,Asia,0,3,0,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,5,5,5,IND
2005,India,Asia,9,9,9,IND
2005,India,Asia,6,6,6,IND
2005,India,Asia,3,3,3,IND
2005,India,Asia,23,23,0,IND
2005,India,Asia,14,14,14,IND
2005,India,Asia,7,7,7,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,4,6,4,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,0,3,0,IND
2006,India,Asia,1,1,1,IND
2001,India,Asia,10,10,7,IND
2003,India,Asia,6,6,6,IND
2004,India,Asia,3,3,3,IND
2004,India,Asia,5,5,5,IND
2004,India,Asia,4,4,4,IND
2004,India,Asia,8,8,8,IND
2004,India,Asia,8,8,8,IND
2004,India,Asia,0,9,0,IND
2004,India,Asia,1,1,1,IND
2004,India,Asia,1,1,1,IND
2004,India,Asia,1,1,1,IND
2004,India,Asia,1,1,1,IND
2004,India,Asia,1,1,1,IND
2004,India,Asia,1,1,1,IND
2005,India,Asia,9,9,8,IND
2007,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2009,India,Asia,1,1,1,IND
2019,India,Asia,0,1,0,IND
2003,India,Asia,28,28,28,IND
2015,India,Asia,2,2,2,IND
2003,India,Asia,1,1,1,IND
2005,India,Asia,12,13,12,IND
2005,India,Asia,66,66,66,IND
2006,India,Asia,23,23,23,IND
2006,India,Asia,182,187,182,IND
2007,India,Asia,11,11,11,IND
2008,India,Asia,63,63,0,IND
2008,India,Asia,49,49,0,IND
2008,India,Asia,24,24,22,IND
2010,India,Asia,17,17,17,IND
2010,India,Asia,3,3,0,IND
2011,India,Asia,26,26,26,IND
2013,India,Asia,17,17,17,IND
2013,India,Asia,6,6,6,IND
2009,India,Asia,1,1,0,IND
2009,India,Asia,2,4,2,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,2,2,0,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,2,2,2,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,8,8,8,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,5,5,5,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,2,2,2,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,2,2,2,IND
2010,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2002,India,Asia,20,20,20,IND
2003,India,Asia,54,54,54,IND
2005,India,Asia,1,1,1,IND
2007,India,Asia,68,68,0,IND
2008,India,Asia,4,4,4,IND
2008,India,Asia,50,50,50,IND
2008,India,Asia,35,35,35,IND
2008,India,Asia,2,2,2,IND
2008,India,Asia,44,44,44,IND
2008,India,Asia,11,11,11,IND
2008,India,Asia,2,2,2,IND
2013,India,Asia,0,1,0,IND
1989,India,Asia,17,17,17,IND
1989,India,Asia,7,7,7,IND
1990,India,Asia,21,21,21,IND
1990,India,Asia,7,7,0,IND
1990,India,Asia,15,15,13,IND
1990,India,Asia,25,25,25,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,0,4,0,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,141,141,141,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,3,3,3,IND
2009,India,Asia,0,4,0,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,2,2,2,IND
2010,India,Asia,2,2,2,IND
2010,India,Asia,1,1,0,IND
2010,India,Asia,2,2,2,IND
2011,India,Asia,1,1,1,IND
2011,India,Asia,3,3,3,IND
2011,India,Asia,2,2,2,IND
2011,India,Asia,1,1,1,IND
2011,India,Asia,2,2,2,IND
2011,India,Asia,1,1,1,IND
2012,India,Asia,76,76,75,IND
2012,India,Asia,2,2,2,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,2,2,2,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,0,IND
2012,India,Asia,2,2,2,IND
2012,India,Asia,1,1,0,IND
2012,India,Asia,2,2,2,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,2,2,2,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,2,2,2,IND
2012,India,Asia,2,2,2,IND
2012,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,0,2,0,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,0,1,0,IND
2013,India,Asia,2,2,2,IND
2013,India,Asia,2,2,0,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,1,1,0,IND
2014,India,Asia,1,1,0,IND
2014,India,Asia,1,1,0,IND
2014,India,Asia,2,2,2,IND
2014,India,Asia,1,1,0,IND
2014,India,Asia,1,1,1,IND
2014,India,Asia,1,1,1,IND
2014,India,Asia,1,1,1,IND
2015,India,Asia,1,1,1,IND
2016,India,Asia,2,2,2,IND
2016,India,Asia,4,4,4,IND
2016,India,Asia,1,1,1,IND
2016,India,Asia,2,2,2,IND
2016,India,Asia,3,3,3,IND
2016,India,Asia,1,1,1,IND
2016,India,Asia,1,1,1,IND
2017,India,Asia,1,1,1,IND
2017,India,Asia,1,1,1,IND
2017,India,Asia,2,2,2,IND
2017,India,Asia,1,1,1,IND
2017,India,Asia,1,1,1,IND
2017,India,Asia,2,2,2,IND
2017,India,Asia,1,1,1,IND
2017,India,Asia,1,1,1,IND
2017,India,Asia,1,1,1,IND
2018,India,Asia,1,1,1,IND
2018,India,Asia,2,2,2,IND
2018,India,Asia,1,1,1,IND
2018,India,Asia,1,1,1,IND
2019,India,Asia,2,2,2,IND
2020,India,Asia,1,1,1,IND
1999,India,Asia,3,3,3,IND
2001,India,Asia,45,45,45,IND
2001,India,Asia,4,4,4,IND
2001,India,Asia,3,3,3,IND
2001,India,Asia,3,3,3,IND
2001,India,Asia,1,1,1,IND
2001,India,Asia,3,3,3,IND
2002,India,Asia,3,3,0,IND
2002,India,Asia,1,1,1,IND
2003,India,Asia,3,3,3,IND
2003,India,Asia,2,2,2,IND
2003,India,Asia,0,1,0,IND
2003,India,Asia,2,2,2,IND
2003,India,Asia,1,1,1,IND
2003,India,Asia,3,3,3,IND
2003,India,Asia,3,3,3,IND
2003,India,Asia,1,1,1,IND
2004,India,Asia,3,3,3,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,1,1,1,IND
2005,India,Asia,1,1,1,IND
2005,India,Asia,10,10,3,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,4,4,4,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,0,1,0,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,2,2,2,IND
2005,India,Asia,1,1,1,IND
2006,India,Asia,3,3,3,IND
2006,India,Asia,0,1,0,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,2,2,2,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,3,3,3,IND
2006,India,Asia,2,2,2,IND
2006,India,Asia,2,2,2,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,2,2,2,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,0,1,0,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,0,1,0,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,3,3,3,IND
2006,India,Asia,2,2,2,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,0,5,0,IND
2006,India,Asia,7,7,7,IND
2006,India,Asia,0,2,0,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,2,2,2,IND
2006,India,Asia,8,8,8,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,3,3,3,IND
2006,India,Asia,0,1,0,IND
2006,India,Asia,3,3,3,IND
2006,India,Asia,0,1,0,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,2,1,1,IND
2006,India,Asia,1,2,1,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,0,1,0,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,0,2,0,IND
2007,India,Asia,0,1,0,IND
2007,India,Asia,7,7,7,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,3,3,3,IND
2007,India,Asia,2,2,2,IND
2007,India,Asia,3,3,3,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,2,2,2,IND
2007,India,Asia,4,4,4,IND
2007,India,Asia,1,2,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,6,6,6,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,0,1,0,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,4,4,4,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,5,5,5,IND
2007,India,Asia,2,2,2,IND
2007,India,Asia,4,4,4,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,2,2,2,IND
2007,India,Asia,2,2,2,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,4,4,4,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,1,1,1,IND
2007,India,Asia,2,2,2,IND
2008,India,Asia,3,3,3,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,3,3,3,IND
2008,India,Asia,3,3,3,IND
2008,India,Asia,14,14,14,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,2,2,2,IND
2008,India,Asia,2,5,2,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,2,2,2,IND
2008,India,Asia,2,2,2,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,0,1,0,IND
2008,India,Asia,0,1,0,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,0,1,0,IND
2008,India,Asia,0,1,0,IND
2008,India,Asia,3,3,3,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,0,1,0,IND
2008,India,Asia,1,1,1,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,1,1,0,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,1,1,1,IND
2009,India,Asia,1,1,1,IND
2010,India,Asia,1,1,1,IND
2011,India,Asia,36,36,36,IND
2011,India,Asia,1,1,1,IND
2012,India,Asia,2,2,0,IND
2012,India,Asia,5,5,0,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,2,2,0,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2012,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2014,India,Asia,0,1,0,IND
2008,India,Asia,0,12,0,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,4,4,4,IND
2008,India,Asia,3,3,3,IND
2008,India,Asia,2,2,2,IND
2008,India,Asia,12,12,12,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,0,1,0,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,1,1,1,IND
2008,India,Asia,7,7,7,IND
2008,India,Asia,1,1,1,IND
2018,India,Asia,3,3,3,IND
1996,India,Asia,119,119,119,IND
1996,India,Asia,10,10,10,IND
1996,India,Asia,0,17,0,IND
1996,India,Asia,0,5,0,IND
1996,India,Asia,0,5,0,IND
1996,India,Asia,40,40,40,IND
1996,India,Asia,3,3,3,IND
1996,India,Asia,8,8,8,IND
1996,India,Asia,5,5,5,IND
1996,India,Asia,0,4,0,IND
1998,India,Asia,3,3,3,IND
1998,India,Asia,0,25,0,IND
1998,India,Asia,2,2,2,IND
1998,India,Asia,2,2,2,IND
1998,India,Asia,14,14,14,IND
1998,India,Asia,6,6,6,IND
1998,India,Asia,2,2,2,IND
1998,India,Asia,7,7,7,IND
1998,India,Asia,11,11,11,IND
1998,India,Asia,1,1,1,IND
1998,India,Asia,29,29,29,IND
1998,India,Asia,5,5,5,IND
1998,India,Asia,4,4,4,IND
1998,India,Asia,7,7,7,IND
1998,India,Asia,1,1,1,IND
1999,India,Asia,14,14,14,IND
2001,India,Asia,6,6,0,IND
1991,India,Asia,3,3,3,IND
1991,India,Asia,6,6,6,IND
1992,India,Asia,8,8,8,IND
1993,India,Asia,75,75,75,IND
1995,India,Asia,2,2,2,IND
1993,India,Asia,0,168,0,IND
1993,India,Asia,165,165,165,IND
1993,India,Asia,25,25,25,IND
1993,India,Asia,7,7,7,IND
1993,India,Asia,0,1,0,IND
1993,India,Asia,0,1,0,IND
1993,India,Asia,0,2,0,IND
1993,India,Asia,14,14,14,IND
1994,India,Asia,2,2,2,IND
1994,India,Asia,37,37,37,IND
1994,India,Asia,2,2,2,IND
1995,India,Asia,68,68,68,IND
1995,India,Asia,1,1,1,IND
1995,India,Asia,5,5,5,IND
1997,India,Asia,11,11,11,IND
1997,India,Asia,11,11,11,IND
1997,India,Asia,8,8,8,IND
1997,India,Asia,5,5,5,IND
1997,India,Asia,25,25,25,IND
1997,India,Asia,10,10,10,IND
1997,India,Asia,0,2,0,IND
1998,India,Asia,28,28,28,IND
1998,India,Asia,11,11,11,IND
1999,India,Asia,1,1,1,IND
1999,India,Asia,9,9,9,IND
1989,India,Asia,17,17,17,IND
1989,India,Asia,8,8,8,IND
1989,India,Asia,27,27,27,IND
1989,India,Asia,22,22,22,IND
1989,India,Asia,144,144,144,IND
1989,India,Asia,209,209,209,IND
1989,India,Asia,5,5,5,IND
1989,India,Asia,4,4,4,IND
1989,India,Asia,5,5,5,IND
1990,India,Asia,6,6,6,IND
1990,India,Asia,2,2,2,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,0,30,0,IND
1990,India,Asia,224,224,224,IND
1990,India,Asia,44,44,44,IND
1990,India,Asia,6,6,6,IND
1990,India,Asia,5,5,5,IND
1990,India,Asia,12,12,12,IND
1990,India,Asia,25,25,25,IND
1990,India,Asia,6,6,6,IND
1990,India,Asia,896,896,896,IND
1990,India,Asia,18,82,18,IND
1990,India,Asia,0,33,0,IND
1990,India,Asia,100,100,100,IND
1990,India,Asia,37,37,37,IND
1990,India,Asia,0,20,0,IND
1990,India,Asia,0,165,0,IND
1990,India,Asia,41,41,41,IND
1990,India,Asia,7,7,7,IND
1990,India,Asia,17,17,17,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,5,5,5,IND
1990,India,Asia,2,2,2,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,0,12,0,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,3,3,3,IND
1990,India,Asia,2,2,2,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,2,2,2,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,12,12,12,IND
1990,India,Asia,6,6,6,IND
1990,India,Asia,3,3,3,IND
1990,India,Asia,6,6,6,IND
1990,India,Asia,4,4,4,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,14,14,14,IND
1990,India,Asia,7,7,7,IND
1990,India,Asia,2,2,2,IND
1990,India,Asia,5,5,5,IND
1990,India,Asia,2,2,2,IND
1990,India,Asia,0,13,0,IND
1990,India,Asia,31,31,31,IND
1990,India,Asia,2,2,2,IND
1990,India,Asia,20,20,20,IND
1990,India,Asia,9,9,9,IND
1990,India,Asia,13,13,13,IND
1990,India,Asia,16,16,16,IND
1990,India,Asia,6,6,6,IND
1990,India,Asia,3,3,3,IND
1990,India,Asia,134,134,134,IND
1990,India,Asia,16,16,16,IND
1990,India,Asia,18,18,18,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,9,9,9,IND
1990,India,Asia,23,23,23,IND
1990,India,Asia,12,12,12,IND
1990,India,Asia,4,4,4,IND
1990,India,Asia,1,1,1,IND
1990,India,Asia,3,3,3,IND
1990,India,Asia,12,12,12,IND
1990,India,Asia,4,4,4,IND
1990,India,Asia,11,11,11,IND
1991,India,Asia,0,38,0,IND
1991,India,Asia,5,5,5,IND
1991,India,Asia,1,1,1,IND
1991,India,Asia,7,7,7,IND
1991,India,Asia,3,3,3,IND
1991,India,Asia,10,10,10,IND
1991,India,Asia,50,50,50,IND
1991,India,Asia,20,20,20,IND
1991,India,Asia,0,28,0,IND
1992,India,Asia,8,8,8,IND
1992,India,Asia,4,4,4,IND
1992,India,Asia,23,23,23,IND
1992,India,Asia,3,3,3,IND
1992,India,Asia,2,2,2,IND
1992,India,Asia,4,4,4,IND
1992,India,Asia,44,44,44,IND
1992,India,Asia,0,36,0,IND
1992,India,Asia,3,3,3,IND
1992,India,Asia,190,199,190,IND
1992,India,Asia,143,143,143,IND
1992,India,Asia,0,400,0,IND
1992,India,Asia,0,146,0,IND
1992,India,Asia,1,1,1,IND
1992,India,Asia,37,37,26,IND
1993,India,Asia,0,600,0,IND
1993,India,Asia,13,13,0,IND
1994,India,Asia,11,11,8,IND
1994,India,Asia,2,2,2,IND
1994,India,Asia,2,2,0,IND
1994,India,Asia,2,2,2,IND
1994,India,Asia,1,1,1,IND
1995,India,Asia,4,4,4,IND
1995,India,Asia,10,10,10,IND
1995,India,Asia,1,1,1,IND
1995,India,Asia,2,2,2,IND
1995,India,Asia,1,1,1,IND
1995,India,Asia,2,2,2,IND
1998,India,Asia,1,1,1,IND
1998,India,Asia,3,3,3,IND
1998,India,Asia,1,1,1,IND
1998,India,Asia,1,1,1,IND
1998,India,Asia,12,12,12,IND
1998,India,Asia,5,5,2,IND
2001,India,Asia,2,2,2,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,5,5,5,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,1,2,1,IND
2002,India,Asia,3,3,3,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,5,5,5,IND
2002,India,Asia,3,3,3,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,8,8,8,IND
2002,India,Asia,5,5,5,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,5,5,5,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,1,1,1,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,2,2,2,IND
2002,India,Asia,1,1,1,IND
2003,India,Asia,2,2,2,IND
2003,India,Asia,1,1,1,IND
2003,India,Asia,7,9,7,IND
2003,India,Asia,3,3,3,IND
2003,India,Asia,1,1,1,IND
2003,India,Asia,6,6,6,IND
2004,India,Asia,0,91,0,IND
2004,India,Asia,2,2,2,IND
2004,India,Asia,2,2,2,IND
2005,India,Asia,7,7,7,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,4,4,4,IND
2006,India,Asia,3,3,3,IND
2006,India,Asia,6,6,6,IND
2006,India,Asia,2,2,2,IND
2006,India,Asia,1,1,1,IND
2006,India,Asia,0,1,0,IND
2006,India,Asia,3,3,3,IND
2006,India,Asia,2,2,2,IND
2007,India,Asia,1,1,1,IND
2010,India,Asia,1,1,1,IND
2010,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,28,28,28,IND
2013,India,Asia,3,3,3,IND
2013,India,Asia,5,5,5,IND
2013,India,Asia,4,4,4,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,2,2,2,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,0,1,0,IND
2013,India,Asia,8,8,8,IND
2013,India,Asia,4,4,4,IND
2013,India,Asia,3,3,3,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,3,3,3,IND
2013,India,Asia,0,1,0,IND
2013,India,Asia,1,1,1,IND
2013,India,Asia,1,1,1,IND
2017,India,Asia,2,2,2,IND
2017,India,Asia,1,1,1,IND
2017,India,Asia,1,1,1,IND
2017,India,Asia,2,2,2,IND
2017,India,Asia,1,1,1,IND
2017,India,Asia,3,3,3,IND
2017,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,2,2,2,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,2,2,2,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,9,9,9,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
2020,India,Asia,1,1,1,IND
