Entity,Code,Year,3_1_Renewables_electricity
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.04
Hong Kong,HKG,2011,0.04
Hong Kong,HKG,2012,0.04
Hong Kong,HKG,2013,0.04
Hong Kong,HKG,2014,0.04
Hong Kong,HKG,2015,0.07
Hong Kong,HKG,2016,0.14
Hong Kong,HKG,2017,0.15
Hong Kong,HKG,2018,0.15
Hong Kong,HKG,2019,0.16
Hong Kong,HKG,2020,0.19
Hong Kong,HKG,2021,0.23
Hong Kong,HKG,2022,0.23
India,IND,1971,33.384148
India,IND,1972,32.40304
India,IND,1973,34.506676
India,IND,1974,33.202953
India,IND,1975,39.668533
India,IND,1976,41.498165
India,IND,1977,45.276752
India,IND,1978,56.17499
India,IND,1979,54.168587
India,IND,1980,55.441372
India,IND,1981,59.08296
India,IND,1982,49.859673
India,IND,1983,48.043297
India,IND,1984,53.682453
India,IND,1985,51.813046
India,IND,1986,52.568764
India,IND,1987,48.962532
India,IND,1988,54.614944
India,IND,1989,63.369778
India,IND,1990,66.46496
India,IND,1991,74.12686
India,IND,1992,70.26861
India,IND,1993,71.07932
India,IND,1994,80.783676
India,IND,1995,76.98215
India,IND,1996,70.69813
India,IND,1997,72.18673
India,IND,1998,86.010315
India,IND,1999,85.38759
India,IND,2000,80.27
India,IND,2001,76.19
India,IND,2002,72.78
India,IND,2003,74.63
India,IND,2004,109.2
India,IND,2005,107.47
India,IND,2006,127.56
India,IND,2007,141.75
India,IND,2008,138.91
India,IND,2009,134.33
India,IND,2010,142.61
India,IND,2011,173.62
India,IND,2012,165.25
India,IND,2013,187.9
India,IND,2014,202.04
India,IND,2015,203.21
India,IND,2016,208.21
India,IND,2017,234.9
India,IND,2018,263.61
India,IND,2019,303.16
India,IND,2020,315.67
India,IND,2021,333.49
India,IND,2022,380.87
India,IND,2023,384.01
Indonesia,IDN,1971,1.3788528
Indonesia,IDN,1972,1.2330126
Indonesia,IDN,1973,1.5556288
Indonesia,IDN,1974,1.723566
Indonesia,IDN,1975,1.8075346
Indonesia,IDN,1976,1.060656
Indonesia,IDN,1977,1.7633406
Indonesia,IDN,1978,1.259529
Indonesia,IDN,1979,1.4009498
Indonesia,IDN,1980,1.2683678
Indonesia,IDN,1981,1.2639484
Indonesia,IDN,1982,1.3788528
Indonesia,IDN,1983,2.0726986
Indonesia,IDN,1984,2.2627327
Indonesia,IDN,1985,2.7665443
Indonesia,IDN,1986,4.4547553
Indonesia,IDN,1987,4.5829177
Indonesia,IDN,1988,5.0336967
Indonesia,IDN,1989,6.2799673
Indonesia,IDN,1990,7.61986
Indonesia,IDN,1991,8.46063
Indonesia,IDN,1992,10.73122
Indonesia,IDN,1993,9.983049
Indonesia,IDN,1994,9.58685
Indonesia,IDN,1995,10.505671
Indonesia,IDN,1996,11.16724
Indonesia,IDN,1997,8.594
Indonesia,IDN,1998,13.65
Indonesia,IDN,1999,14.32051
Indonesia,IDN,2000,19.6
Indonesia,IDN,2001,22.19
Indonesia,IDN,2002,21
Indonesia,IDN,2003,19.82
Indonesia,IDN,2004,20.97
Indonesia,IDN,2005,22.66
Indonesia,IDN,2006,21.18
Indonesia,IDN,2007,24.29
Indonesia,IDN,2008,26.34
Indonesia,IDN,2009,26.79
Indonesia,IDN,2010,34.63
Indonesia,IDN,2011,30.46
Indonesia,IDN,2012,31.11
Indonesia,IDN,2013,35.5
Indonesia,IDN,2014,34.41
Indonesia,IDN,2015,33.56
Indonesia,IDN,2016,39.58
Indonesia,IDN,2017,43.17
Indonesia,IDN,2018,48.38
Indonesia,IDN,2019,48.04
Indonesia,IDN,2020,52.89
Indonesia,IDN,2021,56.2
Indonesia,IDN,2022,65.41
Japan,JPN,1965,76.07
Japan,JPN,1966,79.35
Japan,JPN,1967,68.55
Japan,JPN,1968,73.45
Japan,JPN,1969,75.35
Japan,JPN,1970,75.64271
Japan,JPN,1971,84.43561
Japan,JPN,1972,85.34859
Japan,JPN,1973,67.032
Japan,JPN,1974,82.98755
Japan,JPN,1975,83.78451
Japan,JPN,1976,83.95755
Japan,JPN,1977,73.50178
Japan,JPN,1978,70.87464
Japan,JPN,1979,81.84273
Japan,JPN,1980,89.38344
Japan,JPN,1981,88.73053
Japan,JPN,1982,91.47677
Japan,JPN,1983,95.30324
Japan,JPN,1984,83.73602
Japan,JPN,1985,95.57348
Japan,JPN,1986,94.61936
Japan,JPN,1987,89.57947
Japan,JPN,1988,106.27756
Japan,JPN,1989,108.78798
Japan,JPN,1990,98.23612
Japan,JPN,1991,106.067856
Japan,JPN,1992,91.90662
Japan,JPN,1993,104.162834
Japan,JPN,1994,77.96449
Japan,JPN,1995,93.1286
Japan,JPN,1996,92.477104
Japan,JPN,1997,102.9749
Japan,JPN,1998,105.401955
Japan,JPN,1999,100.533195
Japan,JPN,2000,101.03
Japan,JPN,2001,98.32
Japan,JPN,2002,98.64
Japan,JPN,2003,112.13
Japan,JPN,2004,112.43
Japan,JPN,2005,102.79
Japan,JPN,2006,114.47
Japan,JPN,2007,101.76
Japan,JPN,2008,101.98
Japan,JPN,2009,97.28
Japan,JPN,2010,118.24
Japan,JPN,2011,113.5
Japan,JPN,2012,111.33
Japan,JPN,2013,120.55
Japan,JPN,2014,133.9
Japan,JPN,2015,154.02
Japan,JPN,2016,151.77
Japan,JPN,2017,166.75
Japan,JPN,2018,179.79
Japan,JPN,2019,180.3
Japan,JPN,2020,195.17
Japan,JPN,2021,215.99
Japan,JPN,2022,226.93
Japan,JPN,2023,241.52
Laos,LAO,2000,3.28
Laos,LAO,2001,3.3
Laos,LAO,2002,3.21
Laos,LAO,2003,2.83
Laos,LAO,2004,3
Laos,LAO,2005,3.51
Laos,LAO,2006,3.6
Laos,LAO,2007,3.37
Laos,LAO,2008,3.72
Laos,LAO,2009,3.37
Laos,LAO,2010,8.36
Laos,LAO,2011,12.84
Laos,LAO,2012,12.93
Laos,LAO,2013,15.36
Laos,LAO,2014,15.12
Laos,LAO,2015,13.9
Laos,LAO,2016,17.53
Laos,LAO,2017,20.14
Laos,LAO,2018,22.4
Laos,LAO,2019,19.83
Laos,LAO,2020,28.61
Laos,LAO,2021,33.04
Laos,LAO,2022,33.54
Macao,MAC,2000,0
Macao,MAC,2001,0.06
Macao,MAC,2002,0.07
Macao,MAC,2003,0.15
Macao,MAC,2004,0.15
Macao,MAC,2005,0.16
Macao,MAC,2006,0.17
Macao,MAC,2007,0.17
Macao,MAC,2008,0.18
Macao,MAC,2009,0.18
Macao,MAC,2010,0.2
Macao,MAC,2011,0.21
Macao,MAC,2012,0.23
Macao,MAC,2013,0.24
Macao,MAC,2014,0.26
Macao,MAC,2015,0.2
Macao,MAC,2016,0.2
Macao,MAC,2017,0.21
Macao,MAC,2018,0.18
Macao,MAC,2019,0.22
Macao,MAC,2020,0.19
Macao,MAC,2021,0.21
Macao,MAC,2022,0.2
Malaysia,MYS,1971,1.046
Malaysia,MYS,1972,1.154
Malaysia,MYS,1973,1.108
Malaysia,MYS,1974,1.006
Malaysia,MYS,1975,1.005
Malaysia,MYS,1976,0.948
Malaysia,MYS,1977,0.769
Malaysia,MYS,1978,0.90395063
Malaysia,MYS,1979,1.1035241
Malaysia,MYS,1980,1.4087542
Malaysia,MYS,1981,1.5613693
Malaysia,MYS,1982,1.5026711
Malaysia,MYS,1983,1.7492031
Malaysia,MYS,1984,3.4514477
Malaysia,MYS,1985,3.7684176
Malaysia,MYS,1986,4.120606
Malaysia,MYS,1987,4.9658585
Malaysia,MYS,1988,5.728934
Malaysia,MYS,1989,5.294568
Malaysia,MYS,1990,4.026689
Malaysia,MYS,1991,4.4493155
Malaysia,MYS,1992,4.286
Malaysia,MYS,1993,4.853
Malaysia,MYS,1994,6.483
Malaysia,MYS,1995,6.218
Malaysia,MYS,1996,5.184
Malaysia,MYS,1997,4.173
Malaysia,MYS,1998,4.457
Malaysia,MYS,1999,7.552
Malaysia,MYS,2000,7.56
Malaysia,MYS,2001,6.64
Malaysia,MYS,2002,5.81
Malaysia,MYS,2003,5.51
Malaysia,MYS,2004,6.15
Malaysia,MYS,2005,6.6
Malaysia,MYS,2006,6.94
Malaysia,MYS,2007,6.72
Malaysia,MYS,2008,8.61
Malaysia,MYS,2009,8.28
Malaysia,MYS,2010,7.62
Malaysia,MYS,2011,9.6
Malaysia,MYS,2012,10.76
Malaysia,MYS,2013,13.04
Malaysia,MYS,2014,14.31
Malaysia,MYS,2015,14.94
Malaysia,MYS,2016,21.09
Malaysia,MYS,2017,27.94
Malaysia,MYS,2018,28.31
Malaysia,MYS,2019,28.74
Malaysia,MYS,2020,30.84
Malaysia,MYS,2021,34.46
Malaysia,MYS,2022,34.59
Maldives,MDV,2000,0
Maldives,MDV,2001,0
Maldives,MDV,2002,0
Maldives,MDV,2003,0
Maldives,MDV,2004,0
Maldives,MDV,2005,0
Maldives,MDV,2006,0
Maldives,MDV,2007,0
Maldives,MDV,2008,0
Maldives,MDV,2009,0
Maldives,MDV,2010,0
Maldives,MDV,2011,0
Maldives,MDV,2012,0
Maldives,MDV,2013,0
Maldives,MDV,2014,0.01
Maldives,MDV,2015,0.01
Maldives,MDV,2016,0.01
Maldives,MDV,2017,0.02
Maldives,MDV,2018,0.03
Maldives,MDV,2019,0.03
Maldives,MDV,2020,0.04
Maldives,MDV,2021,0.05
Maldives,MDV,2022,0.06
Mongolia,MNG,2000,0
Mongolia,MNG,2001,0
Mongolia,MNG,2002,0
Mongolia,MNG,2003,0
Mongolia,MNG,2004,0
Mongolia,MNG,2005,0
Mongolia,MNG,2006,0
Mongolia,MNG,2007,0
Mongolia,MNG,2008,0.01
Mongolia,MNG,2009,0.03
Mongolia,MNG,2010,0.05
Mongolia,MNG,2011,0.06
Mongolia,MNG,2012,0.06
Mongolia,MNG,2013,0.12
Mongolia,MNG,2014,0.21
Mongolia,MNG,2015,0.22
Mongolia,MNG,2016,0.25
Mongolia,MNG,2017,0.25
Mongolia,MNG,2018,0.44
Mongolia,MNG,2019,0.69
Mongolia,MNG,2020,0.68
Mongolia,MNG,2021,0.83
Mongolia,MNG,2022,0.86
Mongolia,MNG,2023,0.87
Myanmar,MMR,2000,1.87
Myanmar,MMR,2001,1.8
Myanmar,MMR,2002,2.11
Myanmar,MMR,2003,2.08
Myanmar,MMR,2004,2.41
Myanmar,MMR,2005,3
Myanmar,MMR,2006,3.33
Myanmar,MMR,2007,3.62
Myanmar,MMR,2008,4.07
Myanmar,MMR,2009,5.26
Myanmar,MMR,2010,6.19
Myanmar,MMR,2011,7.52
Myanmar,MMR,2012,7.96
Myanmar,MMR,2013,9.04
Myanmar,MMR,2014,9.06
Myanmar,MMR,2015,9.64
Myanmar,MMR,2016,10
Myanmar,MMR,2017,11.22
Myanmar,MMR,2018,12.59
Myanmar,MMR,2019,10.87
Myanmar,MMR,2020,9.14
Myanmar,MMR,2021,9.87
Myanmar,MMR,2022,10.07
Myanmar,MMR,2023,10.62
Nepal,NPL,2000,1.62
Nepal,NPL,2001,1.83
Nepal,NPL,2002,2.1
Nepal,NPL,2003,2.26
Nepal,NPL,2004,2.38
Nepal,NPL,2005,2.49
Nepal,NPL,2006,2.71
Nepal,NPL,2007,2.76
Nepal,NPL,2008,2.78
Nepal,NPL,2009,3.07
Nepal,NPL,2010,3.18
Nepal,NPL,2011,3.46
Nepal,NPL,2012,3.51
Nepal,NPL,2013,3.49
Nepal,NPL,2014,3.8
Nepal,NPL,2015,3.46
Nepal,NPL,2016,4.18
Nepal,NPL,2017,4.58
Nepal,NPL,2018,4.84
Nepal,NPL,2019,6.14
Nepal,NPL,2020,6.2
Nepal,NPL,2021,9.67
Nepal,NPL,2022,9.82
North Korea,PRK,2000,10.1
North Korea,PRK,2001,10.49
North Korea,PRK,2002,10.51
North Korea,PRK,2003,11.6
North Korea,PRK,2004,12.38
North Korea,PRK,2005,13
North Korea,PRK,2006,12.49
North Korea,PRK,2007,13.15
North Korea,PRK,2008,13.93
North Korea,PRK,2009,12.38
North Korea,PRK,2010,13.27
North Korea,PRK,2011,13.07
North Korea,PRK,2012,13.36
North Korea,PRK,2013,13.77
North Korea,PRK,2014,12.88
North Korea,PRK,2015,9.93
North Korea,PRK,2016,12.71
North Korea,PRK,2017,11.83
North Korea,PRK,2018,12.72
North Korea,PRK,2019,11.05
North Korea,PRK,2020,12.85
North Korea,PRK,2021,16.17
North Korea,PRK,2022,12.89
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0
Oman,OMN,2014,0
Oman,OMN,2015,0
Oman,OMN,2016,0
Oman,OMN,2017,0.02
Oman,OMN,2018,0.02
Oman,OMN,2019,0.02
Oman,OMN,2020,0.21
Oman,OMN,2021,0.26
Oman,OMN,2022,0.27
Oman,OMN,2023,0.27
Philippines,PHL,1965,1.55
Philippines,PHL,1966,1.52
Philippines,PHL,1967,1.68
Philippines,PHL,1968,1.72
Philippines,PHL,1969,1.815
Philippines,PHL,1970,2.097
Philippines,PHL,1971,1.933
Philippines,PHL,1972,2.207
Philippines,PHL,1973,2.374
Philippines,PHL,1974,2.051
Philippines,PHL,1975,2.272
Philippines,PHL,1976,2.795
Philippines,PHL,1977,2.115
Philippines,PHL,1978,2.8140001
Philippines,PHL,1979,3.51794
Philippines,PHL,1980,5.56685
Philippines,PHL,1981,7.63719
Philippines,PHL,1982,7.68086
Philippines,PHL,1983,8.90298
Philippines,PHL,1984,10.636459
Philippines,PHL,1985,11.49518
Philippines,PHL,1986,11.5903
Philippines,PHL,1987,10.14297
Philippines,PHL,1988,11.48691
Philippines,PHL,1989,12.186661
Philippines,PHL,1990,11.95776
Philippines,PHL,1991,10.903
Philippines,PHL,1992,10.139999
Philippines,PHL,1993,10.6970005
Philippines,PHL,1994,12.182
Philippines,PHL,1995,12.367001
Philippines,PHL,1996,13.564
Philippines,PHL,1997,13.306
Philippines,PHL,1998,13.98
Philippines,PHL,1999,18.434
Philippines,PHL,2000,19.43
Philippines,PHL,2001,17.54
Philippines,PHL,2002,17.27
Philippines,PHL,2003,17.69
Philippines,PHL,2004,18.87
Philippines,PHL,2005,18.31
Philippines,PHL,2006,20.46
Philippines,PHL,2007,18.84
Philippines,PHL,2008,20.62
Philippines,PHL,2009,20.17
Philippines,PHL,2010,17.81
Philippines,PHL,2011,19.82
Philippines,PHL,2012,20.74
Philippines,PHL,2013,19.87
Philippines,PHL,2014,19.78
Philippines,PHL,2015,20.94
Philippines,PHL,2016,21.98
Philippines,PHL,2017,23.17
Philippines,PHL,2018,23.31
Philippines,PHL,2019,22.04
Philippines,PHL,2020,21.6
Philippines,PHL,2021,23.77
Philippines,PHL,2022,24.67
Philippines,PHL,2023,25.61
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,0.085
Singapore,SGP,1987,0.085
Singapore,SGP,1988,0.085
Singapore,SGP,1989,0.085
Singapore,SGP,1990,0.085
Singapore,SGP,1991,0.245
Singapore,SGP,1992,0.245
Singapore,SGP,1993,0.245
Singapore,SGP,1994,0.245
Singapore,SGP,1995,0.245
Singapore,SGP,1996,0.245
Singapore,SGP,1997,0.245
Singapore,SGP,1998,0.245
Singapore,SGP,1999,0.245
Singapore,SGP,2000,0.49
Singapore,SGP,2001,0.69
Singapore,SGP,2002,0.77
Singapore,SGP,2003,0.99
Singapore,SGP,2004,0.96
Singapore,SGP,2005,0.96
Singapore,SGP,2006,0.95
Singapore,SGP,2007,0.99
Singapore,SGP,2008,1.04
Singapore,SGP,2009,1.05
Singapore,SGP,2010,1.18
Singapore,SGP,2011,1.2
Singapore,SGP,2012,1.27
Singapore,SGP,2013,1.69
Singapore,SGP,2014,1.38
Singapore,SGP,2015,1.46
Singapore,SGP,2016,1.5
Singapore,SGP,2017,1.51
Singapore,SGP,2018,1.49
Singapore,SGP,2019,1.51
Singapore,SGP,2020,1.49
Singapore,SGP,2021,1.62
Singapore,SGP,2022,2.33
Singapore,SGP,2023,2.6
South Korea,KOR,1971,1.319976
South Korea,KOR,1972,1.368076
South Korea,KOR,1973,1.284465
South Korea,KOR,1974,1.905858
South Korea,KOR,1975,1.682809
South Korea,KOR,1976,1.788661
South Korea,KOR,1977,1.392729
South Korea,KOR,1978,1.807524
South Korea,KOR,1979,2.296168
South Korea,KOR,1980,1.920375
South Korea,KOR,1981,2.597707
South Korea,KOR,1982,1.715362
South Korea,KOR,1983,2.294191
South Korea,KOR,1984,1.998143
South Korea,KOR,1985,3.184966
South Korea,KOR,1986,3.10988
South Korea,KOR,1987,3.965371
South Korea,KOR,1988,1.987232
South Korea,KOR,1989,2.963969
South Korea,KOR,1990,4.684946
South Korea,KOR,1991,3.487046
South Korea,KOR,1992,3.0994482
South Korea,KOR,1993,4.230549
South Korea,KOR,1994,2.349092
South Korea,KOR,1995,3.011923
South Korea,KOR,1996,2.830357
South Korea,KOR,1997,2.895992
South Korea,KOR,1998,4.343418
South Korea,KOR,1999,4.2566705
South Korea,KOR,2000,4.12
South Korea,KOR,2001,2.44
South Korea,KOR,2002,3.43
South Korea,KOR,2003,5.11
South Korea,KOR,2004,4.66
South Korea,KOR,2005,4.07
South Korea,KOR,2006,3.98
South Korea,KOR,2007,4.46
South Korea,KOR,2008,4.44
South Korea,KOR,2009,4.61
South Korea,KOR,2010,5.69
South Korea,KOR,2011,7.05
South Korea,KOR,2012,7.31
South Korea,KOR,2013,9.17
South Korea,KOR,2014,11.46
South Korea,KOR,2015,13.61
South Korea,KOR,2016,16.49
South Korea,KOR,2017,20.37
South Korea,KOR,2018,25.54
South Korea,KOR,2019,30.23
South Korea,KOR,2020,36.4
South Korea,KOR,2021,42.85
South Korea,KOR,2022,51.21
South Korea,KOR,2023,54.94
Sri Lanka,LKA,1965,0.365
Sri Lanka,LKA,1966,0.399
Sri Lanka,LKA,1967,0.41
Sri Lanka,LKA,1968,0.474
Sri Lanka,LKA,1969,0.549
Sri Lanka,LKA,1970,0.7403
Sri Lanka,LKA,1971,0.8255
Sri Lanka,LKA,1972,0.8471
Sri Lanka,LKA,1973,0.6957
Sri Lanka,LKA,1974,0.9976
Sri Lanka,LKA,1975,1.0766
Sri Lanka,LKA,1976,1.1095
Sri Lanka,LKA,1977,1.2139
Sri Lanka,LKA,1978,1.3663
Sri Lanka,LKA,1979,1.4618
Sri Lanka,LKA,1980,1.4801
Sri Lanka,LKA,1981,1.5716
Sri Lanka,LKA,1982,1.6076
Sri Lanka,LKA,1983,1.2172
Sri Lanka,LKA,1984,2.0922
Sri Lanka,LKA,1985,2.3956
Sri Lanka,LKA,1986,2.6451
Sri Lanka,LKA,1987,2.177
Sri Lanka,LKA,1988,2.5967
Sri Lanka,LKA,1989,2.8012
Sri Lanka,LKA,1990,3.1448
Sri Lanka,LKA,1991,3.1166
Sri Lanka,LKA,1992,2.8999
Sri Lanka,LKA,1993,3.796
Sri Lanka,LKA,1994,4.0891
Sri Lanka,LKA,1995,4.5141
Sri Lanka,LKA,1996,3.2519
Sri Lanka,LKA,1997,3.44727
Sri Lanka,LKA,1998,3.91495
Sri Lanka,LKA,1999,4.1809936
Sri Lanka,LKA,2000,3.21
Sri Lanka,LKA,2001,3.12
Sri Lanka,LKA,2002,2.7
Sri Lanka,LKA,2003,3.32
Sri Lanka,LKA,2004,2.97
Sri Lanka,LKA,2005,3.47
Sri Lanka,LKA,2006,4.65
Sri Lanka,LKA,2007,3.97
Sri Lanka,LKA,2008,4.16
Sri Lanka,LKA,2009,3.92
Sri Lanka,LKA,2010,5.72
Sri Lanka,LKA,2011,4.75
Sri Lanka,LKA,2012,3.48
Sri Lanka,LKA,2013,7.18
Sri Lanka,LKA,2014,6.57
Sri Lanka,LKA,2015,6.39
Sri Lanka,LKA,2016,4.67
Sri Lanka,LKA,2017,4.54
Sri Lanka,LKA,2018,7.01
